tract,percent_white_2016,percent_white_2015,percent_white_2014,percent_white_2013,percent_white_2012,percent_white_2011
1201,0.8712591094720986,0.8792105263,0.8878036564,0.8762388818000001,0.8512153204,0.8566441704000001
1202,0.7414592797327598,0.7484303962000001,0.7532952548,0.7761820592,0.783580334,0.810328415
1203,0.695506709828425,0.702221522,0.6853859848,0.7219407339,0.6952531646,0.6575780655
1204,0.5369372960772386,0.5412694089,0.5503462973,0.5543361884,0.5546434069,0.5406914894
1301,0.6384031977620388,0.6490617140999999,0.6211709965,0.6218897382,0.6484505165,0.6318280418
1302,0.6390674652701352,0.6438271605,0.6608260325,0.668627451,0.6715006305,0.749822317
1303,0.41210815519343064,0.4153210665,0.4233840304,0.4193966315,0.420936307,0.4901249496
1401,0.25563535712878355,0.265440571,0.24099043879999998,0.176747645,0.25090302859999997,0.2263896384
1402,0.26179209172669293,0.2615794735,0.274639525,0.2605868623,0.2300556586,0.2247902485
1403.01,0.12673473697751947,0.1279485347,0.1131732169,0.1343556042,0.1363293051,0.1263477089
1403.02,0.2974084739407039,0.3078358209,0.25603756710000003,0.2436371547,0.2951045737,0.208042328
1404,0.4090744259741948,0.4145375051,0.4258279989,0.4041105213,0.4525164114,0.44074407439999996
1405,0.304148435206952,0.3035386029,0.3329289008,0.3552724699,0.37086985840000003,0.3891380169
1406.01,0.139525929263036,0.1406302948,0.1401145167,0.1527228476,0.1759697256,0.22064164649999998
1406.02,0.20458181916840812,0.2070575056,0.1829355183,0.1841092055,0.15500519570000001,0.17994259059999998
1407.01,0.28794149836164606,0.2823618471,0.348427673,0.3915505226,0.40079365079999996,0.4243061396
1407.02,0.19077975203178885,0.1890645586,0.2100127959,0.2091513873,0.1933649289,0.23527533920000002
1408,0.49586296059912016,0.5049579327,0.4638646137,0.44857969490000005,0.43572167619999996,0.4189206512
1502,0.6342679182776878,0.6441816716,0.6173123641,0.5884752006,0.5784074881,0.5686398783
1503,0.5327277873296552,0.5290431429,0.6064310391,0.6447199658,0.6510126211,0.6961538462000001
1504.01,0.6901650711115471,0.7003021148,0.6797086368,0.7083690987000001,0.7472674548,0.7454342984000001
1504.02,0.5225741446552791,0.5346153846,0.5033829499,0.46018671060000005,0.5097359296,0.6091205211999999
1505.01,0.6110900648622337,0.6196570259,0.6593641464,0.5699389624,0.6475953566,0.7261465471999999
1505.02,0.49251574753071614,0.4955508475,0.5107226107,0.48877965380000005,0.4661965989,0.44130182100000004
1506,0.5313517634730754,0.5338035018999999,0.537745605,0.5880041907,0.5701369863,0.5329060882
1507,0.4826949310425421,0.48415993009999997,0.5226141528,0.5104025328,0.5176364862,0.541625857
1508,0.3311085969403048,0.3298226164,0.3610346725,0.3884250474,0.38894078090000006,0.38632958799999995
1510.01,0.34905508654726697,0.3627161535,0.2797478329,0.2610491532,0.2929984779,0.2545968883
1510.02,0.3164024126942329,0.3268398268,0.2655282818,0.2379817243,0.24965598579999998,0.2734827986
1511,0.4015455375873377,0.4067171065,0.4271934706,0.4150687585,0.48835796719999996,0.46627267170000003
1512,0.576047550049281,0.5794973171,0.5804347826,0.5766953714,0.5198575732999999,0.6001092598
1601,0.45591842928190535,0.450929368,0.5144706778,0.6409348442,0.6745762712000001,0.6893123447
1602,0.619224587449067,0.6373292868,0.5347985348,0.5684658336,0.6197650664,0.6293818571
1603,0.5444538188183414,0.5575360419,0.48516894509999997,0.4873569337,0.4915650143,0.4718026183
1604,0.4373126930155476,0.4398356486,0.46561886049999995,0.4298900236,0.4259509558,0.4003047039
