tract,percent_black_2016,percent_black_2015,percent_black_2014,percent_black_2013,percent_black_2012,percent_black_2011
2004.02,0.001470424749712591,0.0,0.007686586,0.006926629,0.007864028,0.006658446
2101,0.027721652204665225,0.028735632,0.015665796000000003,0.011024806000000002,0.043043276,0.039237922
2104,0.024703394879560803,0.024539877,0.019501279,0.01633878,0.014859311000000002,0.012879485
2105.01,0.030450523170727314,0.029328953999999997,0.0369884,0.042923927,0.044395117000000005,0.020143552
2105.02,0.017222451196816483,0.01749034,0.009574250999999999,0.008125248,0.020301624,0.015656009
2106.01,0.021881304478568054,0.021230659,0.020221786999999998,0.014764688,0.01084991,0.008925915
2106.02,0.02282005010492454,0.021652152999999997,0.023751817999999997,0.003472222,0.006938227,0.032938643999999996
2107,0.0046466487486213,0.004034172,0.005279035,0.003044496,0.023904382000000002,0.041647059
2108,0.0034569171693376653,0.002788104,0.003891051,0.01242236,0.009716599,0.011484099
2109,0.04567584505418243,0.044571792,0.05181507900000001,0.056002575,0.050207962,0.017394158
2203,0.032125041363803286,0.032231059,0.02698215,0.034835114,0.030515464,0.039145907
2204,0.0003373700207844226,0.0,0.0,0.009167303,0.025357873,0.03803681
2205,0.05384439789889495,0.054063861,0.052945563,0.043939949000000006,0.09822695,0.064742878
2206.01,0.03629007343268342,0.033021464,0.070175439,0.10904071800000001,0.107569721,0.096179183
2206.02,0.03467680636525225,0.032786885,0.050533049000000003,0.054896794000000006,0.073455025,0.084604136
2207.01,0.05991162700976533,0.054903112000000004,0.100607112,0.095160854,0.082677165,0.077628032
2207.02,0.049228251202084905,0.048667155999999996,0.049254405999999994,0.042582735,0.04540163,0.050284865
2209.01,0.07573383682110435,0.076364784,0.077949651,0.080432173,0.157429245,0.120667522
2209.02,0.006195164942710275,0.005540166,0.017142857,0.06801872099999999,0.074362166,0.133505599
2210,0.06622634975635708,0.067201605,0.062999385,0.103026597,0.103213242,0.094841397
2211,0.1324119532670206,0.129479769,0.154885655,0.126895119,0.12246604,0.105842337
2212,0.03752864878715679,0.037938666,0.030668842,0.044159544,0.035974304,0.048347107
2213,0.05535953509707588,0.055035567,0.055394642,0.061083365,0.056689342000000004,0.028665932
2214,0.023592820277063605,0.020764667,0.043586995,0.034828992999999996,0.045747422999999995,0.028971029
2215,0.0412081736291767,0.040996169,0.038461537999999997,0.034137291,0.041217973,0.032318677000000004
2216,0.009049037933066743,0.008445946,0.00801796,0.007797271,0.010392223,0.011118833
2222,0.03264657902155408,0.031919962,0.031568228,0.013014055,0.024671916000000002,0.030366492000000002
2225,0.08504816629201599,0.08847185,0.056882022000000004,0.080745342,0.08234473099999999,0.066121336
2226,0.05288927441324815,0.050461538,0.074646075,0.111858191,0.070595457,0.079530639
2227,0.10888285229346006,0.111071042,0.083834586,0.078677309,0.050861362,0.11194918599999999
2228,0.06438477239535782,0.058464222999999996,0.142011834,0.228381375,0.278093076,0.234946871
2229,0.05086910080878776,0.045343137,0.09567198199999999,0.10665362,0.065149137,0.186775733
2301,0.23908207454905736,0.237060703,0.236938032,0.11875,0.084265964,0.169402495
2302,0.19393490351638515,0.201499531,0.135902637,0.160630841,0.169950739,0.156228493
2303,0.03584976451194891,0.036195286,0.032478632,0.02705314,0.075,0.012917115
2304,0.03654482977590244,0.036193575,0.037509377,0.07219357400000001,0.033584906,0.040897575
2305,0.07461598039023586,0.074247861,0.07331536400000001,0.054906542,0.06762177700000001,0.082831325
2306,0.3663283237097941,0.363022942,0.392326554,0.281988061,0.290039545,0.282506887
2307,0.12225844110025068,0.124975929,0.104500676,0.10420032300000001,0.156624179,0.159906676
2308,0.07415419811638146,0.075867635,0.057740585999999997,0.062797336,0.069529652,0.026518392000000002
2309,0.23135000556308627,0.225515947,0.289233754,0.264311815,0.26464919,0.26187372
2311,0.5825471499358189,0.585167074,0.612876936,0.7362848890000001,0.690748899,0.770618557
2312,0.5605420886948174,0.5609983239999999,0.611916895,0.66029933,0.7624707059999999,0.780944882
2315,0.9050055504788681,0.9109150420000001,0.911701364,0.9244036109999999,0.946812454,0.933464497
2402,0.013792752534106589,0.0132714,0.010891763,0.003013864,0.007495315,0.014003818999999999
2403,0.000728467533968935,0.0,0.0,0.0,0.0,0.0
2405,0.005667966883393399,0.004324844,0.011142061000000002,0.006283662,0.015471167,0.084870849
2406,0.07867571373791835,0.08519269800000001,0.019402985,0.024949427000000003,0.044558698,0.045708955
2407,0.11022774572733605,0.109906001,0.09950946,0.038867296,0.034109367,0.022687608999999997
2408,0.056925741411082066,0.056154282,0.058920705,0.060945274,0.044536817,0.076467101
2409,0.0987995898548312,0.098970705,0.100323625,0.121703854,0.11422637599999999,0.090401786
2410,0.23560409580368932,0.23168411,0.282416503,0.299711816,0.278580815,0.287542662
2411,0.06240977351968261,0.062284589,0.067995019,0.10063559300000001,0.104044772,0.11613229
2412,0.0829961389464729,0.084960422,0.06864754099999999,0.071677451,0.11160058699999999,0.093559003
2413,0.09957700598156428,0.096807415,0.129392971,0.148206751,0.150893796,0.187640449
2414,0.12287047711343876,0.12225352099999999,0.134784269,0.159248269,0.156805958,0.144300461
2415,0.01759797269347754,0.017483716,0.01423117,0.014682413,0.02892562,0.019663926
2416,0.0239914100610949,0.021956642999999998,0.038394415,0.045600702,0.043159379000000005,0.04718543
2420,0.13739276363539896,0.141056911,0.124947764,0.20969337300000002,0.218416875,0.19287211699999998
2421,0.03183810848552111,0.031917925,0.028692238,0.040920716,0.042967543,0.0630227
2422,0.020535230468323982,0.018201576,0.037677419,0.039041265,0.048132364000000004,0.038542213
2423,0.03351993136275947,0.032708796,0.031302031,0.011219368,0.009887006,0.009615385
2424,0.024804025456598048,0.024613221,0.019138756,0.012242043000000001,0.01150203,0.0055517
2425,0.039496234450554855,0.039650872999999996,0.033095723,0.029433589,0.034560481000000004,0.025
2426,0.1773807735206423,0.181818182,0.135189198,0.089829535,0.123831364,0.11724846
2427,0.24844270527488307,0.24858437100000003,0.25695677899999997,0.280237581,0.239260468,0.22854340399999998
2428,0.006918424364802998,0.006617647,0.00330033,0.005817711999999999,0.006765068000000001,0.004703115999999999
2429,0.07334541606584956,0.074879227,0.056105611,0.055983564000000006,0.052423343,0.019677094
2430,0.025643164735607075,0.027912621000000002,0.0,0.000801282,0.010130857,0.016863406
2431,0.02750157116021687,0.025949605,0.037008481,0.038386212,0.041052212000000005,0.035214447
2432,0.005617822080283036,0.004438526,0.008675799,0.008253095,0.0028985509999999996,0.003540718
2433,0.028310839368963312,0.027492818999999998,0.029749256,0.038855679,0.018323408,0.022804464
2434,0.06262554008782911,0.062692703,0.055499154,0.055826935999999994,0.029161206000000002,0.035069444
2435,0.11174746322939812,0.11085526300000001,0.12257661,0.116792929,0.143893973,0.172553923
2502,0.5621164218478775,0.565734266,0.563005391,0.5482047870000001,0.594246783,0.556142203
2503,0.688422292757321,0.6895329440000001,0.72460733,0.7477310229999999,0.7514239220000001,0.813923507
2504,0.747941906090811,0.7491937009999999,0.78970317,0.79217727,0.852546079,0.828037682
2505,0.3321918061242861,0.33272107100000003,0.332245857,0.290825083,0.276939511,0.289512956
2506,0.9084309291128423,0.913729977,0.9159550559999999,0.919668195,0.917372027,0.899819675
2507,0.9335714928451095,0.939247312,0.9421985209999999,0.9576342990000001,0.95751798,0.9821744020000001
2508,0.7410094539690334,0.745741056,0.768252666,0.8964904490000001,0.88556338,0.880085653
2510,0.8217354644527022,0.822321429,0.871495327,0.921487603,0.87305296,0.8804428040000001
2511,0.8662483444650559,0.87305581,0.864012885,0.8956857690000001,0.902722927,0.8740270379999999
2512,0.871837812029165,0.87037468,0.9321142859999999,0.9010329090000001,0.896604156,0.885760257
2513,0.8314948784900125,0.8273248670000001,0.9262935590000001,0.937566589,0.954754922,0.9292722809999999
2514,0.932264422217558,0.939659143,0.912123303,0.9134396359999999,0.8388157890000001,0.883488031
2515,0.8908461762716424,0.8941866390000001,0.919686582,0.929319372,0.950082801,0.957538168
2516,0.8745549165261427,0.877981143,0.903496883,0.939020634,0.93131695,0.9476849070000001
2517,0.7632125514243601,0.766576455,0.7939058170000001,0.799119428,0.914445133,0.863218391
2518,0.9613477960280847,0.96505693,0.9881633459999999,0.99270073,0.9943480020000001,0.9869881359999999
2519,0.9449344823639988,0.9511708109999999,0.946157693,0.954393585,0.9434273459999999,0.947424323
2520,0.9621891477492488,0.969832402,0.951319095,0.942567568,0.9596517659999999,0.923853525
2521.01,0.8993805269848844,0.902077151,0.925573587,0.9076415609999999,0.90314304,0.776796231
2521.02,0.9939964409729133,1.0,1.0,0.997810711,0.9980360070000001,0.993888338
2522.01,0.9408951327511244,0.944711538,0.9594280009999999,0.938040346,0.938560121,0.944636678
