tract,percent_pub_trans_2016,percent_pub_trans_2015,percent_pub_trans_2014,percent_pub_trans_2013,percent_pub_trans_2012,percent_pub_trans_2011
6119.0,37.684828540781055,37.67820774,38.49372385,35.88516746,34.88843813,43.59861592
6120.0,52.76323948567649,52.64317181,49.02807775,46.24145786,49.25373134,48.58757062
6121.0,42.62288804041264,42.95302013,35.31746032,42.90030211,38.87323944,41.83381089
6201.0,19.279977794192728,18.89622076,15.08145034,15.41274817,15.91027647,17.54859611
6202.0,24.678153592053455,24.39961575,25.97276265,26.8627451,26.65245203,26.03485839
6203.0,13.252391565821119,12.45006658,11.38184246,11.98234895,16.09848485,18.31739962
6204.0,19.07262922792303,18.39207048,18.41116479,14.89925769,18.70155039,20.50078247
6301.0,20.637769986569843,20.56277056,26.05042017,28.51323829,25.0,22.83609576
6302.0,19.419708310571625,18.35616438,21.48664344,19.20693928,27.17271727,28.25607064
6303.0,23.81510858457202,23.76798953,21.88639917,19.37198068,16.77822401,13.583959900000002
6304.0,22.273583269109807,22.22222222,22.20893142,20.57578323,17.61797753,16.60714286
6305.0,19.51519006755052,18.68739206,17.10801394,14.83822983,20.43057996,19.29229278
6308.0,23.69902879337726,23.75709042,21.70046247,20.18927445,16.3364486,15.63770795
6309.0,8.94948100674178,8.088930937,13.89017074,16.74641148,20.28008299,20.45908184
6401.0,24.649279953776716,25.13089005,24.90774908,24.90118577,16.17312073,16.10486891
6403.0,14.308074967483732,13.869030599999999,12.65930331,8.904899135,9.277310924,12.44577911
6404.0,14.870949313246411,14.55204557,12.45828699,9.145248057,8.271144279,4.137447405
6405.0,11.77217127920261,11.59062885,12.06064783,10.89605735,7.6824583870000005,5.889803672999999
6406.0,15.614508303957393,15.18084564,16.71401515,17.34800839,17.46810599,18.5520362
6407.0,20.220359576848608,19.38296445,20.98591549,20.56202879,26.07855763,23.54048964
6408.0,20.70272907011079,19.76744186,17.24137931,13.68038741,20.816864300000002,19.77040816
6501.0,13.340744861635725,13.18093385,12.65229616,12.3981124,9.205776173,8.709016392999999
6502.0,11.671221642355748,11.21311475,11.63511188,14.05330564,13.79892038,19.74942301
6503.01,14.299032223402516,13.98026316,12.91593695,14.90125673,13.596287699999998,14.12401575
6503.02,16.117259382852545,15.94282573,15.03674392,9.853372434,7.550535077,6.717850287999999
6504.0,16.22710603834876,15.45279383,14.30630631,11.16488075,15.63580484,18.63132911
6505.0,13.952850141741164,13.31444759,9.807256236,7.560706402,10.22099448,10.38043478
6603.01,28.14778855189841,27.96116505,32.00795229,40.56074766,39.30753564,23.90852391
6603.02,21.32374065096497,20.77922078,16.87306502,16.47609148,19.17948718,20.43255549
6604.0,11.441865767467966,10.8184765,8.954477239,9.134107709,10.99020675,10.07827789
6605.0,14.871107212739563,14.45966514,11.34538153,8.346293416,8.577517315,7.482993197000001
6606.0,31.51132129575827,31.58141718,32.06494165,27.94117647,25.1765893,28.20037106
6607.0,21.548372593759076,20.36553525,24.21185372,26.40449438,35.79831933,32.82051282
6608.0,24.77855738359173,24.49282533,23.83536861,22.45172878,22.59913999,28.82003396
6609.0,36.16156768793303,36.14545455,31.29009266,31.68178646,30.7585247,33.26996198
6610.0,24.995077477845676,24.34478742,21.84380505,21.66575939,26.06438214,24.34875066
6611.0,13.861988983896381,13.4953271,15.55829228,16.76136364,15.77235772,15.7790927
6701.0,40.76269459014622,40.6824147,38.07228916,23.4375,24.61139896,18.85245902
6702.0,43.98042326339533,42.58555133,33.05439331,27.49003984,44.16058394,56.25
6703.0,53.16885879880491,52.18446602,48.58490566,54.15549598,66.66666667,69.09090909
6704.0,28.39396357869263,27.97029703,17.30769231,22.15799615,24.78184991,26.94915254
6705.0,43.12307423727919,42.95774648,45.81818182,58.56164384,59.33147632,70.0
6706.0,38.33718365526272,38.04627249,37.6146789,42.88702929,44.91525424,51.59010601
6707.0,20.364509537992596,20.62146893,25.77030812,32.5443787,25.0,30.0
6708.0,38.068175453869756,38.52242744,33.42541436,33.56481481,27.60869565,22.197802199999998
6709.0,40.69618622100047,40.20356234,40.70351759,35.97122302,41.13300493,43.16037736
6711.0,22.103427497383272,20.98765432,20.90163934,21.26436782,30.32786885,43.07692308
6712.0,32.76191102766751,31.96347032,34.14634146,40.83333333,47.5177305,36.0
6713.0,38.15184762328454,38.1872214,41.48783977,41.67758847,39.97395833,45.85427136
6714.0,39.3190410429009,40.04106776,50.56818182,49.06716418,39.33884298,34.05909798
6715.0,25.896773761679427,25.28571429,26.01969058,27.16535433,30.98591549,28.74015748
6716.0,25.331935978471357,24.55830389,25.73529412,21.12068966,26.97247706,31.73652695
6718.0,34.721429553241094,34.67048711,31.78571429,20.4,20.12012012,18.73111782
6719.0,17.910852524701614,17.39130435,21.98067633,21.57894737,22.90502793,27.87356322
6720.0,28.163220538240886,28.15087397,30.45045045,35.42260209,32.47863248,32.52108716
6805.0,41.17753825104223,40.52863436,32.02614379,26.93498452,34.55284553,41.60583942
6806.0,57.525893098139555,58.04597701,60.362694299999994,58.86363636,54.88958991,46.35568513
6809.0,36.03647630979472,35.90425532,39.50310559,34.98098859,35.07246377,40.4040404
6810.0,31.95831975711261,31.89910979,33.66336634,31.55172414,30.14925373,35.8490566
6811.0,51.108532300913936,51.10837438,45.55555556,38.1773399,39.91507431,43.86281588
6812.0,40.89415789828876,41.25636672,34.7008547,41.3592233,36.66666667,40.14209591
6813.0,41.4555607492248,41.82590234,49.61832061,43.81107492,38.83495146,41.22681883
6814.0,33.57223991933699,33.02107728,37.91411043,32.39130435,36.83602771,37.96680498
6903.0,46.24483730148461,46.35332253,39.0625,61.97836167,60.25437202,56.13793103
6904.0,33.45472556262503,33.52412101,31.19533528,35.08956797,32.41444867,28.9449113
6905.0,56.40888154882501,56.31768953,37.80160858,29.28176796,33.79888268,41.4893617
