tract,median_income_2016,median_income_2015,median_income_2014,median_income_2013,median_income_2012,median_income_2011
1302.0,76194.05947254178,75553,75030,68523,71806,64199
1303.0,57875.21329792657,56724,57270,60000,53384,52975
1401.0,37399.6149977685,36770,36862,36786,32031,32697
1402.0,42809.90332015615,42074,44104,44286,43549,47614
1403.01,46711.54517612292,43286,59500,55217,49699,45281
1403.02,53369.87566227825,51795,56554,54839,51056,58724
1404.0,70279.30424983909,70179,62847,48404,43628,45582
1405.0,54598.15573826201,54107,53226,51515,50651,49552
1406.01,43403.59788227643,42083,48947,43452,45972,40793
1406.02,46555.788188407256,46053,45983,38868,38346,35343
1407.01,53424.0883351513,52375,55735,53393,53924,45272
1407.02,48722.998547203926,47898,49375,46607,45064,39890
1408.0,69001.37792346715,67236,71189,72865,67880,60728
1502.0,62046.68852460129,62308,56711,49760,51205,53677
1503.0,70351.75215073407,70020,65859,57110,55551,53093
1504.01,58975.04581153672,59107,53333,49775,47972,52604
1504.02,57689.04057217094,57339,56273,56969,58125,53837
1505.01,63297.683387515666,61579,67989,73728,73102,68083
1505.02,49974.94696746679,50118,46615,48146,48933,49132
1506.0,55433.48939682384,54691,56361,59659,60609,61545
1507.0,62519.21977241356,62056,60172,59250,58293,54712
1508.0,61879.02812764034,60746,62357,60579,57953,56489
1510.01,42034.44490638056,42375,40526,32316,38694,39733
1510.02,42632.66713043841,42339,45276,47201,54416,50742
1511.0,49669.43547688345,49750,45052,41181,38939,38036
1512.0,55693.594026989136,55313,54808,54063,55724,55833
1601.0,53316.22500034269,53056,53333,54188,58547,55827
1602.0,58442.81057057813,58750,54360,57935,60781,62331
1603.0,45087.91642061869,45769,40367,34786,38485,38664
1604.0,42199.75815440016,43091,37716,39548,44813,46250
1605.01,47925.74262508466,47545,44531,42833,37260,38158
1605.02,54590.79939266896,52941,56750,51750,45439,46763
1606.01,56884.86843233526,57228,52479,48412,51393,51304
1606.02,51598.104600461906,53480,43380,41152,52353,63267
1607.0,61090.528836341764,62535,52154,59297,64992,63387
1608.0,57005.282872496195,56337,55256,51833,48785,47349
1609.0,62782.11970781186,61375,66786,64286,66523,63636
1610.0,52749.70312332897,52109,52778,54091,53835,55898
1611.0,85575.21747098226,84509,84542,100250,98704,102892
1612.0,54979.05216676012,56901,47266,45847,59327,62865
1613.0,39623.36971861735,38995,40463,37391,36514,44877
1701.0,37808.66736293707,38359,38824,33514,46667,45443
1702.0,71112.62980974802,69911,70813,65523,62851,67119
1703.0,54694.86492064845,53125,57688,62459,57950,59539
1704.0,52649.34964565214,52401,54038,57727,64815,69598
1705.0,74512.10960877784,73500,74402,77961,77802,75011
1706.0,59582.269079557474,59712,53512,55417,52219,60500
1707.0,56482.04832754012,57232,51585,49299,55691,68387
1708.0,60556.867452492006,60239,59315,56636,59559,58323
1709.0,55165.01438188315,51648,69231,61227,59782,58278
1710.0,60313.999716539525,59759,60154,55410,58100,57389
1711.0,64555.323041210955,63470,64911,64038,62222,54080
1801.0,52290.51615629736,53233,43797,45426,44760,51962
1901.0,32100.312686786427,31985,29286,34432,28924,35957
1902.0,51736.124561764744,51921,46846,44091,42829,43028
1903.0,45782.21216679408,45234,46413,41530,42730,48618
1904.01,51360.90557573824,50350,52539,53484,51147,50000
1904.02,41532.6206731231,42138,36098,37684,37365,41651
1906.01,45708.9166128971,44495,48696,58145,55257,53914
1906.02,48707.247052265855,48361,48373,43987,46042,41119
1907.01,40410.36900176072,39958,40750,39221,39325,43125
1907.02,41365.364597477186,41000,41563,42776,43524,39358
1908.0,40766.15953206866,40612,39789,38348,39111,39883
1909.0,37271.13637700466,38571,33967,42019,52917,40197
1910.0,44432.896935435296,42935,47457,43480,38429,38965
1911.0,45726.77907802919,45200,45198,43308,41875,37152
1912.0,36201.02326321888,36250,35739,34583,37792,35513
1913.01,38749.68922776559,37760,40719,40305,37214,36319
1913.02,41003.08557848773,40943,38966,37720,37277,39401
2001.0,47760.243635257175,47883,44306,46591,46346,48445
2002.0,36126.15995542412,36416,36436,37357,44868,44074
2003.0,40992.2052710981,40603,40163,42875,40833,35833
2004.01,36218.68089096687,36190,35489,37605,38979,39883
2004.02,46688.84124883842,48039,39526,34648,41091,40496
2101.0,44824.82236247638,42428,56250,60298,62545,63581
2104.0,38533.31579476004,38665,37348,34271,37583,39674
2105.01,41991.21826595251,41829,39487,39725,37125,36132
2105.02,31185.552778259822,31000,32500,38313,40833,39141
2106.01,52808.34480592312,53250,47280,48778,48926,46867
2106.02,42278.43806760778,43778,36604,37583,47457,50827
2107.0,45298.30983193541,44679,47232,43480,46500,43469
2108.0,52361.32967265068,53173,43750,41895,39808,46607
2109.0,50441.674466401426,50031,50976,51026,54188,54190
2203.0,81429.579284947,80764,82500,75500,84688,75313
2204.0,78617.002317893,77639,71648,71214,57639,50083
2205.0,65375.26127052057,65688,61394,53468,59375,65375
2206.01,52235.75258441531,52625,45417,36716,34312,53650
2206.02,41069.616881041315,40268,43233,41773,41957,38516
2207.01,52335.5842011198,52500,47318,45221,43507,40650
2207.02,44920.63725967507,45472,40000,43318,44101,40469
2209.01,34607.22398261536,34167,38619,38289,45202,40571
2209.02,47717.35120406615,47627,47793,40481,46518,34258
2210.0,35073.463702223155,33090,42818,42637,39792,42250
2211.0,41478.553599089675,40254,43750,46964,42039,41619
2212.0,57554.06027010902,59522,44821,50721,53478,56094
2213.0,50720.010545250916,50375,48095,43644,41116,39191
2214.0,63054.337166909754,63261,55982,48472,45724,38556
2215.0,38228.83211792749,38784,35787,36755,41771,34836
2216.0,80735.5666409663,80398,73611,70500,64855,65625
2222.0,132531.35062033427,131471,123500,120513,114038,106759
2225.0,44967.89457734258,45817,40469,43966,49167,54643
2226.0,51250.30578096553,51544,45750,37065,36228,35833
2227.0,52507.02478309554,53611,44701,39063,42608,43013
2228.0,26445.75978596029,26701,23523,17917,16324,17917
2229.0,44061.5198599778,45000,40208,31389,40123,34612
2301.0,40661.06356374606,38792,43500,49250,37571,38669
2302.0,40067.08926862038,38750,44280,55000,52188,58214
2303.0,41353.96847273317,41146,40573,42105,42500,38333
2304.0,50433.809396752506,48636,56875,46477,47500,35139
2305.0,27674.312782782647,27235,29324,25813,26250,24805
2306.0,31761.47109570935,31334,33551,31320,33011,36047
2307.0,33456.558245873726,33060,34145,39044,38319,32357
2308.0,61568.37952596115,59712,63179,61339,52667,46042
2309.0,36026.246508515236,35656,35935,35517,34512,35174
2311.0,33929.89172328057,32143,43029,26750,30598,28194
2312.0,24869.170445501306,24950,23750,23097,22576,23247
2315.0,25737.73816892599,25553,24205,23836,19455,18401
2402.0,107098.52256771806,107750,96667,96250,100664,83185
2403.0,108141.84297805133,105536,111000,105875,102188,116500
2405.0,117656.16709631159,117266,108987,108917,107394,109482
2406.0,96866.37978790517,92857,107928,108156,103009,104050
2407.0,47089.51070380959,49643,32197,55132,55833,59408
2408.0,37922.19652566056,37260,39500,31964,32391,48421
2409.0,40975.97520637273,40972,38750,36339,36250,32000
2410.0,44785.28160613775,45357,39600,35963,37083,34303
2411.0,62157.22699246746,61951,55824,54943,48099,49047
2412.0,73666.48473913319,73750,74432,74375,89183,78229
2413.0,104425.69728040101,106726,88409,86667,97596,90893
2414.0,98695.90600613532,97353,94816,90500,84479,76875
2415.0,84330.62097265666,82050,88333,90449,86903,92852
2416.0,74238.56738224167,75129,63690,65906,65058,66759
2420.0,61271.57605153306,61082,57857,52143,52242,47886
2421.0,104664.43939377561,105217,94507,86599,90670,84755
2422.0,78935.88893840105,77143,82012,80606,79858,73741
2423.0,73119.21159945117,73750,66563,67202,72042,64079
2424.0,70491.8229965082,70242,68348,61786,66190,66971
2425.0,54810.78580803431,55074,48615,44875,42451,41821
2426.0,51652.75464523195,50833,51171,49661,46215,44147
2427.0,25908.81842457902,26141,24073,23821,23688,22500
2428.0,63518.02568198247,62778,63869,59185,61563,61250
2429.0,62014.88084418232,62750,52361,50052,47022,40926
2430.0,67421.93842921621,66635,66063,68550,66755,74722
2431.0,86154.86427834333,86250,77569,70608,68446,66250
2432.0,98231.7602427891,97283,93527,92738,89048,88319
2433.0,71131.40382252773,70890,66574,67917,66417,59653
2434.0,77022.04940711864,77589,67480,65221,63902,63846
2435.0,91942.62136255202,91036,91434,91466,96023,96964
2502.0,38954.80609160324,38250,37321,40822,32750,43344
2503.0,32056.323922273765,31943,31420,31997,31788,34651
2504.0,33028.45791922732,33024,34888,36978,43633,49279
2505.0,64958.5182792184,64275,63264,69968,67646,66724
2506.0,47842.97508038233,46715,50274,48382,46927,41705
2507.0,28724.610755962352,28507,29567,27988,29283,30470
2508.0,36025.219408770805,36402,35617,32127,39500,37721
2510.0,27572.818151225903,26979,26779,30789,23214,25542
2511.0,24423.027098498325,23816,27708,25230,26464,27906
2512.0,44964.76347096197,45125,41277,41101,40391,41324
2513.0,30602.459265406025,30653,29368,29986,30039,32665
2514.0,28426.603511924714,28556,27559,27460,28824,32128
2515.0,25878.678009990563,25069,30014,31468,32135,32436
2516.0,33921.251391017235,33912,31411,31478,28826,28478
2517.0,26816.663927460755,26950,24931,23281,22230,27321
2518.0,22059.747545060734,21958,21946,20750,19722,28750
2519.0,22203.117165419986,22177,21913,23356,22587,21698
2520.0,23519.267717807918,23091,24805,23210,21822,22750
2521.01,31969.477754022377,31458,32664,32377,30509,30294
2521.02,31646.884591041,32080,28453,27665,28257,26539
2522.01,29563.6163357724,29402,28488,29964,27553,29016
2522.02,24589.277336575957,24705,26100,32844,37724,34632
2601.0,12637.893339439537,12033,15000,15515,11723,12356
2602.0,24323.269835361312,24830,23500,20769,25987,29000
2603.0,30126.20074829106,30375,28643,19931,22609,22500
2604.0,25658.487488103856,25313,25264,25938,22063,26103
2605.0,30730.22943773417,30699,28819,28750,26447,22350
2606.0,21971.78320165578,20820,27586,25994,25335,22986
2607.0,22885.409867906168,22679,23533,26495,25685,25224
2608.0,24081.440906612224,23125,28661,24688,24761,28563
2609.0,24752.255640892014,25469,22045,17697,21477,28750
2610.0,29652.333307180626,29423,34573,33110,43487,34648
2705.0,15929.346641860911,15754,17255,16738,16554,20795
2712.0,24841.972975908153,24519,25571,33063,31049,30183
2713.0,23638.424856916496,24779,16905,20035,18860,23438
2714.0,23026.707153015966,21742,28750,31215,29063,28155
2715.0,26130.68637184143,26912,22250,28636,29792,27477
2718.0,26204.4221353831,26023,27031,29926,30573,34357
2801.0,110102.22240672607,109286,104296,101194,99583,93598
2804.0,16366.77432677754,17292,15000,18021,24531,44554
2808.0,16894.29658957867,16648,18750,18750,19074,18542
2809.0,20748.497548226424,20301,20225,19896,13516,14063
2819.0,77712.28185201851,77069,79179,84069,92321,86199
2827.0,64939.63148665041,65898,56531,51287,54602,62572
2828.0,57893.336431716816,56188,64194,58194,61250,46801
2831.0,46898.80976538908,46333,45764,41944,39180,29923
2832.0,52185.75659194853,51875,50363,50050,49609,55096
2838.0,58996.808572677495,59571,52393,49596,50781,54875
2909.0,20517.877592872585,20982,18226,16622,17104,22833
2912.0,21654.84961748296,21488,21763,20792,19375,17926
2916.0,36535.745158640246,38182,33864,33500,50556,43611
2922.0,22081.990559499343,22316,21573,22148,24008,25331
2924.0,23210.28438069476,23241,24010,19571,22714,23179
2925.0,35189.78705461306,35568,29643,31875,27122,30714
3005.0,34524.11734094682,34129,34852,36377,35463,39375
3006.0,40884.55468265558,40909,38611,39142,38958,36138
3007.0,27882.074134241928,27688,29505,28500,31545,32917
3008.0,27541.62347628364,27083,29805,29167,30409,31644
3009.0,23207.305254703886,22656,25272,25494,24127,27681
3011.0,28397.538666602322,28398,28058,26572,27727,32361
3012.0,29477.703061927383,29375,31026,31781,35918,36938
3016.0,29540.908303697786,29741,28353,27549,29362,28664
3017.01,30106.251496716257,28964,35597,35215,36136,44830
3017.02,28793.00461506954,29599,25734,23351,28125,32833
3018.01,32946.90789120644,32716,33449,34068,35197,35245
3018.02,33512.451177116964,32702,37321,35952,37928,31250
3018.03,30869.86651368374,30568,32464,31858,34219,35938
3102.0,63963.047761115886,63750,55313,63015,50500,55089
3103.0,41436.79339475296,39331,50179,50324,49676,48462
3104.0,47142.03881544371,45795,49792,42989,39792,28636
3105.0,41121.70176230311,41486,35927,32316,30139,25455
3106.0,27127.789560782017,26698,28352,30920,29778,30619
3107.0,39890.084971954515,40434,33500,32500,29236,24079
3108.0,38144.52030759785,37813,38780,38062,39635,40871
3109.0,29704.367271921004,29183,33924,32692,38081,36086
3201.0,106472.19342482135,104611,103318,100073,91250,96896
3204.0,162899.2011898482,160455,145250,121875,89167,87250
3206.0,86355.54739925219,84934,84201,70577,65575,68644
3301.0,83056.26769063434,83391,74009,73286,71563,74607
3302.0,78996.63976177938,77061,80726,79973,74519,76467
3403.0,27610.964488603557,27197,26402,29318,23056,24861
3404.0,33057.21188745515,34048,26364,32568,31569,39688
3405.0,23286.31964119637,21477,27770,27917,17167,25515
3406.0,11588.838684686005,11797,11708,12287,12826,12333
3501.0,43994.96638879038,43255,45659,40742,41571,38459
3504.0,9343.95837224924,9775,9500,8798,11650,6696
3510.0,46180.01031667208,45529,45806,47545,44728,44588
3511.0,11355.138345095846,11518,11358,13658,13178,11925
3514.0,9662.988652285154,9845,9680,9954,9550,10670
3515.0,26854.580958160062,26250,29286,31167,30652,29609
3602.0,20731.556380038728,21635,16317,16083,16933,16338
3801.0,22829.937168475557,21429,31696,22083,26713,19936
3802.0,19575.134094278248,19844,18897,17661,19167,18176
3805.0,20946.354815930852,19375,27102,32188,26883,24728
3807.0,26207.10048115863,27037,26100,26250,36979,29052
3812.0,41224.75851695647,40652,41119,36295,34527,35750
3814.0,32327.633537000205,31875,38462,44844,55093,52823
3815.0,34792.09277194979,34608,28942,27723,15966,27214
3817.0,-347.4540347066213,0,0,0,0,0
3818.0,29191.73778787233,28359,30757,27800,23726,22778
3819.0,38955.61191329131,38438,38125,36860,33250,36020
3901.0,61888.761575649296,61563,54886,48958,39688,37222
3902.0,38787.58626094561,39179,44491,38143,60130,66277
3903.0,21075.042984694457,21490,20938,18158,23077,26263
3904.0,25817.786494845946,25880,23860,23885,21439,21654
3905.0,44356.21169806949,44038,44053,43947,44962,41500
3906.0,69437.23346475384,69250,64609,58895,57768,55650
3907.0,51982.39078601056,50991,52484,50932,47727,46979
4003.0,37081.83150893786,36250,39760,41964,41641,40938
4004.0,27803.748556338433,28885,23431,19559,24583,19904
4005.0,23314.89025894431,23387,25323,17524,24194,21319
4008.0,14629.611637813005,15425,11806,12703,14288,14433
4101.0,37027.63073965076,37332,34083,33050,33942,32372
4102.0,22338.457581599134,22656,22361,19453,23885,25930
4105.0,46582.4977723401,47056,43611,40417,45647,38266
4106.0,41329.62697709555,41121,41136,48582,49655,47311
4107.0,46888.90125331338,47135,43145,44034,44539,37382
4108.0,41034.17590015143,41288,38108,38318,39449,39901
4109.0,52318.115071651984,51552,54246,58056,60174,55109
4110.0,60707.90426992467,60388,56123,55303,50653,45407
4111.0,103253.8199786381,102039,100250,74375,75054,76875
4112.0,91429.80502491053,88125,94306,85000,69750,62303
4201.0,17380.644311076026,17481,16847,14330,13807,16725
4202.0,36823.73218432089,37583,31399,29931,30673,30259
4203.0,31105.440348753924,31083,33362,33359,40455,36325
4204.0,16700.322625117697,16150,18263,23869,19358,30144
4205.0,23900.144135495306,23750,24479,22708,23125,23325
4206.0,17161.93088682911,17095,18179,15658,16552,22250
4207.0,22516.068229431632,21868,26409,27500,28793,30069
4208.0,24597.58896722858,24545,23445,30284,27292,31786
4212.0,27152.613355569007,26635,27212,27955,23400,18049
4301.01,28985.703107174562,28638,29423,33197,31580,28221
4301.02,21097.752907115184,20105,26596,26812,27376,27198
4302.0,26184.09938133506,27440,20564,16449,20417,24085
4303.0,19354.332365173883,19429,23333,34773,42946,41225
4304.0,22681.35586197095,23448,22940,24688,34511,24005
4305.0,19627.857534656792,18772,24778,21500,22922,23573
4306.0,28567.906409942596,28664,29435,32128,36683,31086
4307.0,29224.11974749013,28750,30500,31189,30315,31250
4308.0,35184.00284002487,34948,34939,34771,34782,33060
4309.0,24253.882953706237,24375,25068,25250,29250,23813
4312.0,55170.18165364601,53875,54712,58083,49417,46414
4313.01,22632.412029388885,22760,22234,21673,22772,25815
4313.02,23714.92581386214,24352,20332,20747,21371,21348
4314.0,22284.475920989415,21360,27139,30914,30762,28605
4401.01,26488.89549321324,26018,28381,25169,25469,25307
4401.02,21276.53499698582,21618,22054,22422,28224,30319
4402.01,37176.799760331065,36394,35861,34821,26596,28056
4402.02,27701.900486745784,27563,27128,27329,25998,27515
4403.0,50212.098031864756,49207,53224,43188,45839,46371
4406.0,46393.169756610034,46250,44602,44663,44891,57188
4407.0,38480.46283899236,37361,44250,39306,43500,42286
4408.0,20555.674424822093,21108,20104,21623,26897,25577
4409.0,38860.92274899581,38550,38500,38293,38016,47315
4503.0,43876.567959055705,43594,40781,42049,37056,39803
4601.0,33087.274527575624,33060,32267,30285,31178,31267
4602.0,28083.256859279125,27754,28649,22557,22247,24894
4603.01,33916.50845564366,33250,34650,38646,35052,35821
4603.02,21231.52859470177,21322,20981,19625,20376,20945
4604.0,42069.7434633486,41734,42697,42772,45096,41736
4605.0,37536.81964017606,37063,41145,42365,48504,44496
4606.0,30451.715387539716,31442,25694,19659,23594,21033
4607.0,20736.180267031737,20442,20900,22593,19321,22753
4610.0,12732.871625944565,12818,13624,13416,14562,16792
4701.0,23095.012540262152,23274,25417,19083,27500,34948
4801.0,61389.83965839513,60313,61382,62813,59330,66712
4802.0,34605.80328110752,34271,35417,38919,39597,44643
4803.0,54057.44040738811,53352,54405,58750,58429,54744
4804.0,52258.171425249086,50774,55603,59938,56698,59473
4805.0,48291.42231625962,48375,46667,49046,52500,51953
4903.0,49114.748802978094,48063,49018,44118,38568,38654
4904.0,56509.16217617576,56447,53971,52303,54327,52500
4905.0,52452.160593603476,50846,55123,55038,49375,47426
4906.0,49822.53265961123,50917,41384,47983,48145,44167
4907.0,35626.20121150028,35504,37368,36597,42500,55275
4908.0,41119.58539571584,41848,37891,34659,41062,41554
4909.01,38137.05402951055,38188,33996,31013,26741,30991
4909.02,41704.05582263028,41119,41377,42630,39714,43200
4910.0,24117.925144954355,23934,24683,25688,25443,25855
4911.0,46354.3222337145,45190,49032,48110,46333,45734
4912.0,39883.78790579426,38683,44500,38576,39688,50156
4913.0,22797.219545182867,22054,27917,30208,33039,29211
4914.0,25795.21935916719,25904,27434,25313,31582,37799
5001.0,42271.98923257201,41425,45190,46020,47381,43923
5002.0,30646.192688324554,30341,29297,29215,24923,32543
5003.0,34114.01357235716,33836,34875,43141,43772,50200
5101.0,34399.76279164919,35262,30020,29213,32850,35227
5102.0,42199.62452672231,42253,41719,43553,47841,47500
5103.0,36442.51255291541,36192,35786,33013,32500,35546
5201.0,36629.88667897219,36164,34583,34737,28365,31875
5202.0,35679.33336059897,35667,34219,29894,30382,26759
5203.0,43196.210695826776,42527,44231,40768,40703,44474
5204.0,46999.49183201105,46778,45125,45799,45000,41098
5205.0,64970.933279472636,63727,67009,62447,62965,60229
5206.0,40355.562103303724,39537,39949,52120,44858,51509
5301.0,21902.5251938538,22577,21250,22289,28910,28673
5302.0,25259.55764198227,25590,23634,25434,26559,31806
5303.0,40395.0182764922,40625,38177,38472,40734,35819
5304.0,55222.892113997295,55781,51167,42863,49194,46028
5305.01,40657.4443049527,40446,39366,39074,38327,38413
5305.02,33728.17580537449,32250,41250,36987,39688,48190
5305.03,39351.24420484113,39489,42355,48219,60135,53407
5306.0,23199.118185700776,22344,26583,30302,27927,31905
5401.01,14614.885671706683,14943,14005,13805,14913,13595
5401.02,14803.977457104742,14850,14932,14536,14030,14438
5501.0,43518.28948400478,42447,44824,48166,43358,47215
5502.0,66623.36536408296,66583,61316,54571,53568,51544
5601.0,56555.673414799916,56000,51719,39063,31354,31023
5602.0,41639.600603748695,43207,36339,36481,47917,45658
5603.0,55318.300552039065,54120,57300,56914,55200,55441
5604.0,44610.143592475295,44400,50284,49250,64904,65724
5607.0,54915.987057358005,53600,54327,53068,44286,49982
5608.0,62504.98027250307,61714,61809,64228,62731,63875
5609.0,76581.47872148298,76154,73073,74188,74098,74451
5610.0,67493.42464785393,66386,67700,63934,62500,65786
5611.0,77352.78497153385,76774,75972,73875,77222,72262
5701.0,51414.34085917374,51719,47045,51650,52115,51000
5702.0,43597.634950038235,41607,45403,62344,46477,42554
5703.0,44263.715998909196,44029,42647,42917,41947,47661
5704.0,43398.79572201184,43143,43477,41250,43839,42350
5705.0,43601.67530812318,43393,41950,41250,40456,38723
5801.0,39645.04951591455,40205,34028,38785,36771,37088
5802.0,33619.84247163256,33589,32312,31567,31335,32294
5803.0,36778.57210916036,36618,34848,31284,29167,42645
5804.0,32602.516086022937,32500,32114,35591,35663,29353
5805.01,40954.9218069147,40683,40273,43696,43274,42669
5805.02,37252.984347294245,37423,37162,40481,45712,47692
5806.0,39825.159038810925,39814,38354,38581,39542,40085
5807.0,35594.436921946115,34714,39089,35375,36554,37964
5808.0,29974.561131406957,30547,26739,25900,27656,35491
5905.0,50258.75013505834,49758,50352,51667,52625,54133
5906.0,39472.91145814718,39383,39148,42180,44383,41864
5907.0,44844.22020374116,45017,41136,41644,40938,41463
6004.0,35311.7989817757,34975,35928,41477,41652,43153
6006.0,31890.436449258686,31952,31788,31394,34479,33398
6007.0,31172.784934587802,31023,30696,35833,34878,37939
6009.0,47279.81263688215,46389,47051,42639,38214,40833
6103.0,36337.06384360819,35304,38352,35979,32128,33930
6104.0,22104.869647885305,22140,22396,26276,27238,30071
6108.0,53323.59400487782,51719,61548,70938,76801,77656
6110.0,19970.591580020257,19909,19500,18906,17019,15893
6111.0,22599.452561993847,22620,23724,24658,27708,27161
6112.0,28259.461681927896,28276,27647,32171,32262,36726
6113.0,27416.273653333843,27143,28438,28889,29419,31384
6114.0,31493.05391830508,31250,30927,32169,30396,28101
6115.0,28334.054501814022,27994,29598,31623,31954,32205
6116.0,32404.018060529503,33485,30530,35278,45994,51336
6117.0,29744.25822444236,29375,28355,31125,25493,26813
6118.0,24747.026949046987,25109,22829,26348,26902,32945
6119.0,25597.28146023281,25806,25642,21875,25915,23824
6120.0,25772.40899265534,25848,27098,29531,34245,27188
6121.0,23775.84234577952,24141,22250,29107,30000,28555
6201.0,42963.019493015694,42321,45638,46250,49659,53782
6202.0,50090.15800125002,49848,46146,48986,43854,44732
6203.0,49162.42250639242,48340,48231,47560,42431,46964
6204.0,42125.777764973376,42661,41442,42765,52292,52333
6301.0,28947.782568812116,28621,30833,40600,41806,50884
6302.0,28042.84142507286,27468,31023,29009,30729,48958
6303.0,45640.37644513011,45531,43295,41314,40750,40088
6304.0,31011.27558994883,30902,31158,31535,32886,32554
6305.0,39579.25313936785,39561,38520,38039,39844,39097
6308.0,41701.212847624774,42008,37482,34975,34300,40136
6309.0,44925.72323282632,45441,40313,37272,38967,38750
6401.0,48725.838671757134,47500,49080,43281,36689,43958
6403.0,69676.53864818983,68483,67190,63900,55952,55385
6404.0,76368.61718113901,74583,76840,72781,66042,60833
6405.0,67934.07307281991,68460,59722,63125,61600,54505
6406.0,37513.35397413783,36274,42431,45536,45391,47364
6407.0,58210.89675068129,58200,54659,59006,59162,57716
6408.0,47952.74335118427,46724,52337,50663,52348,56400
6501.0,43679.50786508248,43125,43250,43567,41332,41480
6502.0,47934.46952013369,48298,46605,45505,53171,50192
6503.01,61297.15457873361,60885,58485,58056,56339,52596
6503.02,48144.54915303556,47042,50771,50530,49705,50909
6504.0,51070.93739037891,51039,47423,46030,44679,44883
6505.0,57629.03303654844,57625,52500,47321,44915,52222
6603.01,22171.09005166762,22083,23788,25385,28083,27364
6603.02,36046.66888199051,34810,40245,40619,38859,38478
6604.0,43123.328751901514,43609,37481,36849,35259,35617
6605.0,38104.237507966194,37418,39759,40214,39750,42500
6606.0,28775.525900526656,29071,27358,32109,33787,35982
6607.0,31190.877679524274,30800,31406,27012,25742,27070
6608.0,36291.051908015696,35730,35538,37143,32289,36316
6609.0,28700.354564939575,28634,28068,31888,31136,31685
6610.0,30012.24287692439,30218,29806,31313,35234,36964
6611.0,47378.72521058841,47588,43770,44574,45067,50441
6701.0,29795.36258533473,29353,29963,36442,33026,34063
6702.0,22601.689416678422,23438,19483,20972,24152,19402
6703.0,38580.312308646826,38510,31667,33625,21394,21008
6704.0,21686.522626981263,21471,25625,30345,36250,31824
6705.0,27348.415391371735,26875,28686,28514,27443,26686
6706.0,25854.856655732943,26250,25769,25383,31033,30685
6707.0,25678.32122432347,25905,22813,25987,23108,25417
6708.0,18684.532008173843,18882,20833,21757,28250,24792
6709.0,27661.61902827748,26103,37566,27986,34167,32361
6711.0,25454.28042685382,25625,24167,18880,19652,22578
6712.0,19992.254256562257,19837,20950,27869,27275,29200
6713.0,33238.030048347915,33158,31897,30130,29265,26472
6714.0,28435.16019615251,28922,26364,33816,35938,38170
6715.0,23603.298514312344,23656,23443,22957,23919,28092
6716.0,24492.512721449057,24914,21364,20833,19766,21250
6718.0,29086.32265209458,29353,25149,23409,19915,18209
6719.0,49027.71709298876,49167,45781,41607,42969,35500
6720.0,41298.88587791198,40646,41635,36978,35247,35308
6805.0,19402.7469326526,19321,20273,20764,21364,24318
6806.0,22379.93658644457,23029,18375,15227,14676,14085
6809.0,13795.832296129258,13733,15196,15900,16586,15042
6810.0,13787.343615005757,14474,13512,14297,20060,20573
6811.0,18861.248135540136,18774,20638,22267,24566,30409
6812.0,21008.478509157285,21103,19279,17600,15110,17884
6813.0,22741.74317987627,23425,19453,21434,22424,21250
6814.0,34829.25600696731,36117,25031,25040,21701,25313
6903.0,17543.28362273101,17391,18419,20469,19667,19125
6904.0,24378.423617204782,25000,22339,21239,24960,24853
6905.0,31265.32845609799,28500,39563,37976,26453,31406
6909.0,30191.133014621108,30886,25647,34096,33490,34267
6910.0,51156.00153486453,50536,50191,42118,40507,35469
6911.0,22418.70622635298,23056,19816,21250,23200,23350
6912.0,27020.1556884157,27258,27244,27148,31875,31680
6913.0,36045.16817509574,35000,38620,48125,44083,47578
6914.0,28236.023771578883,28605,28232,33298,38808,41346
6915.0,22758.438723444335,23438,21638,24957,30565,30139
7001.0,56573.07305913377,53882,63333,64681,56131,54353
7002.0,49819.05691483811,49020,51875,57083,58381,59474
7003.01,54916.18218287527,53254,61284,47292,51141,44972
7003.02,59472.63797144563,57413,64423,66860,62269,57554
7004.01,71216.87238231648,70455,70703,72656,73949,64753
7004.02,67429.00201204303,67212,68194,73276,82599,73250
7005.01,70705.61217809259,69938,72765,75087,81848,80000
7005.02,85667.45778823964,85833,78380,75366,76384,80096
7101.0,14234.864738527229,14913,11696,12969,13679,13917
7102.0,24598.018258200373,24688,23924,22644,23217,23430
7103.0,23815.274582662718,23676,23990,24403,23810,23418
7104.0,31681.733276612093,30425,37442,32663,33650,37500
7105.0,26620.573316519643,26217,28777,25307,27038,32956
7106.0,25885.015270753494,26250,22500,22692,20640,21841
7107.0,24403.39600865277,24127,26221,26053,27679,29891
7108.0,39343.75714897303,37883,42566,42967,37173,35761
7109.0,20365.288570212844,20698,20281,20558,24152,37679
7110.0,30095.746855836678,30286,29189,30688,32898,37222
7111.0,37039.642679373435,36451,36270,30733,26424,28750
7112.0,40597.77357083768,40231,41438,43405,45304,49536
7113.0,43422.094312546906,41518,47500,45551,37625,26316
7114.0,32226.689739200505,33125,28952,30078,35885,37476
7115.0,31458.749391461894,29500,38071,43945,37435,47958
7201.0,105250.8144232026,100357,122917,123462,124435,121659
7202.0,67019.26169948527,65758,68906,69813,69701,73507
7203.0,111320.14614360534,107837,115523,108029,97996,95933
7204.0,89603.5860675399,86906,96034,96087,94440,93933
7205.0,102296.17247420613,100938,99118,92596,89000,88885
7206.0,115769.60729416659,113920,113261,112321,106957,103250
