tract,percent_high_school_2016,percent_high_school_2015,percent_high_school_2014,percent_high_school_2013,percent_high_school_2012,percent_high_school_2011
8024.02,85.3627016885121,84.67240555,86.99285887,86.82971456,87.4436444,86.38549704
8024.03,94.66712738270013,94.71264368,94.86048448,93.5707917,95.20526316,98.94646629
8024.04,86.5493090494084,86.01127555,88.33032326,85.16041327,83.96698923,84.58007027
8025.03,95.73421899174164,95.96293845,94.98660834,92.76461850000001,93.22456897,93.85348606
8025.04,84.12210471362994,83.74613003,80.7085053,81.25877378,82.40293225,83.01275542
8025.05,76.28820626216246,75.25188917,74.23366538,74.08734076,78.85061069,78.76001132
8025.06,75.16324453332301,73.94957983,75.27092265,76.23214286,73.96494538,78.49960278
8026.05,94.37643741372142,94.48334757,93.48408287,93.60221004,93.83246347,94.61565441
8026.07,96.05775237353846,96.32014719,94.03510125,96.00501505,96.93154876,98.97738095
8026.08,95.56191182201248,95.58659218,96.71612188,96.84449905,96.36205429,95.64528185
8026.09,83.80752634783408,83.40862423,80.7801877,82.3832,79.84471049,74.25262937
8026.1,95.09300907553184,95.08547009,96.71268882,94.54631829,94.81078509,93.86993671
8027.01,85.01073451907222,84.372502,85.04177625,89.66179471,87.30530303,84.60276471
8027.02,92.37517172311193,92.43369735,91.04384656,89.27806645,88.99509141,86.56744125
8028.01,92.30442300456362,92.16914644,93.09349722,92.1188862,91.64547414,92.70493421
8028.02,94.46616556464477,94.73142622,91.90469963,91.78113015,91.34067797,91.64954822
8029.0,97.14366326095812,97.34571997,97.27066315,97.01636209,97.88878567,96.86621943
8030.05,97.63509701299743,97.97205949,96.98281321,95.75082821,95.32265276,94.78595959999998
8030.07,96.60813762209558,96.74442451,97.51767099,97.10862866,95.77117186,93.47090276
8030.08,97.07237114763689,97.26148409999999,97.8956446,95.75242494,95.88074246,95.16682544
8030.1,97.19118329980013,97.52288638,96.63571034,93.04570637,93.83036138,93.75852498
8030.12,95.21284581735945,95.38294405,95.47380569,91.61010209999999,90.27272727,90.25873973
8030.13,94.50041951980205,94.61412917,93.26702276,94.6270073,95.13743249999999,94.59289168
8030.14,87.15152587807195,86.64025927,87.55332582,91.16425816,89.02494013,87.72751479
8030.15,93.04387965516074,92.91545957,94.6032173,93.3090933,91.70827623,90.97983351
8030.16,97.30538554809907,97.56224066,96.61194863,97.97520958,98.15146094,96.7625323
8030.17,94.44386737526823,94.48802642,94.47260870000001,94.39944751,94.26105335,93.79646182
8031.0,96.07656153075752,96.24277457,95.80897704,95.45536,96.38799999999999,96.66971214
8032.0,94.53802642263202,94.59930314,94.39519086,93.82229179999999,94.65605842,93.87634409
8033.0,95.03900960674713,95.21693122,94.29358974,92.78247423,92.5628363,91.73328115
8034.0,95.20199121837916,95.15244571,96.80262872,96.91575357,97.44337194,97.35838709999999
8035.0,93.21490799811426,93.08746048,93.87706402,94.25362191,96.24006623,95.30847914
8036.03,95.7985298467781,95.88359181,96.53489109,95.4015748,96.04554954,96.50040184
8036.04,93.92425112047687,93.96248535,93.52302346,92.67638475,94.22634294,94.43271111
8036.05,87.78531458546972,87.33191791,88.09128895,89.45555556,90.03064313,87.480306
8036.06,77.36906463018082,76.29446988,78.60388419,73.56711374,73.84783862,71.99620414
8036.07,93.72185913883614,93.65804159999999,94.06475096,95.39283719,95.6772009,95.11674718
8036.08,89.7543314811401,89.28997105,92.10838323,91.87785888,92.66716037,93.61448276
8036.1,95.17204831724872,95.25634008,95.02285765,94.91667525,96.41793642,97.409081
8036.11,80.93819124360284,80.25255824,80.12313047,77.08967667,75.40025852,81.31977348
8036.12,71.89896776970036,70.14572666,75.51844991,75.60196364,77.19215171,81.95640832
8037.01,96.78154488838318,97.14536671,94.881,93.76298732,94.65138303,93.37428023
8037.02,92.08913788126566,92.02322081,91.21007752,92.56804037,92.5624571,90.89590257
8038.0,92.83939882584745,92.91075897,90.92497934,91.71300532,92.36734863,91.54520509
8039.01,90.1139637595233,89.83050847,90.22205829,91.53896837,92.08149533,92.4870725
8039.02,89.69118248529908,89.39234282,90.00181185,89.5869936,90.61265636,89.2920088
8040.0,89.46756655314405,89.17970858,89.81101764,88.51060172,88.81622918,90.63935765
8041.02,96.70192035249553,97.04510109,95.29431953,94.27459502,93.19740015,93.63786462
8041.04,97.08235523806212,97.40016081,96.10260154,95.47966468,94.87811678,94.60382099
8041.05,96.55178890084467,96.74519529,96.62292954,95.02314844,96.06559822,96.32529619
8041.06,97.01216820725367,97.22981593,96.59917479,98.35591335,97.72266409,96.90521538
8041.08,96.0472564920547,96.02113771,98.26834734,98.63496547,97.38349888,96.44862795
