tract,percent_wealthy_2016,percent_wealthy_2015,percent_wealthy_2014,percent_wealthy_2013,percent_wealthy_2012,percent_wealthy_2011
8060.01,0.09947716385163431,0.095,0.086,0.083,0.12,0.067
8060.02,0.1065642723823465,0.10300000000000001,0.12300000000000001,0.129,0.145,0.156
8060.03,0.12443619384206886,0.121,0.136,0.141,0.128,0.187
8060.04,0.1319555033272536,0.127,0.1,0.065,0.08199999999999999,0.075
8061.02,0.3229662309129626,0.324,0.321,0.275,0.297,0.267
8061.03,0.27709255029321367,0.27699999999999997,0.28,0.23800000000000002,0.26,0.34
8061.04,0.10107812804175095,0.096,0.08199999999999999,0.07200000000000001,0.071,0.073
8062.01,0.1850418504694335,0.182,0.188,0.153,0.125,0.122
8062.02,0.20014887259337855,0.198,0.188,0.174,0.172,0.158
8063.0,0.25985130624802555,0.26,0.27699999999999997,0.262,0.253,0.3
8064.0,0.2664450553465939,0.267,0.247,0.251,0.3,0.342
8065.01,0.14097481498412445,0.13699999999999998,0.132,0.102,0.128,0.154
8065.02,0.1906538624645082,0.188,0.142,0.154,0.14,0.11699999999999999
8066.0,0.23209578653583288,0.231,0.203,0.188,0.244,0.267
8067.0,0.27132157669981394,0.273,0.28,0.306,0.331,0.371
8068.01,0.24384264968741104,0.243,0.21,0.214,0.21600000000000003,0.221
8068.02,0.2623484206243748,0.261,0.192,0.19699999999999998,0.16899999999999998,0.151
8069.0,0.17093303399888682,0.16899999999999998,0.14400000000000002,0.18,0.187,0.17800000000000002
8070.0,0.20012367243331194,0.198,0.19,0.163,0.19699999999999998,0.20199999999999999
8071.0,0.3637046636718251,0.36700000000000005,0.374,0.36200000000000004,0.374,0.419
8072.0,0.32792514973840126,0.33,0.335,0.33399999999999996,0.302,0.302
8073.0,0.18912673985276235,0.187,0.214,0.193,0.159,0.195
8074.0,0.2284220812785554,0.22699999999999998,0.182,0.18,0.21600000000000003,0.21100000000000002
8075.0,0.3789162767162241,0.38,0.29100000000000004,0.282,0.23,0.264
8076.0,0.2741047603633453,0.273,0.22,0.182,0.22899999999999998,0.24
8077.0,0.1740387463076639,0.172,0.159,0.154,0.23,0.191
8078.0,0.3153858880097965,0.316,0.297,0.27699999999999997,0.24100000000000002,0.259
8079.0,0.32538466961057255,0.32899999999999996,0.395,0.385,0.406,0.426
8080.01,0.37544021662256144,0.37799999999999995,0.353,0.368,0.261,0.22399999999999998
8080.02,0.25724329701193477,0.258,0.253,0.28300000000000003,0.271,0.258
8081.0,0.16166145067821247,0.16,0.17800000000000002,0.22399999999999998,0.156,0.152
8082.0,0.2235239206946191,0.223,0.257,0.254,0.213,0.204
8083.01,0.262032232687064,0.262,0.26,0.248,0.25,0.261
8083.02,0.3091291522365065,0.309,0.276,0.233,0.23800000000000002,0.17
8084.0,0.2862168918828625,0.28800000000000003,0.307,0.312,0.332,0.33399999999999996
8085.0,0.2973721475941584,0.299,0.317,0.305,0.324,0.293
8086.0,0.23923280990056006,0.239,0.23600000000000002,0.213,0.302,0.316
8087.02,0.2493545822025235,0.247,0.171,0.152,0.14400000000000002,0.163
8088.0,0.23579272118437394,0.23600000000000002,0.28600000000000003,0.289,0.231,0.217
8089.0,0.27921772682808277,0.28,0.28600000000000003,0.284,0.27,0.316
8090.0,0.29958519880219625,0.301,0.327,0.302,0.309,0.304
8091.0,0.2719190317204061,0.273,0.218,0.28600000000000003,0.273,0.308
8092.0,0.1453714678739453,0.14300000000000002,0.16399999999999998,0.179,0.17,0.166
8093.0,0.08866786615474512,0.085,0.11699999999999999,0.13,0.14300000000000002,0.135
8094.0,0.213759077912909,0.21100000000000002,0.184,0.14400000000000002,0.149,0.16899999999999998
8095.0,0.19107949578331496,0.19,0.201,0.20600000000000002,0.243,0.218
8096.0,0.20512363936183164,0.204,0.205,0.23800000000000002,0.16699999999999998,0.179
8097.0,0.32876082501404535,0.331,0.33299999999999996,0.324,0.33799999999999997,0.281
8098.0,0.20507004893989583,0.204,0.255,0.213,0.245,0.245
8099.0,0.219972296889404,0.221,0.276,0.311,0.28800000000000003,0.314
8100.0,0.19648929314593355,0.19399999999999998,0.195,0.17,0.14800000000000002,0.172
8101.0,0.2859338967218612,0.28600000000000003,0.273,0.248,0.248,0.21600000000000003
8102.0,0.19166958079345475,0.19,0.184,0.16899999999999998,0.24,0.249
8103.01,0.24087854091046237,0.24100000000000002,0.209,0.25,0.256,0.273
8103.02,0.3082970286991005,0.309,0.315,0.275,0.26899999999999996,0.264
8104.0,0.32887352801873726,0.331,0.295,0.32,0.315,0.297
8105.01,0.2515613897075347,0.25,0.225,0.175,0.212,0.152
8105.02,0.13051160582200078,0.127,0.11900000000000001,0.146,0.09699999999999999,0.102
8106.0,0.12577863744695494,0.122,0.134,0.11599999999999999,0.136,0.151
8107.01,0.1366697813345785,0.134,0.129,0.16399999999999998,0.156,0.157
8107.02,0.2233943213650918,0.221,0.174,0.155,0.156,0.159
8108.0,0.24466862666081626,0.245,0.27,0.259,0.28800000000000003,0.282
8109.0,0.13949334819781326,0.136,0.139,0.113,0.165,0.15
8110.0,0.271912450293215,0.273,0.259,0.297,0.272,0.284
8111.0,0.11812096159755879,0.114,0.109,0.115,0.094,0.096
8112.0,0.17505275044885224,0.172,0.14800000000000002,0.142,0.134,0.162
8113.01,0.17860972287278895,0.177,0.20600000000000002,0.217,0.175,0.19699999999999998
8113.02,0.1016269384300547,0.098,0.15,0.146,0.122,0.102
8114.01,0.24103178361775035,0.239,0.212,0.17800000000000002,0.156,0.14300000000000002
8114.02,0.20425635172408105,0.203,0.22399999999999998,0.21100000000000002,0.214,0.231
8115.0,0.1889451618948432,0.18600000000000003,0.18,0.155,0.125,0.098
8116.0,0.1143368996664712,0.11,0.10400000000000001,0.107,0.086,0.132
8117.01,0.1808093724754837,0.17800000000000002,0.135,0.151,0.133,0.14400000000000002
8117.02,0.15062270197195876,0.14800000000000002,0.17800000000000002,0.159,0.183,0.174
8118.0,0.2863041606366036,0.285,0.262,0.21100000000000002,0.161,0.149
8119.0,0.1465934971487129,0.145,0.17600000000000002,0.18600000000000003,0.248,0.272
8120.0,0.2003514991746584,0.2,0.24600000000000002,0.24600000000000002,0.261,0.245
8121.0,0.3573255272126832,0.359,0.307,0.299,0.28800000000000003,0.272
8122.0,0.19538512505512168,0.196,0.205,0.27,0.307,0.318
8123.01,0.21186011777701164,0.21,0.218,0.201,0.157,0.145
8123.02,0.4654879867500923,0.469,0.36,0.33399999999999996,0.364,0.317
8124.0,0.2906084378083674,0.29100000000000004,0.298,0.27,0.25,0.243
8125.0,0.1623170726727644,0.161,0.191,0.209,0.22899999999999998,0.22699999999999998
8126.0,0.1543579878509312,0.152,0.162,0.174,0.17300000000000001,0.195
8127.0,0.17128779132127053,0.168,0.183,0.136,0.139,0.158
8128.01,0.19979229523696793,0.198,0.19,0.20199999999999999,0.159,0.11699999999999999
8128.02,0.18777160346910346,0.18600000000000003,0.233,0.225,0.147,0.172
8129.0,0.26912745983194986,0.271,0.265,0.302,0.355,0.37200000000000005
8130.0,0.29794731935183416,0.301,0.332,0.381,0.34299999999999997,0.371
8131.0,0.3175064921754712,0.319,0.321,0.308,0.289,0.26
8132.0,0.3173501692547388,0.319,0.33799999999999997,0.299,0.332,0.319
8133.01,0.0712663818057578,0.066,0.066,0.054000000000000006,0.10099999999999999,0.081
8133.02,0.1128769268336774,0.10800000000000001,0.09300000000000001,0.083,0.068,0.099
8134.0,0.058656189176536054,0.055,0.039,0.126,0.139,0.14
8135.0,0.2141371427285825,0.213,0.225,0.213,0.21600000000000003,0.235
8136.0,0.08490150447399179,0.08,0.094,0.081,0.092,0.085
8137.01,0.025584119404322692,0.019,0.016,0.027999999999999997,0.017,0.047
8137.02,0.04003423848312082,0.035,0.08199999999999999,0.08900000000000001,0.092,0.085
8138.01,0.07578672631359412,0.071,0.095,0.10099999999999999,0.07400000000000001,0.09699999999999999
8138.02,0.09229250656832479,0.08800000000000001,0.114,0.11599999999999999,0.096,0.099
8139.0,0.07811607521692422,0.07200000000000001,0.067,0.037000000000000005,0.034,0.037000000000000005
8140.0,0.1701729268231056,0.16699999999999998,0.168,0.156,0.107,0.08900000000000001
8141.0,0.06499010549800802,0.059000000000000004,0.057999999999999996,0.047,0.035,0.033
8142.0,0.08576485828148979,0.081,0.073,0.087,0.085,0.068
8143.0,0.1554250219057773,0.152,0.09300000000000001,0.127,0.111,0.11199999999999999
8144.0,0.057629024322590934,0.054000000000000006,0.076,0.134,0.145,0.1
8145.0,0.11007872721403478,0.107,0.111,0.134,0.18100000000000002,0.152
8146.0,0.13530072063953122,0.131,0.114,0.09300000000000001,0.105,0.096
8147.0,0.19873408112209953,0.19699999999999998,0.198,0.2,0.174,0.11
8148.0,0.2192340073606025,0.218,0.235,0.22899999999999998,0.175,0.17300000000000001
8149.0,0.11483640794498173,0.11,0.091,0.083,0.07,0.057
8150.0,0.19152201820104894,0.18899999999999997,0.19699999999999998,0.152,0.184,0.172
8151.0,0.1183344369756322,0.114,0.127,0.107,0.094,0.095
8152.0,0.1902996089758924,0.187,0.16399999999999998,0.13,0.125,0.155
8153.0,0.1719286810725272,0.172,0.217,0.272,0.267,0.262
8154.0,0.23737627415491575,0.23600000000000002,0.262,0.223,0.16899999999999998,0.159
8155.0,0.1597394700452031,0.158,0.18,0.22699999999999998,0.14400000000000002,0.122
8156.0,0.13440199497816666,0.131,0.141,0.124,0.159,0.188
8157.01,0.3325798788486105,0.33399999999999996,0.311,0.28,0.318,0.315
8157.02,0.2891724635311965,0.29,0.335,0.27899999999999997,0.3,0.289
8158.0,0.3207207169369024,0.32299999999999995,0.33799999999999997,0.33399999999999996,0.332,0.3
8159.0,0.1132125284829429,0.109,0.115,0.107,0.106,0.11
8160.0,0.17220496335082938,0.171,0.157,0.217,0.20199999999999999,0.151
8161.0,0.2191417782995508,0.21600000000000003,0.16399999999999998,0.13699999999999998,0.106,0.12
8162.0,0.16092253114791308,0.158,0.156,0.147,0.154,0.142
8163.0,0.11689617967708445,0.114,0.147,0.14800000000000002,0.18600000000000003,0.19399999999999998
8164.01,0.1677890649018465,0.16399999999999998,0.153,0.113,0.11599999999999999,0.099
8164.02,0.13675187173694245,0.135,0.153,0.196,0.20800000000000002,0.171
8165.0,0.13140967494100975,0.127,0.10099999999999999,0.096,0.084,0.068
8166.0,0.11871459651485047,0.115,0.11199999999999999,0.09699999999999999,0.175,0.132
8167.0,0.13173366557465654,0.128,0.11800000000000001,0.121,0.11900000000000001,0.094
8168.0,0.17903594607281353,0.177,0.188,0.195,0.161,0.157
8169.0,0.16925378088521384,0.168,0.19399999999999998,0.21,0.23,0.31
8170.0,0.20836876361472456,0.20600000000000002,0.17800000000000002,0.158,0.16699999999999998,0.182
8171.01,0.1164133123131597,0.113,0.138,0.142,0.136,0.134
8171.02,0.13877428363185448,0.134,0.113,0.066,0.10099999999999999,0.08199999999999999
8172.0,0.08846156955016572,0.085,0.124,0.13699999999999998,0.156,0.129
8173.0,0.10911320027538851,0.10400000000000001,0.051,0.059000000000000004,0.071,0.17600000000000002
8174.0,0.16930989045399225,0.166,0.162,0.134,0.132,0.128
8175.0,0.13077451013237257,0.127,0.115,0.124,0.10800000000000001,0.08800000000000001
8176.0,0.1330464687268687,0.13,0.125,0.122,0.196,0.162
8177.0,0.1786949507108386,0.17600000000000002,0.182,0.154,0.16399999999999998,0.162
8179.0,0.11726678757106924,0.114,0.11900000000000001,0.11900000000000001,0.187,0.251
8180.0,0.15881997670507347,0.155,0.14800000000000002,0.122,0.1,0.11199999999999999
8181.0,0.25320081633349223,0.253,0.21100000000000002,0.22,0.26899999999999996,0.303
8182.0,0.25724044052084466,0.258,0.266,0.276,0.29100000000000004,0.29600000000000004
8183.0,0.10106090121865921,0.098,0.142,0.163,0.149,0.133
