tract,percent_non_citizen_2016,percent_non_citizen_2015,percent_non_citizen_2014,percent_non_citizen_2013,percent_non_citizen_2012,percent_non_citizen_2011
2508.0,6.120104339601524,6.175,4.02,2.799,2.333,1.5419999999999998
2510.0,1.3013113124174005,0.982,1.713,1.074,1.636,1.771
2511.0,1.1493221723925782,0.8009999999999999,1.266,1.5019999999999998,0.8109999999999999,0.8809999999999999
2512.0,2.8819461766220806,2.7230000000000003,0.617,1.537,0.0,0.6970000000000001
2513.0,3.329645512651302,3.2569999999999997,0.6970000000000001,0.405,0.042,0.47
2514.0,1.4799069806621978,1.2209999999999999,0.69,0.785,1.442,0.635
2515.0,0.3470764778279811,0.0,0.0,0.0,0.0,0.14300000000000002
2516.0,3.869075463321106,3.605,4.391,4.281000000000001,1.197,1.082
2517.0,7.159364542921418,7.24,5.651,4.018,3.41,4.195
2518.0,1.3067396171235761,1.06,0.0,0.0,0.0,0.0
2519.0,0.3643833531118827,0.0,0.317,0.33399999999999996,0.247,0.637
2520.0,0.6804536254104352,0.303,1.052,1.239,1.021,1.472
2521.01,2.6480144971117516,2.4330000000000003,1.175,2.804,2.245,1.237
2521.02,2.770060058870695,2.517,2.5989999999999998,1.9869999999999999,0.0,0.0
2522.01,0.35314425213279954,0.0,0.133,0.10800000000000001,0.113,0.138
2522.02,0.8352193405459163,0.531,0.24600000000000002,0.0,0.0,0.33
2601.0,0.3470764778279811,0.0,0.0,0.0,0.0,0.0
2602.0,1.062265704226471,0.732,0.79,0.8640000000000001,0.0,0.0
2603.0,0.3470764778279811,0.0,0.0,0.0,0.0,0.0
2604.0,0.5834127958682698,0.249,0.319,0.066,0.066,0.084
2605.0,0.8223396145208268,0.501,0.599,0.11,0.0,0.0
2606.0,0.3470764778279811,0.0,0.0,0.0,0.0,0.0
2607.0,4.029092419353594,3.8710000000000004,5.2170000000000005,0.9,0.706,0.74
2608.0,0.3470764778279811,0.0,0.0,0.0,0.0,0.0
2609.0,1.0703457896219777,0.7809999999999999,0.5379999999999999,0.0,0.0,0.0
2610.0,0.3470764778279811,0.0,0.0,0.0,0.0,0.0
2705.0,3.2518106501782933,3.142,0.8290000000000001,1.3530000000000002,0.723,2.285
2712.0,0.3470764778279811,0.0,0.0,0.0,0.0,0.0
2713.0,0.3470764778279811,0.0,0.0,0.0,0.0,0.0
2714.0,0.35108223154969276,0.0,0.087,0.073,0.077,0.645
2715.0,0.3470764778279811,0.0,0.0,0.0,0.0,0.0
2718.0,0.3470764778279811,0.0,0.0,0.0,0.0,0.0
2801.0,6.242125763618341,6.196000000000001,5.242000000000001,7.312,8.54,7.9239999999999995
2804.0,1.3577202121291947,1.057,1.025,1.585,2.211,1.7919999999999998
2808.0,0.3470764778279811,0.0,0.0,0.0,0.0,0.0
2809.0,1.571332222755219,1.239,1.392,2.177,0.866,0.945
2819.0,37.39596914326955,38.993,37.282,27.764,22.08,21.173000000000002
2827.0,9.02298276633895,9.221,6.827999999999999,5.8660000000000005,5.388999999999999,7.364
2828.0,17.444958660702127,18.062,17.827,14.214,19.525,13.529000000000002
2831.0,18.904072927066238,19.403,19.180999999999997,19.546,17.507,19.92
2832.0,5.8056102620816565,5.805,3.5789999999999997,5.294,5.976,6.471
2838.0,5.02169146612238,4.921,4.752,4.001,4.1930000000000005,3.4389999999999996
