tract,percent_wealthy_2016,percent_wealthy_2015,percent_wealthy_2014,percent_wealthy_2013,percent_wealthy_2012,percent_wealthy_2011
6004,,0.085,0.071,0.063,0.056,0.081
6006,,0.074,0.025,0.036,0.062,0.059
6007,,0.073,0.037,0.020,0.029,0.046
6009,,0.145,0.147,0.124,0.081,0.102
6103,,0.032,0.049,0.058,0.042,0.045
6104,,0.009,0.013,0.008,0.023,0.000
6108,,0.217,0.271,0.200,0.213,0.262
6110,,0.000,0.000,0.000,0.000,0.000
6111,,0.021,0.012,0.013,0.044,0.043
6112,,0.008,0.007,0.009,0.011,0.013
6113,,0.030,0.050,0.052,0.032,0.000
6114,,0.032,0.025,0.046,0.045,0.009
6115,,0.034,0.026,0.024,0.032,0.026
6116,,0.015,0.013,0.057,0.085,0.051
6117,,0.011,0.000,0.000,0.000,0.000
6118,,0.006,0.019,0.021,0.022,0.063
6119,,0.040,0.036,0.029,0.029,0.052
6120,,0.040,0.072,0.064,0.000,0.000
6121,,0.122,0.157,0.116,0.182,0.217
6201,,0.135,0.146,0.187,0.194,0.219
6202,,0.172,0.147,0.144,0.117,0.120
6203,,0.137,0.121,0.104,0.076,0.080
6204,,0.103,0.131,0.103,0.078,0.092
6301,,0.035,0.061,0.127,0.137,0.224
6302,,0.083,0.070,0.041,0.065,0.104
6303,,0.065,0.063,0.068,0.124,0.107
6304,,0.042,0.032,0.049,0.056,0.046
6305,,0.048,0.077,0.072,0.068,0.060
6308,,0.090,0.083,0.083,0.091,0.056
6309,,0.111,0.125,0.064,0.081,0.093
6401,,0.151,0.123,0.085,0.062,0.071
6403,,0.252,0.283,0.240,0.184,0.170
6404,,0.198,0.236,0.290,0.228,0.175
6405,,0.169,0.183,0.210,0.217,0.184
6406,,0.109,0.119,0.146,0.168,0.170
6407,,0.223,0.205,0.208,0.208,0.162
6408,,0.133,0.123,0.139,0.119,0.095
6501,,0.123,0.144,0.145,0.077,0.045
6502,,0.154,0.169,0.144,0.204,0.207
6503.01,,0.213,0.206,0.163,0.138,0.132
6503.02,,0.140,0.220,0.197,0.137,0.150
6504,,0.083,0.078,0.074,0.081,0.047
6505,,0.120,0.087,0.074,0.097,0.110
6603.01,,0.013,0.011,0.013,0.000,0.000
6603.02,,0.018,0.029,0.070,0.064,0.040
6604,,0.135,0.073,0.063,0.066,0.077
6605,,0.037,0.026,0.033,0.043,0.064
6606,,0.050,0.023,0.014,0.043,0.055
6607,,0.053,0.052,0.076,0.101,0.080
6608,,0.051,0.047,0.021,0.018,0.026
6609,,0.057,0.063,0.097,0.050,0.040
6610,,0.126,0.116,0.149,0.107,0.109
6611,,0.113,0.119,0.143,0.132,0.127
6701,,0.170,0.116,0.046,0.088,0.050
6702,,0.075,0.040,0.022,0.011,0.000
6703,,0.019,0.010,0.010,0.000,0.000
6704,,0.026,0.068,0.040,0.064,0.032
6705,,0.000,0.000,0.000,0.000,0.000
6706,,0.083,0.069,0.068,0.067,0.000
6707,,0.022,0.046,0.033,0.080,0.101
6708,,0.082,0.059,0.057,0.060,0.055
6709,,0.010,0.000,0.000,0.000,0.040
6711,,0.011,0.011,0.011,0.000,0.000
6712,,0.012,0.012,0.014,0.016,0.015
6713,,0.084,0.093,0.090,0.091,0.062
6714,,0.055,0.106,0.127,0.090,0.115
6715,,0.004,0.006,0.008,0.005,0.042
6716,,0.019,0.018,0.000,0.000,0.000
6718,,0.036,0.033,0.080,0.034,0.054
6719,,0.096,0.076,0.059,0.056,0.072
6720,,0.087,0.105,0.110,0.052,0.047
6805,,0.047,0.073,0.046,0.044,0.020
6806,,0.028,0.031,0.018,0.000,0.029
6809,,0.015,0.034,0.005,0.006,0.006
6810,,0.058,0.058,0.031,0.035,0.019
6811,,0.029,0.033,0.050,0.033,0.051
6812,,0.043,0.060,0.025,0.016,0.010
6813,,0.008,0.000,0.010,0.010,0.000
6814,,0.036,0.059,0.098,0.079,0.102
6903,,0.047,0.047,0.015,0.015,0.016
6904,,0.066,0.067,0.069,0.077,0.100
6905,,0.101,0.064,0.076,0.000,0.000
6909,,0.029,0.025,0.059,0.042,0.037
6910,,0.104,0.092,0.103,0.098,0.032
6911,,0.037,0.036,0.042,0.030,0.038
6912,,0.036,0.051,0.034,0.032,0.049
6913,,0.119,0.121,0.140,0.164,0.154
6914,,0.063,0.068,0.095,0.109,0.133
6915,,0.056,0.026,0.062,0.054,0.091
7001,,0.259,0.279,0.314,0.203,0.198
7002,,0.159,0.194,0.178,0.185,0.199
7003.01,,0.171,0.154,0.141,0.181,0.175
7003.02,,0.191,0.210,0.268,0.228,0.183
7004.01,,0.242,0.236,0.254,0.228,0.235
7004.02,,0.282,0.279,0.272,0.350,0.242
7005.01,,0.252,0.266,0.285,0.352,0.300
7005.02,,0.418,0.374,0.366,0.344,0.328
7101,,0.060,0.058,0.030,0.054,0.000
7102,,0.026,0.046,0.042,0.036,0.056
7103,,0.069,0.037,0.035,0.012,0.017
7104,,0.041,0.059,0.052,0.034,0.075
7105,,0.032,0.041,0.050,0.083,0.110
7106,,0.021,0.021,0.025,0.013,0.010
7107,,0.117,0.122,0.073,0.048,0.034
7108,,0.078,0.093,0.066,0.077,0.075
7109,,0.114,0.101,0.100,0.109,0.143
7110,,0.037,0.032,0.048,0.058,0.056
7111,,0.150,0.100,0.070,0.023,0.010
7112,,0.096,0.088,0.116,0.090,0.118
7113,,0.102,0.099,0.153,0.122,0.063
7114,,0.031,0.027,0.040,0.040,0.056
7115,,0.083,0.069,0.067,0.155,0.219
7201,,0.313,0.315,0.383,0.379,0.387
7202,,0.313,0.302,0.271,0.261,0.248
7203,,0.405,0.420,0.406,0.343,0.349
7204,,0.363,0.375,0.398,0.399,0.414
7205,,0.381,0.363,0.320,0.290,0.344
7206,,0.437,0.402,0.403,0.388,0.278
7207,,0.236,0.241,0.239,0.178,0.165
7301,,0.167,0.139,0.163,0.108,0.085
7302.01,,0.073,0.063,0.054,0.086,0.070
7302.02,,0.161,0.166,0.150,0.181,0.112
7303,,0.157,0.130,0.180,0.173,0.150
7304,,0.130,0.166,0.184,0.210,0.195
7305,,0.134,0.123,0.117,0.085,0.117
7306,,0.152,0.142,0.077,0.115,0.107
7307,,0.167,0.117,0.125,0.105,0.074
7401,,0.372,0.403,0.383,0.371,0.324
7402,,0.447,0.439,0.443,0.452,0.415
7403,,0.423,0.408,0.390,0.355,0.320
7404,,0.337,0.317,0.270,0.300,0.218
7501,,0.128,0.130,0.129,0.122,0.059
7502,,0.211,0.242,0.266,0.248,0.292
7503,,0.348,0.339,0.384,0.417,0.383
7504,,0.250,0.245,0.298,0.320,0.310
7505,,0.253,0.222,0.280,0.280,0.173
7506,,0.183,0.143,0.139,0.154,0.135
7608.01,,0.069,0.058,0.099,0.089,0.070
7608.02,,0.151,0.095,0.091,0.124,0.088
7608.03,,0.106,0.131,0.124,0.126,0.111
7702.01,,0.203,0.227,0.221,0.212,0.202
7702.02,,0.199,0.223,0.183,0.182,0.144
7703,,0.245,0.220,0.274,0.254,0.226
7704,,0.149,0.161,0.154,0.152,0.156
7705,,0.076,0.077,0.067,0.049,0.057
7706.01,,0.161,0.189,0.258,0.311,0.318
7706.02,,0.181,0.118,0.138,0.175,0.120
7707,,0.138,0.126,0.123,0.113,0.119
7708,,0.124,0.132,0.150,0.158,0.184
7709.01,,0.224,0.249,0.208,0.194,0.161
7709.02,,0.169,0.157,0.137,0.113,0.137
8001,,0.312,0.301,0.267,0.249,0.271
8002,,0.304,0.297,0.260,0.232,0.257
8003,,0.273,0.265,0.211,0.220,0.217
8004,,0.205,0.180,0.213,0.206,0.231
8005,,0.234,0.244,0.280,0.294,0.267
8006,,0.233,0.261,0.257,0.221,0.231
8007,,0.290,0.290,0.260,0.273,0.248
8008,,0.211,0.251,0.258,0.288,0.199
8009,,0.327,0.317,0.283,0.307,0.311
8010,,0.309,0.295,0.346,0.321,0.341
8011,,0.296,0.276,0.259,0.307,0.292
8012,,0.220,0.223,0.270,0.295,0.281
8013,,0.199,0.220,0.209,0.233,0.249
8014,,0.327,0.386,0.395,0.391,0.427
8015,,0.276,0.281,0.260,0.262,0.269
8016.01,,0.277,0.297,0.270,0.278,0.296
8016.03,,0.123,0.169,0.099,0.131,0.154
8016.05,,0.334,0.315,0.298,0.272,0.281
8016.06,,0.368,0.382,0.359,0.331,0.335
8016.07,,0.257,0.302,0.279,0.300,0.301
8016.08,,0.330,0.267,0.265,0.310,0.303
8017.01,,0.343,0.361,0.378,0.366,0.338
8017.02,,0.326,0.328,0.374,0.318,0.300
8018,,0.346,0.299,0.284,0.325,0.346
8019.01,,0.214,0.191,0.247,0.252,0.224
8019.02,,0.211,0.249,0.278,0.355,0.331
8020.02,,0.297,0.300,0.311,0.321,0.347
8020.03,,0.304,0.346,0.356,0.340,0.399
8020.04,,0.108,0.135,0.196,0.240,0.277
8021,,0.279,0.294,0.298,0.316,0.341
8022,,0.219,0.244,0.268,0.297,0.330
8023,,0.156,0.168,0.157,0.221,0.233
8024.02,,0.197,0.187,0.174,0.165,0.184
8024.03,,0.248,0.220,0.232,0.172,0.161
8024.04,,0.164,0.149,0.117,0.130,0.153
8025.03,,0.255,0.259,0.228,0.273,0.187
8025.04,,0.249,0.270,0.261,0.278,0.245
8025.05,,0.094,0.107,0.105,0.114,0.126
8025.06,,0.192,0.163,0.164,0.150,0.176
8026.05,,0.282,0.258,0.260,0.274,0.291
8026.07,,0.293,0.217,0.145,0.149,0.161
8026.08,,0.188,0.231,0.254,0.270,0.273
8026.09,,0.103,0.083,0.061,0.035,0.045
8026.1,,0.300,0.311,0.308,0.336,0.413
8027.01,,0.281,0.263,0.310,0.301,0.314
8027.02,,0.276,0.272,0.292,0.337,0.343
8028.01,,0.330,0.343,0.373,0.336,0.319
8028.02,,0.334,0.354,0.324,0.275,0.291
8029,,0.369,0.345,0.334,0.309,0.327
8030.05,,0.239,0.207,0.187,0.172,0.227
8030.07,,0.447,0.434,0.412,0.349,0.346
8030.08,,0.328,0.327,0.375,0.365,0.323
8030.1,,0.393,0.363,0.312,0.336,0.332
8030.12,,0.242,0.188,0.180,0.152,0.187
8030.13,,0.318,0.285,0.309,0.276,0.247
8030.14,,0.210,0.208,0.273,0.313,0.389
8030.15,,0.276,0.264,0.232,0.251,0.262
8030.16,,0.283,0.255,0.205,0.177,0.185
8030.17,,0.248,0.258,0.243,0.261,0.264
8031,,0.394,0.394,0.366,0.379,0.361
8032,,0.253,0.259,0.292,0.291,0.314
8033,,0.306,0.281,0.257,0.233,0.238
8034,,0.326,0.313,0.345,0.287,0.270
8035,,0.260,0.264,0.291,0.286,0.297
8036.03,,0.380,0.346,0.372,0.410,0.398
8036.04,,0.275,0.305,0.310,0.310,0.278
8036.05,,0.331,0.347,0.345,0.400,0.333
8036.06,,0.053,0.041,0.070,0.073,0.066
8036.07,,0.479,0.501,0.447,0.423,0.434
8036.08,,0.195,0.175,0.220,0.250,0.226
8036.1,,0.272,0.286,0.288,0.289,0.277
8036.11,,0.212,0.201,0.180,0.180,0.190
8036.12,,0.152,0.124,0.203,0.190,0.146
8037.01,,0.285,0.281,0.240,0.225,0.224
8037.02,,0.311,0.340,0.377,0.367,0.342
8038,,0.351,0.364,0.347,0.331,0.339
8039.01,,0.195,0.181,0.200,0.219,0.242
8039.02,,0.260,0.244,0.240,0.252,0.235
8040,,0.259,0.251,0.218,0.215,0.202
8041.02,,0.343,0.325,0.279,0.305,0.331
8041.04,,0.407,0.383,0.366,0.346,0.313
8041.05,,0.494,0.491,0.559,0.547,0.504
8041.06,,0.301,0.273,0.309,0.307,0.357
8041.08,,0.250,0.184,0.146,0.106,0.094
8041.09,,0.226,0.246,0.253,0.268,0.287
8042.01,,0.230,0.244,0.256,0.271,0.312
8042.02,,0.378,0.357,0.336,0.299,0.372
8043.05,,0.270,0.252,0.235,0.234,0.215
8043.06,,0.183,0.181,0.177,0.166,0.125
8043.08,,0.253,0.260,0.222,0.191,0.197
8043.09,,0.225,0.142,0.180,0.202,0.169
8043.1,,0.374,0.394,0.415,0.362,0.376
8043.11,,0.310,0.311,0.362,0.375,0.413
8044.03,,0.217,0.231,0.234,0.230,0.234
8044.04,,0.280,0.270,0.225,0.244,0.240
8044.05,,0.062,0.131,0.140,0.137,0.161
8044.06,,0.155,0.175,0.189,0.215,0.171
8045.05,,0.184,0.158,0.190,0.215,0.198
8045.06,,0.309,0.320,0.370,0.385,0.442
8045.07,,0.453,0.456,0.453,0.443,0.430
8045.08,,0.135,0.129,0.087,0.126,0.151
8045.09,,0.245,0.266,0.198,0.216,0.178
8045.1,,0.129,0.122,0.127,0.105,0.078
8045.11,,0.076,0.125,0.104,0.132,0.126
8046.03,,0.128,0.125,0.109,0.128,0.157
8046.06,,0.392,0.381,0.341,0.355,0.395
8046.07,,0.437,0.436,0.374,0.334,0.360
8046.08,,0.272,0.216,0.206,0.249,0.269
8046.09,,0.343,0.319,0.284,0.210,0.236
8046.1,,0.215,0.256,0.211,0.195,0.191
8046.11,,0.201,0.184,0.154,0.186,0.213
8047.01,,0.198,0.239,0.216,0.185,0.222
8047.05,,0.210,0.201,0.198,0.230,0.273
8047.06,,0.471,0.415,0.382,0.383,0.347
8047.09,,0.147,0.122,0.132,0.157,0.117
8047.1,,0.282,0.290,0.345,0.368,0.350
8047.11,,0.205,0.189,0.217,0.243,0.193
8047.12,,0.336,0.333,0.387,0.394,0.402
8047.13,,0.260,0.288,0.252,0.269,0.252
8047.14,,0.395,0.377,0.385,0.335,0.294
8047.15,,0.215,0.182,0.133,0.142,0.142
8047.16,,0.331,0.334,0.366,0.386,0.391
8048.03,,0.351,0.349,0.417,0.427,0.385
8048.04,,0.229,0.257,0.254,0.254,0.214
8048.05,,0.286,0.258,0.300,0.339,0.338
8048.06,,0.233,0.226,0.248,0.263,0.230
8048.07,,0.184,0.175,0.199,0.202,0.239
8048.08,,0.277,0.255,0.214,0.181,0.238
8048.09,,0.403,0.383,0.348,0.388,0.355
8048.1,,0.210,0.231,0.176,0.198,0.229
8049.01,,0.227,0.249,0.264,0.291,0.283
8049.02,,0.374,0.379,0.372,0.340,0.398
8050.01,,0.323,0.291,0.304,0.291,0.292
8050.02,,0.165,0.147,0.133,0.105,0.096
8051.05,,0.192,0.162,0.117,0.103,0.057
8051.06,,0.217,0.239,0.248,0.228,0.194
8051.07,,0.070,0.095,0.128,0.121,0.099
8051.08,,0.185,0.177,0.164,0.156,0.200
8051.09,,0.213,0.203,0.218,0.256,0.245
8051.1,,0.215,0.206,0.210,0.182,0.210
8051.11,,0.134,0.137,0.143,0.143,0.151
8051.12,,0.139,0.187,0.193,0.189,0.166
8052.01,,0.310,0.329,0.292,0.269,0.274
8052.02,,0.304,0.285,0.304,0.309,0.292
8053.01,,0.195,0.178,0.227,0.278,0.267
8053.02,,0.321,0.331,0.301,0.295,0.314
8054.01,,0.260,0.262,0.264,0.258,0.307
8054.02,,0.246,0.262,0.230,0.209,0.253
8055.01,,0.333,0.319,0.315,0.305,0.303
8055.02,,0.259,0.256,0.271,0.279,0.249
8056,,0.309,0.300,0.311,0.321,0.338
8057.01,,0.290,0.301,0.332,0.314,0.305
8057.02,,0.376,0.327,0.333,0.278,0.263
8058.01,,0.281,0.287,0.303,0.306,0.380
8058.02,,0.300,0.328,0.331,0.375,0.361
8059.01,,0.265,0.283,0.259,0.232,0.240
8059.02,,0.281,0.271,0.271,0.268,0.256
8060.01,,0.095,0.086,0.083,0.120,0.067
8060.02,,0.103,0.123,0.129,0.145,0.156
8060.03,,0.121,0.136,0.141,0.128,0.187
8060.04,,0.127,0.100,0.065,0.082,0.075
8061.02,,0.324,0.321,0.275,0.297,0.267
8061.03,,0.277,0.280,0.238,0.260,0.340
8061.04,,0.096,0.082,0.072,0.071,0.073
8062.01,,0.182,0.188,0.153,0.125,0.122
8062.02,,0.198,0.188,0.174,0.172,0.158
8063,,0.260,0.277,0.262,0.253,0.300
8064,,0.267,0.247,0.251,0.300,0.342
8065.01,,0.137,0.132,0.102,0.128,0.154
8065.02,,0.188,0.142,0.154,0.140,0.117
8066,,0.231,0.203,0.188,0.244,0.267
8067,,0.273,0.280,0.306,0.331,0.371
8068.01,,0.243,0.210,0.214,0.216,0.221
8068.02,,0.261,0.192,0.197,0.169,0.151
8069,,0.169,0.144,0.180,0.187,0.178
8070,,0.198,0.190,0.163,0.197,0.202
8071,,0.367,0.374,0.362,0.374,0.419
8072,,0.330,0.335,0.334,0.302,0.302
8073,,0.187,0.214,0.193,0.159,0.195
8074,,0.227,0.182,0.180,0.216,0.211
8075,,0.380,0.291,0.282,0.230,0.264
8076,,0.273,0.220,0.182,0.229,0.240
8077,,0.172,0.159,0.154,0.230,0.191
8078,,0.316,0.297,0.277,0.241,0.259
8079,,0.329,0.395,0.385,0.406,0.426
8080.01,,0.378,0.353,0.368,0.261,0.224
8080.02,,0.258,0.253,0.283,0.271,0.258
8081,,0.160,0.178,0.224,0.156,0.152
8082,,0.223,0.257,0.254,0.213,0.204
8083.01,,0.262,0.260,0.248,0.250,0.261
8083.02,,0.309,0.276,0.233,0.238,0.170
8084,,0.288,0.307,0.312,0.332,0.334
8085,,0.299,0.317,0.305,0.324,0.293
8086,,0.239,0.236,0.213,0.302,0.316
8087.02,,0.247,0.171,0.152,0.144,0.163
8088,,0.236,0.286,0.289,0.231,0.217
8089,,0.280,0.286,0.284,0.270,0.316
8090,,0.301,0.327,0.302,0.309,0.304
8091,,0.273,0.218,0.286,0.273,0.308
8092,,0.143,0.164,0.179,0.170,0.166
8093,,0.085,0.117,0.130,0.143,0.135
8094,,0.211,0.184,0.144,0.149,0.169
8095,,0.190,0.201,0.206,0.243,0.218
8096,,0.204,0.205,0.238,0.167,0.179
8097,,0.331,0.333,0.324,0.338,0.281
8098,,0.204,0.255,0.213,0.245,0.245
8099,,0.221,0.276,0.311,0.288,0.314
8100,,0.194,0.195,0.170,0.148,0.172
8101,,0.286,0.273,0.248,0.248,0.216
8102,,0.190,0.184,0.169,0.240,0.249
8103.01,,0.241,0.209,0.250,0.256,0.273
8103.02,,0.309,0.315,0.275,0.269,0.264
8104,,0.331,0.295,0.320,0.315,0.297
8105.01,,0.250,0.225,0.175,0.212,0.152
8105.02,,0.127,0.119,0.146,0.097,0.102
8106,,0.122,0.134,0.116,0.136,0.151
8107.01,,0.134,0.129,0.164,0.156,0.157
8107.02,,0.221,0.174,0.155,0.156,0.159
8108,,0.245,0.270,0.259,0.288,0.282
8109,,0.136,0.139,0.113,0.165,0.150
8110,,0.273,0.259,0.297,0.272,0.284
8111,,0.114,0.109,0.115,0.094,0.096
8112,,0.172,0.148,0.142,0.134,0.162
8113.01,,0.177,0.206,0.217,0.175,0.197
8113.02,,0.098,0.150,0.146,0.122,0.102
8114.01,,0.239,0.212,0.178,0.156,0.143
8114.02,,0.203,0.224,0.211,0.214,0.231
8115,,0.186,0.180,0.155,0.125,0.098
8116,,0.110,0.104,0.107,0.086,0.132
8117.01,,0.178,0.135,0.151,0.133,0.144
8117.02,,0.148,0.178,0.159,0.183,0.174
8118,,0.285,0.262,0.211,0.161,0.149
8119,,0.145,0.176,0.186,0.248,0.272
8120,,0.200,0.246,0.246,0.261,0.245
8121,,0.359,0.307,0.299,0.288,0.272
8122,,0.196,0.205,0.270,0.307,0.318
8123.01,,0.210,0.218,0.201,0.157,0.145
8123.02,,0.469,0.360,0.334,0.364,0.317
8124,,0.291,0.298,0.270,0.250,0.243
8125,,0.161,0.191,0.209,0.229,0.227
8126,,0.152,0.162,0.174,0.173,0.195
8127,,0.168,0.183,0.136,0.139,0.158
8128.01,,0.198,0.190,0.202,0.159,0.117
8128.02,,0.186,0.233,0.225,0.147,0.172
8129,,0.271,0.265,0.302,0.355,0.372
8130,,0.301,0.332,0.381,0.343,0.371
8131,,0.319,0.321,0.308,0.289,0.260
8132,,0.319,0.338,0.299,0.332,0.319
8133.01,,0.066,0.066,0.054,0.101,0.081
8133.02,,0.108,0.093,0.083,0.068,0.099
8134,,0.055,0.039,0.126,0.139,0.140
8135,,0.213,0.225,0.213,0.216,0.235
8136,,0.080,0.094,0.081,0.092,0.085
8137.01,,0.019,0.016,0.028,0.017,0.047
8137.02,,0.035,0.082,0.089,0.092,0.085
8138.01,,0.071,0.095,0.101,0.074,0.097
8138.02,,0.088,0.114,0.116,0.096,0.099
8139,,0.072,0.067,0.037,0.034,0.037
8140,,0.167,0.168,0.156,0.107,0.089
8141,,0.059,0.058,0.047,0.035,0.033
8142,,0.081,0.073,0.087,0.085,0.068
8143,,0.152,0.093,0.127,0.111,0.112
8144,,0.054,0.076,0.134,0.145,0.100
8145,,0.107,0.111,0.134,0.181,0.152
8146,,0.131,0.114,0.093,0.105,0.096
8147,,0.197,0.198,0.200,0.174,0.110
8148,,0.218,0.235,0.229,0.175,0.173
8149,,0.110,0.091,0.083,0.070,0.057
8150,,0.189,0.197,0.152,0.184,0.172
8151,,0.114,0.127,0.107,0.094,0.095
8152,,0.187,0.164,0.130,0.125,0.155
8153,,0.172,0.217,0.272,0.267,0.262
8154,,0.236,0.262,0.223,0.169,0.159
8155,,0.158,0.180,0.227,0.144,0.122
8156,,0.131,0.141,0.124,0.159,0.188
8157.01,,0.334,0.311,0.280,0.318,0.315
8157.02,,0.290,0.335,0.279,0.300,0.289
8158,,0.323,0.338,0.334,0.332,0.300
8159,,0.109,0.115,0.107,0.106,0.110
8160,,0.171,0.157,0.217,0.202,0.151
8161,,0.216,0.164,0.137,0.106,0.120
8162,,0.158,0.156,0.147,0.154,0.142
8163,,0.114,0.147,0.148,0.186,0.194
8164.01,,0.164,0.153,0.113,0.116,0.099
8164.02,,0.135,0.153,0.196,0.208,0.171
8165,,0.127,0.101,0.096,0.084,0.068
8166,,0.115,0.112,0.097,0.175,0.132
8167,,0.128,0.118,0.121,0.119,0.094
8168,,0.177,0.188,0.195,0.161,0.157
8169,,0.168,0.194,0.210,0.230,0.310
8170,,0.206,0.178,0.158,0.167,0.182
8171.01,,0.113,0.138,0.142,0.136,0.134
8171.02,,0.134,0.113,0.066,0.101,0.082
8172,,0.085,0.124,0.137,0.156,0.129
8173,,0.104,0.051,0.059,0.071,0.176
8174,,0.166,0.162,0.134,0.132,0.128
8175,,0.127,0.115,0.124,0.108,0.088
8176,,0.130,0.125,0.122,0.196,0.162
8177,,0.176,0.182,0.154,0.164,0.162
8179,,0.114,0.119,0.119,0.187,0.251
8180,,0.155,0.148,0.122,0.100,0.112
8181,,0.253,0.211,0.220,0.269,0.303
8182,,0.258,0.266,0.276,0.291,0.296
8183,,0.098,0.142,0.163,0.149,0.133
8184.01,,0.223,0.210,0.259,0.238,0.237
8184.02,,0.191,0.152,0.171,0.127,0.125
8185,,0.309,0.331,0.300,0.281,0.291
8186,,0.270,0.257,0.224,0.179,0.212
8187,,0.282,0.338,0.363,0.319,0.289
8188,,0.200,0.236,0.236,0.291,0.285
8189,,0.204,0.175,0.192,0.156,0.143
8190,,0.353,0.353,0.375,0.373,0.413
8191,,0.137,0.130,0.114,0.075,0.068
8192,,0.093,0.121,0.103,0.116,0.114
8193,,0.262,0.270,0.270,0.280,0.290
8194,,0.282,0.278,0.279,0.237,0.162
8195,,0.236,0.222,0.213,0.192,0.212
8196,,0.372,0.375,0.380,0.415,0.408
8197,,0.366,0.362,0.351,0.310,0.352
8198.01,,0.288,0.316,0.321,0.320,0.375
8198.02,,0.351,0.391,0.440,0.498,0.464
8199,,0.276,0.322,0.348,0.387,0.333
8200,,0.204,0.228,0.192,0.229,0.214
8201.01,,0.274,0.239,0.241,0.237,0.220
8201.03,,0.224,0.221,0.291,0.234,0.231
8201.04,,0.180,0.204,0.199,0.221,0.220
8202.01,,0.245,0.262,0.277,0.287,0.258
8202.02,,0.191,0.202,0.217,0.189,0.191
8203,,0.079,0.080,0.076,0.094,0.083
8204,,0.127,0.132,0.101,0.110,0.106
8205.01,,0.220,0.195,0.224,0.239,0.237
8205.02,,0.111,0.117,0.088,0.131,0.125
8206.03,,0.177,0.185,0.207,0.188,0.242
8206.04,,0.049,0.074,0.120,0.125,0.142
8206.05,,0.093,0.084,0.099,0.063,0.048
8206.06,,0.180,0.182,0.171,0.159,0.182
8207,,0.172,0.186,0.193,0.142,0.144
8208,,0.181,0.209,0.184,0.174,0.179
8209.01,,0.087,0.108,0.135,0.139,0.143
8209.02,,0.161,0.133,0.139,0.132,0.102
8210.01,,0.143,0.176,0.137,0.154,0.167
8210.02,,0.193,0.174,0.176,0.172,0.182
8211.01,,0.224,0.276,0.227,0.188,0.182
8211.02,,0.193,0.178,0.206,0.192,0.137
8212,,0.072,0.093,0.087,0.082,0.117
8213,,0.049,0.050,0.066,0.058,0.069
8214.01,,0.053,0.100,0.109,0.112,0.138
8214.02,,0.111,0.127,0.152,0.131,0.105
8215,,0.033,0.042,0.065,0.089,0.089
8216,,0.228,0.262,0.250,0.224,0.201
8217,,0.262,0.230,0.230,0.257,0.252
8218,,0.305,0.305,0.307,0.228,0.234
8219,,0.240,0.222,0.256,0.280,0.293
8220,,0.074,0.065,0.084,0.100,0.075
8221.01,,0.165,0.175,0.175,0.194,0.246
8221.02,,0.177,0.147,0.184,0.199,0.163
8222,,0.249,0.225,0.269,0.250,0.264
8223.01,,0.157,0.209,0.233,0.227,0.207
8223.02,,0.195,0.211,0.182,0.192,0.245
8224,,0.138,0.212,0.205,0.160,0.150
8225,,0.207,0.251,0.262,0.288,0.276
8226.01,,0.261,0.273,0.279,0.249,0.280
8226.02,,0.230,0.207,0.180,0.194,0.176
8227.01,,0.193,0.139,0.170,0.144,0.151
8227.02,,0.181,0.196,0.166,0.152,0.142
8228.01,,0.197,0.200,0.181,0.201,0.188
8228.02,,0.231,0.221,0.210,0.196,0.229
8229,,0.118,0.114,0.124,0.114,0.114
8230.01,,0.124,0.131,0.112,0.082,0.089
8230.02,,0.187,0.154,0.128,0.105,0.086
8231.01,,0.196,0.191,0.195,0.190,0.179
8231.02,,0.229,0.164,0.191,0.202,0.219
8232,,0.261,0.266,0.235,0.281,0.250
8233.02,,0.152,0.176,0.162,0.162,0.154
8233.03,,0.189,0.186,0.174,0.140,0.141
8233.04,,0.129,0.117,0.104,0.117,0.096
8234,,0.101,0.134,0.101,0.115,0.140
8235,,0.125,0.130,0.138,0.128,0.099
8236.02,,0.166,0.165,0.192,0.219,0.198
8236.03,,0.046,0.045,0.048,0.020,0.015
8236.04,,0.264,0.243,0.229,0.250,0.279
8236.05,,0.267,0.279,0.242,0.268,0.309
8237.02,,0.192,0.173,0.156,0.141,0.152
8237.03,,0.132,0.089,0.106,0.125,0.104
8237.04,,0.310,0.299,0.233,0.272,0.300
8237.05,,0.155,0.172,0.172,0.161,0.172
8238.01,,0.318,0.264,0.283,0.286,0.294
8238.03,,0.249,0.214,0.217,0.230,0.224
8238.05,,0.148,0.161,0.103,0.106,0.143
8238.06,,0.097,0.083,0.076,0.073,0.129
8239.01,,0.233,0.250,0.283,0.257,0.277
8239.03,,0.384,0.384,0.310,0.296,0.274
8239.04,,0.317,0.332,0.301,0.292,0.293
8240.03,,0.276,0.326,0.291,0.274,0.271
8240.04,,0.289,0.281,0.311,0.299,0.282
8240.05,,0.353,0.329,0.349,0.367,0.359
8240.06,,0.356,0.328,0.356,0.344,0.344
8241.05,,0.389,0.384,0.359,0.341,0.356
8241.06,,0.297,0.282,0.319,0.287,0.344
8241.07,,0.282,0.265,0.272,0.231,0.254
8241.08,,0.332,0.313,0.310,0.315,0.308
8241.13,,0.386,0.382,0.392,0.376,0.364
8241.14,,0.332,0.330,0.309,0.324,0.341
8241.15,,0.291,0.249,0.266,0.222,0.218
8241.16,,0.186,0.166,0.169,0.157,0.132
8241.17,,0.407,0.404,0.418,0.431,0.394
8241.19,,0.342,0.343,0.384,0.414,0.428
