tract,median_income_2016,median_income_2015,median_income_2014,median_income_2013,median_income_2012,median_income_2011
8016.08,,112929,97083,99417,115294,113558
8017.01,,145469,137333,150602,128250,126161
8017.02,,115759,123875,125063,113051,108938
8018,,121331,117969,113244,115724,112394
8019.01,,77500,72338,70764,76875,69509
8019.02,,141719,136932,139583,142850,140729
8020.02,,93621,92229,99792,101047,105444
8020.03,,89604,91944,87917,86302,106417
8020.04,,44661,46849,46770,51905,54018
8021,,131607,131250,132321,133162,128631
8022,,97963,103500,103452,119145,123214
8023,,89762,89896,82043,95653,94907
8024.02,,56344,48510,49479,39557,43194
8024.03,,60982,61719,59464,57756,53984
8024.04,,44279,48217,44102,46838,49135
8025.03,,72576,73302,70778,71432,69568
8025.04,,74627,73125,72121,70664,63639
8025.05,,49953,52016,52229,57692,63782
8025.06,,50150,55603,55531,56354,53506
8026.05,,80395,74883,74354,77583,76673
8026.07,,80250,73750,65341,61563,59327
8026.08,,58022,63736,65979,63818,62966
8026.09,,51850,50760,50118,49942,48314
8026.1,,84375,86125,85833,86042,93750
8027.01,,74656,74375,86417,88223,81367
8027.02,,78992,80495,85167,84830,84709
8028.01,,89643,91827,88922,84013,80417
8028.02,,86505,85951,80040,69598,66857
8029,,102725,100417,92292,93920,98973
8030.05,,67976,63405,55625,51250,53819
8030.07,,110248,104059,99182,98278,95104
8030.08,,92350,93750,98795,99044,95735
8030.1,,102759,102629,86923,90962,86440
8030.12,,70302,69595,66736,60407,63370
8030.13,,80785,76181,80712,79054,77244
8030.14,,56473,57378,69783,64400,77500
8030.15,,70833,71458,70370,73398,71792
8030.16,,81484,76300,72200,71400,71976
8030.17,,80136,78417,67426,69773,73070
8031,,103167,102326,105000,103068,99631
8032,,76696,77750,81705,88966,88530
8033,,77120,67004,62552,54017,57059
8034,,106518,98542,101900,92850,94643
8035,,89338,89375,90353,89679,89975
8036.03,,119107,112222,120759,122300,121515
8036.04,,72500,72344,73878,73797,71085
8036.05,,85179,91083,88162,96929,90136
8036.06,,43592,37182,36134,36837,38980
8036.07,,102388,104308,100077,93309,92841
8036.08,,70170,74170,73374,77171,76934
8036.1,,71491,74114,76446,76143,72643
8036.11,,50156,55185,51651,55230,59716
8036.12,,50141,49388,58106,58977,63173
8037.01,,65714,68324,65954,66333,69093
8037.02,,78661,81135,85096,88304,82027
8038,,84474,79167,81563,79671,82727
8039.01,,59130,58276,56290,58333,61414
8039.02,,80000,70257,70764,68194,66361
8040,,62108,61595,59696,64727,64036
8041.02,,126014,123553,125764,123611,119087
8041.04,,101480,99938,92763,87485,88942
8041.05,,116714,122228,128213,125981,123702
8041.06,,97679,84136,93155,97712,98711
8041.08,,69729,68413,66250,57559,57261
8041.09,,82778,84420,83859,86538,91111
8042.01,,153214,141688,151250,136528,146974
8042.02,,114494,120625,115833,115112,113866
8043.05,,71862,69375,70168,68356,68580
8043.06,,65193,65833,64614,61250,60711
8043.08,,70393,69698,73815,76950,77736
8043.09,,68712,52045,55200,55174,54828
8043.1,,93024,96194,98140,88443,91013
8043.11,,97188,96310,100170,96055,101587
8044.03,,66642,75324,69063,69375,69181
8044.04,,76618,75457,63083,71912,73254
8044.05,,44107,50236,45765,44113,42102
8044.06,,55360,56471,68359,73487,72609
8045.05,,74457,66139,66993,65461,62996
8045.06,,87063,91972,92188,92399,107663
8045.07,,100345,100413,100361,99423,96814
8045.08,,58333,54375,54625,56048,54662
8045.09,,68365,75200,77363,75765,68500
8045.1,,54257,54551,57317,57959,51172
8045.11,,48511,49381,47500,48321,51429
8046.03,,57946,51731,49156,49639,46789
8046.06,,96581,97083,96144,96434,100074
8046.07,,98049,97444,88839,85972,88316
8046.08,,74087,70350,77404,73698,79392
8046.09,,95978,88750,90633,81318,80957
8046.1,,66719,68158,61389,61840,57724
8046.11,,77273,76167,71703,69288,65319
8047.01,,58245,61108,57961,49570,56241
8047.05,,67167,59833,60469,63079,66750
8047.06,,104583,99688,96007,92759,85179
8047.09,,54030,53045,63882,66396,61937
8047.1,,73663,79091,83500,84571,79531
8047.11,,70517,62756,63150,63454,61694
8047.12,,91979,98368,100393,95174,96090
8047.13,,78375,77551,64626,73185,60136
8047.14,,86538,89469,96193,87534,79583
8047.15,,49152,58542,48750,48359,45750
8047.16,,87037,85880,86667,86409,85677
8048.03,,84069,77688,80731,84102,79669
8048.04,,69635,68036,67973,66089,59738
8048.05,,79922,79053,77025,76111,79167
8048.06,,56724,62500,73860,76188,71979
8048.07,,66583,64408,66684,69710,77471
8048.08,,84408,78934,76895,74145,73106
8048.09,,99375,98333,91678,94568,90656
8048.1,,71155,70574,66736,68329,66129
8049.01,,76604,78245,80929,81104,81055
8049.02,,79789,82452,83750,76753,93125
8050.01,,95000,90150,89331,90667,90722
8050.02,,52018,51998,51867,51286,49593
8051.05,,50872,53577,51559,50634,49615
8051.06,,70372,69417,67072,65625,65729
8051.07,,47050,48229,49476,52940,52639
8051.08,,53950,50260,47320,51667,62180
8051.09,,71023,72399,70457,66667,71048
8051.1,,61906,65035,65833,65341,66134
8051.11,,55940,56273,56618,56233,54837
8051.12,,49020,49321,51905,49681,49493
8052.01,,86528,84821,68684,80091,76440
8052.02,,82180,82132,79089,78802,70550
8053.01,,63075,58889,66184,63421,63819
8053.02,,75523,72188,68750,72500,74063
8054.01,,73304,72892,65750,54261,65000
8054.02,,58339,54676,53006,53304,55398
8055.01,,84238,82690,74781,73966,93587
8055.02,,104044,101389,102500,100089,97143
8056,,119912,109511,106488,114688,111728
8057.01,,87192,86740,87708,87418,87016
8057.02,,121875,90132,88472,87339,86758
8058.01,,80375,80000,86950,82344,99722
8058.02,,83214,90350,84476,84786,91184
8059.01,,73309,73713,73220,66912,71894
8059.02,,89828,84352,80255,85012,85260
8060.01,,46810,47804,45173,47325,47039
8060.02,,53244,53429,49583,49231,45455
8060.03,,51294,50722,51727,51080,54960
8060.04,,44783,42258,43158,42455,41009
8061.02,,77208,76146,73188,75972,70313
8061.03,,78317,78321,73606,76490,76473
8061.04,,36653,39667,38864,38969,45543
8062.01,,50804,61205,54407,51862,52681
8062.02,,62869,65578,59375,53276,54007
8063,,75662,74018,76818,74375,77686
8064,,67763,61458,72083,75000,76250
8065.01,,49830,49358,46607,50198,46250
8065.02,,60095,58344,60233,59825,59351
8066,,67436,67096,64395,74054,65795
8067,,97188,96667,106221,119200,114618
8068.01,,60382,58958,61083,66619,64167
8068.02,,78714,79438,76270,76557,76950
8069,,59675,62558,62047,60714,60291
8070,,53041,39475,47664,65313,62830
8071,,102589,120991,120833,108583,110804
8072,,82727,82138,82554,79324,79375
8073,,56827,55096,52833,51042,54048
8074,,53333,55385,54786,59051,60179
8075,,94688,82545,82667,75625,72204
8076,,64338,63881,61695,65565,64102
8077,,52832,52527,53175,58938,53395
8078,,81042,77108,76069,68611,74003
8079,,105833,109074,103818,107429,112827
8080.01,,99012,97238,101250,88219,67500
8080.02,,78271,77197,79276,75066,73676
8081,,43816,46488,48396,39327,41288
8082,,63438,66524,64654,54196,57703
8083.01,,70978,70887,68125,70335,70000
8083.02,,67069,70609,66925,65819,63990
8084,,76845,82240,80880,81490,78675
8085,,81068,81981,81646,76544,75500
8086,,104125,122813,118750,153359,152813
8087.02,,66071,55865,55000,52917,51534
8088,,109934,113421,116667,106346,99375
8089,,110556,108365,107156,103804,107964
8090,,123924,134375,121193,119688,121058
8091,,101169,93393,102708,103266,108750
8092,,50101,50930,50051,47171,49125
8093,,20814,19206,17686,20313,23802
8094,,46451,43485,42036,45509,45484
8095,,57835,55268,58210,60763,58464
8096,,68011,67443,66851,60735,58469
8097,,80531,80536,79722,83958,73920
8098,,69650,69519,67643,83750,70804
8099,,103194,112892,112642,109092,110263
8100,,61918,70606,62003,61168,60977
8101,,66953,65323,63942,61064,61174
8102,,56661,53355,55123,61991,61722
8103.01,,61827,61078,59710,65000,69135
8103.02,,70912,71149,61765,64554,70536
8104,,85691,77436,77328,74914,75208
8105.01,,69559,65986,55455,64364,55298
8105.02,,45707,47955,52598,47750,53446
8106,,48647,47664,43850,46868,55491
8107.01,,46552,39635,45347,44563,43500
8107.02,,48918,46621,48113,44801,45559
8108,,67346,69792,72474,74063,73165
8109,,47394,51696,46180,53375,53400
8110,,81162,80236,83606,77760,77936
8111,,40951,38036,40310,41174,40143
8112,,58500,55529,55625,60086,54872
8113.01,,60000,61466,61131,63424,61204
8113.02,,37996,41250,40000,37875,34063
8114.01,,57011,54456,52155,54028,52010
8114.02,,54417,54063,51531,56591,58667
8115,,65759,68600,65822,62836,62105
8116,,41656,42152,37959,40969,46934
8117.01,,50211,47917,45337,43892,46208
8117.02,,47500,56250,55000,57176,55394
8118,,73516,73864,63477,61858,62000
8119,,108533,125083,136471,141927,152431
8120,,96162,101818,97669,99792,94572
8121,,97250,76064,73188,69210,77857
8122,,205380,200341,168750,164598,170208
8123.01,,67901,67905,65793,61789,59758
8123.02,,116607,103250,94583,106447,89286
8124,,180268,171000,178214,159800,165880
8125,,50927,55069,56865,61250,64519
8126,,56181,55595,56583,53274,53789
8127,,66302,69219,71429,68750,62000
8128.01,,43917,43189,44688,42763,45110
8128.02,,55750,63611,71901,51518,54965
8129,,83281,82302,97414,105848,94741
8130,,86250,86196,82679,85278,94974
8131,,83690,80304,77544,69315,65974
8132,,92393,98205,92992,96167,93457
8133.01,,33750,31519,37353,38537,38714
8133.02,,41280,42232,38279,36938,37188
8134,,42045,39903,45648,49716,49295
8135,,52212,52463,52227,49421,57656
8136,,45530,43494,43723,41810,41183
8137.01,,38177,43457,45125,45840,45017
8137.02,,35905,36885,37760,52037,58218
8138.01,,44868,42951,39375,36296,52611
8138.02,,40457,40292,42604,38431,37109
8139,,39435,40957,40884,45864,45588
8140,,52602,53333,52083,52632,48125
8141,,35625,35938,35187,38897,31913
8142,,36646,35554,38869,43730,43293
8143,,40417,34494,44238,44853,44052
8144,,42471,50104,54303,52822,47474
8145,,59327,59375,55000,54773,45833
8146,,51611,52482,55638,54091,51474
8147,,60074,52763,51285,48077,47525
8148,,68333,64282,57188,55258,64536
8149,,50172,42004,40179,43581,40801
8150,,46374,46580,43523,44655,46458
8151,,51552,47188,43918,46141,44600
8152,,54282,52128,53813,44560,50202
8153,,63043,66058,65843,67411,70642
8154,,68046,68049,60000,53453,51283
8155,,65313,58609,61090,55669,52829
8156,,60885,52568,47679,54861,53365
8157.01,,105156,101071,94375,97064,88750
8157.02,,76250,85759,70074,86550,85481
8158,,80395,80625,81389,88000,85433
8159,,43812,44578,44367,45191,47092
8160,,58052,55734,55909,52315,50256
8161,,56040,55160,56136,55758,55417
8162,,48796,40735,46250,44089,42957
8163,,58466,58324,51581,54353,57609
8164.01,,45675,42983,38967,41541,40078
8164.02,,41587,45000,51622,50524,48032
8165,,39274,43884,41927,40147,38523
8166,,35434,37056,38732,45394,45430
8167,,50682,52204,51333,51645,47786
8168,,58750,61841,60020,61747,58843
8169,,53777,57674,52961,57344,56467
8170,,53625,56159,53343,53962,57941
8171.01,,38369,36796,37000,46731,51250
8171.02,,53429,52384,53125,54318,56832
8172,,36976,36111,35611,38594,40000
8173,,29625,37328,31914,36204,43147
8174,,53480,54665,55469,64889,64485
8175,,24896,31319,33273,30709,35386
8176,,48264,41011,41801,41642,42067
8177,,52769,54119,53269,56603,53281
8179,,52687,51327,50000,47150,50397
8180,,57333,59180,56250,53163,48071
8181,,67273,65074,63092,68167,72230
8182,,67474,65640,68456,75580,77593
8183,,50432,52841,53125,52257,54923
8184.01,,63198,63194,69861,63750,67625
8184.02,,60972,60000,59688,59104,60208
8185,,76068,68932,68679,74207,67717
8186,,70438,63750,57930,60687,59977
8187,,79412,84833,84046,79911,74737
8188,,65545,70862,68083,68500,69877
8189,,61860,58854,59875,56250,54250
8190,,112264,111506,112500,108818,111930
8191,,43840,52656,48713,53087,48815
8192,,46406,51371,53548,55969,56600
8193,,77800,78043,74896,75435,79875
8194,,77061,77128,67063,66017,65071
8195,,66339,62237,57632,55125,52206
8196,,129875,124653,128750,125982,123304
8197,,155000,150785,149509,134803,133971
8198.01,,147438,147543,147321,148750,141585
8198.02,,125795,129632,120972,124028,129063
8199,,148594,148000,148018,142386,147188
8200,,175833,178194,185568,192143,224750
8201.01,,84271,76483,76298,77482,77857
8201.03,,58073,56211,56813,63000,64846
8201.04,,56507,59671,58050,61446,63333
8202.01,,83934,83662,81624,86799,84486
8202.02,,51131,52054,53678,49242,53148
8203,,38438,50363,47868,50133,49032
8204,,44773,46386,47917,48115,45075
8205.01,,62024,57278,61923,57332,65988
8205.02,,54851,53562,54458,54443,53526
8206.03,,50368,56250,57171,56179,59688
8206.04,,30540,37054,44375,37639,46250
8206.05,,42202,44307,40948,39874,36723
8206.06,,63101,62623,59219,59192,58766
8207,,51491,50150,48611,43832,47677
8208,,65188,69250,66667,68750,65074
8209.01,,43815,46602,47995,47203,44833
8209.02,,50527,52596,53313,54558,53378
8210.01,,61033,61832,60000,59141,61944
8210.02,,55379,57019,58623,59089,63990
8211.01,,66078,74176,69583,64484,63464
8211.02,,58542,51827,48398,47344,50195
8212,,31753,36890,34583,37371,40051
8213,,36434,38429,43648,43079,43401
8214.01,,40165,39239,41509,38669,39306
8214.02,,50572,51548,51525,53608,54682
8215,,40278,34511,31494,33490,32368
8216,,63808,67784,64199,64134,61306
8217,,80685,64943,69020,73321,71500
8218,,63652,79539,77083,65635,63403
8219,,54329,58611,61278,64880,65496
8220,,45426,48750,49667,49094,47771
8221.01,,60331,68715,62778,66369,67002
8221.02,,41479,42417,61591,71577,64729
8222,,71484,69323,68625,65000,62500
8223.01,,58734,61693,62941,60568,63152
8223.02,,64875,62500,59250,49973,52417
8224,,37051,44602,52476,49477,51053
8225,,65146,71280,70147,69002,68228
8226.01,,66300,65045,66837,62530,68871
8226.02,,59293,58763,50121,49511,48711
8227.01,,43607,39609,46681,46129,53887
8227.02,,41810,41462,43824,46828,48470
8228.01,,51090,51750,63081,61156,55114
8228.02,,59871,62721,56397,59318,62143
8229,,56375,59286,53750,54693,54527
8230.01,,38936,41250,47807,49049,47904
8230.02,,58657,53093,54676,55659,51638
8231.01,,53148,49444,52250,57125,52422
8231.02,,61452,50255,57981,60129,56453
8232,,65292,62382,62917,74115,69904
8233.02,,54792,54078,53248,48836,48434
8233.03,,49656,46477,53144,52839,53453
8233.04,,42238,42069,40116,43041,43671
8234,,47786,47763,47862,49125,53071
8235,,46962,51660,50151,47178,45781
8236.02,,55862,57256,55647,55808,52723
8236.03,,36488,34537,32664,26458,23793
8236.04,,83444,80938,76296,75403,81406
8236.05,,65781,67263,72850,78160,79521
8237.02,,51391,50055,50012,49852,54820
8237.03,,50237,51580,51504,48039,47381
8237.04,,79375,80030,73750,75929,76660
8237.05,,47259,47972,46917,54318,58382
8238.01,,73477,65917,70865,80750,86486
8238.03,,58438,56710,60288,57768,59352
8238.05,,54107,53750,52957,54205,49268
8238.06,,54087,52643,54089,50015,49193
8239.01,,76798,76458,77077,78368,79792
8239.03,,108250,110357,97964,92188,90240
8239.04,,72073,72377,71485,71991,71758
8240.03,,85789,87074,84788,88200,84688
8240.04,,69474,68178,68729,91146,72628
8240.05,,91438,91060,91127,91711,91042
8240.06,,100521,101875,102206,100774,102500
8241.05,,90270,87782,86950,94395,93984
8241.06,,85772,84643,79288,78468,84356
8241.07,,80448,78411,75181,70043,68984
8241.08,,75833,71286,69688,71331,73673
8241.13,,96007,98025,98519,98397,98095
8241.14,,97539,97625,94663,92352,93023
8241.15,,71519,70167,71417,67942,71853
8241.16,,54394,48732,51071,49621,51250
8241.17,,98245,101875,103125,100814,105700
8241.19,,90475,93906,96767,103532,102587
8241.2,,74375,72051,71829,76288,80887
8241.21,,73397,83000,84329,81291,88917
8241.22,,86437,86652,84354,82145,80583
8241.23,,72065,75700,80889,79423,78355
8243,,23893,22874,22994,25851,22196
8244,,37614,32212,35743,45500,44107
8245.03,,62415,62738,66853,67321,66970
8245.05,,80374,78750,69844,57220,61224
8245.06,,72031,82284,78510,78859,75772
8245.07,,65388,57051,67147,66696,63115
8246.01,,69337,69638,68529,67917,73869
8246.02,,60248,59400,66576,64583,70893
8247.01,,64394,55526,57821,60256,58321
8247.02,,55904,60114,57535,55988,55478
8248,,40943,38248,39647,43030,50408
8249,,31651,37692,42692,63864,63929
8250,,58125,60139,62306,63726,54491
8252,,77344,64167,62438,58681,62356
8253.02,,60865,66477,72500,66832,73484
8253.03,,64202,62546,61719,69227,57288
8253.04,,74775,74762,76974,71307,72600
8254,,62686,66133,63340,65284,63071
8255.01,,43094,45153,50041,48711,49688
8255.03,,56869,54521,56638,56138,60944
8255.04,,53077,55785,55313,53496,47955
8255.05,,56165,55858,54079,57369,60098
8256,,37991,36607,44080,48301,47250
8257,,45638,38750,43636,39871,41953
8258.01,,30928,30199,31648,34348,40839
8258.02,,40621,42113,43475,45259,43333
8258.03,,35071,33750,39482,39119,41198
8259,,38846,37975,43036,41689,48625
8260,,38750,33553,36167,36199,35000
8261,,52619,53115,44638,50943,43483
8262.01,,31107,30662,28478,31319,39868
8262.02,,46036,47651,48399,47781,45165
8263.01,,63795,62609,60750,62404,54333
8263.03,,48940,51025,56996,64886,57500
8263.04,,33255,34890,45530,47788,48835
8264.01,,50897,50133,47298,53165,48611
8264.02,,50793,51301,54161,57198,54046
8265,,41435,41995,38189,45379,46953
8266,,39375,43488,43558,46375,48564
8267,,31179,33450,34040,39133,38398
8268,,36094,36032,36200,37143,36475
8269.01,,20401,20072,22277,31111,41128
8269.02,,14618,26685,30000,31080,31923
8270,,21911,23844,17183,24768,25517
8271,,26396,26598,22484,27095,28941
8272,,34464,33214,33028,31693,32772
8273,,19135,23125,27813,32301,30571
8274,,17788,21107,29095,26058,28520
8275,,23099,25718,26920,32889,41771
8276,,29515,30224,31417,31404,33934
8277,,38295,36818,37969,39554,45649
8278.01,,60067,58322,53865,57625,53004
8278.02,,66292,71000,72893,76005,65106
8278.04,,69231,67443,70260,71250,63634
8278.05,,75521,68924,65270,59327,58981
8279.01,,77482,83922,73603,68500,81081
8279.02,,50547,49317,51578,50469,50667
8280,,41208,46583,48509,48354,50166
8281,,49707,50379,48142,56719,62607
8282.01,,56702,57071,47341,44805,40150
8282.02,,49453,47833,51366,50369,48551
8283,,44906,44333,45114,44348,51159
8284.01,,62198,65625,62688,61833,64625
8284.02,,44625,43878,42687,43708,43510
8285.03,,49677,50694,49333,56156,52788
8285.04,,35433,36250,37026,46429,53043
8285.05,,54063,59736,64375,69474,71431
8285.06,,45034,42254,41482,44395,43404
8286.01,,78464,84074,85383,84167,81823
8286.02,,81280,80893,81217,86987,92917
8287.01,,60487,50895,56196,56445,57436
8287.02,,51154,53750,56875,59313,57264
8288.01,,80208,79286,74821,79306,87708
8288.02,,65257,64978,62530,59871,66587
8289,,34479,31484,33833,38179,39769
8290,,16957,22035,24671,23864,20000
8291,,24338,26352,32181,32801,31667
8292,,47279,48272,46770,46698,44960
8293.01,,56829,63991,64375,62123,61131
8293.02,,30243,32264,25996,26563,28243
8294.01,,25489,24764,24069,20982,21415
8294.02,,41993,37986,42500,39648,40929
8295,,32132,33833,36629,49653,38854
8296,,49453,47105,47689,47455,48846
8297,,30639,30813,27401,34028,34855
8298,,98654,100549,95350,91637,92143
8299.01,,61214,62863,65532,67517,70919
8299.02,,72309,73690,74405,78292,81426
8300.01,,37702,36118,36358,35580,35431
8300.03,,83102,75602,76055,70385,67327
8300.04,,95341,70096,81279,80137,79261
8300.05,,94625,88672,85417,77321,81102
8300.06,,51616,50243,52468,51420,50634
8300.07,,44802,47083,48625,51250,49342
8300.08,,74010,71896,70452,75798,75042
8301,,60179,61993,73802,73088,70156
8302.01,,49490,53178,50797,52241,58438
8302.02,,90525,82656,66799,67267,67900
8303,,19705,24467,29771,30250,35729
8304,,52930,51364,50816,48799,48889
8305,,46036,42337,41679,49115,50373
8306,,39219,45229,43600,42078,45211
8307,,36176,37833,39076,37692,42600
8308,,61295,61563,56515,57887,52899
8309,,93935,83879,82313,81302,63482
8310,,137014,139464,119542,117180,113983
8311,,48621,48586,49211,49085,49326
8312,,35988,32131,35680,36271,35208
8313,,33472,37524,34750,38482,41054
8314,,35077,31742,24289,28750,22100
8315,,58077,56141,57612,55136,69183
8316,,39359,39844,42008,40810,39436
8317,,50455,54250,65058,67037,63800
8318,,65946,66397,65369,56791,56906
8319,,100294,91944,100048,100786,102596
8320,,98158,96953,104583,109219,97212
8321,,52632,65156,61700,65404,66168
8322,,105307,80757,82097,89420,87888
8323,,102361,99464,106250,100197,90938
8324,,90156,86607,84207,81667,66087
8325,,80795,72400,71319,61484,63426
8326,,148750,134000,119167,123851,121541
8329,,44750,42667,39828,39300,53185
8330,,128882,104063,110625,111181,112798
8331,,119890,104292,102911,104930,108542
8333,,50050,53690,50096,56058,50714
8339,,23641,22262,27791,23672,27353
8340,,33911,37250,34255,36019,35159
8342,,24623,23973,34795,40482,40597
8343,,37857,47737,47168,48849,47458
8344,,35461,36250,31976,33750,50153
8345,,26250,25938,23333,23913,20662
8346,,21125,19568,25152,18829,22740
8347,,23705,23472,24828,23156,20417
8348,,22556,20429,15731,16558,15530
8349,,20259,16705,14896,14451,14097
8350,,26013,26992,26629,28991,29077
8351,,38400,39608,35865,38516,39414
8352,,41850,46838,46650,46452,50341
8355,,15000,15111,12750,13788,11610
8356,,21909,18485,20000,18071,16853
8357,,5000,4145,5725,5725,5725
8358,,54236,53977,54028,53214,51250
8359,,20000,18841,25243,26250,25150
8360,,53000,52092,59741,57227,57851
8361,,20774,28056,31765,29375,37414
8362,,64333,85500,90625,90938,81979
8363,,57500,61250,60259,56076,55123
8364,,33718,33705,21641,23176,21188
8365,,26929,23750,24275,23182,19447
8366,,39107,39201,30845,25921,27754
8367,,26544,25542,23214,24554,16232
8368,,11967,11209,18489,14909,19954
8369,,35568,42870,45781,48250,53073
8370,,23964,25379,26678,17182,16414
8371,,23824,22045,20868,30032,23484
8373,,23900,26756,25106,25222,25870
8374,,29375,28250,26477,25816,25450
8378,,55694,49079,55000,41279,36400
8380,,20540,17422,28405,21979,24853
8381,,19000,25789,26875,28587,32443
8382,,42083,47969,47339,73325,71471
8383,,39861,34865,34760,46339,48077
8386,,11615,14146,13514,13927,48125
8387,,17317,20057,21051,21123,25401
8388,,18884,22022,26835,26235,27904
8390,,82026,80091,76856,73423,66929
8391,,78858,78517,78000,73425,77589
8392,,31364,41250,43651,44665,43244
8395,,19884,20714,22326,21292,19667
8396,,23116,22891,23295,28686,29024
8397,,45670,38071,45675,40000,39800
8398,,50659,49904,49643,50833,49157
8399,,62240,51865,50921,63529,54267
8400,,58824,54583,55924,60863,58500
8401,,27833,33317,29583,31090,32055
8402,,47865,47540,55688,58415,54808
8403,,42029,44554,42204,40197,40644
8404,,39438,31400,30078,30847,35517
8407,,29070,29192,30526,29181,30450
8408,,30039,30691,31711,33140,30446
8410,,31481,28536,30170,32167,30078
8411,,25098,25292,25069,22000,30435
8412,,31678,31834,33750,37363,34141
8413,,37123,32725,32775,32012,35325
8414,,22460,28571,30588,17500,32721
8415,,16737,16524,21908,22500,27572
8416,,23125,17417,24291,25216,24271
8417,,19813,17474,16573,16094,22866
8418,,31875,32903,29063,26952,28490
8419,,108316,102699,100564,88226,91406
8420,,67404,75804,63750,59500,52431
8421,,29044,27486,25664,27443,25124
8422,,86818,80461,75682,64907,57717
8423,,117778,115060,106019,106193,90671
8424,,36310,35349,32985,30065,31759
8425,,10184,10810,12036,14457,16076
8426,,60104,55455,62778,57788,63676
8428,,30710,34263,35340,36620,38109
8429,,20944,17336,15146,15035,12482
8430,,17690,21076,16574,16268,18646
8431,,29135,34509,32292,28750,31591
8432,,38929,34877,38209,34881,44537
8433,,35859,36083,32386,30529,33690
8434,,25708,33095,36375,45682,28707
8435,,27266,26042,32679,38750,26071
8436,,30726,25745,21134,22373,22606
8437,,83571,76488,74643,79688,76875
8438,,38333,33229,32260,35238,41172
8439,,26975,27303,24153,29094,31774
9800,,0,0,0,0,0
9801,,0,0,0,0,0
9900,,0,0,0,0,0
