tract,percent_pub_trans_2016,percent_pub_trans_2015,percent_pub_trans_2014,percent_pub_trans_2013,percent_pub_trans_2012,percent_pub_trans_2011
1910,,12.98932384,11.85185185,12.24489796,12.31527094,12.65536723
1911,,16.66666667,16.78617992,14.816088,13.79076087,13.3598288
1912,,15.81956798,13.42910681,9.244314013,10.23890785,11.39430285
1913.01,,14.36870643,16.91372102,16.6136725,20.29220779,20.19230769
1913.02,,13.11258278,12.48688353,14.92928235,13.41607565,15.22702104
2001,,22.0324509,19.73010703,18.41975309,18.42105263,18.11067636
2002,,17.40966682,15.80601706,10.24096386,18.95321174,19.94437823
2003,,19.39231457,23.66757001,24.95183044,24.66039707,18.86160714
2004.01,,14.23631124,15.68501921,21.33645955,19.64912281,18.7072716
2004.02,,20.03745318,19.89690722,19.69089868,17.5368899,23.37950139
2101,,21.83186951,15.46149324,22.53937008,21.52838428,19.99168745
2104,,22.4137931,21.04904632,20,17.97752809,16.19897959
2105.01,,30.01395998,28.57142857,29.49640288,26.12653619,31.86077644
2105.02,,25.73739296,25.09505703,25.78849722,23.73158756,21.89189189
2106.01,,41.06342088,42.81400966,36.99776786,38.54109962,40.58721934
2106.02,,40.33273381,34.71768549,27.94411178,28.14716312,21.6802168
2107,,20.8041958,20.31317964,19.25566343,20.2394747,24.36003303
2108,,24.56418384,23.75690608,25.08833922,24.40191388,24.82638889
2109,,13.60103627,11.9760479,11.57289003,10.86820737,14.38403304
2203,,22.34748011,18.93110109,16.26420455,27.3130545,27.28581713
2204,,40.39190898,33.35475578,26.4556962,27.70123278,34.69860896
2205,,50.5952381,47.85420341,45.215311,45.01718213,37.1886121
2206.01,,47.72727273,51.86440678,56,48.38255977,43.46405229
2206.02,,46.1014383,48.55182927,52.98592621,46.22061483,42.16273336
2207.01,,24.8,27.27272727,26.77165354,25.0965251,25.52011096
2207.02,,31.32400431,29.06610703,28.96865521,32.7626099,30.98945254
2209.01,,27.53623188,28.09716599,24.74489796,28.41147656,24.50284091
2209.02,,20.51767677,18.62980769,18.15582559,12.11323239,19.76902174
2210,,29.40330697,19.6416722,20.91730368,15.61771562,15.82733813
2211,,27.87344814,33.34835511,31.40321217,33.41625207,34.25305479
2212,,37.1398079,35.94019551,32.40506329,31.93456615,33.78016086
2213,,40.01154734,38.9354067,38.61323155,39.5959596,41.37483787
2214,,41.18251928,47.03511802,42.09445585,37.19752392,40.4057971
2215,,28.52522639,32.6435247,31.19551681,28.05882353,28.48447961
2216,,32.00419727,26.94274029,28.14465409,27.26806766,27.66839378
2222,,35.24011299,32.18304576,26.3878327,31.47735709,31.22171946
2225,,31.08465608,35.84656085,31.18932039,33.25092707,37.91907514
2226,,22.49269718,24.67391304,27.72925764,31.23644252,31.64705882
2227,,18.36734694,18.25153374,17.64705882,20.4954955,20.49102927
2228,,15,22.08955224,26.86567164,28.57142857,30.35230352
2229,,14.15730337,13.69193154,13.50114416,8.137432188,8.61423221
2301,,19.81627297,19.03520209,17.1319797,18.89880952,20.92675635
2302,,18.75,17.61846902,14.37908497,17.6119403,15.8931083
2303,,25.71428571,23.1292517,18.38074398,19.73392461,6.963788301
2304,,23.43268243,25.81926514,23.78435518,24.52452452,14.44201313
2305,,20.48192771,21.99140401,22.69372694,17.03248464,22.08293153
2306,,29.46973252,28.78192534,22.67946959,22.83272283,28.9516129
2307,,32.3903819,19.60271824,21.18601115,22.92191436,22.87893232
2308,,18.59582543,16.10878661,17.44186047,15.97796143,8.188585608
2309,,28.15222375,26.33950926,24.35765673,27.57242757,26.20889749
2311,,21.28205128,25.36585366,32.40740741,33.51800554,44.76744186
2312,,19.30022573,20.37786775,21.26836814,28.55200544,28.52644836
2315,,32.82937365,32.15590743,25.93360996,34.93205436,36.60516605
2402,,36.2,37.91267306,34.61900282,30.80481036,36.24497992
2403,,44.86607143,47.83549784,51.58469945,49.5412844,42.15795328
2405,,38.09238152,36.05402231,34.82090429,32.31132075,37.16497915
2406,,35.37946429,46.15384615,48.33333333,33.76455369,31.74603175
2407,,34.71177945,33.2884097,20.91782284,22.19482121,21.36181575
2408,,16.56050955,15.94771242,24.33234421,23.24246772,25.82938389
2409,,13.55932203,11.57894737,11.37339056,15.72164948,12.29050279
2410,,23.96606575,24.51539339,31.73184358,29.18326693,28.16753927
2411,,28.12024353,33.59932801,28.27525364,28.22315987,30.46948357
2412,,42.0906568,29.90152193,33.62760835,35.96214511,39.45480631
2413,,39.95098039,34.00174368,32.40270728,30.84495488,27.31356694
2414,,39.33500627,37.37593052,35.23931898,35.77702703,36.20751342
2415,,47.87610619,39.34646374,40.87968952,38.1291548,41.15267947
2416,,43.07866868,38.7587822,41.89082278,42.68292683,40.05923732
2420,,38.92195767,34.0826686,37.40692072,39.93558776,47.59378552
2421,,38.20224719,38.28287018,41.1101083,38.14475874,35.99503517
2422,,35.45098039,31.32673267,32.54612546,30.90976883,30.56603774
2423,,31.80846516,25.950783,34.43762781,31.74904943,34.133223
2424,,22.97435897,24.10805301,25.51334702,29.99504214,32.23097113
2425,,24.33274021,23.67328103,27.82407407,26.47195178,27.74509804
2426,,31.48896487,30.8395949,19.11593641,19.50419249,14.44028298
2427,,34.7985348,33.58585859,35.39944904,35.03649635,42.40331492
2428,,23.35664336,16.15776081,19.2353644,17.19817768,18.17155756
2429,,27.58936755,32.16783217,38.34876543,38.1724392,37.66447368
2430,,23.58374384,27.09294661,23.69826435,25.63399589,30.17667845
2431,,36.37540453,36.83492497,33.77437326,30.72445019,26.63519892
2432,,29.41546197,33.41885824,35.12164691,33.50582147,36.79715302
2433,,35.52009456,33.8028169,34.00250941,28.5326087,32
2434,,32.21099888,26.45854657,25.72347267,28.12349252,23.0728336
2435,,30.96960926,28.46511628,28.58481724,29.86654395,31.45087236
2502,,13.24951644,17.36465781,22.25225225,23.07692308,22.55083179
2503,,19.08108108,16.30901288,15.80921758,17.06806283,21.58311346
2504,,24.02862986,21.66826462,20.09507347,17.57137113,15.34673779
2505,,11.6836429,11.9134674,10.75913242,15.51960515,19.26262356
2506,,21.13163972,20.50963331,20.37037037,21.14716107,29.22077922
2507,,23.60110803,25.18518519,25.29137529,28.61271676,28.20646507
2508,,17.36028537,23.76126126,33.37091319,33.68421053,35.07537688
2510,,33.5243553,29.34782609,26.02409639,24.51253482,30.93922652
2511,,21.55369383,23.59098229,24.01606426,25.28735632,28.05329386
2512,,27.28476821,26.30331754,23.59015091,24.157765,20.4048583
2513,,31.95020747,31.32911392,34.24749164,31.42112125,28.16989382
2514,,35.3460972,32.17938631,34.26073132,35.38663172,34.61091754
2515,,41.65975104,39.678511,37.53169907,26.20932278,30.40380048
2516,,34.45065177,30.82061069,29.58963283,24.81827622,18.61167002
2517,,16.55172414,33.73860182,35.15151515,29.41176471,28.20919176
2518,,26.63755459,34.83870968,33.9238264,31.5834039,34.57249071
2519,,46.9895288,44.01008827,39.72188634,34.18854415,36.83181226
2520,,40.98360656,37.5659051,30.87649402,35.20215633,35.69131833
2521.01,,36.24801272,40.73482428,37.06293706,33.46080306,16.51982379
2521.02,,31.80711154,35.13182097,38.64324652,43.68191721,43.18318318
2522.01,,33.33333333,33.71212121,27.25090036,36.71373556,37.87878788
2522.02,,42.37160121,41.02178813,33.63265306,26.43504532,19.43430657
2601,,44.81481481,46.23655914,40.61433447,36.33540373,50.15772871
2602,,32.43243243,34.7972973,31.70731707,79.10958904,71.92429022
2603,,29.83114447,30.76923077,37.26027397,32.27513228,32.64840183
2604,,29.30107527,25.49575071,37.38872404,45.63953488,43.52159468
2605,,21.74840085,34.5971564,22.79069767,31.47208122,35.51401869
2606,,26.72413793,27.55632582,26.99564586,26.15803815,27.62589928
2607,,56.13305613,56.30397237,48.60335196,48.00664452,50.96463023
2608,,38.91547049,43.55140187,47.7124183,43.46349745,33.14285714
2609,,32.2418136,12.86863271,19.86970684,16.30170316,22.14611872
2610,,22.22222222,18.74084919,18.67647059,21.80349933,35.36754508
2705,,25.32751092,23.50119904,20.54794521,22.04724409,16.94915254
2712,,31.69014085,28.23920266,28.44036697,28.57142857,20.84367246
2713,,44.44444444,40.33613445,32.24043716,54.87804878,54.77941176
2714,,41.17647059,36.77248677,37.47126437,34.70437018,34.97409326
2715,,43.67816092,40.63324538,29.58435208,28.03030303,28.86597938
2718,,43.14516129,39.66101695,34.38914027,39.79057592,28.57142857
2801,,14.06964474,12.91823224,16.44084934,18.33963944,21.62506368
2804,,30.2259887,29.31034483,28.0653951,26.03174603,25.70621469
2808,,33.83458647,32.54901961,32.22222222,34.64052288,28.47682119
2809,,21.89781022,33.33333333,42.70833333,69.33333333,65.56291391
2819,,27.6622167,27.32919255,21.80397727,26.92579505,23.82782475
2827,,25.27301092,23.71900826,32.62243286,30.76923077,30.10830325
2828,,26.86567164,25.46245919,25.32467532,24.22954304,12.42387333
2831,,34.46676971,36.90828402,31.9047619,25.66371681,27.24014337
2832,,37.78040142,36.57289003,36.52173913,36.66666667,33.74558304
2838,,16.71372106,16.38452237,24.58614347,29.68460111,29.84676882
2909,,41.20126449,42.84176534,43.03278689,44.84679666,41.73419773
2912,,45.13556619,41.44486692,42.88461538,46.03481625,34.65909091
2916,,23.86934673,18.10584958,14.43037975,12.71929825,14.25178147
2922,,33.15436242,30.43478261,33.65735115,32.44680851,38.92473118
2924,,20.51282051,13.50762527,17.19128329,10.96196868,12.94363257
2925,,27.37388724,22.09821429,22.31759657,28.29226848,28.29606785
3005,,23.26656394,17.26141079,19.51612903,11.79775281,12.88389513
3006,,22.19747587,21.51117965,13.60062893,14.30781129,13.13131313
3007,,11.88063063,9.032258065,8.705114255,9.922822492,7.879114949
3008,,21.04089219,22.8115016,21.16935484,19.18175721,17.7955665
3009,,32.18982276,38.5840708,38.70094723,38.0952381,32.25341973
3011,,10.18609207,12.37373737,11.77042802,8.648111332,8.201304753
3012,,26.79245283,27.77340677,15.72424477,15.23809524,15.31130877
3016,,10.70967742,13.13823163,14.48882871,10.45272969,9.645390071
3017.01,,9.116809117,13.19241983,12.68861454,13.32046332,7.934893184
3017.02,,10.03058104,6.360946746,7.829457364,13.65740741,18.04878049
3018.01,,5.95802302,8.957528958,7.065217391,12.19686163,7.898259705
3018.02,,9.077380952,7.130872483,6.07175713,7.429048414,3.972950127
3018.03,,10.25517573,6.975476839,5.541237113,8.859293573,6.23875225
3102,,18.04826863,20.78651685,16.07142857,18.45597105,18.83116883
3103,,22.64550265,24.44196429,27.21774194,29.06309751,27.96317606
3104,,20.98360656,21.75732218,19.80982567,16.5,17.34197731
3105,,10.71913161,14.52344932,20.39800995,17.25806452,15.19198664
3106,,41.05584642,35.0132626,32.60511129,29.94350282,32.03719358
3107,,40.05235602,43.8108484,44.6875,38.73056995,42.05495818
3108,,38.53288364,37.24198507,32.44916004,35.20347689,33.4258525
3109,,35.31264058,34.80036298,33.03085299,31.12225222,28.69429242
3201,,15.74693423,17.94757224,17.53012991,15.81125828,15.84553928
3204,,22.2972973,22.48569092,17.34042553,12.4523507,10.10830325
3206,,26.8010673,28.0713128,37.62035763,36.81855167,43.97224631
3301,,27.73513286,30.63269639,30.37205082,31.52310215,33.31609433
3302,,24.19980601,19.35641151,19.62025316,21.37866791,23.33028362
3403,,21.1815562,14.79820628,12.88416076,14.95327103,12.37677985
3404,,33.33333333,28.77237852,26.46720368,19.49152542,17.24489796
3405,,19.47291362,17.32954545,19.31818182,21.91780822,27.19594595
3406,,40.57142857,39.18128655,67.75700935,56.74603175,59.59183673
3501,,49.32821497,49.04284412,41.68316832,30.93661306,30.04444444
3504,,53.98773006,55.51330798,57.92349727,59.63855422,70.16129032
3510,,34.56730769,31.11000498,23.01278488,26.49717514,30.05303477
3511,,30.88235294,32.8313253,31.37254902,38.99082569,37.20238095
3514,,33.41346154,31.49606299,30.08849558,21.96261682,25.81344902
3515,,26.73267327,29.14572864,26.20689655,26.74418605,14.86486486
3602,,47.08520179,50.54945055,46.95431472,58.62068966,53.42465753
3801,,18.01526718,16.45207439,19.90950226,27.17520858,29.80209546
3802,,33.61169102,33.11258278,32.98429319,37.02830189,18.86792453
3805,,28.50877193,31.72690763,30.66202091,22.74881517,28.33333333
