tract,percent_percent_walked_2016,percent_percent_walked_2015,percent_percent_walked_2014,percent_percent_walked_2013,percent_percent_walked_2012,percent_percent_walked_2011
2435,,21.80414858,27.95348837,28.25679475,25.8628624,25.06887052
2502,,10.83172147,10.31664964,8.198198198,7.596153846,8.133086876
2503,,2.972972973,3.755364807,4.823151125,4.97382199,3.799472296
2504,,4.038854806,7.334611697,7.649092481,8.966626458,7.180960197
2505,,3.924505692,3.382084095,4.394977169,3.893611187,4.648677531
2506,,6.755196305,3.977625855,3.086419753,4.808806489,5.430932704
2507,,6.426592798,7.883597884,2.797202797,2.312138728,6.100104275
2508,,9.155766944,5.743243243,9.131905299,10.23923445,10.15075377
2510,,8.595988539,2.717391304,1.686746988,9.470752089,9.392265193
2511,,5.864432597,5.072463768,2.008032129,2.729885057,4.29311621
2512,,3.973509934,5.371248025,11.67593328,10.43549712,11.25506073
2513,,5.809128631,6.898734177,11.0367893,12.51629726,12.42973142
2514,,7.216494845,10.306845,9.300476948,13.76146789,10.68524971
