tract,percent_vehicle_carpool_2016,percent_vehicle_carpool_2015,percent_vehicle_carpool_2014,percent_vehicle_carpool_2013,percent_vehicle_carpool_2012,percent_vehicle_carpool_2011
3817,,0,0,0,0,0
3818,,0.9765625,1.03950104,1.323251418,8.968609865,18.57798165
3819,,2.111324376,3.326810176,3.59168242,3.368794326,3.52
3901,,4.518950437,5.902777778,4.295532646,4.945054945,2.787456446
3902,,2.846975089,4.86935867,10.17811705,12.25728155,14.13748379
3903,,4.2527339,6.067677946,6.282051282,5.555555556,3.691275168
3904,,2.717900656,3.909465021,2.866593164,2.083333333,10.32947462
3905,,3.276539974,5.503355705,5.598958333,9.570041609,13.73707533
3906,,5.158730159,8.886810103,11.94029851,14.61139896,23
3907,,2.733389403,3.860430586,3.996770287,2.891089109,2.799263352
4003,,14.35294118,15.69086651,10,9.714285714,6.510851419
4004,,4.387568556,4.149377593,5.381165919,3.278688525,5.319148936
4005,,8.416833667,7.285974499,12.9707113,11.06870229,12.85211268
4008,,12.65508685,13.44667697,18.9233279,10.68447412,16.84210526
4101,,9.822361546,9.743589744,6.595538312,6.744868035,2.723735409
4102,,1.268498943,1.19760479,1.666666667,1.348314607,0
4105,,3.764320786,7.286245353,6.896551724,9.591194969,5.531547105
4106,,2.001906578,2.959094865,6.922498119,7.898658718,12.86764706
4107,,1.67844523,0.981354269,1.322482197,2.533936652,2.073940487
4108,,1.054111033,4.327666151,4.053109713,3.120849934,3.518187239
4109,,5.714285714,4.474002418,3.925482369,3.77790498,6.246514222
4110,,7.210031348,4.511742892,6.067961165,7.101947308,8.656716418
4111,,2.477876106,4.335532516,2.251791198,2.230843841,0.97826087
4112,,4.777777778,5.274488698,5.906735751,2.43902439,2.300242131
4201,,0.714285714,0.503778338,1.023017903,2.624671916,0
4202,,9.830508475,6.759098787,6.15942029,7.668711656,8.498583569
4203,,3.753026634,3.598014888,4.161248375,11.22931442,12.73792094
4204,,4.008908686,3.036053131,7.111756168,6.230031949,6.764705882
4205,,7.739307536,6.271777003,6.921675774,5.601317957,7.80399274
4206,,1.275510204,3.787878788,4.069767442,9.535452323,13.29305136
4207,,11.88405797,11.50202977,19.65699208,21.75102599,15.94684385
4208,,8,6.855439642,10.87570621,9.634146341,9.232769831
4212,,7.666666667,8.514492754,11.61524501,13.5523614,13.13364055
4301.01,,6.879073135,8.316008316,5.480259281,4.835709857,1.615798923
4301.02,,8.191653787,7.663551402,7.98376184,6.272273699,8.858131488
4302,,5.757931845,7.170294494,2.293577982,6.788183532,5.978898007
4303,,10.28667791,8.531468531,9.921962096,11.24546554,8.294392523
4304,,13.85237614,7.782101167,6.398104265,6.936416185,1.759133965
4305,,4.911955514,9.166666667,5.048715678,8.016194332,8.933933934
4306,,1.464128843,1.408450704,1.349527665,7.954545455,11.78396072
4307,,0,0.87040619,4.142011834,8.555657774,9.427609428
4308,,1.108033241,1.109570042,11.53324288,10.67193676,15.9901599
4309,,13.67924528,24.57002457,30.86680761,25.16447368,22.03065134
4312,,9.880478088,7.77000777,7.12945591,11.6097561,15.31151003
4313.01,,12.79826464,11.38613861,3.907815631,2.969348659,1.200686106
4313.02,,10.96345515,12.99435028,15.14869888,10.78998073,7.593778591
4314,,7.028469751,6.34774609,2.657807309,2.604802605,3.151733453
4401.01,,12.94573643,9.295120062,8.795074758,6.025824964,6.553911205
4401.02,,2.874132805,1.462522852,0,2.193784278,4.068047337
4402.01,,2.18636127,2.258403361,5.206286837,3.110328638,11.39924365
4402.02,,11.91520468,8.582375479,2.877070619,5.338809035,3.336339044
4403,,14.66731423,16.98306824,10.70234114,5.059693007,5.462909718
4406,,9.308885755,5.043050431,4.215456674,8.414634146,6.041666667
4407,,2.345415778,7.47826087,7.090909091,15.75757576,12.55742726
4408,,7.766990291,15.20979021,12.87284144,12.15629522,10.22900763
4409,,5.03875969,5.510752688,8.545727136,7.845579078,17.53875969
4503,,8.48,5.601317957,8.164915117,7.663125948,6.623931624
4601,,2.124430956,6.957186544,7.791164659,10.92124814,13.43283582
4602,,12.68343816,12.81533804,16.02288984,16.26409018,18.50699844
4603.01,,6.893203883,9.435797665,8.532110092,6.109613657,10.74681239
4603.02,,13.99787911,18.7427241,17.52808989,13.57063404,17.21677074
4604,,4.01891253,4.857621441,5.136436597,4.502973662,8.270676692
4605,,1.935116676,2.826217679,8.392857143,10.09890682,9.099950273
4606,,16.7721519,23.24840764,16.42228739,20.14925373,16.7115903
4607,,11.5625,12.72727273,13.31168831,11.11111111,8.060747664
4610,,18.7654321,16.69829222,23.28767123,34.63114754,29.41176471
4701,,15.87096774,6.308411215,3.955500618,6.678230703,8.225806452
4801,,2.114427861,2.049180328,2.374301676,2.281879195,10.25358324
4802,,5.426356589,4.07523511,1.046025105,1.232032854,0
4803,,13.88888889,8.446866485,11.02564103,6.910569106,2.880658436
4804,,4.918032787,6.441581519,9.251881363,7.155879672,9.791122715
4805,,13.76744186,14.99436302,14.19213974,14.5194274,6.437291898
4903,,5.913978495,3.213367609,1.015228426,4.035308953,9.490740741
4904,,3.968253968,2.097902098,4.225352113,2.298850575,1.803607214
4905,,3.463687151,3.148751357,2.259887006,1.713586291,2.69005848
4906,,0,0,13.36206897,14.25438596,14.51247166
4907,,13.73844122,15.60102302,11.20283019,8.01080108,13.97769517
4908,,9.359605911,5.267629567,4.777327935,6.584043377,4.226312202
4909.01,,8.909479686,6.976744186,7.026627219,3.274559194,7.796917498
4909.02,,9.578107184,15.52680222,14.89468405,10.08403361,9.324124322
4910,,8.83218842,9.423076923,14.58966565,12.25204201,9.061488673
4911,,5.902306649,6.638115632,7.307692308,13.515625,16.51376147
4912,,4.028021016,1.615271659,1.464128843,1.037613489,4.295302013
4913,,12.07243461,10.86956522,16.76056338,15.53738318,12.39583333
4914,,3.304773562,3.337783712,14.26783479,10.71090047,7.067812798
5001,,10.33938437,10.86457536,14.13654618,10.81646895,12.89120715
5002,,8.976157083,5.891719745,10.06036217,12.78538813,7.860262009
5003,,8.613138686,9.17721519,7.660167131,8.618654073,5.166475316
5101,,14.28571429,21.89781022,18.42105263,15.31322506,18.07747489
5102,,16.13207547,17.20629047,18.08712121,19.02356902,13.87720774
5103,,8.012486993,10.0886918,15.76182137,14.52040276,14.96103896
5201,,10.92757306,14.60234681,15.96045198,8.828006088,10.44487427
5202,,16.56346749,16.84737281,26.79343129,34.82704403,32.73219116
5203,,8.734655335,14.52762923,16.51954603,15.32631579,19.84036488
5204,,16.32540122,12.59590793,16.28551629,26.89606742,25.90567327
5205,,13.28638498,17.10402999,18.31501832,20.74795082,16.82352941
5206,,11.88878236,13.41107872,15.56650246,16.68311945,15.89041096
5301,,14.36170213,21.5007215,21.77514793,30.52164262,23.89867841
5302,,6.718146718,5.435651479,7.607192254,7.686932215,13.1039047
5303,,8.89025138,10.22649279,12.582297,10.54054054,10.19417476
5304,,5.061559508,4.532163743,4.85021398,10.32608696,12.26415094
5305.01,,6.647187728,8.236895848,5.211726384,5.912930474,3.93603936
5305.02,,16.06714628,19.91150442,20.90680101,17.12846348,2.941176471
5305.03,,4.428904429,3.630363036,10.10789324,10.54358013,14.96872207
5306,,8.781558727,9.081735621,9.642470206,4.003639672,0.923593619
5401.01,,7.248322148,9.782608696,10.64467766,13.9154161,7.541899441
5401.02,,3.739837398,3.034482759,1.22324159,0.742942051,1.45631068
5501,,6.749116608,9.298052187,12.51743375,12.22581805,14.15189026
5502,,12.17162872,11.22625216,12.0768527,10.57225994,10.65420561
5601,,11.8705036,14.91935484,16.58163265,23.22738386,25.72944297
5602,,11.35135135,9.742647059,10.3286385,8.203677511,2.822580645
5603,,15.85714286,17.30182927,17.43323442,12.70521056,16.0230074
5604,,9.869646182,10.2661597,5.566600398,4.012345679,4.372623574
5607,,9.479305741,15.28239203,16.05839416,17.71347918,20.02376708
5608,,3.524850194,5.014326648,4.637779282,6.023637057,6.218224482
5609,,9.397303727,7.551669316,6.798069187,6.769983687,7.038733861
5610,,7.88485607,9.236234458,10.2393617,6.475485661,11.51488616
5611,,11.37566138,11.44981413,7.866868381,9.685863874,11.67010309
5701,,28.12006319,23.27586207,18.00302572,16.19365609,7.029876977
5702,,9.386281588,10.99744246,9.501187648,5.223880597,7.814992026
5703,,16.16161616,18.18563629,21.72442942,17.95532646,21.30857648
5704,,26.11637348,25.43640898,21.99453552,16.54571843,12.40310078
5705,,7.390917186,12.97909408,18.44300278,18.16443595,18.01541426
5801,,21.71518489,22.63513514,15.65217391,12.74509804,10.63675832
5802,,11.04792851,7.063711911,7.054963084,9.057706355,13.31981068
5803,,35.07751938,32.75510204,28.06414662,23.92405063,23.54031511
5804,,10.90146751,11.98762568,14.46402349,19.49592291,19.19117647
5805.01,,12.97275315,16.11607143,15.58935361,17.86912752,19.01439163
5805.02,,15.02222222,23.29466357,19.97981837,24.08202194,24.24242424
5806,,14.05499782,16.31762653,17.53533569,16.6047088,21.28530495
5807,,14.69084147,16.56703672,13.27913279,15.70363467,12.14953271
5808,,13.18518519,8.992805755,7.80669145,17.07317073,27.40841248
5905,,25.49019608,20.82379863,21.631644,27.77142857,17.14285714
5906,,7.760989011,9.931292942,12.52396166,14.24332344,20.38717483
5907,,17.03448276,16.22775801,18.01152738,14.41441441,13.23529412
6004,,18.99331498,18.99240304,15.70897065,15.48924967,15.23419736
6006,,4.39481268,9.935379645,14.54849498,20.99758648,21.63846839
6007,,21.47887324,18.30065359,15.24229075,18.728223,19.12964642
6009,,11.27348643,11.86252772,14.3855562,15.21486643,19.297164
6103,,17.50713606,13.96484375,16.64282308,15.15458692,15.51204819
6104,,25.88401697,37.83783784,43.93700787,39.49579832,41.90140845
6108,,17.76581427,15.62043796,15.43026706,13.16165951,13.6627907
6110,,11.02040816,4.583333333,3.03030303,19.09090909,16.58767773
6111,,13.09226933,11.17788462,6.941176471,13.91106043,20.89371981
6112,,11.71548117,10.18518519,7.389937107,10.59431525,13.75722543
6113,,18.95734597,11.54228856,13.01301301,14.99472017,17.1620326
6114,,19.97008227,21.04121475,23.7012987,18.99736148,23.68231047
6115,,14.07563025,21.26245847,25.9645464,23.33028362,25.30120482
6116,,12.31101512,17.03910615,21.80293501,22.05323194,17.8057554
6117,,17.89709172,15.72327044,23.7458194,24.71042471,17.93611794
6118,,14.85013624,16.88888889,10.07518797,8.064516129,5.314009662
6119,,8.757637475,6.90376569,7.655502392,12.37322515,8.823529412
6120,,6.828193833,7.127429806,6.605922551,5.223880597,0
6121,,6.711409396,9.920634921,6.344410876,10.14084507,14.61318052
6201,,13.85722855,11.82343668,12.38244514,8.033385498,8.747300216
6202,,9.510086455,13.91050584,11.8627451,11.8336887,18.95424837
6203,,13.94806924,14.05206943,20.26476578,19.0530303,19.12045889
6204,,5.781938326,5.475040258,11.66489926,13.90503876,14.97130934
6301,,6.926406926,9.243697479,8.553971487,8.531746032,15.2854512
6302,,19.04109589,17.65389082,18.58736059,13.31133113,22.07505519
6303,,19.84300044,23.44971339,26.03864734,23.9178938,28.52130326
6304,,20.68965517,18.89952153,17.95088908,15.3258427,12.85714286
6305,,33.33333333,32.40418118,31.23837858,17.88224956,18.22588463
6308,,23.08975642,24.9733191,24.40851735,30.35514019,30.42513863
6309,,19.53642384,18.50484541,17.22488038,13.95228216,13.37325349
6401,,7.853403141,4.612546125,6.916996047,12.30068337,4.68164794
6403,,13.23991993,11.52647975,13.80403458,15.19327731,8.308308308
6404,,11.34127395,11.23470523,20.98027496,18.53233831,18.65357644
6405,,7.213316893,6.340454859,7.311827957,12.8681178,10.25965801
6406,,10.29037188,13.16287879,11.84486373,13.73895976,10.91000503
6407,,2.213279678,2.253521127,5.071967101,4.443013522,5.838041431
6408,,16.1498708,15.39408867,17.07021792,13.57048748,10.96938776
6501,,15.75875486,22.58669166,25.52552553,16.60649819,20.13319672
6502,,21.31147541,17.45266781,19.31464174,22.06477733,15.23244313
6503.01,,10.03289474,8.800350263,10.23339318,7.935034803,6.692913386
6503.02,,18.30676196,12.26681741,17.94721408,17.7764566,17.01855406
6504,,11.02119461,17.51351351,18.0781196,16.40414906,15.3085443
6505,,14.67422096,14.28571429,15.78366446,15.13812155,19.18478261
6603.01,,17.2815534,15.50695825,12.14953271,9.572301426,8.731808732
6603.02,,15.32467532,19.96904025,21.67359667,23.28205128,18.89584519
6604,,19.73257699,20.96048024,20.48574446,16.53971708,19.22700587
6605,,23.13546423,20.93373494,25.71280456,23.97442728,26.00732601
6606,,7.508212107,7.762557078,13.91806723,13.26942482,7.513914657
6607,,14.36031332,12.10592686,20.92696629,16.13445378,16.75213675
6608,,15.63582385,17.81999095,18.45532106,20.59245103,17.65704584
6609,,5.818181818,11.04775481,10.53733426,9.394572025,9.37896071
6610,,10.30867793,11.39166177,14.80675014,14.17445483,14.51355662
6611,,7.401869159,9.195402299,10.34902597,8.536585366,10.17751479
6701,,6.036745407,6.506024096,30.35714286,7.772020725,0
6702,,3.422053232,5.439330544,13.94422311,12.40875912,8.928571429
6703,,0,0,0,0,0
6704,,17.82178218,14.68531469,21.57996146,17.27748691,17.62711864
6705,,2.112676056,0,0,0,0
6706,,6.683804627,6.651376147,5.648535565,7.288135593,4.416961131
6707,,0,0,0,0,0
6708,,2.374670185,1.933701657,8.333333333,9.130434783,8.131868132
6709,,9.669211196,6.281407035,14.38848921,7.63546798,11.79245283
6711,,5.761316872,6.147540984,0,0,2.051282051
6712,,7.305936073,3.25203252,5.833333333,7.446808511,6
6713,,4.309063893,2.575107296,5.111402359,5.208333333,3.894472362
6714,,2.874743326,2.462121212,5.037313433,8.26446281,11.50855365
6715,,2.285714286,4.078762307,11.54855643,11.26760563,18.50393701
6716,,14.31095406,16.54411765,18.75,19.63302752,5.189620758
6718,,6.876790831,3.571428571,6,2.702702703,2.416918429
6719,,18.26086957,14.49275362,14.21052632,18.15642458,13.50574713
6720,,10.4875805,11.17117117,11.68091168,11.11111111,16.11996251
6805,,0,4.248366013,5.882352941,16.8699187,13.86861314
6806,,6.32183908,12.43523316,10,12.30283912,7.871720117
6809,,4.787234043,3.850931677,2.78833967,6.183574879,6.621773288
6810,,5.489614243,5.940594059,8.793103448,8.059701493,9.433962264
6811,,7.63546798,7.160493827,9.729064039,7.218683652,7.400722022
6812,,7.470288625,7.692307692,6.213592233,12,13.32149201
6813,,1.6985138,22.51908397,16.28664495,17.3370319,17.11840228
6814,,7.611241218,2.576687117,12.5,9.468822171,7.883817427
6903,,6.645056726,2.083333333,5.100463679,5.564387917,4.137931034
6904,,3.515944399,5.150631681,5.268703899,9.125475285,13.25863679
6905,,4.693140794,14.74530831,16.02209945,24.30167598,31.91489362
6909,,4.428571429,0.899550225,4.752604167,9.133333333,10.97014925
6910,,3.808680248,7.843137255,5.005107252,6.099815157,12.45644599
6911,,15.52660152,9.07960199,11.52317881,11.22222222,11.78278689
6912,,12.05151794,11.27308066,7.941176471,5.579868709,6.113537118
6913,,0,0.795454545,5.782918149,6.481481481,7.35426009
6914,,9.375,9.635173059,8.997429306,8.945147679,10.75851393
6915,,7.512520868,6.336939722,5.976676385,4.360056259,7.368421053
7001,,6.540222368,5.969191271,10.29207232,10.75851393,8.94085282
7002,,18.90196078,23.28971963,16.1093132,12.3663578,11.69425854
7003.01,,15.55023923,16.2139219,16.73202614,10.47265987,12.38416175
7003.02,,14.89543321,14.68584406,14.47216891,14.42869058,9.720246562
7004.01,,12.935495,9.657102869,7.612095933,6.72740014,5.834222697
7004.02,,10.67635551,11.10458284,10.29761905,9.825673534,8.066239316
7005.01,,10.22795441,10.09036145,10.41976779,7.605633803,5.839416058
7005.02,,6.870799104,7.784911717,2.730109204,2.891566265,3.228346457
7101,,0,0,0,0,0
7102,,5.773195876,8.652037618,11.13127647,12.7388535,9.513395298
7103,,3.421052632,1.526717557,0,0,0
7104,,7.817811013,6.463642014,3.121452894,7.138904261,9.980334317
7105,,3.115015974,5.259087394,10.5459985,9.03654485,7.580543272
7106,,15.04761905,12.4726477,12.92929293,9.856630824,7.394957983
7107,,1.484623542,1.447776629,1.273148148,0.875,0.977198697
7108,,5.131004367,9.526938239,10.94936709,11.03575832,11.35135135
7109,,2.577319588,4.864864865,6.906906907,6.779661017,7.167630058
7110,,6.41509434,6.007751938,2.976190476,1.467710372,1.522359657
7111,,7.407407407,10,9.222222222,10.75268817,7.904761905
7112,,14.20853593,9.73871734,7.199546485,15.4185022,10.37037037
7113,,10.07751938,4.564315353,3.10786106,4.174228675,6.770833333
7114,,5.095541401,6.312292359,9.531772575,13.2137031,7.932011331
7115,,6.407035176,7.765830346,7.49724366,8.815789474,7.529162248
7201,,10.86300543,12.47965274,5.945945946,5.634469697,6.448508181
7202,,4.994571118,6.539509537,5.369127517,5.69476082,4.79704797
7203,,3.112840467,3.48977136,4.048070841,4.207758054,6.910569106
7204,,6.382978723,9.036144578,10.11560694,9.613478692,5.298651252
7205,,3.951890034,3.961267606,4.147465438,5.21114106,8.072487644
7206,,10.40669856,6.032482599,10.35714286,9.64673913,8.64516129
7207,,4.464831804,5.123776626,8.731082654,9.810333551,10.67897165
7301,,5.660377358,5.643340858,4.79704797,4.502369668,5.581947743
7302.01,,7.182795699,7.913669065,8.641358641,8.053359684,9.879302637
7302.02,,8.359621451,5.877680699,4.618284637,9.341199607,4.374364191
7303,,15.38461538,18.27160494,12.12871287,15.40130152,13.13320826
7304,,11.3015873,5.962988348,7.871064468,5.480540111,6.929955291
7305,,12.99005266,12.24832215,10.13363029,7.568238213,7.909292035
7306,,8.080808081,6.424344886,5.161854768,6.784140969,8.982925019
7307,,8.905852417,5.98540146,6.106870229,3.71024735,6.313993174
7401,,5.473025801,6.213017751,7.343412527,10.49136786,9.591704472
7402,,3.423423423,3.624208304,4.073033708,5.892255892,7.087148186
7403,,5.030274802,4.275996113,5.178571429,6.514084507,7.460732984
7404,,5.6,7.23656369,9.007832898,6.986117331,11.5174443
7501,,3.092145949,4.741110418,4.103535354,4.967320261,5.820476858
7502,,1.722900215,5.415162455,5.82010582,5.605199025,7.575757576
7503,,4.037005887,7.319078947,5.763688761,6.441947566,6.175595238
7504,,3.72632865,4.323656578,8.435072142,11.78385417,12.5
7505,,2.252057168,1.577287066,0.975213328,0.348735833,1.293103448
7506,,3.933136676,8.426395939,6.64845173,6.444099379,8.259986459
7608.01,,2.191413238,1.111625753,3.518679409,4.443554844,4.114873553
7608.02,,8.544600939,3.901046622,4.567078972,2.523364486,6.76835081
7608.03,,5.772495756,6.147418681,12.35001463,14.3187067,14.90006057
7702.01,,3.327841845,1.651554404,4.783748362,5.379442843,4.935834156
7702.02,,9.447799827,8.200258956,7.189542484,8.195397658,5.546813533
7703,,3.510082151,2.621334025,5.171980919,6.471764118,8.757138972
7704,,11.68341709,12.20720721,11.59353349,14.13857678,6.529680365
7705,,19.56521739,17.74541532,17.85898096,21.52650823,18.86629165
7706.01,,4.325883201,5.266903915,7.305306685,5.418719212,10.30383091
7706.02,,13.91304348,7.356321839,10.82342954,6.065239551,7.864164433
7707,,4.41826215,6.276747504,5.819730305,6.681681682,7.102502018
7708,,11.56618611,15.67215364,15.98746082,10.34594245,13.21478382
7709.01,,7.049608355,6.512425021,6.81610247,8.213944604,10.53864169
7709.02,,8.597285068,8.360128617,11.48264984,14.06460296,10.45392022
8001,,5.784313725,5.180840665,6.21761658,6.113989637,6.710671067
8002,,3.775545549,4.204421892,5.119581465,5.646699733,3.504043127
8003,,1.790830946,3.401842665,3.251387787,3.59832636,3.369839933
8004,,5.165289256,5.747922438,7.471647765,3.319783198,1.771117166
8005,,3.949293028,3.008669046,3.264094955,4.247876062,4.759441283
8006,,3.409090909,4.8298573,4.703476483,3.340757238,3.502824859
8007,,4.111600587,5.539358601,4.912280702,6.612362242,6.803069054
8008,,6.116504854,3.085824494,3.596403596,3.401360544,0.992555831
8009,,12.69765213,12.59689922,12.5,17.32394366,13.71005095
8010,,6.519607843,3.290129611,3.637222485,7.332071902,6.244384546
8011,,3.54969574,3.659793814,1.967709384,1.920161698,3.5
8012,,7.924203273,8.227848101,7.01619121,8.006279435,6.806661839
8013,,4.06278855,6.013986014,9.468599034,9.612320765,8.226495726
8014,,8.315412186,13.46018323,7.674597084,6.871868289,5.018450185
8015,,10.41493776,9.621329212,7.213363705,6.398537477,5.992509363
8016.01,,6.643180674,7.837150127,6.599788807,8.535300316,6.943005181
8016.03,,15.68842567,14.74154435,16.97860963,10.51314143,10.36397286
8016.05,,5.507372073,5.863453815,8.028904055,8.116753299,6.167234204
8016.06,,1.087771943,1.247706422,3.25355273,4.695919938,5.456750202
8016.07,,3.753251579,4.571212694,6.589006189,5.498672734,6.844547564
8016.08,,5.494892568,6.744440394,9.98898274,11.88760807,9.799713877
8017.01,,9.053975624,10.98370549,11.17196057,11.86258722,14.94565217
8017.02,,2.523364486,4.148278906,3.858374943,3.725579282,3.745318352
8018,,6.622788976,7.221976074,6.042803189,5.213055304,4.606793858
8019.01,,10.54603854,9.62962963,8.209366391,5.769230769,7.523862998
8019.02,,9.216255443,7.819548872,7.674943567,4.623415362,10.42899408
8020.02,,5.582290664,8.453887884,7.168458781,6.499780413,6.915963008
8020.03,,9.447004608,12.06896552,11.31221719,14.03647898,16.74836601
8020.04,,13.93092744,12.73566756,14.57867263,9.350850077,6.202393906
8021,,4.180491042,5.012690355,3.92788152,4.649721017,4.135802469
8022,,2.475780409,2.75974026,2.651515152,3.825717322,3.468516542
8023,,7.42150333,3.815659068,3.262867647,3.935286401,2.327885092
8024.02,,15.18721077,16.22992392,14.50629825,15.08007117,10.92150171
8024.03,,2.52293578,4.127358491,0.825309491,0,3.708987161
8024.04,,16.77800617,18.03111451,15.58510638,15.21562246,14.7579693
8025.03,,5.70623459,6.36457973,7.400911961,9.175489252,8.471867008
8025.04,,15.02633768,16.35687732,15.37216828,9.541547278,13.42939481
8025.05,,12.20285261,17.43975904,14.43712403,17.57823129,18.13128639
8025.06,,11.83757743,9.119897959,6.139731828,4.774362328,5.137844612
8026.05,,8.691015729,5.247252747,6.168549088,6.960486322,5.409399941
8026.07,,1.31147541,0.871080139,3.298611111,3.265940902,5.474860335
8026.08,,6.917475728,8.565561748,11.83063512,9.147952444,7.355021216
8026.09,,26.6801854,21.3790932,16.62755615,18.65646824,18.4765502
8026.1,,2.959309494,2.444987775,0.424929178,0.387096774,0
8027.01,,9.69372584,11.73609,7.384910486,7.80952381,12.98899756
8027.02,,13.24398896,12.55605381,8.651989185,8.727984344,9.205933682
8028.01,,6.020362992,5.343845817,4.070265638,4.953429297,4.00528169
8028.02,,3.415675511,3.325272068,2.603513174,3.904,5.04847877
8029,,4.620123203,3.098106713,4.112337011,3.781942078,4.008152174
8030.05,,0.935203741,1.824104235,1.945795691,5.069801616,6.856309263
8030.07,,3.970315399,3.191888847,2.645914397,3.479236813,4.615384615
8030.08,,3.011235955,3.410641201,5.173189384,5.283672586,4.523809524
8030.1,,4.127579737,3.102259671,1.783542764,2.744491689,1.584158416
8030.12,,4.8,1.750547046,4.290909091,5.087319666,4.974016333
8030.13,,4.336349925,2.981132075,3.385511467,3.041543027,3.960755814
8030.14,,12.91291291,9.201830198,7.971360382,8.100686499,11.16182573
8030.15,,9.233954451,7.277089164,10.74638531,7.978311387,8.021188044
8030.16,,7.937806874,5.175438596,4.455445545,2.138492872,1.639344262
8030.17,,11.63184641,6.590509666,7.220934084,4.980719794,5.287356322
8031,,6.857855362,5.579138872,5.193306405,5.083798883,3.720405862
8032,,3.311258278,2.89017341,2.438016529,2.958093673,3.694267516
8033,,0.384078212,1.776384535,2.292462661,4.927536232,6.97002528
8034,,3.477218225,5.237062287,5.630769231,6.315455411,5.308560053
8035,,5.222508275,6.030534351,6.030534351,6.370428628,9.492444789
8036.03,,6.234866828,5.753337572,5.003227889,3.886693017,3.846153846
8036.04,,6.565656566,5.296610169,5.621665983,5.15039143,5.49666274
8036.05,,9.785695843,9.369127517,7.817589577,7.287344398,7.461476075
8036.06,,22.16879057,20.15119917,16.45923292,13.82157124,13.80368098
8036.07,,9.672505712,8.206330598,10.2108768,10.14492754,9.332803813
8036.08,,7.747562853,9.493670886,10.9375,9.146942801,10.77859498
8036.1,,7.445759369,7.520422874,7.621247113,7.45412844,7.859733978
8036.11,,15.04142766,13.84359401,16.71186441,16.24465636,16.33182113
8036.12,,19.05707196,13.62991008,11.66588894,6.325301205,14.10767697
8037.01,,4.122340426,2.835921675,2.41773002,4.214046823,3.149055283
8037.02,,4.592496766,7.951441578,8.187134503,9.147745969,7.36366794
8038,,10.8984375,8.244994111,6.889915319,6.226126814,9.262908948
8039.01,,7.075471698,7.537091988,9.192546584,7.16957606,6.357388316
8039.02,,13.8861629,11.20822622,11.42546246,10.42269832,12.47882552
8040,,15.58917928,13.12359551,9.752616556,5.611313869,2.568567697
8041.02,,4.310930075,5.226596097,4.826648538,3.950777202,3.779840849
8041.04,,2.12924916,4.098671727,6.197074673,6.436189776,6.165137615
8041.05,,5.057373566,5.333333333,4.432907348,3.085904921,5.267558528
8041.06,,12.95577967,10.13404826,9.881313828,8.820255982,5.612957275
8041.08,,6.772277228,12.26340694,12.59968102,12.47409863,16.97207679
8041.09,,5.386949924,5.217391304,4.460719041,5.024769993,3.198294243
8042.01,,6.25,7.248436612,7.992148065,5.901542112,2.782819117
8042.02,,3.43625498,4.714576962,2.416107383,4.736842105,5.345329452
8043.05,,11.60362033,13.57174589,13.51843423,10.10511228,11.33890154
8043.06,,15.7369146,15.54332875,14.27609428,12.96421337,11.19428377
8043.08,,5.912269549,7.294041029,7.470892626,10.52631579,10.06968641
8043.09,,7.686567164,11.28133705,11.77295025,7.780612245,8.783344177
8043.1,,9.971098266,9.938504265,7.235089158,5.837075048,10.28077754
8043.11,,7.755209707,11.66708574,11.73891866,11.34240726,10.53042122
8044.03,,6.946588453,8.421052632,6.6562986,5.523166616,7.420391469
8044.04,,12.71840715,10.38587849,13.39869281,15.41815299,11.50793651
8044.05,,9.846368715,9.883268482,6.254767353,6.109979633,7.741027445
8044.06,,13.91705069,13.58873608,11.28058468,13.452237,13.51685741
8045.05,,5.795085767,9.286412512,11.15660184,8.845096242,8.647873865
8045.06,,4.148148148,4.040785498,2.512733447,1.599715606,2.569018405
8045.07,,3.748488513,6.02793805,5.407463823,6.451077944,5.387603445
8045.08,,11.0273327,14.90566038,14.51451451,12.19512195,16.35273973
8045.09,,15.04363002,12.34177215,17.69652651,16.90647482,19.45465686
8045.1,,19.21326398,23.58425414,17.11134827,14.58857348,14.13820492
8045.11,,29.95495495,24.90272374,18.6746988,27.7324633,21.27255461
8046.03,,3.284671533,4.593522802,6.548956661,7.271443699,7.042253521
8046.06,,3.19284802,4.27547363,4.862996791,6.839786691,8.29015544
8046.07,,4.607415485,5.456453305,5.784906653,6.112144566,6.61421195
8046.08,,2.470406588,1.5,3.028822667,6.782039289,4.604944256
8046.09,,4.443799012,3.542234332,3.725961538,6.037849204,6.073752711
8046.1,,2.990264256,4.274134119,7.94165316,6.870860927,9.233449477
8046.11,,6.720071206,6.167218543,7.776838546,7.619047619,8.08477237
8047.01,,23.10354774,18.30826001,16.5356623,11.69095222,5.896226415
8047.05,,9.659356043,8.037475345,5.442522889,6.258823529,5.154203633
8047.06,,3.86656558,3.465765004,4.262877442,3.021978022,1.045627376
8047.09,,9.084988603,8.480212837,11.30287648,12.38207547,11.8953453
8047.1,,6.931106472,9.032553874,7.311636202,9.439655172,10.42216359
8047.11,,17.72737792,19.46174931,14.81663795,15.50632911,14.66470155
8047.12,,8.618283322,6.090373281,7.707067477,4.225786552,3.351286655
8047.13,,8.684684685,9.004739336,9.925460965,15.43441227,14.72457627
8047.14,,5.361305361,4.06779661,4.939422181,5.105547374,6.924643585
8047.15,,23.53316327,18.59943978,19.81788966,17.61303891,13.97743992
8047.16,,10.13874066,8.941979522,8.30026455,8.128988915,5.701451279
