GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC03_EST_VC37,HC03_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC03_EST_VC40,HC03_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC03_EST_VC41,HC03_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC01_EST_VC44,HC01_MOE_VC44,HC02_EST_VC44,HC02_MOE_VC44,HC03_EST_VC44,HC03_MOE_VC44,HC01_EST_VC45,HC01_MOE_VC45,HC02_EST_VC45,HC02_MOE_VC45,HC03_EST_VC45,HC03_MOE_VC45,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC02_EST_VC50,HC02_MOE_VC50,HC03_EST_VC50,HC03_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC02_EST_VC51,HC02_MOE_VC51,HC03_EST_VC51,HC03_MOE_VC51,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC53,HC01_MOE_VC53,HC02_EST_VC53,HC02_MOE_VC53,HC03_EST_VC53,HC03_MOE_VC53,HC01_EST_VC54,HC01_MOE_VC54,HC02_EST_VC54,HC02_MOE_VC54,HC03_EST_VC54,HC03_MOE_VC54
Id,Id2,Geography,Total; Estimate; Total civilian noninstitutionalized population,Total; Margin of Error; Total civilian noninstitutionalized population,With a disability; Estimate; Total civilian noninstitutionalized population,With a disability; Margin of Error; Total civilian noninstitutionalized population,Percent with a disability; Estimate; Total civilian noninstitutionalized population,Percent with a disability; Margin of Error; Total civilian noninstitutionalized population,Total; Estimate; Population under 5 years,Total; Margin of Error; Population under 5 years,With a disability; Estimate; Population under 5 years,With a disability; Margin of Error; Population under 5 years,Percent with a disability; Estimate; Population under 5 years,Percent with a disability; Margin of Error; Population under 5 years,Total; Estimate; With a hearing difficulty,Total; Margin of Error; With a hearing difficulty,With a disability; Estimate; With a hearing difficulty,With a disability; Margin of Error; With a hearing difficulty,Percent with a disability; Estimate; With a hearing difficulty,Percent with a disability; Margin of Error; With a hearing difficulty,Total; Estimate; With a vision difficulty,Total; Margin of Error; With a vision difficulty,With a disability; Estimate; With a vision difficulty,With a disability; Margin of Error; With a vision difficulty,Percent with a disability; Estimate; With a vision difficulty,Percent with a disability; Margin of Error; With a vision difficulty,Total; Estimate; Population 5 to 17 years,Total; Margin of Error; Population 5 to 17 years,With a disability; Estimate; Population 5 to 17 years,With a disability; Margin of Error; Population 5 to 17 years,Percent with a disability; Estimate; Population 5 to 17 years,Percent with a disability; Margin of Error; Population 5 to 17 years,Total; Estimate; With a hearing difficulty,Total; Margin of Error; With a hearing difficulty,With a disability; Estimate; With a hearing difficulty,With a disability; Margin of Error; With a hearing difficulty,Percent with a disability; Estimate; With a hearing difficulty,Percent with a disability; Margin of Error; With a hearing difficulty,Total; Estimate; With a vision difficulty,Total; Margin of Error; With a vision difficulty,With a disability; Estimate; With a vision difficulty,With a disability; Margin of Error; With a vision difficulty,Percent with a disability; Estimate; With a vision difficulty,Percent with a disability; Margin of Error; With a vision difficulty,Total; Estimate; With a cognitive difficulty,Total; Margin of Error; With a cognitive difficulty,With a disability; Estimate; With a cognitive difficulty,With a disability; Margin of Error; With a cognitive difficulty,Percent with a disability; Estimate; With a cognitive difficulty,Percent with a disability; Margin of Error; With a cognitive difficulty,Total; Estimate; With an ambulatory difficulty,Total; Margin of Error; With an ambulatory difficulty,With a disability; Estimate; With an ambulatory difficulty,With a disability; Margin of Error; With an ambulatory difficulty,Percent with a disability; Estimate; With an ambulatory difficulty,Percent with a disability; Margin of Error; With an ambulatory difficulty,Total; Estimate; With a self-care difficulty,Total; Margin of Error; With a self-care difficulty,With a disability; Estimate; With a self-care difficulty,With a disability; Margin of Error; With a self-care difficulty,Percent with a disability; Estimate; With a self-care difficulty,Percent with a disability; Margin of Error; With a self-care difficulty,Total; Estimate; Population 18 to 64 years,Total; Margin of Error; Population 18 to 64 years,With a disability; Estimate; Population 18 to 64 years,With a disability; Margin of Error; Population 18 to 64 years,Percent with a disability; Estimate; Population 18 to 64 years,Percent with a disability; Margin of Error; Population 18 to 64 years,Total; Estimate; With a hearing difficulty,Total; Margin of Error; With a hearing difficulty,With a disability; Estimate; With a hearing difficulty,With a disability; Margin of Error; With a hearing difficulty,Percent with a disability; Estimate; With a hearing difficulty,Percent with a disability; Margin of Error; With a hearing difficulty,Total; Estimate; With a vision difficulty,Total; Margin of Error; With a vision difficulty,With a disability; Estimate; With a vision difficulty,With a disability; Margin of Error; With a vision difficulty,Percent with a disability; Estimate; With a vision difficulty,Percent with a disability; Margin of Error; With a vision difficulty,Total; Estimate; With a cognitive difficulty,Total; Margin of Error; With a cognitive difficulty,With a disability; Estimate; With a cognitive difficulty,With a disability; Margin of Error; With a cognitive difficulty,Percent with a disability; Estimate; With a cognitive difficulty,Percent with a disability; Margin of Error; With a cognitive difficulty,Total; Estimate; With an ambulatory difficulty,Total; Margin of Error; With an ambulatory difficulty,With a disability; Estimate; With an ambulatory difficulty,With a disability; Margin of Error; With an ambulatory difficulty,Percent with a disability; Estimate; With an ambulatory difficulty,Percent with a disability; Margin of Error; With an ambulatory difficulty,Total; Estimate; With a self-care difficulty,Total; Margin of Error; With a self-care difficulty,With a disability; Estimate; With a self-care difficulty,With a disability; Margin of Error; With a self-care difficulty,Percent with a disability; Estimate; With a self-care difficulty,Percent with a disability; Margin of Error; With a self-care difficulty,Total; Estimate; With an independent living difficulty,Total; Margin of Error; With an independent living difficulty,With a disability; Estimate; With an independent living difficulty,With a disability; Margin of Error; With an independent living difficulty,Percent with a disability; Estimate; With an independent living difficulty,Percent with a disability; Margin of Error; With an independent living difficulty,Total; Estimate; Population 65 years and over,Total; Margin of Error; Population 65 years and over,With a disability; Estimate; Population 65 years and over,With a disability; Margin of Error; Population 65 years and over,Percent with a disability; Estimate; Population 65 years and over,Percent with a disability; Margin of Error; Population 65 years and over,Total; Estimate; With a hearing difficulty,Total; Margin of Error; With a hearing difficulty,With a disability; Estimate; With a hearing difficulty,With a disability; Margin of Error; With a hearing difficulty,Percent with a disability; Estimate; With a hearing difficulty,Percent with a disability; Margin of Error; With a hearing difficulty,Total; Estimate; With a vision difficulty,Total; Margin of Error; With a vision difficulty,With a disability; Estimate; With a vision difficulty,With a disability; Margin of Error; With a vision difficulty,Percent with a disability; Estimate; With a vision difficulty,Percent with a disability; Margin of Error; With a vision difficulty,Total; Estimate; With a cognitive difficulty,Total; Margin of Error; With a cognitive difficulty,With a disability; Estimate; With a cognitive difficulty,With a disability; Margin of Error; With a cognitive difficulty,Percent with a disability; Estimate; With a cognitive difficulty,Percent with a disability; Margin of Error; With a cognitive difficulty,Total; Estimate; With an ambulatory difficulty,Total; Margin of Error; With an ambulatory difficulty,With a disability; Estimate; With an ambulatory difficulty,With a disability; Margin of Error; With an ambulatory difficulty,Percent with a disability; Estimate; With an ambulatory difficulty,Percent with a disability; Margin of Error; With an ambulatory difficulty,Total; Estimate; With a self-care difficulty,Total; Margin of Error; With a self-care difficulty,With a disability; Estimate; With a self-care difficulty,With a disability; Margin of Error; With a self-care difficulty,Percent with a disability; Estimate; With a self-care difficulty,Percent with a disability; Margin of Error; With a self-care difficulty,Total; Estimate; With an independent living difficulty,Total; Margin of Error; With an independent living difficulty,With a disability; Estimate; With an independent living difficulty,With a disability; Margin of Error; With an independent living difficulty,Percent with a disability; Estimate; With an independent living difficulty,Percent with a disability; Margin of Error; With an independent living difficulty,Total; Estimate; SEX - Male,Total; Margin of Error; SEX - Male,With a disability; Estimate; SEX - Male,With a disability; Margin of Error; SEX - Male,Percent with a disability; Estimate; SEX - Male,Percent with a disability; Margin of Error; SEX - Male,Total; Estimate; SEX - Female,Total; Margin of Error; SEX - Female,With a disability; Estimate; SEX - Female,With a disability; Margin of Error; SEX - Female,Percent with a disability; Estimate; SEX - Female,Percent with a disability; Margin of Error; SEX - Female,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race,With a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race,With a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race,Percent with a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race,Percent with a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - White alone,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - White alone,With a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - White alone,With a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - White alone,Percent with a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - White alone,Percent with a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - White alone,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Black or African American alone,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Black or African American alone,With a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Black or African American alone,With a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Black or African American alone,Percent with a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Black or African American alone,Percent with a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Black or African American alone,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - American Indian and Alaska Native alone,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - American Indian and Alaska Native alone,With a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - American Indian and Alaska Native alone,With a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - American Indian and Alaska Native alone,Percent with a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - American Indian and Alaska Native alone,Percent with a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - American Indian and Alaska Native alone,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Asian alone,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Asian alone,With a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Asian alone,With a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Asian alone,Percent with a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Asian alone,Percent with a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Asian alone,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Native Hawaiian and Other Pacific Islander alone,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Native Hawaiian and Other Pacific Islander alone,With a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Native Hawaiian and Other Pacific Islander alone,With a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Native Hawaiian and Other Pacific Islander alone,Percent with a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Native Hawaiian and Other Pacific Islander alone,Percent with a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Native Hawaiian and Other Pacific Islander alone,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Some other race alone,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Some other race alone,With a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Some other race alone,With a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Some other race alone,Percent with a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Some other race alone,Percent with a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One Race - Some other race alone,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,With a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,With a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Percent with a disability; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Percent with a disability; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","With a disability; Estimate; White alone, not Hispanic or Latino","With a disability; Margin of Error; White alone, not Hispanic or Latino","Percent with a disability; Estimate; White alone, not Hispanic or Latino","Percent with a disability; Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; Hispanic or Latino (of any race),Total; Margin of Error; Hispanic or Latino (of any race),With a disability; Estimate; Hispanic or Latino (of any race),With a disability; Margin of Error; Hispanic or Latino (of any race),Percent with a disability; Estimate; Hispanic or Latino (of any race),Percent with a disability; Margin of Error; Hispanic or Latino (of any race),Total; Estimate; PERCENT IMPUTED - Disability status,Total; Margin of Error; PERCENT IMPUTED - Disability status,With a disability; Estimate; PERCENT IMPUTED - Disability status,With a disability; Margin of Error; PERCENT IMPUTED - Disability status,Percent with a disability; Estimate; PERCENT IMPUTED - Disability status,Percent with a disability; Margin of Error; PERCENT IMPUTED - Disability status,Total; Estimate; PERCENT IMPUTED - Hearing difficulty,Total; Margin of Error; PERCENT IMPUTED - Hearing difficulty,With a disability; Estimate; PERCENT IMPUTED - Hearing difficulty,With a disability; Margin of Error; PERCENT IMPUTED - Hearing difficulty,Percent with a disability; Estimate; PERCENT IMPUTED - Hearing difficulty,Percent with a disability; Margin of Error; PERCENT IMPUTED - Hearing difficulty,Total; Estimate; PERCENT IMPUTED - Vision difficulty,Total; Margin of Error; PERCENT IMPUTED - Vision difficulty,With a disability; Estimate; PERCENT IMPUTED - Vision difficulty,With a disability; Margin of Error; PERCENT IMPUTED - Vision difficulty,Percent with a disability; Estimate; PERCENT IMPUTED - Vision difficulty,Percent with a disability; Margin of Error; PERCENT IMPUTED - Vision difficulty,Total; Estimate; PERCENT IMPUTED - Cognitive difficulty,Total; Margin of Error; PERCENT IMPUTED - Cognitive difficulty,With a disability; Estimate; PERCENT IMPUTED - Cognitive difficulty,With a disability; Margin of Error; PERCENT IMPUTED - Cognitive difficulty,Percent with a disability; Estimate; PERCENT IMPUTED - Cognitive difficulty,Percent with a disability; Margin of Error; PERCENT IMPUTED - Cognitive difficulty,Total; Estimate; PERCENT IMPUTED - Ambulatory difficulty,Total; Margin of Error; PERCENT IMPUTED - Ambulatory difficulty,With a disability; Estimate; PERCENT IMPUTED - Ambulatory difficulty,With a disability; Margin of Error; PERCENT IMPUTED - Ambulatory difficulty,Percent with a disability; Estimate; PERCENT IMPUTED - Ambulatory difficulty,Percent with a disability; Margin of Error; PERCENT IMPUTED - Ambulatory difficulty,Total; Estimate; PERCENT IMPUTED - Self-care difficulty,Total; Margin of Error; PERCENT IMPUTED - Self-care difficulty,With a disability; Estimate; PERCENT IMPUTED - Self-care difficulty,With a disability; Margin of Error; PERCENT IMPUTED - Self-care difficulty,Percent with a disability; Estimate; PERCENT IMPUTED - Self-care difficulty,Percent with a disability; Margin of Error; PERCENT IMPUTED - Self-care difficulty,Total; Estimate; PERCENT IMPUTED - Independent living difficulty,Total; Margin of Error; PERCENT IMPUTED - Independent living difficulty,With a disability; Estimate; PERCENT IMPUTED - Independent living difficulty,With a disability; Margin of Error; PERCENT IMPUTED - Independent living difficulty,Percent with a disability; Estimate; PERCENT IMPUTED - Independent living difficulty,Percent with a disability; Margin of Error; PERCENT IMPUTED - Independent living difficulty
1400000US17031010100,17031010100,"Census Tract 101, Cook County, Illinois",5077,684,567,189,11.2,3.8,463,159,0,16,0.0,6.3,(X),(X),0,16,0.0,6.3,(X),(X),0,16,0.0,6.3,976,338,55,59,5.6,6.1,(X),(X),25,35,2.6,3.7,(X),(X),0,16,0.0,3.0,(X),(X),0,16,0.0,3.0,(X),(X),0,16,0.0,3.0,(X),(X),0,16,0.0,3.0,3351,461,409,152,12.2,4.6,(X),(X),55,58,1.6,1.8,(X),(X),94,84,2.8,2.4,(X),(X),186,101,5.6,3.0,(X),(X),147,92,4.4,2.8,(X),(X),24,27,0.7,0.8,(X),(X),73,66,2.2,2.0,287,114,103,63,35.9,26.7,(X),(X),12,22,4.2,8.2,(X),(X),40,50,13.9,16.8,(X),(X),0,16,0.0,9.9,(X),(X),50,45,17.4,20.0,(X),(X),11,20,3.8,7.5,(X),(X),64,41,22.3,20.4,2048,332,176,92,8.6,4.6,3029,511,391,169,12.9,5.2,4918,667,523,178,10.6,3.7,1961,508,212,109,10.8,5.4,2431,569,282,143,11.6,5.7,0,16,0,16,-,**,468,366,16,28,3.4,5.8,0,16,0,16,-,**,58,46,13,21,22.4,31.5,159,96,44,54,27.7,27.4,1512,362,201,109,13.3,6.7,573,403,24,27,4.2,5.7,1.2,(X),(X),(X),(X),(X),0.5,(X),(X),(X),(X),(X),0.5,(X),(X),(X),(X),(X),1.0,(X),(X),(X),(X),(X),0.8,(X),(X),(X),(X),(X),0.8,(X),(X),(X),(X),(X),1.3,(X),(X),(X),(X),(X)
1400000US17031010201,17031010201,"Census Tract 102.01, Cook County, Illinois",6747,890,630,310,9.3,4.4,741,205,0,16,0.0,4.0,(X),(X),0,16,0.0,4.0,(X),(X),0,16,0.0,4.0,989,307,81,81,8.2,7.7,(X),(X),40,57,4.0,5.9,(X),(X),53,60,5.4,6.1,(X),(X),28,48,2.8,4.7,(X),(X),0,16,0.0,3.0,(X),(X),0,16,0.0,3.0,4691,586,466,252,9.9,5.0,(X),(X),132,93,2.8,1.9,(X),(X),126,83,2.7,1.7,(X),(X),110,116,2.3,2.4,(X),(X),215,129,4.6,2.6,(X),(X),65,48,1.4,1.0,(X),(X),142,86,3.0,1.8,326,97,83,57,25.5,18.3,(X),(X),12,20,3.7,6.3,(X),(X),0,16,0.0,8.8,(X),(X),0,16,0.0,8.8,(X),(X),71,55,21.8,16.9,(X),(X),14,25,4.3,8.0,(X),(X),48,44,14.7,14.3,3454,529,322,209,9.3,5.6,3293,564,308,153,9.4,4.6,6618,872,630,310,9.5,4.4,2404,605,192,89,8.0,3.2,3136,770,275,188,8.8,6.1,0,16,0,16,-,**,483,287,163,234,33.7,34.5,0,16,0,16,-,**,595,373,0,16,0.0,4.9,129,118,0,16,0.0,20.6,1486,278,130,70,8.7,4.9,1659,536,86,68,5.2,3.6,4.0,(X),(X),(X),(X),(X),2.9,(X),(X),(X),(X),(X),2.8,(X),(X),(X),(X),(X),3.8,(X),(X),(X),(X),(X),4.2,(X),(X),(X),(X),(X),3.8,(X),(X),(X),(X),(X),3.5,(X),(X),(X),(X),(X)
1400000US17031010202,17031010202,"Census Tract 102.02, Cook County, Illinois",2368,378,404,212,17.1,8.8,234,122,0,11,0.0,12.0,(X),(X),0,11,0.0,12.0,(X),(X),0,11,0.0,12.0,154,114,0,11,0.0,17.6,(X),(X),0,11,0.0,17.6,(X),(X),0,11,0.0,17.6,(X),(X),0,11,0.0,17.6,(X),(X),0,11,0.0,17.6,(X),(X),0,11,0.0,17.6,1718,283,271,126,15.8,7.7,(X),(X),24,33,1.4,2.0,(X),(X),111,88,6.5,5.1,(X),(X),100,63,5.8,3.8,(X),(X),155,88,9.0,5.2,(X),(X),107,62,6.2,3.7,(X),(X),85,75,4.9,4.5,262,172,133,130,50.8,27.6,(X),(X),21,24,8.0,6.7,(X),(X),32,45,12.2,14.4,(X),(X),40,63,15.3,17.3,(X),(X),85,86,32.4,19.2,(X),(X),54,72,20.6,17.8,(X),(X),90,112,34.4,27.7,1205,217,211,142,17.5,11.2,1163,261,193,103,16.6,8.9,2222,350,404,212,18.2,9.6,1219,352,220,157,18.0,13.2,826,240,170,104,20.6,11.8,9,14,0,11,0.0,95.0,14,21,0,11,0.0,76.1,14,22,0,11,0.0,76.1,140,137,14,21,10.0,20.5,146,108,0,11,0.0,18.5,885,252,199,139,22.5,12.4,571,356,35,32,6.1,7.7,5.7,(X),(X),(X),(X),(X),3.6,(X),(X),(X),(X),(X),5.0,(X),(X),(X),(X),(X),4.0,(X),(X),(X),(X),(X),4.5,(X),(X),(X),(X),(X),4.5,(X),(X),(X),(X),(X),4.6,(X),(X),(X),(X),(X)
1400000US17031010300,17031010300,"Census Tract 103, Cook County, Illinois",5338,666,479,234,9.0,4.0,406,186,0,16,0.0,7.1,(X),(X),0,16,0.0,7.1,(X),(X),0,16,0.0,7.1,615,295,13,22,2.1,3.8,(X),(X),0,16,0.0,4.8,(X),(X),0,16,0.0,4.8,(X),(X),13,22,2.1,3.8,(X),(X),0,16,0.0,4.8,(X),(X),0,16,0.0,4.8,3871,369,237,177,6.1,4.5,(X),(X),43,50,1.1,1.3,(X),(X),29,46,0.7,1.2,(X),(X),104,102,2.7,2.6,(X),(X),128,94,3.3,2.4,(X),(X),14,24,0.4,0.6,(X),(X),81,92,2.1,2.3,446,189,229,159,51.3,22.6,(X),(X),166,129,37.2,19.7,(X),(X),40,36,9.0,8.7,(X),(X),31,57,7.0,11.7,(X),(X),98,82,22.0,18.2,(X),(X),71,93,15.9,20.0,(X),(X),155,124,34.8,22.3,2695,322,128,109,4.7,4.0,2643,471,351,171,13.3,5.8,5188,648,479,234,9.2,4.2,2802,448,278,157,9.9,5.0,1491,541,148,108,9.9,5.3,0,16,0,16,-,**,632,433,0,16,0.0,4.6,0,16,0,16,-,**,263,175,53,87,20.2,29.7,150,81,0,16,0.0,18.0,2391,342,278,157,11.6,5.7,810,389,53,87,6.5,10.8,4.9,(X),(X),(X),(X),(X),3.6,(X),(X),(X),(X),(X),3.9,(X),(X),(X),(X),(X),4.0,(X),(X),(X),(X),(X),4.0,(X),(X),(X),(X),(X),4.0,(X),(X),(X),(X),(X),3.1,(X),(X),(X),(X),(X)
