GEO.id,GEO.id2,GEO.display-label,,,,,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
1400000US17031020701,17031020701,"Census Tract 207.01, Cook County, Illinois",207.01,207.01,0,9.490509491,2002,313,1253,231,58,94,7,12,494,160,190,113
1400000US17031020702,17031020702,"Census Tract 207.02, Cook County, Illinois",207.02,207.02,0,22.1872864,7315,766,3343,549,3,6,46,41,2300,464,1623,467
1400000US17031020801,17031020801,"Census Tract 208.01, Cook County, Illinois",208.01,208.01,0,20.90252708,5540,828,2928,568,50,63,77,96,1327,295,1158,520
1400000US17031020802,17031020802,"Census Tract 208.02, Cook County, Illinois",208.02,208.02,0,33.43413095,7606,922,3682,750,10,19,18,29,1353,401,2543,963
1400000US17031020901,17031020901,"Census Tract 209.01, Cook County, Illinois",209.01,209.01,0,39.16758981,6319,622,2295,363,0,89,201,165,1348,356,2475,658
1400000US17031020902,17031020902,"Census Tract 209.02, Cook County, Illinois",209.02,209.02,0,29.64125561,4460,583,1913,416,43,39,41,64,1141,331,1322,428
1400000US17031030101,17031030101,"Census Tract 301.01, Cook County, Illinois",301.01,301.01,0,24.80239847,3669,388,2277,293,32,47,12,20,438,174,910,264
1400000US17031030102,17031030102,"Census Tract 301.02, Cook County, Illinois",301.02,301.02,0,24.90359897,3112,361,1908,356,0,89,6,12,423,159,775,317
1400000US17031030103,17031030103,"Census Tract 301.03, Cook County, Illinois",301.03,301.03,0,13.91694725,1782,306,1304,309,0,89,0,89,230,147,248,144
1400000US17031030104,17031030104,"Census Tract 301.04, Cook County, Illinois",301.04,301.04,0,15.08841985,3506,607,2422,612,29,39,67,71,459,200,529,237
1400000US17031030200,17031030200,"Census Tract 302, Cook County, Illinois",302,302,0,6.918819188,5420,592,4603,611,68,84,103,92,271,153,375,233
1400000US17031030300,17031030300,"Census Tract 303, Cook County, Illinois",303,303,0,22.55747126,2784,387,1566,307,0,89,0,89,590,159,628,279
1400000US17031030400,17031030400,"Census Tract 304, Cook County, Illinois",304,304,0,18.03399852,2706,287,1689,210,63,65,19,18,447,156,488,164
1400000US17031030500,17031030500,"Census Tract 305, Cook County, Illinois",305,305,0,13.909478,6341,604,4658,528,40,40,77,59,684,247,882,324
1400000US17031030601,17031030601,"Census Tract 306.01, Cook County, Illinois",306.01,306.01,0,22.69989047,3652,414,2177,307,27,36,21,33,598,216,829,315
1400000US17031030603,17031030603,"Census Tract 306.03, Cook County, Illinois",306.03,306.03,0,40.22250749,2337,515,1259,263,0,89,0,89,138,104,940,564
1400000US17031030604,17031030604,"Census Tract 306.04, Cook County, Illinois",306.04,306.04,0,24.88560366,2841,308,1722,206,17,32,0,89,395,214,707,271
1400000US17031030701,17031030701,"Census Tract 307.01, Cook County, Illinois",307.01,307.01,0,14.26238432,1837,369,1299,268,25,34,0,89,251,305,262,264
1400000US17031030702,17031030702,"Census Tract 307.02, Cook County, Illinois",307.02,307.02,0,9.579600276,1451,210,879,204,0,89,0,89,433,162,139,110
1400000US17031030703,17031030703,"Census Tract 307.03, Cook County, Illinois",307.03,307.03,0,5.622188906,2668,299,1855,365,57,54,0,89,606,231,150,97
1400000US17031030706,17031030706,"Census Tract 307.06, Cook County, Illinois",307.06,307.06,0,20.13952078,3297,312,1972,301,0,89,97,104,564,223,664,274
1400000US17031030800,17031030800,"Census Tract 308, Cook County, Illinois",308,308,0,7.841466013,4693,493,3993,456,0,89,41,37,291,147,368,191
1400000US17031030900,17031030900,"Census Tract 309, Cook County, Illinois",309,309,0,4.872681547,3181,413,2261,296,0,89,11,17,754,260,155,90
1400000US17031031000,17031031000,"Census Tract 310, Cook County, Illinois",310,310,0,14.59876543,3240,309,2380,236,24,36,30,37,333,136,473,194
1400000US17031031100,17031031100,"Census Tract 311, Cook County, Illinois",311,311,0,19.85424028,4528,591,3000,282,0,89,66,47,563,269,899,466
1400000US17031031200,17031031200,"Census Tract 312, Cook County, Illinois",312,312,0,13.7171418,5402,468,3832,437,13,18,24,28,792,202,741,279
1400000US17031031300,17031031300,"Census Tract 313, Cook County, Illinois",313,313,0,20.60533771,6707,486,3881,428,33,49,51,56,1360,328,1382,452
1400000US17031031400,17031031400,"Census Tract 314, Cook County, Illinois",314,314,0,8.306405626,5261,287,4170,334,49,46,62,42,543,174,437,125
1400000US17031031501,17031031501,"Census Tract 315.01, Cook County, Illinois",315.01,315.01,0,22.19333491,4231,715,2173,468,30,45,13,20,1076,265,939,370
1400000US17031031502,17031031502,"Census Tract 315.02, Cook County, Illinois",315.02,315.02,0,16.53027823,4888,464,3519,478,20,27,0,89,541,201,808,282
1400000US17031031700,17031031700,"Census Tract 317, Cook County, Illinois",317,317,0,10.99101842,6569,659,5159,624,60,70,14,21,614,207,722,260
1400000US17031031800,17031031800,"Census Tract 318, Cook County, Illinois",318,318,0,19.11037891,1821,215,1327,260,22,37,0,89,124,76,348,163
1400000US17031031900,17031031900,"Census Tract 319, Cook County, Illinois",319,319,0,9.655172414,2320,227,1849,281,21,16,75,61,151,90,224,123
1400000US17031032100,17031032100,"Census Tract 321, Cook County, Illinois",321,321,0,11.02441844,6921,496,5352,444,36,36,17,22,753,186,763,340
1400000US17031040100,17031040100,"Census Tract 401, Cook County, Illinois",401,401,0,6.056304708,4227,369,3361,322,84,68,12,21,514,151,256,118
1400000US17031040201,17031040201,"Census Tract 402.01, Cook County, Illinois",402.01,402.01,0,20.69022457,6056,548,3846,554,19,29,0,89,938,283,1253,422
1400000US17031040202,17031040202,"Census Tract 402.02, Cook County, Illinois",402.02,402.02,0,23.01757394,6999,508,3644,552,37,44,131,128,1576,313,1611,535
1400000US17031040300,17031040300,"Census Tract 403, Cook County, Illinois",403,403,0,12.44497799,2499,321,1665,240,0,89,22,24,501,168,311,204
1400000US17031040401,17031040401,"Census Tract 404.01, Cook County, Illinois",404.01,404.01,0,5.707282913,2856,378,2160,308,30,43,180,189,323,159,163,128
1400000US17031040402,17031040402,"Census Tract 404.02, Cook County, Illinois",404.02,404.02,0,14.05709343,4624,574,3384,502,0,89,0,89,590,335,650,236
1400000US17031040600,17031040600,"Census Tract 406, Cook County, Illinois",406,406,0,16.61562021,2612,410,1974,293,0,89,27,25,177,81,434,262
1400000US17031040700,17031040700,"Census Tract 407, Cook County, Illinois",407,407,0,8.75887724,2957,343,2270,266,0,89,56,54,372,169,259,125
1400000US17031040800,17031040800,"Census Tract 408, Cook County, Illinois",408,408,0,4.05654579,1627,138,1504,140,10,16,0,89,47,38,66,49
1400000US17031040900,17031040900,"Census Tract 409, Cook County, Illinois",409,409,0,9.027404621,1861,230,1507,246,37,46,15,27,134,81,168,94
1400000US17031050100,17031050100,"Census Tract 501, Cook County, Illinois",501,501,0,4.369369369,2220,251,1943,262,10,17,6,10,164,98,97,72
1400000US17031050200,17031050200,"Census Tract 502, Cook County, Illinois",502,502,0,5.838041431,4779,505,3655,382,99,68,65,67,681,222,279,169
1400000US17031050300,17031050300,"Census Tract 503, Cook County, Illinois",503,503,0,4.081632653,2352,259,2123,248,34,31,0,89,99,57,96,50
1400000US17031050500,17031050500,"Census Tract 505, Cook County, Illinois",505,505,0,2.432902105,5179,564,4751,524,11,17,46,51,245,134,126,94
1400000US17031050600,17031050600,"Census Tract 506, Cook County, Illinois",506,506,0,2.674988854,2243,295,1975,308,61,59,0,89,147,71,60,65
1400000US17031050700,17031050700,"Census Tract 507, Cook County, Illinois",507,507,0,2.50764526,1635,229,1530,254,0,89,4,6,60,91,41,30
1400000US17031050800,17031050800,"Census Tract 508, Cook County, Illinois",508,508,0,1.744186047,1376,150,1263,165,36,44,9,12,44,21,24,24
1400000US17031050900,17031050900,"Census Tract 509, Cook County, Illinois",509,509,0,2.186133666,1601,281,1449,268,14,15,3,6,100,68,35,28
1400000US17031051000,17031051000,"Census Tract 510, Cook County, Illinois",510,510,0,3.086862886,1393,149,1176,153,10,16,0,89,164,70,43,48
1400000US17031051100,17031051100,"Census Tract 511, Cook County, Illinois",511,511,0,5.957719411,1561,226,1394,220,5,12,25,33,44,43,93,65
1400000US17031051200,17031051200,"Census Tract 512, Cook County, Illinois",512,512,0,1.612903226,1736,236,1670,227,23,50,6,10,9,14,28,26
1400000US17031051300,17031051300,"Census Tract 513, Cook County, Illinois",513,513,0,2.530779754,2924,347,2471,311,0,89,18,19,361,228,74,45
1400000US17031051400,17031051400,"Census Tract 514, Cook County, Illinois",514,514,0,4.170141785,2398,323,2014,295,75,77,31,31,178,119,100,77
1400000US17031060100,17031060100,"Census Tract 601, Cook County, Illinois",601,601,0,0.947036128,2851,296,2475,245,41,42,49,54,259,158,27,34
1400000US17031060200,17031060200,"Census Tract 602, Cook County, Illinois",602,602,0,9.710300429,1864,263,1414,221,12,19,37,45,220,112,181,97
1400000US17031060300,17031060300,"Census Tract 603, Cook County, Illinois",603,603,0,0.877742947,3190,469,3023,465,33,51,58,64,48,39,28,31
1400000US17031060400,17031060400,"Census Tract 604, Cook County, Illinois",604,604,0,5.861157819,4163,458,3749,406,0,89,18,24,152,101,244,103
1400000US17031060500,17031060500,"Census Tract 605, Cook County, Illinois",605,605,0,5.555555556,1152,115,863,122,30,31,15,19,180,63,64,52
1400000US17031060800,17031060800,"Census Tract 608, Cook County, Illinois",608,608,0,10.51406812,4727,327,3694,316,27,31,70,72,439,131,497,228
1400000US17031060900,17031060900,"Census Tract 609, Cook County, Illinois",609,609,0,12.82387668,6098,352,4705,438,14,22,46,58,551,184,782,267
1400000US17031061000,17031061000,"Census Tract 610, Cook County, Illinois",610,610,0,9.277177006,1757,223,1529,241,0,89,0,89,65,53,163,95
1400000US17031061100,17031061100,"Census Tract 611, Cook County, Illinois",611,611,0,1.330008313,1203,192,1146,183,0,89,6,11,35,36,16,20
1400000US17031061200,17031061200,"Census Tract 612, Cook County, Illinois",612,612,0,4.709274387,2081,293,1942,289,0,89,7,14,34,27,98,67
1400000US17031061500,17031061500,"Census Tract 615, Cook County, Illinois",615,615,0,2.981895634,1878,249,1695,255,30,29,0,89,97,28,56,54
1400000US17031061800,17031061800,"Census Tract 618, Cook County, Illinois",618,618,0,10.65989848,985,116,842,125,0,89,0,89,38,25,105,64
1400000US17031061901,17031061901,"Census Tract 619.01, Cook County, Illinois",619.01,619.01,0,10.48513302,3834,409,3125,402,22,36,0,89,285,125,402,216
1400000US17031061902,17031061902,"Census Tract 619.02, Cook County, Illinois",619.02,619.02,0,5.473540768,4403,346,3849,348,0,89,16,26,297,127,241,141
1400000US17031062000,17031062000,"Census Tract 620, Cook County, Illinois",620,620,0,4.408969973,2631,184,2285,176,11,17,36,25,183,76,116,58
1400000US17031062100,17031062100,"Census Tract 621, Cook County, Illinois",621,621,0,2.564894932,3236,380,3005,352,0,89,28,32,120,80,83,49
1400000US17031062200,17031062200,"Census Tract 622, Cook County, Illinois",622,622,0,2.289815448,2926,259,2761,253,0,89,8,14,90,60,67,60
1400000US17031062300,17031062300,"Census Tract 623, Cook County, Illinois",623,623,0,1.308744795,1681,153,1555,157,0,89,75,53,29,24,22,23
1400000US17031062400,17031062400,"Census Tract 624, Cook County, Illinois",624,624,0,4.378378378,1850,173,1612,205,21,33,34,40,102,77,81,65
1400000US17031062500,17031062500,"Census Tract 625, Cook County, Illinois",625,625,0,1.917613636,1408,229,1289,233,0,89,28,27,64,38,27,21
1400000US17031062600,17031062600,"Census Tract 626, Cook County, Illinois",626,626,0,4.021447721,2238,207,1946,267,21,24,107,136,74,51,90,86
1400000US17031062700,17031062700,"Census Tract 627, Cook County, Illinois",627,627,0,4.486422668,2541,299,2312,261,0,89,25,28,90,69,114,128
1400000US17031062800,17031062800,"Census Tract 628, Cook County, Illinois",628,628,0,3.84072296,3541,345,3182,336,11,17,22,22,190,72,136,86
1400000US17031062900,17031062900,"Census Tract 629, Cook County, Illinois",629,629,0,1.354707609,4429,455,4147,464,40,46,46,51,136,79,60,43
1400000US17031063000,17031063000,"Census Tract 630, Cook County, Illinois",630,630,0,3.142115884,3469,241,3242,245,0,89,23,39,95,56,109,60
1400000US17031063100,17031063100,"Census Tract 631, Cook County, Illinois",631,631,0,11.68051708,2166,282,1820,291,0,89,62,44,31,32,253,145
1400000US17031063200,17031063200,"Census Tract 632, Cook County, Illinois",632,632,0,11.61577413,6517,451,5228,407,2,4,26,30,504,172,757,385
1400000US17031063301,17031063301,"Census Tract 633.01, Cook County, Illinois",633.01,633.01,0,10.26979983,2298,242,1707,311,0,89,64,62,291,181,236,135
1400000US17031063302,17031063302,"Census Tract 633.02, Cook County, Illinois",633.02,633.02,0,5.527511358,3962,381,3299,351,1,3,37,35,406,170,219,130
1400000US17031063303,17031063303,"Census Tract 633.03, Cook County, Illinois",633.03,633.03,0,3.276131045,1282,160,1133,167,0,89,0,89,107,84,42,43
1400000US17031063400,17031063400,"Census Tract 634, Cook County, Illinois",634,634,0,2.307288936,1907,194,1753,191,0,89,31,40,79,45,44,45
1400000US17031070101,17031070101,"Census Tract 701.01, Cook County, Illinois",701.01,701.01,0,3.721841332,4084,811,3713,839,0,89,9,16,210,109,152,98
1400000US17031070102,17031070102,"Census Tract 701.02, Cook County, Illinois",701.02,701.02,0,5.541012216,2292,303,1885,260,43,54,21,31,216,148,127,85
1400000US17031070103,17031070103,"Census Tract 701.03, Cook County, Illinois",701.03,701.03,0,6.231628454,1701,351,1382,373,0,89,14,24,199,115,106,101
1400000US17031070200,17031070200,"Census Tract 702, Cook County, Illinois",702,702,0,3.211125158,3955,402,3553,361,5,11,37,32,233,124,127,83
1400000US17031070300,17031070300,"Census Tract 703, Cook County, Illinois",703,703,0,4.286990176,3359,295,3126,286,0,89,11,18,78,72,144,129
1400000US17031070400,17031070400,"Census Tract 704, Cook County, Illinois",704,704,0,4.42804428,3252,269,2884,297,50,54,52,35,122,61,144,91
1400000US17031070500,17031070500,"Census Tract 705, Cook County, Illinois",705,705,0,5.090311987,3045,380,2781,400,45,42,9,15,55,35,155,99
1400000US17031070600,17031070600,"Census Tract 706, Cook County, Illinois",706,706,0,5.135135135,2960,312,2624,329,1,8,33,36,150,80,152,79
1400000US17031070700,17031070700,"Census Tract 707, Cook County, Illinois",707,707,0,4.608139926,2973,406,2532,374,36,41,24,26,244,106,137,100
1400000US17031071000,17031071000,"Census Tract 710, Cook County, Illinois",710,710,0,4.559270517,4277,607,3912,530,23,30,23,31,124,105,195,118
1400000US17031071100,17031071100,"Census Tract 711, Cook County, Illinois",711,711,0,4.850746269,2948,371,2609,384,0,89,6,10,190,112,143,89
1400000US17031071200,17031071200,"Census Tract 712, Cook County, Illinois",712,712,0,4.54777721,1957,245,1753,257,6,10,22,24,87,79,89,74
1400000US17031071300,17031071300,"Census Tract 713, Cook County, Illinois",713,713,0,3.147506002,3749,240,3378,254,20,30,13,22,220,109,118,79
1400000US17031071400,17031071400,"Census Tract 714, Cook County, Illinois",714,714,0,5.924950625,4557,502,3850,440,22,31,75,69,340,143,270,160
1400000US17031071500,17031071500,"Census Tract 715, Cook County, Illinois",715,715,0,6.622879037,5481,368,4838,399,0,89,74,51,206,114,363,187
1400000US17031071600,17031071600,"Census Tract 716, Cook County, Illinois",716,716,0,7.166853303,1786,251,1602,249,15,24,11,14,30,25,128,88
1400000US17031071700,17031071700,"Census Tract 717, Cook County, Illinois",717,717,0,4.212348529,1733,177,1546,181,12,20,15,17,87,47,73,50
1400000US17031071800,17031071800,"Census Tract 718, Cook County, Illinois",718,718,0,3.307472438,2449,318,2135,281,0,89,8,27,225,162,81,62
1400000US17031080100,17031080100,"Census Tract 801, Cook County, Illinois",801,801,0,5.202011444,5767,398,4941,404,0,89,26,41,500,191,300,150
1400000US17031080201,17031080201,"Census Tract 802.01, Cook County, Illinois",802.01,802.01,0,6.450688073,3488,397,2975,363,0,89,11,20,277,110,225,144
1400000US17031080202,17031080202,"Census Tract 802.02, Cook County, Illinois",802.02,802.02,0,7.929515419,3178,354,2876,361,0,89,14,24,36,35,252,168
1400000US17031080300,17031080300,"Census Tract 803, Cook County, Illinois",803,803,0,6.065535673,4303,431,3742,405,30,36,18,28,252,127,261,164
1400000US17031080400,17031080400,"Census Tract 804, Cook County, Illinois",804,804,0,2.367979883,4772,545,4592,593,0,89,0,89,67,80,113,140
1400000US17031081000,17031081000,"Census Tract 810, Cook County, Illinois",810,810,0,12.34683005,7508,478,5747,433,0,89,52,55,782,215,927,269
1400000US17031081100,17031081100,"Census Tract 811, Cook County, Illinois",811,811,0,8.865248227,3384,290,2868,302,46,75,0,89,170,100,300,138
1400000US17031081201,17031081201,"Census Tract 812.01, Cook County, Illinois",812.01,812.01,0,5.815160955,3852,458,3289,401,2,7,15,22,322,140,224,133
1400000US17031081202,17031081202,"Census Tract 812.02, Cook County, Illinois",812.02,812.02,0,4.547008547,2925,388,2474,377,0,89,106,173,212,120,133,92
1400000US17031081300,17031081300,"Census Tract 813, Cook County, Illinois",813,813,0,7.856066315,5308,469,4277,485,15,23,0,89,599,215,417,186
1400000US17031081401,17031081401,"Census Tract 814.01, Cook County, Illinois",814.01,814.01,0,17.26071286,2497,345,1477,256,0,89,157,148,432,144,431,188
1400000US17031081402,17031081402,"Census Tract 814.02, Cook County, Illinois",814.02,814.02,0,7.612199355,4033,405,3103,360,14,23,14,23,595,204,307,123
1400000US17031081403,17031081403,"Census Tract 814.03, Cook County, Illinois",814.03,814.03,0,11.98521647,5682,439,4247,620,0,89,159,156,595,255,681,259
1400000US17031081500,17031081500,"Census Tract 815, Cook County, Illinois",815,815,0,13.71868023,4031,446,3135,380,0,89,99,96,244,143,553,294
1400000US17031081600,17031081600,"Census Tract 816, Cook County, Illinois",816,816,0,15.47440886,3341,349,2539,289,0,89,0,89,285,116,517,240
1400000US17031081700,17031081700,"Census Tract 817, Cook County, Illinois",817,817,0,20.54015636,2814,462,2005,395,0,89,27,33,204,131,578,284
1400000US17031081800,17031081800,"Census Tract 818, Cook County, Illinois",818,818,0,4.015686275,6375,396,5764,432,0,89,13,18,342,153,256,125
1400000US17031081900,17031081900,"Census Tract 819, Cook County, Illinois",819,819,0,0,1293,233,1268,234,0,89,0,89,25,23,0,89
1400000US17031090100,17031090100,"Census Tract 901, Cook County, Illinois",901,901,0,1.026995305,3408,222,2943,245,21,24,29,44,380,165,35,43
1400000US17031090200,17031090200,"Census Tract 902, Cook County, Illinois",902,902,0,1.229895932,6342,381,5653,414,75,66,56,44,480,173,78,66
1400000US17031090300,17031090300,"Census Tract 903, Cook County, Illinois",903,903,0,0.673400673,1485,214,1339,190,0,89,0,89,136,74,10,13
1400000US17031100100,17031100100,"Census Tract 1001, Cook County, Illinois",1001,1001,0,6.05047635,5983,635,4684,457,47,73,95,96,795,246,362,286
1400000US17031100200,17031100200,"Census Tract 1002, Cook County, Illinois",1002,1002,0,8.667896155,7049,372,5745,434,1,3,69,67,623,237,611,257
1400000US17031100300,17031100300,"Census Tract 1003, Cook County, Illinois",1003,1003,0,2.384,6250,439,5484,389,15,24,21,28,581,163,149,94
1400000US17031100400,17031100400,"Census Tract 1004, Cook County, Illinois",1004,1004,0,2.370275464,3122,147,2696,181,56,53,1,3,295,133,74,50
1400000US17031100500,17031100500,"Census Tract 1005, Cook County, Illinois",1005,1005,0,8.506648483,5866,535,4260,545,1,4,65,56,1041,281,499,234
1400000US17031100600,17031100600,"Census Tract 1006, Cook County, Illinois",1006,1006,0,9.589345172,4505,386,2968,379,15,24,75,59,1015,290,432,188
1400000US17031100700,17031100700,"Census Tract 1007, Cook County, Illinois",1007,1007,0,10.44212397,4501,339,3037,315,46,47,32,49,916,223,470,150
1400000US17031110100,17031110100,"Census Tract 1101, Cook County, Illinois",1101,1101,0,7.292245049,5403,768,4333,635,43,44,157,193,476,191,394,251
1400000US17031110200,17031110200,"Census Tract 1102, Cook County, Illinois",1102,1102,0,16.12470667,2983,350,1993,292,21,24,23,27,465,154,481,331
1400000US17031110300,17031110300,"Census Tract 1103, Cook County, Illinois",1103,1103,0,11.54461785,4998,402,3282,350,36,40,29,37,1074,297,577,425
1400000US17031110400,17031110400,"Census Tract 1104, Cook County, Illinois",1104,1104,0,10.81883751,4714,440,3021,355,55,49,36,35,1092,268,510,165
1400000US17031110501,17031110501,"Census Tract 1105.01, Cook County, Illinois",1105.01,1105.01,0,7.992934423,4529,606,3305,484,45,59,107,86,710,259,362,209
1400000US17031110502,17031110502,"Census Tract 1105.02, Cook County, Illinois",1105.02,1105.02,0,15.61059908,3472,429,2257,405,19,23,49,49,605,211,542,202
1400000US17031120100,17031120100,"Census Tract 1201, Cook County, Illinois",1201,1201,0,2.885734233,4297,219,3621,209,30,35,91,98,431,119,124,94
1400000US17031120200,17031120200,"Census Tract 1202, Cook County, Illinois",1202,1202,0,4.735840076,4202,218,3358,284,0,89,59,43,586,147,199,216
1400000US17031120300,17031120300,"Census Tract 1203, Cook County, Illinois",1203,1203,0,3.533891851,6565,438,5118,481,0,89,40,34,1175,201,232,127
1400000US17031120400,17031120400,"Census Tract 1204, Cook County, Illinois",1204,1204,0,4.867021277,3760,424,2929,396,41,54,0,89,607,148,183,68
1400000US17031130100,17031130100,"Census Tract 1301, Cook County, Illinois",1301,1301,0,8.164070203,5071,533,2927,469,39,62,55,64,1636,352,414,242
1400000US17031130200,17031130200,"Census Tract 1302, Cook County, Illinois",1302,1302,0,7.462686567,1407,176,1147,194,13,19,0,89,142,76,105,90
1400000US17031130300,17031130300,"Census Tract 1303, Cook County, Illinois",1303,1303,0,22.41031842,4962,417,2632,315,0,89,9,13,1209,224,1112,282
1400000US17031140100,17031140100,"Census Tract 1401, Cook County, Illinois",1401,1401,0,39.31462493,3706,526,1811,353,20,30,18,29,400,125,1457,410
1400000US17031140200,17031140200,"Census Tract 1402, Cook County, Illinois",1402,1402,0,42.06110495,6317,797,2556,398,64,66,5,7,1035,267,2657,694
1400000US17031140301,17031140301,"Census Tract 1403.01, Cook County, Illinois",1403.01,1403.01,0,37.23045822,2968,519,1118,219,195,294,26,47,524,144,1105,345
1400000US17031140302,17031140302,"Census Tract 1403.02, Cook County, Illinois",1403.02,1403.02,0,24.61375661,4725,637,2645,407,106,67,12,21,799,199,1163,384
1400000US17031140400,17031140400,"Census Tract 1404, Cook County, Illinois",1404,1404,0,18.10681068,6666,764,3778,482,10,16,29,41,1642,471,1207,428
1400000US17031140500,17031140500,"Census Tract 1405, Cook County, Illinois",1405,1405,0,27.03039362,4014,381,2157,285,9,15,9,14,754,290,1085,266
1400000US17031140601,17031140601,"Census Tract 1406.01, Cook County, Illinois",1406.01,1406.01,0,43.25060533,3304,566,1241,283,51,69,29,35,554,244,1429,510
1400000US17031140602,17031140602,"Census Tract 1406.02, Cook County, Illinois",1406.02,1406.02,0,34.85827054,5574,823,2845,480,227,185,101,124,458,182,1943,620
1400000US17031140701,17031140701,"Census Tract 1407.01, Cook County, Illinois",1407.01,1407.01,0,29.14213625,2378,404,1182,280,22,39,0,89,481,188,693,349
1400000US17031140702,17031140702,"Census Tract 1407.02, Cook County, Illinois",1407.02,1407.02,0,27.77334397,6265,716,3514,660,336,208,62,48,613,230,1740,438
1400000US17031140800,17031140800,"Census Tract 1408, Cook County, Illinois",1408,1408,0,20.25381361,7801,824,4642,459,181,159,45,72,1353,614,1580,496
1400000US17031150200,17031150200,"Census Tract 1502, Cook County, Illinois",1502,1502,0,11.58575231,7889,699,5814,636,230,148,0,89,931,251,914,267
1400000US17031150300,17031150300,"Census Tract 1503, Cook County, Illinois",1503,1503,0,6.810897436,6240,641,4641,588,164,108,38,43,972,236,425,144
1400000US17031150401,17031150401,"Census Tract 1504.01, Cook County, Illinois",1504.01,1504.01,0,10.4454343,4490,510,3137,404,17,27,21,37,846,319,469,229
1400000US17031150402,17031150402,"Census Tract 1504.02, Cook County, Illinois",1504.02,1504.02,0,10.5320304,3684,422,2537,411,190,115,0,89,569,222,388,213
1400000US17031150501,17031150501,"Census Tract 1505.01, Cook County, Illinois",1505.01,1505.01,0,12.33526621,3794,455,2575,416,0,89,77,123,674,247,468,255
