WARD,PRECINCT,LOCATION,ADD_NUM,STREET_DIR,STREET_NAME_1,STREET_NAME_2,STREET_NAME_3,STREET_NAME_4,STREET_NAME_5
15,10,LAWN TERRACE-COMMUNITY RM,3214,W,63,Pl,,,
15,11,KINGDOM CHEVROLET-SHOWROOM,6603,S,Western,Av,,,
15,12,OTOOLE SCHOOL-GYM,6550,S,Seeley,Av,,,
15,13,MARQUETTE SCHOOL-GYM,6550,S,Richmond,St,,,
15,14,BETH SHALOM-LOBBY,6601,S,Kedzie,Av,,,
15,15,FAIRFIELD ACADEMY - GYM,6201,S,Fairfield,Av,,,
15,16,LAWN TERRACE-COMMUNITY RM,3214,W,63,Pl,,,
15,17,HENDERSON SCHOOL-AUDITORIUM,5650,S,Wolcott,Av,,,
15,18,HARPER HIGH SCHOOL-HALLWAY,6520,S,Wood,St,,,
15,19,FIRST ST PETER MB CH OF CHGO-DIN,5524,S,Ashland,Av,,,
15,20,EARLE SCHOOL-GYMNASIUM,6121,S,Hermitage,Av,,,
15,21,WEST ENGLEWOOD U M CH-FELLOWSHIP,2000,W,68,St,,,
15,22,CHURCHVIEW SLC-ACTIVITY RM,2626,W,63,St,,,
15,23,HENDERSON SCHOOL-AUDITORIUM,5650,S,Wolcott,Av,,,
15,24,FAIRFIELD ACADEMY - GYM,6201,S,Fairfield,Av,,,
15,25,MARQUETTE SCHOOL-GYM,6550,S,Richmond,St,,,
15,26,EARLE SCHOOL-GYMNASIUM,6121,S,Hermitage,Av,,,
15,27,MORRILL SCHOOL-GYM,6011,S,Rockwell,St,,,
15,28,EBERHART SCHOOL-FOYER,3400,W,65,Pl,,,
15,29,MORRILL SCHOOL-GYM,6011,S,Rockwell,St,,,
15,30,OTOOLE SCHOOL-GYM,6550,S,Seeley,Av,,,
15,31,BREAD OF LIFE BAPT CH-FOYER,1924,W,63,St,,,
15,32,SOUTHWEST REG CTR-EXERCISE RM,6117,S,Kedzie,Av,,,
15,33,MORRILL SCHOOL-GYM,6011,S,Rockwell,St,,,
15,34,NEW MT CALVARY MB CH-FELLOWSHIP,1850,W,Marquette,Rd,,,
15,35,NEW FRIENDSHIP BAPT CH 2-BACK OF,1801,W,58,St,,,
15,36,LINDBLOM PARK-MULTIPURPOSE RM,6054,S,Damen,Av,,,
15,37,CHGO FIRE STATION-BAY AREA,5955,S,Ashland,Av,,,
15,38,FAIRFIELD ACADEMY - GYM,6201,S,Fairfield,Av,,,
15,39,FAIRFIELD ACADEMY - GYM,6201,S,Fairfield,Av,,,
15,40,MILES DAVIS MAGNET ACDY-GYM,6740,S,Paulina,Av,,,
15,41,NATIVITY B V M SCHOOL-GYM,6820,S,Washtenaw,Av,,,
15,42,OTOOLE SCHOOL-GYM,6550,S,Seeley,Av,,,
16,1,SHERMAN SCHOOL-GYMNASIUM,1000,W,52,St,,,
16,2,GAGE PARK-AUDITORIUM,2411,W,55,St,,,
16,3,HOLY ROCK M B CHURCH-FOYER,5854,S,Morgan,St,,,
16,4,RICHARDS ACADEMY H S-CLASSROOM,5030,S,Bishop,St,,,
16,5,LIBBY SCHOOL-ANNEX,5340,S,Loomis,Av,,,
16,6,UNITED STEEL WORKERS 2154-HALL,5744,S,Western,Av,,,
16,7,GAGE PARK-AUDITORIUM,2411,W,55,St,,,
16,8,CORNELL PARK-FOYER,1809,W,50,St,,,
16,9,GREATER ST JOHN AME CH-FELLOWSHI,6201,S,Throop,St,,,
16,10,BASIL CHARTER SCHOOL-GYM,1816,W,Garfield,Bv,,,
16,11,UNITED STEEL WORKERS 2154-HALL,5744,S,Western,Av,,,
16,12,LIBBY SCHOOL-ANNEX,5340,S,Loomis,Av,,,
16,13,CHGO FIRE STATION-BAY AREA,2215,W,51,St,,,
16,14,BONTEMPS SCHOOL-GYMNASIUM,1241,W,58,St,,,
16,15,MORAN PARK-PLAYROOM,5727,S,Racine,Av,,,
16,16,SHERMAN SCHOOL-GYMNASIUM,1000,W,52,St,,,
16,17,CHICAGO LAWN LIBRARY-ACTVTY RM,6120,S,Kedzie,Av,,,
16,18,SHERMAN PARK-AUDITORIUM,1301,W,52,St,,,
16,19,BASIL CHARTER SCHOOL-GYM,1816,W,Garfield,Bv,,,
16,20,BONTEMPS SCHOOL-GYMNASIUM,1241,W,58,St,,,
16,21,GAGE PARK HIGH SCH-AUDITORIUM,5630,S,Rockwell,Av,,,
16,22,CORNELL PARK-FOYER,1809,W,50,St,,,
16,23,NEW ROSE OF SHARON CH-DINING RM,5844,S,Rockwell,St,,,
16,24,NEW ENGLEWOOD TERRACE-CMTY RM,6425,S,Lowe,Av,,,
16,25,NICHOLSON SCHOOL-GYM,6066,S,Peoria,Av,,,
16,26,MORAN PARK-PLAYROOM,5727,S,Racine,Av,,,
16,27,ORCHARD PL OF ENGLEWOOD-CMTY RM,6333,S,Sangamon,St,,,
16,28,GRANVILLE T WOODS-GYMNASIUM,6206,S,Racine,Av,,,
16,29,BENJAMIN MAYS ACADEMY-LIBRARY,838,W,Marquette,Rd,,,
16,30,NEW ROSE OF SHARON CH-DINING RM,5844,S,Rockwell,St,,,
16,31,HOPE PRESBYTERIAN CH-LOWER LEVEL,1354,W,61,St,,,
16,32,GAGE PK LIBRARY-NON FICT SECTION,2807,W,55,St,,,
16,33,BETHSAIDA M B CH-FELLOWSHIP HALL,5660,S,Sangamon,St,,,
16,34,BETHEL LUTHERAN CH-FOYER,6201,S,Sangamon,St,,,
16,35,CHICAGO LAWN LIBRARY-ACTVTY RM,6120,S,Kedzie,Av,,,
16,36,NICHOLSON SCHOOL-GYM,6066,S,Peoria,Av,,,
16,37,GREENCASTLE OF ENGLEWOOD-CRAFT R,6344,S,Peoria,St,,,
16,38,MT OLIVE M B CH-BSMT FELLOWSHIP,6357,S,Marshfield,Av,,,
16,39,CHICAGO LAWN LIBRARY-ACTVTY RM,6120,S,Kedzie,Av,,,
16,40,LANGFORD ACADEMY-FIELD HOUSE,6010,S,Throop,St,,,
17,1,WHEELER HOUSE-COMMUNITY RM,1450,W,69,St,,,
17,2,CHGO POLICE DEPT-COMMUNITY RM,7808,S,Halsted,St,,,
17,3,GUGGENHEIM SCHOOL-GYM,7141,S,Morgan,Av,,,
17,4,SION TEMPLE ANNEX-DINING RM,1804,W,79,St,,,
17,5,BACK TO GOD CHURCH-HALL,7326,S,Racine,Av,,,
17,6,WENTWORTH SCH-AUDITORIUM & FOYER,6950,S,Sangamon,St,,,
17,7,OGLESBY SCHOOL-BASEMENT,7641,S,Peoria,St,,,
17,8,ABUNDANT LIFE M B CHURCH-ANNEX,2300,W,69,St,,,
17,9,STAGG SCHOOL-GYM,7424,S,Morgan,Av,,,
17,10,ST SABINA ELDERS APT-CMTY RM,1222,W,79,St,,,
17,11,MURRAY PARK-COMMUNITY ROOM,1743,W,73,St,,,
17,12,SENIOR SUITES/AUBURN GRESHAM-,1050,W,79,St,,,
17,13,BASS SCHOOL-AUDITORIUM,1140,W,66,St,,,
17,14,REVIVAL TABERNACLE-BASEMENT,6415,S,Ashland,Av,,,
17,15,MT HERMON CHURCH-HALL,7848,S,Normal,Av,,,
17,16,RANDOLPH SCHOOL-THEATER,7316,S,Hoyne,Av,,,
17,17,WENTWORTH SCH-AUDITORIUM & FOYER,6950,S,Sangamon,St,,,
17,18,ST SABINA ELDERS APT-CMTY RM,1222,W,79,St,,,
17,19,WEST ENGLEWOOD U M CH-FELLOWSHIP,2000,W,68,St,,,
17,20,CLEVELAND TABERNACLE CH-FLLWSHP,7119,S,Racine,Av,,,
17,21,COMMONWEALTH CMTY CH-PARLOR & FO,140,W,81,St,,,
17,22,CONTINENTAL PLAZA APTS-FRONT SOC,1330,W,76,St,,,
17,23,RAYFIELD M B CHURCH-HALL,1217,W,72,St,,,
17,24,SOUTHSIDE TABERNACLE CH-LOBBY,7724,S,Racine,Av,,,
17,25,CHGO POLICE DEPT-COMMUNITY RM,7808,S,Halsted,St,,,
17,26,THE ROCK OF LOVE CH-HALL,7628,S,Ashland,Av,,,
17,27,CONTINENTAL PLAZA APTS-FRONT SOC,1330,W,76,St,,,
17,28,STAGG SCHOOL-GYM,7424,S,Morgan,Av,,,
17,29,ZION HILL BAPT CHURCH-HOSPITALIT,1460,W,78,St,,,
17,30,OGLESBY SCHOOL-BASEMENT,7641,S,Peoria,St,,,
17,31,NEW BIRTH C O G I C-HALL,1500,W,69,St,,,
17,32,MURRAY PARK-COMMUNITY ROOM,1743,W,73,St,,,
17,33,CLEVELAND TABERNACLE CH-FLLWSHP,7119,S,Racine,Av,,,
17,34,ALTGEID SCHOOL-RM 126,7007,S,Loomis,Av,,,
17,35,HAMILTON PARK-LADYS GYM,513,W,72,St,,,
17,36,PRAYER TOWER C O G I C-HALL,6800,S,Loomis,St,,,
17,37,NEW PEOPLES CH/GOD IN CHRIST-SAN,1835,W,69,St,,,
17,38,HARVARD SCHOOL-BASEMENT,7525,S,Harvard,Av,,,
17,39,ST BRENDANS SENIOR APTS-COMMUNIT,6718,S,Racine,Av,,,
17,40,MURRAY PARK-COMMUNITY ROOM,1743,W,73,St,,,
17,41,FIRST COMMUNITY BAPT CH-DINING R,1332,W,69,St,,,
17,42,CHGO FIRE STATION-WEST BAY AREA,2240,W,69,St,,,
17,43,OGDEN PARK-NORTH CLUB RM,6500,S,Racine,Av,,,
17,44,CHGO FIRE STATION-WEST BAY AREA,2240,W,69,St,,,
17,45,BASS SCHOOL-AUDITORIUM,1140,W,66,St,,,
17,46,REVIVAL TABERNACLE-BASEMENT,6415,S,Ashland,Av,,,
17,47,RANDOLPH SCHOOL-THEATER,7316,S,Hoyne,Av,,,
17,48,FAITH UNTD METHODIST CH-CHAPEL,335,W,75,St,,,
17,49,BOND SCHOOL-CLASSROOM,7050,S,May,St,,,
17,50,HAMILTON PARK-LADYS GYM,513,W,72,St,,,
17,51,SOUTHSIDE OCCUPATIONAL ACDY-HALL,7342,S,Hoyne,Av,,,
17,52,SION TEMPLE ANNEX-DINING RM,1804,W,79,St,,,
17,53,WESTCOTT SCHOOL-GYM,409,W,80,St,,,
17,54,COMMONWEALTH CMTY CH-PARLOR & FO,140,W,81,St,,,
17,55,SOUTHSIDE TABERNACLE CH-LOBBY,7724,S,Racine,Av,,,
18,1,LIONEL HAMPTON SCHOOL - GYM,3434,W,77,St,,,
18,2,LIONEL HAMPTON SCHOOL - GYM,3434,W,77,St,,,
18,3,DURKIN PARK ELEMENTARY - GYM,8445,S,Kolin,Av,,,
18,4,ROSENWALD SCHOOL - GYM,2601,W,80,St,,,
18,5,TOYOTA ON WESTERN - SERVICE CENT,6941,S,Western,Av,,,
18,6,ST PETER LUTHERAN CHURCH-HALL,8550,S,Kedvale,Av,,,
18,7,BLUEBIRD LANES - BANQUET RM,3900,W,Columbus,Av,,,
18,8,MONUMENT OF FAITH CHURCH - CHAPE,2750,W,Columbus,Av,,,
18,9,HAYES PARK- GYM,2936,W,85th,St,,,
18,10,WRIGHTWOOD ASHBURN BRANCH - COMM,8530,S,Kedzie,Av,,,
18,11,ASHBURN UNITED METHODIST CHURCH,3801,W,83,Pl,,,
18,12,SENIOR SUITES OF MARQUETTE VILLA,7430,S,Rockwell,St,,,
18,13,ASHBURN BAPTIST CHURCH,3647,W,83rd,St,,,
18,14,MOST WORSHIPFUL ST JAMES GRAND L,8220,S,Western,Av,,,
18,15,CHICAGO FIRE STATION-BAY AREA,7659,S,Pulaski,Rd,,,
18,16,CHICAGO FIRE STATION-BAY AREA,8026,S,Kedzie,Av,,,
18,17,BOGAN PARK FIELD HOUSE- ACTIVITY,3939,W,81,St,,,
18,18,LIBERTY TEMPLE - BOOK STORE,2247,W,79th,St,,,
18,19,DAWES PARK-ACTIVITY ROOM,8040,S,Damen,Av,,,
18,20,BARTON SCHOOL- GYMNASIUM,7650,S,Wolcott,Av,,,
18,21,OWEN SCHOOL - GYM,8247,S,Christiana,Av,,,
18,22,WRIGHTWOOD SENIOR APARTMENTS - C,2815,W,79,St,,,
18,23,ASHBURN BAPTIST CHURCH - FELLOWS,3647,W,83,St,,,
18,24,EMMANUEL BAPTIST CHURCH - FOYER,8301,S,Damen,Av,,,
18,25,FOSTER PARK SCHOOL-GYM,8530,S,Wood,St,,,
18,26,MOST WORSHIPFUL ST JAMES GRAND L,8220,S,Western,Av,,,
18,27,MCKAY SCHOOL- GYM,6901,S,Fairfield,Av,,,
18,28,"SCOTTSDALE PARK - GYM, MULITPURP",4637,W,83,St,,,
18,29,DAWES ELEMENTARY SCHOOL - GYM,3810,W,81,Pl,,,
18,30,OHALLAREN PARK-FIELD HOUSE,8335,S,Honore,St,,,
18,31,LIONEL HAMPTON SCHOOL - GYM,3434,W,77,St,,,
18,32,GREATER WALTERS AME ZION CHURCH,8422,S,Damen,Av,,,
18,33,SOUTH CHICAGO DODGE- SHOWROOM,7340,S,Western,Av,,,
18,34,HAYES PARK- GYM,2936,W,85th,St,,,
18,35,CARROL SCHOOL - GYMNASIUM,2929,W,83,St,,,
18,36,BLUEBIRD LANES - BANQUET RM,3900,W,Columbus,Av,,,
18,37,HAYES PARK- GYM,2936,W,85th,St,,,
18,38,FIRST CHURCH OF LOVE & FAITH - H,2140,W,79,St,,,
18,39,MARQUETTE PARK - AUDITORIUM & CL,6734,S,Kedzie,Av,,,
18,40,TRUE BELIEVERS BAPTIST CHURCH -,7801,S,Wolcott,Av,,,
18,41,TARKINGTON SCHOOL - FOYER,3330,W,71st,St,,,
18,42,MARQUETTE PARK - AUDITORIUM & CL,6734,S,Kedzie,Av,,,
18,43,MARQUETTE PARK - AUDITORIUM & CL,6734,S,Kedzie,Av,,,
18,44,MONUMENT OF FAITH CHURCH - CHAPE,2750,W,Columbus,Av,,,
18,45,HAPKIDO SCHOOL - CLASSROOM,3722,W,79th,St,,,
18,46,AUBURN COMMONS SENIOR RESIDENCE,1626,W,87th,St,,,
18,47,MCKAY SCHOOL- GYM,6901,S,Fairfield,Av,,,
18,48,KINGDOM NISSAN-SHOWROOM,2442,W,Columbus,Av,,,
18,49,KINGDOM NISSAN-SHOWROOM,2442,W,Columbus,Av,,,
18,50,LITHUANIAN HUMAN SERVICES-BANQUE,2711,W,71,St,,,
18,51,JOPLIN SCHOOL-GYMNASIUM,7931,S,Honore,St,,,
18,52,JOPLIN SCHOOL-GYMNASIUM,7931,S,Honore,St,,,
18,53,CICS RALPH ELLISON - GYM,8035,S,Honore,St,,,
19,1,ST JOHN FISHER CHURCH-FOYER,10235,S,Fairfield,Av,,,
19,2,SUTHERLAND SCHOOL-GYM,10015,S,Leavitt,St,,,
19,3,MT GREENWOOD ELEMENTARY - GYM,10841,S,Homan,Av,,,
19,4,CHGO H S AGRICULTURAL SCIENCE-CL,3857,W,111,St,,,
19,5,BETHLEHEM EVAN LUTH - CHURCH HAL,9401,S,Oakley,Av,,,
19,6,KELLER REGIONAL GIFTED CTR-GYM,3020,W,108,St,,,
19,7,KENNEDY PARK- NORTH ROOM,11320,S,Western,Av,,,
19,8,CASSELL SCHOOL- GYMNASIUM,11314,S,Spaulding,Av,,,
19,9,ST XAVIER UNIVERSITY SHANNON CENTER,3700,W,103rd,St,,,
19,10,KELLOGG SCHOOL - GYM,9241,S,Leavitt,St,,,
19,11,MT GREENWOOD PARK-CLASS RM,3721,W,111,St,,,
19,12,MURPHYS WINDOWS - SHOW ROOM FL,10359,S,Pulaski,Rd,,,
19,13,CHICAGO FIRE STATION ENGINE 121,1724,W,95,St,,,
19,14,SMITH VILLAGE - COMMUNITY HALL,2320,W,113,Pl,,,
19,15,PARKWOOD BAPTIST CH - 1st FL,11355,S,Central,Park,Av,,
19,16,CROSSWINDS CHURCH - GYM,10835,S,Pulaski,Rd,,,
19,17,ST CAJETAN SCHOOL - GYM,2447,W,112th,St,,,
19,18,KELLOGG SCHOOL - GYM,9241,S,Leavitt,St,,,
19,19,TRINITY UNITED METHODIST CHURCH-,9848,S,Winchester,Av,,,
19,20,RIDGE PARK - WEST ROOM,9625,S,Longwood,Dr,,,
19,21,CASSELL SCHOOL- GYMNASIUM,11314,S,Spaulding,Av,,,
19,22,SUTHERLAND SCHOOL-GYM,10015,S,Leavitt,St,,,
19,23,CHGO FRIENDS MEETING CH-MTNG RM,10749,S,Artesian,Av,,,
19,24,MT GREENWOOD E LUT CH - HALL,10901,S,Trumbull,Av,,,
19,25,TRINITY UNITED METHODIST CHURCH-,9848,S,Winchester,Av,,,
19,26,SAINT BARNABAS SCHOOL- OCONNER C,10121,S,Longwood,Dr,,,
19,27,BETHANY UNION CHURCH-HALL,1750,W,103,St,,,
19,28,GARVER PARK - CLASSROOM,1518,W,102,St,,,
19,29,KELLER REGIONAL GIFTED CTR-GYM,3020,W,108,St,,,
19,30,MT GREENWOOD E LUT CH - HALL,10901,S,Trumbull,Av,,,
19,31,MORGAN BAPTIS CHURCH- DINING HAL,11024,S,Bell,Av,,,
19,32,KENNEDY PARK- NORTH ROOM,11320,S,Western,Av,,,
19,33,MT GREENWOOD ELEMENTARY - GYM,10841,S,Homan,Av,,,
19,34,DONNELLAN FUNERAL HOME- CHAPEL,10525,S,Western,Av,,,
19,35,ORIGINAL PANCAKE HOUSE - BACK DI,10437,S,Western,Av,,,
19,36,BETHANY UNION CHURCH-HALL,1750,W,103,St,,,
19,37,BARNARD SCHOOL- AUDITORIUM,10354,S,Charles,St,,,
19,38,BETHANY UNION CHURCH-HALL,1750,W,103,St,,,
19,39,CROSSWINDS CHURCH - GYM,10835,S,Pulaski,Rd,,,
19,40,MORGAN BAPTIS CHURCH- DINING HAL,11024,S,Bell,Av,,,
19,41,PARKWOOD BAPTIST CH - 1st FL,11355,S,Central,Park,Av,,
19,42,BEACON THERAPEUTIC SCH-MULTI PUR,10650,S,Longwood,Dr,,,
19,43,22nd DISTRICT POLICE STATION-COM,1900,W,Monterey,Av,,,
19,44,MT GREENWOOD ELEMENTARY - GYM,10841,S,Homan,Av,,,
19,45,ST JOHN FISHER CHURCH-FOYER,10235,S,Fairfield,Av,,,
19,46,CHGO FRIENDS MEETING CH-MTNG RM,10749,S,Artesian,Av,,,
19,47,BEVERLY WOODS RESTAURANT CARAVAN,11532,S,Western,Av,,,
19,48,ESMOND SCHOOL-GYMNASIUM,1865,W,Montvale,Av,,,
19,49,BEVERLY WOODS RESTAURANT CARAVAN,11532,S,Western,Av,,,
19,50,22nd DISTRICT POLICE STATION-COM,1900,W,Monterey,Av,,,
19,51,MT GREENWOOD PARK-CLASS RM,3721,W,111,St,,,
19,52,KELLER REGIONAL GIFTED CTR-GYM,3020,W,108,St,,,
19,53,BEVERLY BANK AND TRUSTCOMPANY -,10258,S,Western,Av,,,
19,54,MOUNT GREENWOOD LIBRARY - AUDITO,11010,S,Kedzie,Av,,,
19,55,MOUNT GREENWOOD LIBRARY - AUDITO,11010,S,Kedzie,Av,,,
19,56,BETHLEHEM EVAN LUTH - CHURCH HAL,9401,S,Oakley,Av,,,
19,57,RIDGE PARK - WEST ROOM,9625,S,Longwood,Dr,,,
19,58,CROSSWINDS CHURCH - GYM,10835,S,Pulaski,Rd,,,
19,59,MC KIERNAN PARK- FIELD HOUSE,10714,S,Sawyer,Av,,,
19,60,BARNARD SCHOOL- AUDITORIUM,10354,S,Charles,St,,,
19,61,MUNROE PARK - FIELD HOUSE,2617,W,105,St,,,
19,62,ST CAJETAN SCHOOL - GYM,2447,W,112th,St,,,
19,63,BELL HAVEN NURSING HOME-DINING R,11401,S,Oakley,Av,,,
20,1,LANGLEY AVE CHURCH - LOWER CHAPE,710,E,62nd,St,,,
20,2,BESSIE COLEMAN BRANCH - AUDITORI,731,E,63rd,St,,,
20,3,LANGLEY AVE CHURCH - LOWER CHAPE,710,E,62nd,St,,,
20,4,ST MICHAEL CHURCH - GYM,1936,W,48th,St,,,
20,5,BESSIE COLEMAN BRANCH - AUDITORI,731,E,63rd,St,,,
20,6,SEXTON SCHOOL - ROOM 118,6020,S,Langley,Av,,,
20,7,FOSTER DULLES SCHOOL - GYM,6311,S,Calumet,Av,,,
20,8,HOLY CROSS / IHM CONVENT - CLASS,4541,S,Wood,St,,,
20,9,KENNETH CAMPBELL APTS - DININD /,6360,S,Minerva,St,,,
20,10,FIRE STATION - BAY AREA,432,E,Marquette,Rd,,,
20,11,CHURCH OF THE GOOD SHEP - CLASSR,225,E,57th,St,,,
20,12,CHICAGO FIRE STATION - TV AREA,21,W,59th,St,,,
20,13,ROBERT LAWRENCE SENIOR HS - DINI,655,W,65th,St,,,
20,14,MIDWAY PLAISANCE SENIOR APT - S,731,E,60th,St,,,
20,15,CESAR CHARAZ SCHOOL - MULTIPURPO,4747,S,Marshfield,Av,,,
20,16,TRINITY OAKS SENIOR HOUSING - CO,6225,S,Drexel,Av,,,
20,17,ROSS SCHOOL ANNEX - GYM,30,E,61st,St,,,
20,18,EMMETT TILL SCHOOL - AUDITORIUM,6543,S,Champlain,Av,,,
20,19,CHICAGO EMBASSY CHURCH - LOBBY,5848,S,Princeton,Av,,,
20,20,KERSHAW SCHOOL - GYM,6450,S,Lowe,Av,,,
20,21,ST MICHAEL CHURCH - GYM,1936,W,48th,St,,,
20,22,KENNETH CAMPBELL APTS - DININD /,6360,S,Minerva,St,,,
20,23,ST EDMUNDS VILLAGE - COMM TRAINI,6253,S,Michigan,Av,,,
20,24,THE CHRISTWAY MB CHURCH - MULTIP,1210,E,62nd,St,,,
20,25,ST BENEDICT CHURCH - KING RM,6550,S,Harvard,Av,,,
20,26,THE CHRISTWAY MB CHURCH - MULTIP,1210,E,62nd,St,,,
20,27,WASHINGTON PARK - NORTH GYM COMM,5531,S,Ml,King,Dr,,
20,28,NEW BEGINNINGS CHURCH OF CHICAGO,6620,S,M,L,King,Jr,Dr
20,29,WADSWORTH SCHOOL - AUDITORIUM,6420,S,University,Av,,,
20,30,BROWNELL SCHOOL - LIBRARAY,6741,S,Michigan,Av,,,
20,31,GOOD SHEPHERD TOWER - COMM RM,55,E,Garfield,Bv,,,
20,32,HARRIET HARRIS PARK - GYM - ADUI,6200,S,Drexel,Av,,,
20,33,CARTER SCHOOL - CORRIDOR,5740,S,Michigan,Av,,,
20,34,THE CHRISTWAY MB CHURCH - MULTIP,1210,E,62nd,St,,,
20,35,NEW BEGINNINGS CHURCH OF CHICAGO,6620,S,M,L,King,Jr,Dr
20,36,BESSIE COLEMAN BRANCH - AUDITORI,731,E,63rd,St,,,
20,37,WASHINGTON SCENE APTS - COMM RM,6001,S,Vernon,Av,,,
20,38,SOUTH SIDE YMCA - LOBBY,6330,S,Stony,Island,Av,,
20,39,ENGLEWOOD HIGH - FOYER,6201,S,Stewart,Av,,,
20,40,WEST HAVEN HOMES - COMM RM,850,W,Garfield,Bv,,,
20,41,HAMLINE SCHOOL - ART RM,4747,S,Bishop,Av,,,
20,42,SHERWOOD PARK-CLUB RM #1,5701,S,Shields,Av,,,
20,43,PICKEN MEMORIAL TEMPLE - CLASSRO,5659,S,Union,Av,,,
20,44,VIVIAN CARTER APTS - DINING RM,6401,S,Yale,Av,,,
20,45,SHERMAN SCHOOL-GYMNASIUM,1000,W,52,St,,,
21,1,ST MARGARET OF SCOTLAND CH-GYM,9833,S,Throop,St,,,
21,2,SIMEON CAREER ACDMY-LUNCHROOM,8147,S,Vincennes,Av,,,
21,3,CHRISTIAN YOUTH M B CH-HALL,8801,S,Hermitage,Av,,,
21,4,WESTCOTT SCHOOL-GYM,409,W,80,St,,,
21,5,KIPLING SCHOOL-GYMNASIUM,9351,S,Lowe,Av,,,
21,6,RESTORATION M B CH-FOYER,8758,S,Peoria,St,,,
21,7,STRATFORD CHRISTIAN CTR-HALL,9152,S,Ashland,Av,,,
21,8,BRAINERD SENIOR CTR-DINING RM,8915,S,Loomis,Av,,,
21,9,BRAINERD PARK-ART/CRAFTS RM,1246,W,92,St,,,
21,10,FORT DEARBORN-AUDITORIUM,9025,S,Throop,Av,,,
21,11,RYDER SCHOOL-GYM,8716,S,Wallace,Av,,,
21,12,RYDER SCHOOL-GYM,8716,S,Wallace,Av,,,
21,13,MORGAN SCHOOL-LOBBY,8407,S,Kerfoot,Av,,,
21,14,SHILOAH BAPT CHURCH-HALL,9211,S,Justine,St,,,
21,15,ARK OF LOVE APOSTOLIC CH OF GOD-,1655,W,79,St,,,
21,16,CALUMET HGH SCHOOL-1st FL HALLWA,8131,S,May,St,,,
21,17,TRAVELING ZION P B CH-DINING RM,8444,S,Racine,Av,,,
21,18,THIRD BAPT CH-V I P MEETING RM,1500,W,95,St,,,
21,19,BRAINERD PARK-ART/CRAFTS RM,1246,W,92,St,,,
21,20,JULIAN HIGH SCHOOL-LOBBY,10330,S,Elizabeth,St,,,
21,21,ST MARGARET OF SCOTLAND CH-GYM,9833,S,Throop,St,,,
21,22,ST MARGARET OF SCOTLAND CH-GYM,9833,S,Throop,St,,,
21,23,ST THADDEUS CHURCH-HALL,9550,S,Harvard,Av,,,
21,24,KIPLING SCHOOL-GYMNASIUM,9351,S,Lowe,Av,,,
21,25,ST THADDEUS CHURCH-HALL,9550,S,Harvard,Av,,,
21,26,COOK SCHOOL-GYMNASIUM,8150,S,Bishop,St,,,
21,27,EVERS SCHOOL-GYMNASIUM,9811,S,Lowe,Av,,,
21,28,NEW COVENANT COPTIC TMPL-SANCTUA,9306,S,Halsted,St,,,
21,29,NEW TRUE LOVE MISSIONARY BAPT CH,7811,S,Wood,St,,,
21,30,TRAVELING ZION P B CH-DINING RM,8444,S,Racine,Av,,,
21,31,EUCLID PARK-GAME ROOM,9800,S,Parnell,Av,,,
21,32,COOK SCHOOL-GYMNASIUM,8150,S,Bishop,St,,,
21,33,ST MARGARET OF SCOTLAND CH-GYM,9833,S,Throop,St,,,
21,34,FAITH EVANGELICAL CH-HALL,8300,S,Sangamon,St,,,
21,35,FOSTER PARK-GYMNASIUM,1440,W,84,St,,,
21,36,TRINITY UNTD CHURCH BAPT-SANCTUA,8048,S,Ashland,Av,,,
21,37,MORGAN SCHOOL-LOBBY,8407,S,Kerfoot,Av,,,
21,38,GREATER MT VERNON BAPT CH-FELLOW,8700,S,Laflin,Av,,,
21,39,TRAVELING ZION P B CH-DINING RM,8444,S,Racine,Av,,,
21,40,WACKER SCHOOL-GYM,9746,S,Morgan,Av,,,
21,41,FAITH EVANGELICAL CH-HALL,8300,S,Sangamon,St,,,
21,42,ROBICHAUX PARK-ARTS & CRAFTS RM,9247,S,Eggleston,Av,,,
21,43,DREW SCHOOL-GYMNASIUM,9300,S,Princeton,Av,,,
21,44,FORT DEARBORN-AUDITORIUM,9025,S,Throop,Av,,,
21,45,OAKDALE PARK-GAME & CLUB RM,965,W,95,St,,,
21,46,RESURRECTION LUTH CH-GYM,9349,S,Wentworth,Av,,,
21,47,EVERS SCHOOL-GYMNASIUM,9811,S,Lowe,Av,,,
21,48,DREW SCHOOL-GYMNASIUM,9300,S,Princeton,Av,,,
21,49,WENDELL GREEN SCH-GYM,1150,W,96,St,,,
21,50,SOUTHPOINT NURSING & REHAB CTR-P,1010,W,95,St,,,
21,51,BRAINERD PARK-ART/CRAFTS RM,1246,W,92,St,,,
21,52,NEW PISGAH HAVEN HMS-CMTY RM,8005,S,Racine,Av,,,
21,53,RYDER SCHOOL-GYM,8716,S,Wallace,Av,,,
21,54,WACKER SCHOOL-GYM,9746,S,Morgan,Av,,,
21,55,RESURRECTION LUTH CH-GYM,9349,S,Wentworth,Av,,,
21,56,LENAS BEAUTY COLLEGE-SALON,1140,W,87,St,,,
21,57,COOK SCHOOL-GYMNASIUM,8150,S,Bishop,St,,,
21,58,FOSTER PARK-GYMNASIUM,1440,W,84,St,,,
21,59,ROBICHAUX PARK-ARTS & CRAFTS RM,9247,S,Eggleston,Av,,,
21,60,BRAINERD PARK-ART/CRAFTS RM,1246,W,92,St,,,
