WARD,PRECINCT,LOCATION,ADD_NUM,STREET_DIR,STREET_NAME_1,STREET_NAME_2,STREET_NAME_3,STREET_NAME_4,STREET_NAME_5
7,22,JEFFERY MANOR LIBRARY-AUDITORIUM,2401,E,100,St,,,
7,23,SOUTH SHORE LIBRARY - AUDITORIUM,2505,E,73,St,,,
7,24,BRADLEY PARK - ACTIVITY RM,9729,S,Yates,Bv,,,
7,25,CHURCH OF THE LIVING GOD - MEETI,2159,E,95,St,,,
7,26,COLES SCHOOL - GYM,8440,S,Phillips,Av,,,
7,27,GOSPEL WAY CONVENANT CHURCH - HA,8152,S,Saginaw,Av,,,
7,28,WINDSOR PARK LUTHERAN CHURCH -,7600,S,Saginaw,Av,,,
7,29,CHRIST BIBLE CHURCH - MULTI PURP,7877,S,Coles,Av,,,
7,30,BUCKINGHAM SCHOOL - MULTI-PURPOS,9207,S,Phillips,Av,,,
7,31,BUCKINGHAM SCHOOL - MULTI-PURPOS,9207,S,Phillips,Av,,,
7,32,RUSSELL SQUARE PARK - PRE SCHOOL,3045,E,83,St,,,
7,33,BUCKINGHAM SCHOOL - MULTI-PURPOS,9207,S,Phillips,Av,,,
7,34,RUSSELL SQUARE PARK - PRE SCHOOL,3045,E,83,St,,,
7,35,BLACK SCHOOL- FOYER / LUNCHROOM,7133,S,Coles,Av,,,
7,36,BURNHAM SCHOOL - LUNCHROOM,1903,E,96,St,,,
7,37,ROBERT LAWRENCE SCHOOL - GYM,9928,S,Crandon,Av,,,
7,38,OUR LADY GATE OF HEAVEN CHURCH -,2330,E,99,St,,,
7,39,HOYNE SCHOOL - MULT PURPOSE RM,8905,S,Crandon,Av,,,
7,40,BLACK SCHOOL- FOYER / LUNCHROOM,7133,S,Coles,Av,,,
7,41,TRINTY HOSPITAL - PRIVATE DININ,2320,E,93,St,,,
7,42,GOSPEL WAY CONVENANT CHURCH - HA,8152,S,Saginaw,Av,,,
7,43,ROBERT LAWRENCE SCHOOL - GYM,9928,S,Crandon,Av,,,
7,44,COLES SUPPORTIVE LIVING CTR - DI,7419,S,Exchange,Av,,,
7,45,LAKE TERRACE CONDO ASSOC - LOBBY,7337,S,South,Shore,Dr,,
7,46,MAHALIA JACKSON APTS - DINING R,9177,S,South,Chicago,Av,,
7,47,CYC REBECCA CROWN CMTY CTR - G,7601,S,Phillips,Av,,,
7,48,BURNHAM ANTHONY ACADEMY - GYM,9800,S,Torrence,Av,,,
7,49,NEW NAZARETH M B CHURCH-USHERS R,7933,S,Yates,Bv,,,
8,1,MC DOWELL SCHOOL - CORRIDOR,1419,E,89,St,,,
8,2,FAITH TABERNACLE CHURCH - FELLOW,8201,S,Stony,Island,Av,,
8,3,VERNON PARK CHURCH-FELLOWSHIP HA,9011,S,Stony,Island,Av,,
8,4,CHICAGO VOCATIONAL CAREER ACADEM,2100,E,87,St,,,
8,5,BLACK SCHOOL - GYM - CAFE,9101,S,Euclid,Av,,,
8,6,AVALON PARK CMTY CHURCH - A&B R,1421,E,81st,St,,,
8,7,CALVARY BAPTIST CHURCH - CH HALL,2309,E,80,St,,,
8,8,VERNON PARK CHURCH-FELLOWSHIP HA,9011,S,Stony,Island,Av,,
8,9,VERNON PARK CHURCH-FELLOWSHIP HA,9011,S,Stony,Island,Av,,
8,10,AVALON PARK - MEETING RM,1215,E,83,St,,,
8,11,HAVEN TOWERS - CMTY RM,7947,S,South,Chicago,Av,,
8,12,ST AILBE CHURCH - HARPER HALL,9047,S,Harper,Av,,,
8,13,HAVEN OF REST MB CHURCH - CHOIR,7925,S,South,Chicago,Av,,
8,14,SOUTH CENTRAL COMM CTR - GYM,1021,E,83,St,,,
8,15,CALVARY BAPTIST CHURCH - BANQUET,8247,S,Jeffery,Bv,,,
8,16,AVALON PARK - MEETING RM,1215,E,83,St,,,
8,17,GRAND CROSSING PK - GYM,7655,S,Ingleside,Av,,,
8,18,RESIDENCE - NEDRA DE SAVIEU - BA,8029,S,Drexel,Av,,,
8,19,JESSE OWENS PARK - CLUB RM #2,8800,S,Clyde,Av,,,
8,20,SOUTH SHORE HIGH SCHOOL - AUDITO,7627,S,Constance,Av,,,
8,21,HORACE MANN SCHOOL - AUDITORIUM,8050,S,Chappel,Av,,,
8,22,CHGO DEPARTMENT ON AGING - AUDIT,1767,E,79,St,,,
8,23,OUR LADY OF PEACE CATHOLIC CH-HA,2010,E,79,St,,,
8,24,ST THOMAS LUTHERAN CHURCH - FELL,8008,S,Jeffery,Bv,,,
8,25,CHICAGO VOCATIONAL CAREER ACADEM,2100,E,87,St,,,
8,26,CHGO DEPARTMENT ON AGING - AUDIT,1767,E,79,St,,,
8,27,WARREN SCHOOL - CAFE / GYM,9239,S,Jeffery,Bv,,,
8,28,OUR LADY OF PEACE CATHOLIC CH-HA,2010,E,79,St,,,
8,29,AVALON PARK CMTY CHURCH - A&B R,1421,E,81st,St,,,
8,30,ST FELICITAS CHURCH - BLUE RM,1512,E,84th,St,,,
8,31,SCR TRANSPORTATION - TRAILER,8801,S,Greenwood,Av,,,
8,32,LONDON TOWNE HOUSE - CMTY RM,901,E,100,Pl,,,
8,33,ST AILBE FAITH APTS - MULTI PURP,1244,E,93,St,,,
8,34,SCHMID SCHOOL - CORRIDOR,9755,S,Greenwood,Av,,,
8,35,MC DOWELL SCHOOL - CORRIDOR,1419,E,89,St,,,
8,36,HORACE MANN SCHOOL - AUDITORIUM,8050,S,Chappel,Av,,,
8,37,FIRE STATION - BAY AREA,817,E,91,St,,,
8,38,HAROLD WASHINGTON SCHOOL - FOYER,9130,S,University,Av,,,
8,39,LONDON TOWNE HOUSE - CMTY RM,901,E,100,Pl,,,
8,40,SOUTH CENTRAL COMM CTR - GYM,1021,E,83,St,,,
8,41,ARTHUR ROBERT ASHE JR SCHOOL - G,8505,S,Ingleside,Av,,,
8,42,GREATER MT PLEASANT MB CHURCH -,2100,E,83,St,,,
8,43,RESIDENCE - NEDRA DE SAVIEU - BA,8029,S,Drexel,Av,,,
8,44,WARREN SCHOOL - CAFE / GYM,9239,S,Jeffery,Bv,,,
8,45,MARYLAND AVE BAPTIST CHURCH- AUD,8058,S,Maryland,Av,,,
8,46,COLES SCHOOL - GYM,8440,S,Phillips,Av,,,
8,47,EDDIES FOODS - STORE FRONT,9809,S,Cottage,Av,,,
8,48,AVALON PARK SCHOOL - GYM,8045,S,Kenwood,Av,,,
8,49,SOUTH LAWN UNITED METH CHURCH -,8605,S,Cregier,Av,,,
8,50,SOUTH LAWN UNITED METH CHURCH -,8605,S,Cregier,Av,,,
8,51,CALDWELL SCHOOL - GYM,8546,S,Cregier,Av,,,
8,52,CALDWELL SCHOOL - GYM,8546,S,Cregier,Av,,,
8,53,ST FELICITAS CHURCH - BLUE RM,1512,E,84th,St,,,
8,54,AVALON PARK - MEETING RM,1215,E,83,St,,,
8,55,MARYLAND AVE BAPTIST CHURCH- AUD,8058,S,Maryland,Av,,,
8,56,AVALON PARK SCHOOL - GYM,8045,S,Kenwood,Av,,,
8,57,WOODHULL PARK - FIELD HOUSE,7340,S,East,End,Av,,
8,58,ST AILBE CHURCH - HARPER HALL,9047,S,Harper,Av,,,
8,59,ST JOHN GRAND LODGE - MTG RM,7443,S,Ingleside,Av,,,
8,60,SOUTH SHORE BIBLE BAPT CH - FELL,7159,S,Cornell,Av,,,
8,61,ST STEPHENS LUTHERAN CH - FELLOW,8500,S,Maryland,Av,,,
8,62,SCHMID SCHOOL - CORRIDOR,9755,S,Greenwood,Av,,,
8,63,CALVARY BAPTIST CHURCH - CH HALL,2309,E,80,St,,,
8,64,HAROLD WASHINGTON SCHOOL - FOYER,9130,S,University,Av,,,
9,1,PULLMAN PRESBYTERIAN CH-BSMT HAL,550,E,103,St,,,
9,2,ROSEHAVEN MANOR-LOUNGE AREA,10220,S,Michigan,Av,,,
9,3,ALDRIDGE SCHOOL-GYM,630,E,131,St,,,
9,4,JESSE OWENS SCHOOL-FOYER,12450,S,State,St,,,
9,5,VICTORY CENTRE/ROSELAND-COMMUNIT,10450,S,Michigan,Av,,,
9,6,BROWN ACADEMY-GYM,12607,S,Union,Av,,,
9,7,KIDS OFF THE BLOCK-COMPUTER RM,11627,S,Michigan,Av,,,
9,8,CORLISS HIGH SCH-FOYER S W/BUILI,821,E,103,St,,,
9,9,CULLEN SCHOOL-GYM,10650,S,Eberhart,Av,,,
9,10,PRAYER OF FAITH INTL MINISTRIES-,144,W,103,St,,,
9,11,GREATER CANAAN M B CH-HALL,35,W,119,St,,,
9,12,SMITH PARK-RECREATION RM,9912,S,Princeton,Av,,,
9,13,ST JOHN DE LASALLE CH-LOWER LEVE,10206,S,Vernon,Av,,,
9,14,BENNETT SCHOOL-GYMNASIUM,10115,S,Prairie,Av,,,
9,15,DUBOIS SCHOOL-GYM,330,E,133,St,,,
9,16,GOMPERS SCHOOL-GYMNASIUM,12302,S,State,St,,,
9,17,BREAD OF LIFE C O G I C-ENTRANCE,10237,S,State,St,,,
9,18,GREATER CANAAN M B CH-HALL,35,W,119,St,,,
9,19,BROWN ACADEMY-GYM,12607,S,Union,Av,,,
9,20,SMITH PARK-RECREATION RM,9912,S,Princeton,Av,,,
9,21,FERWOOD UNTD METH CH-MARCUS GARV,10057,S,Wallace,Av,,,
9,22,CULLEN SCHOOL-GYM,10650,S,Eberhart,Av,,,
9,23,NEW PASADENA M B CHURCH-HALL,11300,S,Indiana,Av,,,
9,24,ALDRIDGE SCHOOL-GYM,630,E,131,St,,,
9,25,HISTORIC PULLMAN FNDTN-VISITORS,11141,S,Cottage,Grove,Av,,
9,26,DUBOIS SCHOOL-GYM,330,E,133,St,,,
9,27,LOVING SPIRIT M B CH-FELLOWSHIP,424,W,103,St,,,
9,28,CITY WARD YARD-BREAK ROOM,11615,S,Indiana,Av,,,
9,29,VICTORY CENTRE/ROSELAND-COMMUNIT,10450,S,Michigan,Av,,,
9,30,DAMASCUS BAPTIST CH-FELLOWSHIP H,10014,S,Michigan,Av,,,
9,31,GEORGE W CURTIS SCH-GYM,32,E,115,St,,,
9,32,GALILEE BAPTIST CHURCH-FOYER,10957,S,Michigan,Av,,,
9,33,ALDRIDGE SCHOOL-GYM,630,E,131,St,,,
9,34,NEIGHBORHOOD HSG SERV-OFFICE SPA,11001,S,Michigan,Av,,,
9,35,ST JOHN DE LASALLE CH-LOWER LEVE,10206,S,Vernon,Av,,,
9,36,GOOD TEMPLE M B CH-SANCTUARY,9314,S,Cottage,Grove,Av,,
9,37,HISTORIC PULLMAN FNDTN-VISITORS,11141,S,Cottage,Grove,Av,,
9,38,TRUE VINE/HOLINESS CH-FELLOWSHIP,400,E,111,St,,,
9,39,WEST PULLMAN PK-GYM,401,W,123,St,,,
9,40,CHURCH OF THE LIVING WATER-SANCT,10701,S,Vernon,Av,,,
9,41,JESSE OWENS SCHOOL-FOYER,12450,S,State,St,,,
9,42,CORLISS HIGH SCH-FOYER S W/BUILI,821,E,103,St,,,
9,43,PALMER PARK-MULT-PURPOSE BLDG,201,E,111,St,,,
9,44,CHGO FIRE STATION-BAY AREA,11958,S,State,St,,,
9,45,GOMPERS SCHOOL-GYMNASIUM,12302,S,State,St,,,
9,46,NEW DAY MINISTRIES INTRNTNL-HALL,11300,S,M,L,King,Jr,Dr
9,47,BURNSIDE SCHOOL-GYMNASIUM,650,E,91,Pl,,,
10,1,VILLLA GUADALUPE SENIOR SERVICES,3201,E,91,St,,,
10,2,SAINT COLUMBA CATHOLIC CHURCH -,13323,S,Green,Bay,Ave,,
10,3,SOUTH EAST SPORTSMEN CLUB - MEET,13139,S,Avenue,M,St,,
10,4,SOUTH CHICAGO NEIGHBORHOOD HSE-,8458,S,Mackinaw,Av,,,
10,5,SAINT COLUMBA CATHOLIC CHURCH -,13323,S,Green,Bay,Ave,,
10,6,TRUMBALL PARK - GYM,2400,E,105,St,,,
10,7,SACRED HEART SCHOOL - LUNCH RM,2926,E,96,St,,,
10,8,CLAY SCHOOL - AUDITORIUM,13231,S,Burley,Ave,,,
10,9,GRISSOM SCHOOL - GYM,12810,S,Escanaba,Av,,,
10,10,ST SIMEON CHURCH - SMALL HALL,3737,E,114,St,,,
10,11,ADDAMS SCHOOL - GYM,10810,S,Avenue,H,St,,
10,12,ROWAN PARK - MULTI PURPOSE RM,11546,S,Avenue,L,St,,
10,13,VETS MEMORIAL PARK - FIELD HOUSE,2820,E,98,St,,,
10,14,ADDAMS SCHOOL - GYM,10810,S,Avenue,H,St,,
10,15,CLAY SCHOOL - AUDITORIUM,13231,S,Burley,Ave,,,
10,16,MANN PARK - GYM,2949,E,131,St,,,
10,17,MANN PARK - GYM,2949,E,131,St,,,
10,18,THORP SCHOOL - AUDITORIUM GYM 8,914,S,Buffalo,Av,,,
10,19,TRINITY COUNCIL KNIGHTS OF COLUM,11207,S,Ewing,Ave,,,
10,20,ADDAMS SCHOOL - GYM,10810,S,Avenue,H,St,,
10,21,SOUTH EAST SPORTSMEN CLUB - MEET,13139,S,Avenue,M,St,,
10,22,NINOS HEROS SCHOOL - GYM,8344,S,Commercial,Av,,,
10,23,CALUMET PARK - GIRLS GYM,9801,S,Avenue,G,St,,
10,24,GRISSOM SCHOOL - GYM,12810,S,Escanaba,Av,,,
10,25,SOUTH CHICAGO YMCA HOUSING - BO,3039,E,91,St,,,
10,26,ST FRANCIS DE SALES CHURCH - HA,10209,S,Ewing,Av,,,
10,27,TRINITY COUNCIL KNIGHTS OF COLUM,11207,S,Ewing,Ave,,,
10,28,TRUMBALL PARK - GYM,2400,E,105,St,,,
10,29,TRUMBALL PARK - GYM,2400,E,105,St,,,
10,30,NINOS HEROS SCHOOL - GYM,8344,S,Commercial,Av,,,
10,31,ADDAMS SCHOOL - GYM,10810,S,Avenue,H,St,,
10,32,CROW BAR INC - HALL,4001,E,106,St,,,
10,33,GALLISTEL SCHOOL - GYM,10347,S,Ewing,Av,,,
10,34,ST FRANCIS DE SALES CHURCH - HA,10209,S,Ewing,Av,,,
10,35,SOKOL CLUB - HALL,10756,S,Greenbay,Av,,,
10,36,CHGO FIRE STATION - BAY AREA,10458,S,Hoxie,Av,,,
10,37,THORP SCHOOL - AUDITORIUM GYM 8,914,S,Buffalo,Av,,,
10,38,CROW BAR INC - HALL,4001,E,106,St,,,
10,39,SOKOL CLUB - HALL,10756,S,Greenbay,Av,,,
10,40,ORVILLE BRIGHT SCHOOL- AUDITORIU,10740,S,Calhoun,Av,,,
10,41,ST SIMEON CHURCH - SMALL HALL,3737,E,114,St,,,
10,42,GRISSOM SCHOOL - GYM,12810,S,Escanaba,Av,,,
10,43,ARNOLD MIRELES ACADEMY - GYM,9000,S,Exchange,Ave,,,
10,44,CALUMET PARK - GIRLS GYM,9801,S,Avenue,G,St,,
10,45,SACRED HEART SCHOOL - LUNCH RM,2926,E,96,St,,,
10,46,ROWAN PARK - MULTI PURPOSE RM,11546,S,Avenue,L,St,,
11,1,CHICAGO FIRE STATION-BAY AREA,2528,S,Throop,St,,,
11,2,ST ANDREW LUTHERAN SCH - FELLOWS,3659,S,Honore,St,,,
11,3,EVERETT SCHOOL- MULTI PURPOSE RM,3419,S,Bell,Av,,,
11,4,MCGUANE PARK - MEETING RM,2901,S,Poplar,Av,,,
11,5,ARMOUR BRANCH SCHOOL - MULTI PUR,911,W,32,Pl,,,
11,6,ST ANDREW LUTHERAN SCH - FELLOWS,3659,S,Honore,St,,,
11,7,BENTON HOUSE - CLUB RM,3034,S,Gratten,Av,,,
11,8,BOSLEY PLAYGROUND PARK - CLASSRO,3044,S,Bonfield,St,,,
11,9,BOILER MAKERS UNION LOCAL 1 - CL,2941,S,Archer,Av,,,
11,10,HOYNE PARK - FIELD HOUSE,3417,S,Hamilton,Av,,,
11,11,WILSON COMMUNITY CENTER - GYM,3225,S,Racine,Av,,,
11,12,ST GABRIEL SCHOOL - PARISH HALL,4500,S,Wallace,St,,,
11,13,SHERIDAN SCHOOL - BASEMENT HALLW,533,W,27,St,,,
11,14,SANTA LUCIA - MEETING RM,3022,S,Wells,St,,,
11,15,GRAHAM SCHOOL ANNEX - GYM,745,W,45th,St,,,
11,16,DALEY LIBRARY - AUDITORIUM,3400,S,Halsted,St,,,
11,17,ST MAURICE CHURCH - PARISH HALL,3619,S,Hoyne,Av,,,
11,18,MCKINLEY PARK BRANCH,1915,W,35,St,,,
11,19,WILSON PARK - FIELD HOUSE,1122,W,34,Pl,,,
11,20,HAMBURG ATHLETIC ASSOCIATION-GYM,3523,S,Emerald,Av,,,
11,21,FIRE STATION-BAY AREA,3509,S,Lowe,Av,,,
11,22,MC CLELLAN SCHOOL - ACTIVITY RM,3527,S,Wallace,Av,,,
11,23,FIRST BASE- BACK ROOM,3201,S,Normal,Av,,,
11,24,NATIVITY OF OUR LORD - GYM,653,W,37,St,,,
11,25,DONOVAN PARK - FIELD HOUSE,3620,S,Lituanica,Av,,,
11,26,THE TRUTH THAT SETS YOU FREE PE,3334,S,Paulina,St,,,
11,27,SHIELD SENIOR APARMENTS - REC R,344,W,28,Pl,,,
11,28,TILDEN COMMUNITY ACADEMY-LOBBY,4747,S,Union,Av,,,
11,29,OUR LADY OF GOOD COUNSEL - PARIS,3528,S,Hermitage,Av,,,
11,30,ST PETER AND PAUL CHURCH - CH HA,3745,S,Paulina,St,,,
11,31,ARMOUR SQUARE PARK- LOBBY,3309,S,Shields,Av,,,
11,32,ST GABRIEL SCHOOL - PARISH HALL,4500,S,Wallace,St,,,
11,33,ST ANGELO MUXARD - HALL,2807,S,Lowe,Av,,,
11,34,ARMOUR SQUARE APTS- REC RM,3146,S,Wentworth,Av,,,
11,35,TAYLOR LAURIDSEN PARK - CLUB RM,704,W,42,St,,,
11,36,RICOBENES- PARTY RM,252,W,26,St,,,
11,37,MC CLELLAN SCHOOL - ACTIVITY RM,3527,S,Wallace,Av,,,
11,38,VALENTINE BOYS & GIRLS CLUB - AU,3400,S,Emerald,Av,,,
11,39,ARMOUR SQUARE PARK- LOBBY,3309,S,Shields,Av,,,
11,40,VALENTINE BOYS & GIRLS CLUB - AU,3400,S,Emerald,Av,,,
11,41,FIRST TRINITY CMTY CENTER - CLAS,643,W,31st,St,,,
11,42,BRIDGEPORT FAMILY CHIROPRACTIC-B,551,W,31,St,,,
11,43,HEALY SCHOOL - GYM,3010,S,Parnell,Av,,,
11,44,WILSON PARK - FIELD HOUSE,1122,W,34,Pl,,,
11,45,HEALY SCHOOL - GYM,3010,S,Parnell,Av,,,
11,46,ARMOUR SQUARE ANNEX-DINING RM,3250,S,Wentworth,Av,,,
11,47,SENIOR SUITES OF BRIDGEPORT - CM,2825,S,Halsted,St,,,
11,48,ST GABRIEL SCHOOL - PARISH HALL,4500,S,Wallace,St,,,
11,49,GRAHAM SCHOOL ANNEX - GYM,745,W,45th,St,,,
11,50,SAINT JOSEPH MENS CLUB-BACK HALL,2724,S,Union,Av,,,
12,1,SPRY SCHOOL - HALLWAY,2400,S,Marshfield,Blvd,,,
12,2,BURROUGHS SCHOOL - CLASSROOM 001,3542,S,Washtenaw,Av,,,
12,3,NATIONAL GRD OF LITH IN EXILE-HA,2417,W,43,St,,,
12,4,IMMACULATE CONCEPTION CHURCH - P,4400,S,Fairfield,Av,,,
12,5,SHIELDS ELEMENTARY - SOCIAL RM,4250,S,Rockwell,St,,,
12,6,LIFE STORAGE - SALES FRONT,3245,W,30,St,,,
12,7,HAMMOND SCHOOL - AUDITORIUM,2819,W,21,Pl,,,
12,8,EVERETT SCHOOL- MULTI PURPOSE RM,3419,S,Bell,Av,,,
12,9,DAVIS SQUARE PARK - PRE SCHOOL,4430,S,Marshfield,Av,,,
12,10,IMMACULATE CONCEPTION CHURCH - P,4400,S,Fairfield,Av,,,
12,11,CALMELA ACADEMY - GYM,3456,W,38,St,,,
12,12,DAVIS SCHOOL ANNEX - RM 122,3050,W,39,Pl,,,
12,13,CHICAGO WARD YARD-MEETING ROOM,3559,S,Maplewood,Av,,,
12,14,NATIONAL GRD OF LITH IN EXILE-HA,2417,W,43,St,,,
12,15,LITTLE VILLAGE BRANCH - CMTY RM,2311,S,Kedzie,Av,,,
12,16,DAVIS SQUARE PARK - PRE SCHOOL,4430,S,Marshfield,Av,,,
12,17,SENIOR SUITES OF NEW CITY-DINING,4845,S,Western,Blvd,,,
12,18,WASHTENAW PARK - FIELD HOUSE,2521,S,Washtenaw,Av,,,
12,19,NATIONAL GRD OF LITH IN EXILE-HA,2417,W,43,St,,,
12,20,RESIDENCE - EMPTY RM,2543,W,45,St,,,
12,21,BALZEKAS CHRYSLER PLYMOUTH-EAST,4030,S,Archer,Av,,,
12,22,GENERAL WOODS BOYS/GIRLS CLB-HAL,2950,W,25,St,,,
12,23,GRACE COMMUNITY CH-CLASSROOM,4155,S,Rockwell,St,,,
12,24,BALZEKAS CHRYSLER PLYMOUTH-EAST,4030,S,Archer,Av,,,
13,1,ST SYMPHOROSA SHARP CENTER - GYM,5940,W,62,St,,,
13,2,RESIDENCE - BASEMENT,4025,W,77,Pl,,,
13,3,PECK SCHOOL- GYM,3826,W,58,St,,,
13,4,CLEARING BRANCH LIBRARY- AUDITOR,6423,W,63,Pl,,,
13,5,SU NUEVA LAUNDROMAT-DRYER AREA,4314,W,Marquette,Rd,,,
13,6,"SCOTTSDALE PARK - GYM, MULITPURP",4637,W,83,St,,,
13,7,PASTEUR PARK-FIELD HOUSE,4334,W,58,St,,,
13,8,ST SYMPHOROSA SHARP CENTER - GYM,5940,W,62,St,,,
13,9,ST MARY STAR OF THE SEA SCHOOL-,6424,S,Kenneth,Av,,,
13,10,ST BEDE THE VENERABLE - CHURCH H,4400,W,83,St,,,
13,11,STEVENSON SCHOOL-GYMNASIUM,8010,S,Kostner,Av,,,
13,12,CHRISTIAN FELLOWSHIP CHURCH - CL,4220,W,59,St,,,
13,13,FLEMING SCHOOL - MULTI PURPOSE R,4918,W,64,St,,,
13,14,CALAVARY LUTHERAN CH - LUTHER H,6149,S,Kenneth,Av,,,
13,15,HANCOCK HIGH SCHOOL - FOYER,4034,W,56,St,,,
13,16,GOOD SHEPHERD LUTH CH-HALL,4200,W,62,St,,,
13,17,MINUTEMADE PARK- MOBILE UNIT,5940,S,Central,Av,,,
13,18,TAQUERIA LOS COMALES # 12 - DINI,6035,S,Pulaski,Av,,,
13,19,QUEEN OF UNIVERSE SCHOOL-MOBILE,7130,S,Hamlin,Av,,,
13,20,CHICAGO FIRE DEP #88-BAY AREA,3637,W,59,St,,,
13,21,SCOTTSDALE LIBRARY - ACTIVITY RM,4101,W,79th,St,,,
13,22,CHASE BANK - HM OWNERSHIP CENTE,4730,W,79,St,,,
13,23,CALAVARY LUTHERAN CH - LUTHER H,6149,S,Kenneth,Av,,,
13,24,ST TURIBIUS CHURCH - FELICIAN HA,5646,S,Karlov,Av,,,
13,25,ST MARYS PARISH CENTER - GYM,4626,W,63,St,,,
13,26,CENTRO CRISTIANO MIDWAY CH - BAS,5830,W,63,St,,,
13,27,LAWLER PARK - ACTIVITY RM,5210,W,64th,St,,,
13,28,HARRIS BANK - MEETING RM BSMT,6400,S,Pulaski,Rd,,,
13,29,ST MARY STAR OF THE SEA SCHOOL-,6424,S,Kenneth,Av,,,
13,30,CONNOLLY VICTORT POST 3940 VFW,3745,W,63,St,,,
13,31,SAINT NICHOLAS OF TOLENTINE - FE,3741,W,62,St,,,
13,32,FORD CITY CONDO ASSN - REC RM,4300,W,Ford,City,Dr,,
13,33,WEST LAWN BRANCH LIBRARY - AUDIT,4020,W,63,St,,,
13,34,IGLESIA SANTA CRUZ - CHURCH HALL,6545,S,Springfield,Av,,,
13,35,RICHARD HENRY LEE SCHOOL - MULTI,6448,S,Tripp,Av,,,
13,36,ST MARYS PARISH CENTER - GYM,4626,W,63,St,,,
13,37,AUTUMN GREEN AT MIDWAY VILLAGE-,6700,S,Keating,Av,,,
13,38,ST BEDE THE VENERABLE - CHURCH H,4400,W,83,St,,,
13,39,WEST LAWN PARK- ACTIVITY RM,4233,W,65,St,,,
13,40,CHRISTIAN FELLOWSHIP CHURCH - CL,4220,W,59,St,,,
13,41,HURLEY SCHOOL- GYM,3849,W,69,Pl,,,
13,42,RAINEY PARK DISTRICT - ACTIVITY,4350,W,79th,St,,,
13,43,GRIMES SCHOOL- MULTI PURPOSE RM,5450,W,64,Pl,,,
13,44,RESIDENCE - BASEMENT,3858,W,68th,St,,,
13,45,RESURRECTION UNITED MET CH - CLA,5717,W,63,Pl,,,
13,46,LAWN LANE BOWL - MEETING RM,6750,S,Pulaski,Rd,,,
13,47,TRINITY BAPTIST CH-1st FLR FOYER,6715,S,Hamlin,Av,,,
14,1,LOS PEQUENOS ANGELITOS DAY CARE,3711,W,55,St,,,
14,2,CHGO FIRE STATION-BAY AREA,4034,W,47,St,,,
14,3,ST GALL - HALL,5501,S,Sawyer,Av,,,
14,4,MARANATHA ASSEMBLY OF GOD CH-ENT,3542,W,59,St,,,
14,5,ST GALL- HALL,5516,S,Kedzie,Av,,,
14,6,SAWYER SCHOOL - AUDITORIUM,5248,S,Sawyer,Av,,,
14,7,ST PANCRATIUS - SCHOOL HALL,2930,W,40th,Pl,,,
14,8,FIVE HOLY MARTYRS- PARISH HALL,4327,S,Richmond,St,,,
14,9,SANDOVAL SCHOOL - GYM,5534,S,St,Louis,Av,,
14,10,Car Outlet,4517,S,Archer,Av,,,
14,11,CHGO GHANAIAN SEVENTH DAY ADVENT,5258,S,Christiana,Av,,,
14,12,UNO CHARTER SCHOOL - GYM,2744,W,Pershing,Rd,,,
14,13,POLISH HIGHLANDERS-SMALL BANQUET,4808,S,Archer,Av,,,
14,14,NIGHTINGALE SCHOOL - GYM,5250,S,Rockwell,St,,,
14,15,PALETERIA EL SABOR DE MICHOACAN-,3320,W,55,St,,,
14,16,USW LOCAL 17 DECORATORS UNION -,4570,S,Archer,Av,,,
14,17,CHRISTOPHER SCHOOL - GYM,5042,S,Artesian,Av,,,
14,18,FIVE HOLY MARTYRS- PARISH HALL,4327,S,Richmond,St,,,
14,19,ST SIMON PARISH - GYM,5135,S,California,Av,,,
14,20,BACK/YARDS NEIGHBORHOOD COUNCIL,3256,W,47,St,,,
14,21,DELIAS BEAUTY SALON - FRONT,2812,W,55,St,,,
14,22,HARTS COIN LAUNDRY - DRYER RM,3100,W,40th,St,,,
14,23,BRIGHTON PARK BRANCH LIBRARY - M,4314,S,Archer,Av,,,
14,24,ST GALL - HALL,5501,S,Sawyer,Av,,,
14,25,LA FUENTE BANQUET HALL-BANQUET H,2514,W,51,St,,,
14,26,INTERNET CAFE - BACK AREA,5311,S,Kedzie,Av,,,
14,27,ST BRUNO SCHOOL - ST JOSEPH RM,4839,S,Harding,Av,,,
14,28,EDWARDS SCHOOL - GYM,4815,S,Karlov,Av,,,
14,29,BODY OF CHRIST MBC - DINING HALL,2410,W,53rd,St,,,
14,30,CLUB ANTOINETTE - BACK HALL,4559,S,Richmond,St,,,
14,31,CARNITAS DON RAFA RESTRNT-DINING,4617,S,Kedzie,Av,,,
14,32,5 ESTRELLAS RESTAURANT-BANQUET R,2908,W,59th,St,,,
15,1,LAWN TERRACE-COMMUNITY RM,3214,W,63,Pl,,,
15,2,HERMITAGE PARK - PLAYROOM,5839,S,Wood,St,,,
15,3,LINDBLOM PARK-MULTIPURPOSE RM,6054,S,Damen,Av,,,
15,4,LINDBLOM PARK-MULTIPURPOSE RM,6054,S,Damen,Av,,,
15,5,HARPER HIGH SCHOOL-HALLWAY,6520,S,Wood,St,,,
15,6,MARQUETTE SCHOOL-GYM,6550,S,Richmond,St,,,
15,7,NEW MT CALVARY MB CH-FELLOWSHIP,1850,W,Marquette,Rd,,,
15,8,NATIVITY B V M SCHOOL-GYM,6820,S,Washtenaw,Av,,,
15,9,NATIVITY B V M SCHOOL-GYM,6820,S,Washtenaw,Av,,,
