WARD,PRECINCT,LOCATION,ADD_NUM,STREET_DIR,STREET_NAME_1,STREET_NAME_2,STREET_NAME_3,STREET_NAME_4,STREET_TYPE
11,7,UIC Physical Education Bldg,901,W,Roosevelt,,,,Rd
11,8,Bosley Playground Park,3044,S,Bonfield,,,,St
11,9,Boiler Makers Union Local 1,2941,S,Archer,,,,Ave
11,10,Saint Joseph Mens Club,2724,S,Union,,,,Ave
11,11,Wilson Community Center,3225,S,Racine,,,,Ave
11,12,St Gabriel School,4500,S,Wallace,,,,St
11,13,Graham School Annex,745,W,45th,,,,St
11,14,Long Life Apartments,344,W,28th,,,,Pl
11,15,Senior Suites Of Bridgeport,2825,S,Halsted,,,,St
11,16,Spred Center,2956,S,Lowe,,,,Ave
11,17,Wilson Park,1122,W,34th,,,,Pl
11,18,Healy School,3010,S,Parnell,,,,Ave
11,19,Daley Library,3400,S,Halsted,,,,St
11,20,Healy School,3010,S,Parnell,,,,Ave
11,21,Hamburg Athletic Association,3523,S,Emerald,,,,Ave
11,22,Harvey's Family Restaurant,657,W,31st,,,,St
11,23,Armour Square Park,3309,S,Shields,,,,Ave
11,24,Nativity Of Our Lord,653,W,37th,,,,St
11,25,Donovan Park,3620,S,Lituanica,,,,Ave
11,26,Valentine Boys & Girls Club,3400,S,Emerald,,,,Ave
11,27,Sheridan School,533,W,27th,,,,St
11,28,Tilden High School,4747,S,Union,,,,Ave
11,29,Mc Clellan School,3527,S,Wallace,,,,St
11,30,Ricobenes,252,W,26th,,,,St
11,31,Taylor Lauridsen Park,704,W,42nd,,,,St
11,32,Armour Square Park,3309,S,Shields,,,,Ave
11,33,Providence Of God Church,717,W,18th,,,,St
11,34,Armour Square Apts,3146,S,Wentworth,,,,Ave
11,35,Armour Square Apartments,3250,S,Wentworth,,,,Ave
11,36,Santa Lucia,3022,S,Wells,,,,St
11,37,Appleville Condos,501,W,24th,,,,Pl
11,38,Providence Of God Church,717,W,18th,,,,St
12,1,Green School,3525,S,Honore,,,,St
12,2,Burroughs School,3542,S,Washtenaw,,,,Ave
12,3,St Maurice Church,3619,S,Hoyne,,,,Ave
12,4,Green School,3525,S,Honore,,,,St
12,5,Mc Kinley Park Branch,1915,W,35th,,,,St
12,6,Arca De Salvacion Church,2615,W,35th,,,,St
12,7,Hammond Elementary School,2819,W,21st,,,,Pl
12,8,Hoyne Park,3417,S,Hamilton,,,,Ave
12,9,The Truth That Sets You Free Church,3334,S,Paulina,,,,St
12,10,Hammond Elementary School,2819,W,21st,,,,Pl
12,11,Calmeca Academy,3456,W,38th,,,,St
12,12,Davis School Annex,3050,W,39th,,,,Pl
12,13,Daisys Hair Studio,4002,S,Archer,,,,Ave
12,14,Little Village Branch Library,2311,S,Kedzie,,,,Ave
12,15,Francisco 1 Madero School,3202,W,28th,,,,St
12,16,Kanoon Magnet School,2233,S,Kedzie,,,,Ave
12,17,Brighton Park Elementary School,3825,S,Washtenaw,,,,Ave
12,18,General Wood Boys & Girls Club,2950,W,25th,,,,St
12,19,St Peter And Paul Church,3745,S,Paulina,,,,St
12,20,St Pancratius,2930,W,40th,,,,Pl
12,21,McKinley Park,2210,W,Pershing,,,,Rd
12,22,Spry School,2400,S,Marshall,,,,Bv
12,23,Our Lady Of Good Counsel,3528,S,Hermitage,,,,Ave
13,1,St Symphorosa Sharp Center,5940,W,62nd,,,,St
13,2,Hale School,6140,S,Melvina,,,,Ave
13,3,Peck School,3826,W,58th,,,,St
13,4,Clearing Branch Library,6423,W,63rd,,,,Pl
13,5,Su Nueva Laundromat,4314,W,Marquette,,,,Rd
13,6,Chicago Fire Station,5559,S,Narragansett,,,,Ave
13,7,Pasteur Park,4334,W,58th,,,,St
13,8,St Symphorosa Sharp Center,5940,W,62nd,,,,St
13,9,St Mary Star Of Sea School,6424,S,Kenneth,,,,Ave
13,10,Valley Forge Park,7001,W,59th,,,,St
13,11,Hale School,6140,S,Melvina,,,,Ave
13,12,Pasteur School,5825,S,Kostner,,,,Ave
13,13,Fleming School,4918,W,64th,,,,St
13,14,Calvary Lutheran Church,6149,S,Kenneth,,,,Ave
13,15,Hancock High School,4034,W,56th,,,,St
13,16,Good Shepherd Luth Church,4200,W,62nd,,,,St
13,17,Minuteman Park,5940,S,Central,,,,Ave
13,18,Hale Park District,6258,W,62nd,,,,St
13,19,Hurley School,3849,W,69th,,,,Pl
13,20,Hale Park District,6258,W,62nd,,,,St
13,21,Valley Forge Park,7001,W,59th,,,,St
13,22,Kinzie School,5625,S,Mobile,,,,Ave
13,23,Calvary Lutheran Church,6149,S,Kenneth,,,,Ave
13,24,St Turibius Church,5646,S,Karlov,,,,Ave
13,25,St Marys Parish Center,4626,W,63rd,,,,St
13,26,Centro Cristiano Midway Church,5830,W,63rd,,,,St
13,27,Lawler Park,5210,W,64th,,,,St
13,28,Harris Bank,6400,S,Pulaski,,,,Rd
13,29,St Mary Star Of Sea School,6424,S,Kenneth,,,,Ave
13,30,Iglesia Torre Fuerte De Alabanza Adoracion,6545,S,Hamlin,,,,Ave
13,31,Dore School,6108,S,Natoma,,,,Ave
13,32,Kinzie School,5625,S,Mobile,,,,Ave
13,33,Kinzie School,5625,S,Mobile,,,,Ave
13,34,Iglesia Santa Cruz,6545,S,Springfield,,,,Ave
13,35,Lee School,6448,S,Tripp,,,,Ave
13,36,St Marys Parish Center,4626,W,63rd,,,,St
13,37,Autumn Green At Midway Village,6700,S,Keating,,,,Ave
13,38,Dore School,6108,S,Natoma,,,,Ave
13,39,Westlawn Park,4233,W,65th,,,,St
13,40,Christian Fellowship Church,4220,W,59th,,,,St
13,41,Hurley School,3849,W,69th,,,,Pl
13,42,Kennedy High School,6325,W,56th,,,,St
13,43,Grimes School,5450,W,64th,,,,Pl
13,44,Residence,3858,W,68th,,,,St
13,45,Resurrection United Methodist Church,5717,W,63rd,,,,Pl
13,46,Lawn Lane Bowl,6750,S,Pulaski,,,,Rd
13,47,Iglesia Bautista Misionera,6715,S,Hamlin,,,,Ave
13,48,Good Shepherd Presbyterian Ch,5550,S,Merrimac,,,,Ave
14,1,Normandy Park,6660,W,52nd,,,,St
14,2,Chicago Fire Station,4034,W,47th,,,,St
14,3,St Gall,5501,S,Sawyer,,,,Ave
14,4,St Jane De Chantal,5157,S,Mc,Vicker,,,Ave
14,5,St Gall,5516,S,Kedzie,,,,Ave
14,6,Sawyer School,5248,S,Sawyer,,,,Ave
14,7,St Richard Parish Center,5030,S,Kostner,,,,Ave
14,8,St Richard Parish Center,5030,S,Kostner,,,,Ave
14,9,Gloria Dei Lutheran School,5259,S,Major,,,,Ave
14,10,Polonia Banquets,4604,S,Archer,,,,Ave
14,11,Chgo Ghanaian S D A Church,5258,S,Christiana,,,,Ave
14,12,St Richard Parish Center,5030,S,Kostner,,,,Ave
14,13,Polish Highlanders,4808,S,Archer,,,,Ave
14,14,Nightingale School,5250,S,Rockwell,,,,St
14,15,Chgo Ghanaian S D A Church,5258,S,Christiana,,,,Ave
14,16,Polonia Banquets,4604,S,Archer,,,,Ave
14,17,Christopher School,5042,S,Artesian,,,,Ave
14,18,Boost Mobile,5101,S,Cicero,,,,Ave
14,19,St Simon Parish,5135,S,California,,,,Ave
14,20,Midway Motorsports,4400,S,Archer,,,,Ave
14,21,Delias Beauty Salon,2810,W,55th,,,,St
14,22,Guides Sport Bar,5544,S,Archer,,,,Ave
14,23,Rhine VFW Post 2729,5858,S,Archer,,,,Ave
14,24,St Jane De Chantal,5157,S,Mc,Vicker,,,Ave
14,25,La Fuente Banquet Hall,2514,W,51st,,,,St
14,26,Scelebrations,5409,S,Kedzie,,,,Ave
14,27,St BrUNO School,4839,S,Harding,,,,Ave
14,28,Edwards School,4815,S,Karlov,,,,Ave
14,29,Body Of Christ MBC,2410,W,53rd,,,,St
14,30,Evangelical Luth Ch/Dr Martin Luther,5344,S,Francisco,,,,Ave
14,31,Carnitas Don Rafa Restaurant,4617,S,Kedzie,,,,Ave
15,1,Immaculate Heart Of Mary Church,4515,S,Ashland,,,,Ave
15,2,Lindblom Math & Science Acdy,6130,S,Wolcott,,,,Ave
15,3,Henderson School,5650,S,Wolcott,,,,Ave
15,4,Limar Properties Inc,2417,W,43rd,,,,St
15,5,Holy Cross / IHM Church,4541,S,Wood,,,,St
15,6,UNO Brighton Park Campus,4420,S,Fairfield,,,,Ave
15,7,Risen Christ Baptist Church,1934,W,Marquette,,,,Rd
15,8,Shields Middle School,2611,W,48th,,,,St
15,9,Limar Properties Inc,2417,W,43rd,,,,St
15,10,Brighton Pk Branch Library,4314,S,Archer,,,,Ave
15,11,Five Holy Martyrs,4327,S,Richmond,,,,St
15,12,Five Holy Martyrs,4327,S,Richmond,,,,St
15,13,St Michael Social Center,1936,W,48th,,,,St
15,14,Cornell Park,1809,W,50th,,,,St
15,15,Daley Elementary School,5024,S,Wolcott,,,,Ave
15,16,Gage Park High School,5630,S,Rockwell,,,,St
15,17,Hermitage Park,5839,S,Wood,,,,St
15,18,West Englewood Library,1745,W,63rd,,,,St
15,19,Senior Suites Of New City,4845,S,Western,,,,Ave
15,20,Lindblom Math & Science Acdy,6130,S,Wolcott,,,,Ave
15,21,Henderson School,5650,S,Wolcott,,,,Ave
15,22,Nazarene All Nations Church,6502,S,Ashland,,,,Ave
15,23,Henderson School,5650,S,Wolcott,,,,Ave
15,24,Bread Of Life Missionary Baptist Ch,1924,W,63rd,,,,St
16,1,Gage Park,2411,W,55th,,,,St
16,2,Basil Charter School,1816,W,Garfield,,,,Bv
16,3,Lindblom Park,6054,S,Damen,,,,Ave
16,4,Kingdom Chevrolet,6603,S,Western,,,,Ave
16,5,Chicago Fire Station,5955,S,Ashland,,,,Ave
16,6,Kingdom Chevrolet,6603,S,Western,,,,Ave
16,7,Gage Park,2411,W,55th,,,,St
16,8,Basil Charter School,1816,W,Garfield,,,,Bv
16,9,Chicago Police Station,1438,W,63rd,,,,St
16,10,First St Peter MB Church Of Chicago,5524,S,Ashland,,,,Ave
16,11,United Steel Workers 2154,5744,S,Western,,,,Ave
16,12,Ctc Glory Of Latter House Ministries,5252,S,Ashland,,,,Ave
16,13,Fairfield Academy,6201,S,Fairfield,,,,Ave
16,14,Anna R Langford Cmty Academy,6010,S,Throop,,,,St
16,15,Holmes Elementary School,955,W,Garfield,,,,Bv
16,16,West Englewood U M Ch,2000,W,68th,,,,St
16,17,La Moreliana,2701,W,59th,,,,St
16,18,Churchview Slc,2626,W,63rd,,,,St
16,19,Morrill School,6011,S,Rockwell,,,,St
16,20,Moran Park,5727,S,Racine,,,,Ave
16,21,Morrill School,6011,S,Rockwell,,,,St
16,22,Fairfield Academy,6201,S,Fairfield,,,,Ave
16,23,United Steel Workers 2154,5744,S,Western,,,,Ave
16,24,OToole School,6550,S,Seeley,,,,Ave
16,25,Nicholson School,6066,S,Peoria,,,,St
16,26,Moran Park,5727,S,Racine,,,,Ave
16,27,Bethel Lutheran Church,6201,S,Sangamon,,,,St
16,28,Greencastle Of Englewood,6344,S,Peoria,,,,St
16,29,Miles Davis Magnet Acdy,6740,S,Paulina,,,,St
16,30,Bass School,1140,W,66th,,,,St
16,31,Hope Presbyterian Church,1354,W,61st,,,,St
16,32,La Moreliana,2701,W,59th,,,,St
16,33,Revival Tabernacle,6415,S,Ashland,,,,Ave
16,34,Chicago Police Station,1438,W,63rd,,,,St
16,35,Southwest Regional Ctr,6117,S,Kedzie,,,,Ave
16,36,Holy Rock M B Church,5854,S,Morgan,,,,St
17,1,Tarkington School,3330,W,71st,,,,St
17,2,Oglesby School,7641,S,Peoria,,,,St
17,3,Abundant Life M B Church,2300,W,69th,,,,St
17,4,Joplin School,7931,S,Honore,,,,St
17,5,Back To God Church,7326,S,Racine,,,,Ave
17,6,Marquette School,6550,S,Richmond,,,,St
17,7,Marquette School,6550,S,Richmond,,,,St
17,8,Sams Auto Sales,6815,S,Western,,,,Ave
17,9,Oglesby School,7641,S,Peoria,,,,St
17,10,Chicago Police Station,7808,S,Halsted,,,,St
17,11,Murray Park,1743,W,73rd,,,,St
17,12,Beth Shalom,6601,S,Kedzie,,,,Ave
17,13,Wheeler House,1450,W,69th,,,,St
17,14,Lawn Terrace Apartments,3214,W,63rd,,,,Pl
17,15,Mt Hermon Church,7848,S,Normal,,,,Ave
17,16,Marquette School,6550,S,Richmond,,,,St
17,17,McKay School,6901,S,Fairfield,,,,Ave
17,18,CICS Ralph Ellison,1834,W,80th,,,,St
17,19,Ogden Park,6500,S,Racine,,,,Ave
17,20,CICS Ralph Ellison,1834,W,80th,,,,St
17,21,Commonwealth Community Church,140,W,81st,,,,St
17,22,Continental Plaza Apartments,1330,W,76th,,,,St
17,23,Rose Of Light M B Church,1302,W,74th,,,,St
17,24,St Sabina Elders Apartments,1222,W,79th,,,,St
17,25,Nativity B V M School,6820,S,Washtenaw,,,,Ave
17,26,Forsake Not The Little Ones,7809,S,Ashland,,,,Ave
17,27,Zion Hill Bapt Church,1460,W,78th,,,,St
17,28,Stagg School,7424,S,Morgan,,,,St
17,29,Continental Plaza Apartments,1330,W,76th,,,,St
17,30,Marquette Park,6734,S,Kedzie,,,,Ave
17,31,Stir Up The Gifts Ministries Church,7236,S,Ashland,,,,Ave
17,32,Murray Park,1743,W,73rd,,,,St
17,33,Randolph School,7316,S,Hoyne,,,,Ave
17,34,Southside Occupational Academy,7342,S,Hoyne,,,,Ave
17,35,Wheeler House,1450,W,69th,,,,St
17,36,Chicago Fire Station,2240,W,69th,,,,St
17,37,Randolph School,7316,S,Hoyne,,,,Ave
17,38,CICS Ralph Ellison,1834,W,80th,,,,St
17,39,Westcott School,409,W,80th,,,,St
17,40,Barton School,7650,S,Wolcott,,,,Ave
17,41,Barton School,7650,S,Wolcott,,,,Ave
18,1,Lionel Hampton School,3434,W,77th,,,,St
18,2,Chicago Fire Station,7659,S,Pulaski,,,,Rd
18,3,St Peter Lutheran Church,8550,S,Kedvale,,,,Ave
18,4,Rosenwald School,2601,W,80th,,,,St
18,5,The Victory Missionary Baptist Ch,7106,S,Rockwell,,,,St
18,6,St Peter Lutheran Church,8550,S,Kedvale,,,,Ave
18,7,Bluebird Lanes,3900,W,Columbus,,,,Ave
18,8,New Foundation Of Hope Inc,8148,S,Kedzie,,,,Ave
18,9,Hayes Park,2936,W,85th,,,,St
18,10,Wrightwood Ashburn Branch,8530,S,Kedzie,,,,Ave
18,11,Bogan Park Field House,3939,W,81st,,,,St
18,12,Senior Suites Of Marquette Village,7430,S,Rockwell,,,,St
18,13,Ashburn Baptist Church,3647,W,83rd,,,,St
18,14,Rosenwald School,2601,W,80th,,,,St
18,15,Charter Fitness,7600,S,Pulaski,,,,Rd
18,16,Carroll School,2929,W,83rd,,,,St
18,17,Dawes Elementary School,3810,W,81st,,,,Pl
18,18,Liberty Temple,2247,W,79th,,,,St
18,19,Second Mt Vernon Annex,2101,W,79th,,,,St
18,20,Second Mt Vernon Annex,2101,W,79th,,,,St
18,21,Owen Scholastic Academy,8247,S,Christiana,,,,Ave
18,22,Wrightwood Senior Apt,2815,W,79th,,,,St
18,23,Ashburn Baptist Church,3647,W,83rd,,,,St
18,24,Scottsdale Park,4637,W,83rd,,,,St
18,25,St Bede The Venerable,4420,W,83rd,,,,St
18,26,Carroll School,2929,W,83rd,,,,St
18,27,Marquette Park,6734,S,Kedzie,,,,Ave
18,28,Durkin Park Elementary,8445,S,Kolin,,,,Ave
18,29,Ashburn United Methodist Church,3801,W,83rd,,,,Pl
18,30,Stevenson School,8010,S,Kostner,,,,Ave
18,31,Lionel Hampton School,3434,W,77th,,,,St
18,32,Greater Walters Ame Zion Church,8422,S,Damen,,,,Ave
18,33,South Chicago Dodge,7340,S,Western,,,,Ave
18,34,Hayes Park,2936,W,85th,,,,St
18,35,Carroll School,2929,W,83rd,,,,St
18,36,Bluebird Lanes,3900,W,Columbus,,,,Ave
18,37,Hayes Park,2936,W,85th,,,,St
18,38,First Church Of Love And Faith,2140,W,79th,,,,St
18,39,Marquette Park,6734,S,Kedzie,,,,Ave
18,40,Scottsdale Branch Library,4101,W,79th,,,,St
18,41,Most Worshipful St James Grand Lodge,8220,S,Western,,,,Ave
18,42,Monument Of Faith Church,2750,W,Columbus,,,,Ave
18,43,Chase Bank,4730,W,79th,,,,St
18,44,Durkin Park Elementary,8445,S,Kolin,,,,Ave
18,45,Hapkido School,3722,W,79th,,,,St
18,46,Stevenson Middle School,4350,W,79th,,,,St
18,47,Monument Of Faith Church,2750,W,Columbus,,,,Ave
18,48,Western Avenue Nissan,2442,W,Columbus,,,,Ave
18,49,Western Avenue Nissan,2442,W,Columbus,,,,Ave
18,50,Lithuanian Human Services,2715,W,71st,,,,St
19,1,St John Fisher Church,10235,S,Fairfield,,,,Ave
19,2,Sutherland School,10015,S,Leavitt,,,,St
19,3,Crosswinds Church,10835,S,Pulaski,,,,Rd
19,4,Crosswinds Church,10835,S,Pulaski,,,,Rd
19,5,Bethlehem Evan Luth Church,9401,S,Oakley,,,,Ave
19,6,Keller Regional Gifted Ctr,3020,W,108th,,,,St
19,7,Kennedy Park District,11320,S,Western,,,,Ave
19,8,Mount Greenwood Library,11010,S,Kedzie,,,,Ave
19,9,Saint Xavier University Shannon Center,3700,W,103rd,,,,St
19,10,Kellogg School,9241,S,Leavitt,,,,St
19,11,Mt Greenwood Park,3721,W,111th,,,,St
19,12,Murphys Windows,10359,S,Pulaski,,,,Rd
19,13,Ridge Park,9625,S,Longwood,,,,Dr
19,14,Smith Village,2320,W,113th,,,,Pl
19,15,Cassell School,11314,S,Spaulding,,,,Ave
19,16,Crosswinds Church,10835,S,Pulaski,,,,Rd
19,17,St Cajetan School,2447,W,112th,,,,St
19,18,Kellogg School,9241,S,Leavitt,,,,St
19,19,Trinity United Methodist Church,9848,S,Winchester,,,,Ave
19,20,Beverly Woods Restaurant,11532,S,Western,,,,Ave
19,21,Mt Greenwood Park,3721,W,111th,,,,St
19,22,Sutherland School,10015,S,Leavitt,,,,St
19,23,Chgo Friends Meeting Church,10749,S,Artesian,,,,Ave
19,24,Mt Greenwood Lutheran Ch,10901,S,Trumbull,,,,Ave
19,25,Trinity United Methodist Church,9848,S,Winchester,,,,Ave
19,26,Saint Barnabas School,10121,S,Longwood,,,,Dr
19,27,Bethany Union Church,1750,W,103rd,,,,St
19,28,Barnard School,10354,S,Charles,,,,St
19,29,Keller Regional Gifted Ctr,3020,W,108th,,,,St
19,30,Mt Greenwood Elementary,10841,S,Homan,,,,Ave
19,31,Morgan Pk United Methodist Ch,11030,S,Longwood,,,,Dr
19,32,Kennedy Park District,11320,S,Western,,,,Ave
19,33,Mt Greenwood Elementary,10841,S,Homan,,,,Ave
19,34,Donnellan Funeral Home,10525,S,Western,,,,Ave
19,35,Donnellan Funeral Home,10525,S,Western,,,,Ave
19,36,Bethany Union Church,1750,W,103rd,,,,St
19,37,Barnard School,10354,S,Charles,,,,St
19,38,Bethany Union Church,1750,W,103rd,,,,St
19,39,Chgo H S For Agricultural Science,3857,W,111th,,,,St
19,40,Morgan Pk United Methodist Ch,11030,S,Longwood,,,,Dr
19,41,Cassell School,11314,S,Spaulding,,,,Ave
19,42,Morgan Pk United Methodist Ch,11030,S,Longwood,,,,Dr
19,43,Chicago Police Station,1900,W,Monterey,,,,Ave
19,44,Mt Greenwood Lutheran Ch,10901,S,Trumbull,,,,Ave
19,45,St John Fisher Church,10235,S,Fairfield,,,,Ave
19,46,Chgo Friends Meeting Church,10749,S,Artesian,,,,Ave
19,47,Beverly Woods Restaurant,11532,S,Western,,,,Ave
19,48,Chicago Police Station,1900,W,Monterey,,,,Ave
19,49,Beverly Woods Restaurant,11532,S,Western,,,,Ave
19,50,St Cajetan School,2447,W,112th,,,,St
19,51,Munroe Park,2617,W,105th,,,,St
19,52,Keller Regional Gifted Ctr,3020,W,108th,,,,St
19,53,Beverly Bank And Trust Company,10258,S,Western,,,,Ave
19,54,Mount Greenwood Library,11010,S,Kedzie,,,,Ave
19,55,Crosswinds Church,10835,S,Pulaski,,,,Rd
19,56,Bethlehem Evan Luth Church,9401,S,Oakley,,,,Ave
19,57,Ridge Park,9625,S,Longwood,,,,Dr
20,1,Langley Ave Church,710,E,62nd,,,,St
20,2,Love Cathedral Cmty Church,5112,S,Halsted,,,,St
20,3,Langley Ave Church,710,E,62nd,,,,St
20,4,Sherman School,1000,W,52nd,,,,St
20,5,Bessie Coleman Library,731,E,63rd,,,,St
20,6,Hope School,5515,S,Lowe,,,,Ave
20,7,Washington Scene Apts,6001,S,Vernon,,,,Ave
20,8,Ada S McKinley Apts,661,E,69th,,,,St
20,9,Kenneth Campbell Apartments,6360,S,Minerva,,,,Ave
20,10,Chicago Fire Station,432,E,Marquette,,,,Rd
20,11,Washington Park 55th Pl L.P.,333,E,55th,,,,Pl
20,12,Greater Metropolitan MB Church,5856,S,Wabash,,,,Ave
20,13,Robert Lawrence Senior Housing,655,W,65th,,,,St
20,14,Midway Plaisance Senior Apt,731,E,60th,,,,St
20,15,Hamline School,4747,S,Bishop,,,,St
20,16,Trinity Oaks Senior Housing,6225,S,Drexel,,,,Ave
20,17,Richards Academy H S,5030,S,Bishop,,,,St
20,18,Emmett L Till School,6543,S,Champlain,,,,Ave
20,19,Washington Scene Apts,6001,S,Vernon,,,,Ave
20,20,Cesar Chavez School,4747,S,Marshfield,,,,Ave
20,21,Sherman Park,1301,W,52nd,,,,St
20,22,Kenneth Campbell Apartments,6360,S,Minerva,,,,Ave
20,23,St Edmunds Village,6253,S,Michigan,,,,Ave
20,24,Cornerstone Baptist Church,1210,E,62nd,,,,St
20,25,Sherman School,1000,W,52nd,,,,St
20,26,Cornerstone Baptist Church,1210,E,62nd,,,,St
20,27,Urban Prep/Team Englewood,6201,S,Stewart,,,,Ave
20,28,Brownell School,6741,S,Michigan,,,,Ave
20,29,Vivian Carter Apts,6401,S,Yale,,,,Ave
20,30,Sherwood Park,5701,S,Shields,,,,Ave
20,31,Good Shepherd Tower,55,E,Garfield,,,,Bv
20,32,West Haven Homes,850,W,Garfield,,,,Bv
20,33,Bessie Coleman Library,731,E,63rd,,,,St
20,34,Cornerstone Baptist Church,1210,E,62nd,,,,St
20,35,New Beginnings Church,6620,S,Martin,Luther,King,Jr,DR
20,36,Kelly Branch-CPL,6151,S,Normal,,,,Bv
20,37,Chicago Fire Station,21,W,59th,,,,St
20,38,Love Cathedral Cmty Church,5112,S,Halsted,,,,St
20,39,Urban Prep/Team Englewood,6201,S,Stewart,,,,Ave
21,1,Trinity/Nations Dlvrnc Ministries,9600,S,Vincennes,,,,Ave
21,2,Stone Terrace,8440,S,Parnell,,,,Ave
21,3,Christian Youth M B Church,8801,S,Hermitage,,,,Ave
21,4,Westcott School,409,W,80th,,,,St
21,5,Kipling School,9351,S,Lowe,,,,Ave
21,6,Lenas Beauty College,1140,W,87th,,,,St
21,7,Emmanuel Baptist Church,8301,S,Damen,,,,Ave
21,8,Shiloah Baptist Church,9211,S,Justine,,,,St
21,9,Foster Park School,8530,S,Wood,,,,St
21,10,Fort Dearborn,9025,S,Throop,,,,St
21,11,Ryder School,8716,S,Wallace,,,,St
21,12,Ryder School,8716,S,Wallace,,,,St
21,13,Foster Park,1440,W,84th,,,,St
21,14,Stratford Christian Center Church,9152,S,Ashland,,,,Ave
21,15,O Hallaren Park,8335,S,Honore,,,,St
21,16,Christian Youth M B Church,8801,S,Hermitage,,,,Ave
21,17,Gresham School Of Excellence,8510,S,Green,,,,St
21,18,Shiloah Baptist Church,9211,S,Justine,,,,St
21,19,Brainerd Park,1246,W,92nd,,,,St
21,20,Traveling Zion P B Church,8444,S,Racine,,,,Ave
21,21,Trinity/Nations Dlvrnc Ministries,9600,S,Vincennes,,,,Ave
21,22,Brainerd Park,1246,W,92nd,,,,St
21,23,St Thaddeus Church,9550,S,Harvard,,,,Ave
21,24,Kipling School,9351,S,Lowe,,,,Ave
21,25,St Thaddeus Church,9550,S,Harvard,,,,Ave
21,26,Trinity United Church-Baptist,8048,S,Ashland,,,,Ave
21,27,St Thaddeus Church,9550,S,Harvard,,,,Ave
21,28,Holiness Is The Way Church,8210,S,Racine,,,,Ave
21,29,Auburn Commons Senior Residence,1626,W,87th,,,,St
21,30,Cook School,8150,S,Bishop,,,,St
21,31,West Chatham Park,8223,S,Princeton,,,,Ave
21,32,Greater Mt Vernon Baptist Church,8700,S,Laflin,,,,St
21,33,Traveling Zion P B Church,8444,S,Racine,,,,Ave
21,34,Gresham School Of Excellence,8510,S,Green,,,,St
21,35,Robichaux Pk,9247,S,Eggleston,,,,Ave
21,36,Brainerd Senior Ctr,8915,S,Loomis,,,,St
21,37,Southpoint Nursing & Rehab Ctr,1010,W,95th,,,,St
21,38,Resurrection Lutheran Church,9349,S,Wentworth,,,,Ave
21,39,Drew School,9300,S,Princeton,,,,Ave
21,40,Robichaux Pk,9247,S,Eggleston,,,,Ave
21,41,Oakdale Park,965,W,95th,,,,St
21,42,Brainerd Park,1246,W,92nd,,,,St
21,43,Perspectives Charter School,8131,S,May,,,,St
21,44,Ryder School,8716,S,Wallace,,,,St
21,45,Resurrection Lutheran Church,9349,S,Wentworth,,,,Ave
21,46,New Covenant Coptic Temple,9306,S,Halsted,,,,St
21,47,Cook School,8150,S,Bishop,,,,St
21,48,Foster Park,1440,W,84th,,,,St
21,49,Wendell Green School,1150,W,96th,,,,St
21,50,Brainerd Library,1350,W,89th,,,,St
21,51,Traveling Zion P B Church,8444,S,Racine,,,,Ave
21,52,Foster Park,1440,W,84th,,,,St
21,53,Simeon Career Academy,8147,S,Vincennes,,,,Ave
21,54,New Pisgah Haven Homes,8005,S,Racine,,,,Ave
22,1,Phoebe A Hearst Elementary School,4640,S,Lamon,,,,Ave
22,2,Vittum Park,5010,W,50th,,,,St
22,3,Dominguez School,3000,S,Lawndale,,,,Ave
22,4,Martinez Funeral Home,2534,S,Pulaski,,,,Rd
22,5,Piotrowski Park,4247,W,31st,,,,St
22,6,Cokery School,2510,S,Kildare,,,,Ave
22,7,Dominguez School,3000,S,Lawndale,,,,Ave
22,8,Vittum Park,5010,W,50th,,,,St
22,9,St Agnes Church,2658,S,Central,Park,,,Ave
22,10,Gary School,3740,W,31st,,,,St
22,11,Church Of God,3048,S,Central,Park,,,Ave
22,12,Parliament Builder Inc,4455,S,Knox,,,,Ave
22,13,Cardenas School,2345,S,Millard,,,,Ave
22,14,Cardenas School,2345,S,Millard,,,,Ave
22,15,Francisco 1 Madero School,3202,W,28th,,,,St
22,16,Piotrowski Park,4247,W,31st,,,,St
22,17,Epiphany Parish,2524,S,Keeler,,,,Ave
22,18,Cardenas School,2345,S,Millard,,,,Ave
22,19,Shedd Park,3660,W,23rd,,,,St
22,20,Piotrowski Park,4247,W,31st,,,,St
22,21,Pilgrimage M.B. Church,4339,W,Cermak,,,,Rd
22,22,Farragut High School,2345,S,Christiana,,,,Ave
22,23,Leclaire Park,5120,W,44th,,,,St
22,24,Whitney School,2815,S,Komensky,,,,Ave
22,25,St Agnes Church,2658,S,Central,Park,,,Ave
23,1,Valley Forge Park,7001,W,59th,,,,St
23,2,Clearing Branch Library,6423,W,63rd,,,,Pl
23,3,St Daniel Prophet Ch,5340,S,Nashville,,,,Ave
23,4,Risen Savior Assembly Of God,6059,S,Archer,,,,Ave
23,5,Dona Ana Banquet Hall,6038,S,Pulaski,,,,Rd
23,6,Strohacker Park,4347,W,54th,,,,St
23,7,Chicago Fire Station,3637,W,59th,,,,St
23,8,St Camillus Hall,5450,S,Lockwood,,,,Ave
23,9,Chicago Ward Yard,3720,W,55th,,,,St
23,10,American Legion Clearing Post 600,4352,W,63rd,,,,St
23,11,Royalty East Banquet Hall,3810,W,63rd,,,,St
23,12,Fyzical Therapy And Balance Centers,6917,W,Archer,,,,Ave
23,13,Tonti Elementary School,5815,S,Homan,,,,Ave
