WARD,PRECINCT,LOCATION,ADD_NUM,STREET_DIR,STREET_NAME_1,STREET_NAME_2,STREET_NAME_3,STREET_NAME_4,STREET_TYPE
23,14,Garfield Branch Library,6348,S,Archer,,,,Ave
23,15,Senior Suites Of Gage Park,3244,W,59th,,,,St
23,16,Byrne School,5329,S,Oak,Park,,,Ave
23,17,Chicago Lawn Branch Library,6120,S,Kedzie,,,,Ave
23,18,St Rene Church,6340,S,New,England,,,Ave
23,19,Eberhart School,3430,W,65th,,,,Pl
23,20,Chicago Police Station,3420,W,63rd,,,,St
23,21,Byrne School,5329,S,Oak,Park,,,Ave
23,22,Soukal Floral Greenhouse,5336,S,Mason,,,,Ave
23,23,Clearing Branch Library,6423,W,63rd,,,,Pl
23,24,UNO Soccer Academy H S,5025,S,St,Louis,,,Ave
23,25,Archer Heights Branch,5055,S,Archer,,,,Ave
23,26,New Life Community Church,5101,S,Keeler,,,,Ave
23,27,Croatian American Radio Club,7036,S,Archer,,,,Ave
23,28,St Rene Church,6340,S,New,England,,,Ave
23,29,Chicago Ward Yard,5556,S,Central,,,,Ave
23,30,West Lawn Branch Library,4020,W,63rd,,,,St
23,31,Chicago Lawn United Methodist Ch,3500,W,63rd,,,,Pl
23,32,Royalty East Banquet Hall,3810,W,63rd,,,,St
23,33,Los Pequenos Angelitos Day Care,3711,W,55th,,,,St
23,34,Maranatha Assembly Of God Ch,3542,W,59th,,,,St
23,35,St Rene Church,6340,S,New,England,,,Ave
23,36,Gary Rubin MD Opthamologist,7001,W,Archer,,,,Ave
23,37,St Daniel Prophet Ch,5340,S,Nashville,,,,Ave
23,38,T C F Bank,6141,S,Archer,,,,Ave
23,39,Los Pequenos Angelitos Day Care,3711,W,55th,,,,St
24,1,Legacy Charter School,4217,W,18th,,,,St
24,2,Anton Dvorak School,3615,W,16th,,,,St
24,3,Crown Academy,2128,S,St,Louis,,,Ave
24,4,John Gregory School,3715,W,Polk,,,,St
24,5,Sunshine M B Church,3654,W,Roosevelt,,,,Rd
24,6,Anton Dvorak School,3615,W,16th,,,,St
24,7,St Roman Church,2651,W,23rd,,,,St
24,8,Franklin Park Fieldhouse,4320,W,15th,,,,St
24,9,Crown Academy,2128,S,St,Louis,,,Ave
24,10,Douglas Park Baptist Church,1838,S,Kedzie,,,,Ave
24,11,C E Hughes School,4247,W,15th,,,,St
24,12,Kipp Ascend Primary School,1440,S,Christiana,,,,Ave
24,13,Kipp Ascend Primary School,1440,S,Christiana,,,,Ave
24,14,Greater Rose Hill Baptist Church,3137,W,Roosevelt,,,,Rd
24,15,William Penn School,1616,S,Avers,,,,Ave
24,16,St Roman Church,2651,W,23rd,,,,St
24,17,Webster School,4055,W,Arthington,,,,St
24,18,Faith Community Church,3456,W,Flournoy,,,,St
24,19,Sumner School,4320,W,Fifth,,,,Ave
24,20,Webster School,4055,W,Arthington,,,,St
24,21,Lawndale Academy,3500,W,Douglas,,,,Bv
24,22,United Baptist Church,4220,W,Roosevelt,,,,Rd
24,23,Johnson Child Parent Center,1504,S,Albany,,,,Ave
24,24,Herzl School,3711,W,Douglas,,,,Bv
24,25,Franklin Park Fieldhouse,4320,W,15th,,,,St
24,26,Roosevelt Tower # 1,3440,W,Roosevelt,,,,Rd
24,27,Chicago Police Station,3151,W,Harrison,,,,St
24,28,Clair House Senior Apartments,1350,S,Harding,,,,Ave
24,29,Greater St Paul Ame Church,4236,W,Cermak,,,,Rd
24,30,Fizer Temple COGIC,3926,W,Roosevelt,,,,Rd
24,31,Lawndale Christian Health Ctr,3860,W,Ogden,,,,Ave
24,32,Sumner School,4320,W,Fifth,,,,Ave
24,33,Legacy Charter School,4217,W,18th,,,,St
24,34,Anton Dvorak School,3615,W,16th,,,,St
24,35,Fredrick Douglass Library,3353,W,13th,,,,St
24,36,Lawndale Christian Health Ctr,3860,W,Ogden,,,,Ave
24,37,First Baptist Institutional Church,4220,W,18th,,,,St
24,38,Douglas Park Baptist Church,1838,S,Kedzie,,,,Ave
24,39,Albany Terrace Apartments,3030,W,21st,,,,Pl
24,40,Chicago Police Station,3151,W,Harrison,,,,St
24,41,Enola A Dew Apartments,4623,W,Gladys,,,,Ave
25,1,Lincoln United Methodist Church,2242,S,Damen,,,,Ave
25,2,Rudy Lozano Branch Library,1805,S,Loomis,,,,St
25,3,Merit School Of Music,38,S,Peoria,,,,St
25,4,B J Wright Courts Apartments,1354,S,Morgan,,,,St
25,5,Ruiz School,2410,S,Leavitt,,,,St
25,6,Haines School,247,W,23rd,,,,Pl
25,7,Rudy Lozano Branch Library,1805,S,Loomis,,,,St
25,8,Pickard School,2301,W,21st,,,,Pl
25,9,St Anns Church,1840,S,Leavitt,,,,St
25,10,Merit School Of Music,38,S,Peoria,,,,St
25,11,Harrison Park,1824,S,Wood,,,,St
25,12,Jungman School,1746,S,Miller,,,,St
25,13,Cooper School,1624,W,19th,,,,St
25,14,C A S L Senior Housing,2108,S,Princeton,,,,Ave
25,15,Cristo Rey Jesuit High School,1852,W,22nd,,,,Pl
25,16,Haymarket/McDermott,943,W,Washington,,,,Bv
25,17,Las Amer Racine Apartments,1611,S,Racine,,,,Ave
25,18,Chinatown Elderly Apartments,300,W,23rd,,,,St
25,19,Cooper School,1624,W,19th,,,,St
25,20,Fosco Pk Fieldhouse,1312,S,Racine,,,,Ave
25,21,River City Condo,800,S,Wells,,,,St
25,22,Chicago Fire Station,1915,S,Damen,,,,Ave
25,23,Dvorak Park,1119,W,Cullerton,,,,St
25,24,Pilsen Academy,1420,W,17th,,,,St
25,25,Sheridan Park,910,S,Aberdeen,,,,St
25,26,Ruiz School,2410,S,Leavitt,,,,St
25,27,Holiday Inn Hotel/Suites,506,W,Harrison,,,,St
25,28,Perez Jr School,1241,W,19th,,,,St
25,29,George Collins Senior Apartments,1401,S,Blue,Island,,,Ave
25,30,Mujeres Latinas En Accion,2124,W,21st,,,,Pl
25,31,Haymarket/McDermott,943,W,Washington,,,,Bv
25,32,Everett School,3419,S,Bell,,,,Ave
26,1,Ukrainian Orthdx Patronage Ch,900,N,Washtenaw,,,,Ave
26,2,Eagles Of God,1132,N,Spaulding,,,,Ave
26,3,Chopin School,2450,W,Rice,,,,St
26,4,West Park Academy,1425,N,Tripp,,,,Ave
26,5,Scattered Sites,1402,N,Kedzie,,,,Ave
26,6,Iglesia Evangelica Misionera,1515,N,Homan,,,,Ave
26,7,St Augustine College,3255,W,Armitage,,,,Ave
26,8,McAuliffe Elementary,1841,N,Springfield,,,,Ave
26,9,Pablo Casals School,3501,W,Potomac,,,,Ave
26,10,Association House Of Chicago,1116,N,Kedzie,,,,Ave
26,11,Eddies Hall,3634,W,North,,,,Ave
26,12,Iglesia Evangelica Misionera,1515,N,Homan,,,,Ave
26,13,North Pulaski Library,4300,W,North,,,,Ave
26,14,Stowe School,3444,W,Wabansia,,,,Ave
26,15,The Salvation Army ARC,4052,W,Grand,,,,Ave
26,16,The New Mt Moriah Baptist Church,1501,N,Harding,,,,Ave
26,17,Smith Park,2526,W,Grand,,,,Ave
26,18,Maternity BVM Church,1537,N,Lawndale,,,,Ave
26,19,West Park Academy,1425,N,Tripp,,,,Ave
26,20,Christian Fellowship Flock,2435,W,Division,,,,St
26,21,Chi-Arts School,2714,W,Augusta,,,,Bv
26,22,North Pulaski Library,4300,W,North,,,,Ave
26,23,Mozart Park,2036,N,Avers,,,,Ave
26,24,Armitage Commons Apartments,3720,W,Armitage,,,,Ave
26,25,Las Moradas Apts,1307,N,California,,,,Ave
26,26,Las Moradas Apts,1307,N,California,,,,Ave
26,27,Plaza Taino,1111,N,Francisco,,,,Ave
26,28,Ellen Mitchell School,2233,W,Ohio,,,,St
26,29,Gateway Foundation,1706,N,Kedzie,,,,Ave
26,30,Humboldt Park Library,1605,N,Troy,,,,St
26,31,Cameron School,1234,N,Monticello,,,,Ave
26,32,Ellen Mitchell School,2233,W,Ohio,,,,St
26,33,Scattered Sites,925,N,California,,,,Ave
26,34,Palmer Square Apartments,3212,W,Dickens,,,,Ave
26,35,Puerto Rico United,2606,W,Division,,,,St
26,36,Ukrainian Orthdx Patronage Ch,900,N,Washtenaw,,,,Ave
26,37,St Augustine College,3255,W,Armitage,,,,Ave
26,38,Bloomingdale Apartments,1745,N,Keystone,,,,Ave
26,39,Chopin School,2450,W,Rice,,,,St
26,40,The Carpenters House,1651,N,Kedzie,,,,Ave
26,41,Pablo Casals School,3501,W,Potomac,,,,Ave
26,42,Humboldt Park Library,1605,N,Troy,,,,St
26,43,First Congregational Church,1305,N,Hamlin,,,,Ave
26,44,North And Pulaski Elderly Housing,3949,W,North,,,,Ave
26,45,Apostolic Assembly,1326,N,Hamlin,,,,Ave
26,46,Smith Park,2526,W,Grand,,,,Ave
26,47,Sabor Latino,3808,W,North,,,,Ave
26,48,Chgo Fire Station,1244,N,Western,,,,Ave
26,49,Segundo Ruiz Belvis Cultural Ctr,4048,W,Armitage,,,,Ave
27,1,Chicago Fire House,1129,W,Chicago,,,,Ave
27,2,Academy Square Apartments,318,S,Throop,,,,St
27,3,Sr Suites/West Humboldt Park,3656,W,Huron,,,,St
27,4,Cather School,2908,W,Washington,,,,Bv
27,5,Polaris Charter School,620,N,Sawyer,,,,Ave
27,6,Skinner North School,640,W,Scott,,,,St
27,7,1 St Apostolic Assembly,1401,W,Superior,,,,St
27,8,The Boulevard Of Chicago,3456,W,Franklin,,,,Bv
27,9,Franklin Fine Arts Ctr,225,W,Evergreen,,,,Ave
27,10,Patrick Sullivan Senior Apartments,1633,W,Madison,,,,St
27,11,Salvation Army Adult Rehab,506,N,Desplaines,,,,St
27,12,Franklin Fine Arts Ctr,225,W,Evergreen,,,,Ave
27,13,Noble Square Cooperative,1165,N,Milwaukee,,,,Ave
27,14,New Landmark Baptist Church,2700,W,Wilcox,,,,St
27,15,Ward School,646,N,Lawndale,,,,Ave
27,16,Haymarket/McDermott,943,W,Washington,,,,Bv
27,17,Phoenix Military Academy,145,S,Campbell,,,,Ave
27,18,Oakley Square,2334,W,Van,Buren,,,St
27,19,Rowe Clark Math And Science Acdy,3645,W,Chicago,,,,Ave
27,20,Marshall Field Garden Apartments,1428,N,Sedgwick,,,,St
27,21,Domain Condo Association,900,N,Kingsbury,,,,St
27,22,Ward School,646,N,Lawndale,,,,Ave
27,23,Elizabeth Davis Apartments,440,N,Drake,,,,Ave
27,24,Youth Center COGIC,3679,W,Grand,,,,Ave
27,25,Dett School,2131,W,Monroe,,,,St
27,26,Matthew Manor/Ozanam Village,251,N,Albany,,,,Ave
27,27,West Haven Park Apartments,1939,W,Lake,,,,St
27,28,Atrium Village,300,W,Hill,,,,St
27,29,Youth Center COGIC,3679,W,Grand,,,,Ave
27,30,New Landmark Baptist Church,2700,W,Wilcox,,,,St
27,31,Morton Sch Of Excellence,431,N,Troy,,,,St
27,32,St Leonard Ministries,2120,W,Warren,,,,Bv
27,33,Union Park Field House,1501,W,Randolph,,,,St
27,34,Sr Suites/West Humboldt Park,3656,W,Huron,,,,St
27,35,Northwestern Settlement Assoc,1400,W,Augusta,,,,Bv
27,36,Heritage Woods Of Chgo,2800,W,Fulton,,,,St
27,37,Flannery Homes,1507,N,Clybourn,,,,Ave
27,38,Zelda Ormes Apartments,116,W,Elm,,,,St
27,39,Revival Fellowship C O G I C,2810,W,Washington,,,,Bv
27,40,Northwest Tower Apts,1170,W,Erie,,,,St
27,41,West Point Plaza,300,S,Damen,,,,Ave
27,42,North Park Tower,300,W,North,,,,Ave
27,43,Suder Montessori Mgnt School,2022,W,Washington,,,,Bv
27,44,Polaris Charter School,620,N,Sawyer,,,,Ave
27,45,Haymarket/McDermott,943,W,Washington,,,,Bv
27,46,Franklin Fine Arts Ctr,225,W,Evergreen,,,,Ave
27,47,Evergreen Tower,1333,N,Cleveland,,,,Ave
27,48,Jenner Academy Of Arts,1119,N,Cleveland,,,,Ave
27,49,Cather School,2908,W,Washington,,,,Bv
27,50,Midwest Terrace Apartments,150,S,Campbell,,,,Ave
28,1,Community Fellowship M B Church,4817,W,Madison,,,,St
28,2,Break Through Urban Ministries,3219,W,Carroll,,,,Ave
28,3,Faraday School,3250,W,Monroe,,,,St
28,4,Stem Academy,1522,W,Fillmore,,,,St
28,5,William Jones Apartments,1447,S,Ashland,,,,Ave
28,6,Van Buren Place,1504,W,Van,Buren,,,St
28,7,St Michaels M B Church,4106,W,Monroe,,,,St
28,8,Van Buren Place,1504,W,Van,Buren,,,St
28,9,St Michaels M B Church,4106,W,Monroe,,,,St
28,10,Stem Academy,1522,W,Fillmore,,,,St
28,11,Washington Irving School,749,S,Oakley,,,,Bv
28,12,Truth & Deliverance Church,3,S,Laramie,,,,Ave
28,13,Greencastle Of Garfield I Apartments,3811,W,Washington,,,,Bv
28,14,Mt Sinai Church,310,N,Laramie,,,,Ave
28,15,Garfield Senior Apartments,3700,W,Congress,,,,Pkwy
28,16,Greater St John M B Church,310,S,Kostner,,,,Ave
28,17,Melody Stem Sch/Delano Campus,3937,W,Wilcox,,,,St
28,18,Circle Park Apartments,1111,S,Ashland,,,,Ave
28,19,Mayors People/Disabilities,2102,W,Ogden,,,,Ave
28,20,Ike Sims Apartments,3333,W,Maypole,,,,Ave
28,21,Camelot Academy West Garfield Pk,230,N,Kolmar,,,,Ave
28,22,Al Raby High School,3545,W,Fulton,,,,St
28,23,The Church Of Christ,4400,W,Maypole,,,,Ave
28,24,George W Tilton School,223,N,Keeler,,,,Ave
28,25,Peoples Church Of The Harvest,3570,W,Fifth,,,,Ave
28,26,St Michaels M B Church,4106,W,Monroe,,,,St
28,27,Andrew Jackson School,1340,W,Harrison,,,,St
28,28,Andrew Jackson School,1340,W,Harrison,,,,St
28,29,Love & Faith M B Church,512,S,Washtenaw,,,,Ave
28,30,Jlm Abundant Life Cmty Center,2622,W,Jackson,,,,Bv
28,31,Jackson Square Nursing Home,5130,W,Jackson,,,,Bv
28,32,Jimmie G Restaurant,307,S,Kedzie,,,,Ave
28,33,Camelot Academy West Garfield Pk,230,N,Kolmar,,,,Ave
28,34,Thomas Chalmers School,2745,W,Roosevelt,,,,Rd
28,35,Kellman Corporate Community Sch,3030,W,Arthington,,,,St
28,36,King David Missionary Baptist Ch,3322,W,Gladys,,,,Ave
28,37,Melody Stem Sch/Delano Campus,3937,W,Wilcox,,,,St
28,38,Mercy Seat M B Church,4656,W,Erie,,,,St
28,39,Community Fellowship M B Church,4817,W,Madison,,,,St
28,40,Westside Learning Center,4624,W,Madison,,,,St
28,41,Mt Sinai Church,310,N,Laramie,,,,Ave
28,42,Spencer Technology Academy,214,N,Lavergne,,,,Ave
28,43,Spencer Technology Academy,214,N,Lavergne,,,,Ave
28,44,Hefferan School,4409,W,Wilcox,,,,St
28,45,Patrick Sullivan Senior Apartments,1633,W,Madison,,,,St
28,46,Washington Irving School,749,S,Oakley,,,,Bv
29,1,Sayre School,1850,N,Newland,,,,Ave
29,2,Austin Senior Satellite Center,5071,W,Congress,,,,Pkwy
29,3,The Greater Way MB Church,5442,W,Harrison,,,,St
29,4,Young School,1434,N,Parkside,,,,Ave
29,5,Milton Brunson School,932,N,Central,,,,Ave
29,6,Michele Clark Magnet H S,5101,W,Harrison,,,,St
29,7,Lovett School,6333,W,Bloomingdale,,,,Ave
29,8,Oscar De Priest School,139,S,Parkside,,,,Ave
29,9,Sayre School,1850,N,Newland,,,,Ave
29,10,Sayre School,1850,N,Newland,,,,Ave
29,11,Ellington School,243,N,Parkside,,,,Ave
29,12,Lovett School,6333,W,Bloomingdale,,,,Ave
29,13,New Inspirational Mb Ch,5825,W,Division,,,,St
29,14,Friendship Baptist Church,5200,W,Jackson,,,,Bv
29,15,Amundsen Park,6200,W,Bloomingdale,,,,Ave
29,16,Oscar De Priest School,139,S,Parkside,,,,Ave
29,17,Amundsen Park,6200,W,Bloomingdale,,,,Ave
29,18,Burnham Apartments,325,N,Austin,,,,Bv
29,19,Columbus Park Refectory,5701,W,Jackson,,,,Bv
29,20,Mayfield Care Center,5905,W,Washington,,,,Bv
29,21,Ellington School,243,N,Parkside,,,,Ave
29,22,Clark School,1045,S,Monitor,,,,Ave
29,23,Sayre School,1850,N,Newland,,,,Ave
29,24,Galewood Park Field House,5729,W,Bloomingdale,,,,Ave
29,25,Life Of Peace Intl Ministries,5900,W,North,,,,Ave
29,26,Crestwood Apartments,525,N,Austin,,,,Bv
29,27,Milton Brunson School,932,N,Central,,,,Ave
29,28,Prince Of Peace M B Church,5450,W,Van,Buren,,,St
29,29,Dever School,3436,N,Osceola,,,,Ave
29,30,Montclare Senior Residence,6650,W,Belden,,,,Ave
29,31,Bethesda Retirement Center,2833,N,Nordica,,,,Ave
29,32,Dever School,3436,N,Osceola,,,,Ave
29,33,Lorraine Hansberry Apartments,5670,W,Lake,,,,St
29,34,Clark School,1045,S,Monitor,,,,Ave
29,35,Second Mt Olive MB Church,5729,W,Chicago,,,,Ave
29,36,Amundsen Park,6200,W,Bloomingdale,,,,Ave
29,37,St Paul Lutheran School,846,N,Menard,,,,Ave
29,38,St William Catholic Church Convent,2601,N,Sayre,,,,Ave
29,39,Bethesda Retirement Center,2833,N,Nordica,,,,Ave
29,40,True Vine Church,5936,W,Division,,,,St
29,41,Young School,1434,N,Parkside,,,,Ave
29,42,Columbus Park,500,S,Central,,,,Ave
29,43,Galewood Community Church,1776,N,Narragansett,,,,Ave
29,44,Sankofa Cultural Arts Center,5820,W,Chicago,,,,Ave
30,1,St Bartholomew Church,4950,W,Addison,,,,St
30,2,Saint Ferdinand Parish,3115,N,Mason,,,,Ave
30,3,Reilly School,3650,W,School,,,,St
30,4,Chopin Park,3420,N,Long,,,,Ave
30,5,Alliance Polish Heritage Ctr,5835,W,Diversey,,,,Ave
30,6,Boost Mobile,5718,W,Fullerton,,,,Ave
30,7,Scammon School,4201,W,Henderson,,,,St
30,8,St Wenceslaus Church,3425,N,Lawndale,,,,Ave
30,9,St Ladislaus Parish,5345,W,Roscoe,,,,St
30,10,Alliance Polish Heritage Ctr,5835,W,Diversey,,,,Ave
30,11,Riis Park,6100,W,Fullerton,,,,Ave
30,12,Alliance Polish Heritage Ctr,5835,W,Diversey,,,,Ave
30,13,Lyon School,2941,N,McVicker,,,,Ave
30,14,Schubert School,2727,N,Long,,,,Ave
30,15,Empty Store Front,3807,N,Pulaski,,,,Rd
30,16,Lyon School,2941,N,McVicker,,,,Ave
30,17,Mathers Cafe,3235,N,Central,,,,Ave
30,18,St Hyacinth School,2845,N,Lawndale,,,,Ave
30,19,Central Starlite,5554,W,Fullerton,,,,Ave
30,20,St Bartholomew Church,4950,W,Addison,,,,St
30,21,Belmont Assembly Of God Church,6050,W,Belmont,,,,Ave
30,22,Reilly School,3650,W,School,,,,St
30,23,Federico Garcia Lorca,3231,N,Springfield,,,,Ave
30,24,St Hyacinth School,2845,N,Lawndale,,,,Ave
30,25,Chicago Dept On Aging,3160,N,Milwaukee,,,,Ave
30,26,Kilbourn Park,3501,N,Kilbourn,,,,Ave
30,27,Kilbourn Park,3501,N,Kilbourn,,,,Ave
30,28,P L Lounge,3456,N,Pulaski,,,,Rd
30,29,Riis Park,6100,W,Fullerton,,,,Ave
30,30,Lyon School,2941,N,McVicker,,,,Ave
30,31,Kilbourn Park,3501,N,Kilbourn,,,,Ave
30,32,St Wenceslaus Church,3425,N,Lawndale,,,,Ave
31,1,Kelvyn Pk High School,4343,W,Wrightwood,,,,Ave
31,2,Grace Lutheran Church,2725,N,Laramie,,,,Ave
31,3,St Peters United Church Of Christ,2805,N,Linder,,,,Ave
31,4,Our Lady Of Grace Church,2446,N,Ridgeway,,,,Ave
31,5,John Barry Elementary School,2828,N,Kilbourn,,,,Ave
31,6,Belmont Place Apartments,4645,W,Belmont,,,,Ave
31,7,Kosciuszko Park,2732,N,Avers,,,,Ave
31,8,Foreman High School,3235,N,Le,Claire,,,Ave
31,9,Chicago Fire Station,4911,W,Belmont,,,,Ave
31,10,Chicago Fire Station,2827,N,Pulaski,,,,Rd
31,11,St Bartholomew Church,4950,W,Addison,,,,St
31,12,Total Natural Fitness,3456,N,Cicero,,,,Ave
31,13,Kelvyn Park,4438,W,Wrightwood,,,,Ave
31,14,Portage Cragin Library,5108,W,Belmont,,,,Ave
31,15,New Life Family Center,2910,N,Central,,,,Ave
31,16,Infant Welfare Society,3600,W,Fullerton,,,,Ave
31,17,New Life Covenant Northwest,5110,W,Diversey,,,,Ave
31,18,Resurrected Life Church Int,4538,W,Fullerton,,,,Ave
31,19,North West Community Church,5318,W,Diversey,,,,Ave
31,20,Schubert School,2727,N,Long,,,,Ave
31,21,St Genevieve Church,4834,W,Montana,,,,St
31,22,Iglesia Bautista Kildare Ave,4248,W,Belden,,,,Ave
31,23,St Joseph Village Of Chicago,4021,W,Belmont,,,,Ave
31,24,John Barry Elementary School,2828,N,Kilbourn,,,,Ave
31,25,North West Community Church,5318,W,Diversey,,,,Ave
31,26,Ken-Well Park,2945,N,Kenosha,,,,Ave
31,27,M & K Electronics Inc,2848,N,Cicero,,,,Ave
31,28,Cragin Park,2611,N,Lockwood,,,,Ave
31,29,Senior Suites Kelvyn Park,2715,N,Cicero,,,,Ave
31,30,Empty Store Front,2955,N,Cicero,,,,Ave
31,31,Iglesia Cristiana De La Familia,3053,N,Linder,,,,Ave
31,32,Embajadores De Cristo,2524,N,Laramie,,,,Ave
31,33,Portage Cragin Library,5108,W,Belmont,,,,Ave
31,34,Foreman High School,3235,N,Le,Claire,,,Ave
31,35,Falconer School,3020,N,Lamon,,,,Ave
31,36,St Joseph Village Of Chicago,4021,W,Belmont,,,,Ave
31,37,Iglesia Bautista Erie,2551,N,Lamon,,,,Ave
31,38,The Church Of God Inc,5120,W,Fullerton,,,,Ave
31,39,U-Haul,4100,W,Fullerton,,,,Ave
31,40,Kosciuszko Park,2732,N,Avers,,,,Ave
31,41,Iglesia De Dios Pentecostal Ch,4400,W,Montana,,,,St
32,1,Windy City Field House,2367,W,Logan,,,,Bv
32,2,Bucktown-Wicker Pk Library,1701,N,Milwaukee,,,,Ave
32,3,St John Berchman,2517,W,Logan,,,,Bv
32,4,Chicago Fire Station,1901,N,Damen,,,,Ave
32,5,Pulaski School Annex Building,2230,W,McLean,,,,Ave
32,6,Bucktown-Wicker Pk Library,1701,N,Milwaukee,,,,Ave
32,7,Saint Luke Church,1500,W,Belmont,,,,Ave
32,8,St Alphonsus,1429,W,Wellington,,,,Ave
32,9,Chicago Fire Station,2214,W,Barry,,,,Ave
32,10,St Alphonsus,1429,W,Wellington,,,,Ave
32,11,Logan Sq Library,3030,W,Fullerton,,,,Ave
32,12,Boys/Girls Club Of Chicago,2211,N,Sawyer,,,,Ave
32,13,Wrightwood Park,2534,N,Greenview,,,,Ave
32,14,Logan Sq Library,3030,W,Fullerton,,,,Ave
32,15,Jahn School,3149,N,Wolcott,,,,Ave
32,16,Holstein Pk,2200,N,Oakley,,,,Ave
32,17,New Community Covenant Church,2649,N,Francisco,,,,Ave
32,18,Wrightwood Park,2534,N,Greenview,,,,Ave
32,19,Hamlin Park,3035,N,Hoyne,,,,Ave
32,20,Darwin School,3116,W,Belden,,,,Ave
32,21,Christian Fellowship Free Church,3425,N,Damen,,,,Ave
32,22,St Sylvester School,3027,W,Palmer,,,,St
32,23,Saint Luke Church,1500,W,Belmont,,,,Ave
32,24,Hamlin Park,3035,N,Hoyne,,,,Ave
32,25,Christian Fellowship Free Church,3425,N,Damen,,,,Ave
32,26,New Community Covenant Church,2649,N,Francisco,,,,Ave
32,27,Prescott School,1632,W,Wrightwood,,,,Ave
32,28,New Community Covenant Church,2649,N,Francisco,,,,Ave
32,29,Holstein Pk,2200,N,Oakley,,,,Ave
32,30,Burley School,1630,W,Barry,,,,Ave
32,31,Chicago Fire Station,1901,N,Damen,,,,Ave
32,32,Bucktown-Wicker Pk Library,1701,N,Milwaukee,,,,Ave
32,33,Walsh Apartments,1734,N,Paulina,,,,St
32,34,Covenant Presbyterian Church,2022,W,Dickens,,,,Ave
32,35,Burr School,1621,W,Wabansia,,,,Ave
32,36,Club Lucky,1824,W,Wabansia,,,,Ave
32,37,St Hedwig Convent,2219,N,Hamilton,,,,Ave
32,38,Alcott College Prep West Campus,2957,N,Hoyne,,,,Ave
32,39,Wrightwood Park,2534,N,Greenview,,,,Ave
32,40,Burley School,1630,W,Barry,,,,Ave
32,41,Jahn School,3149,N,Wolcott,,,,Ave
32,42,Hamlin Park,3035,N,Hoyne,,,,Ave
32,43,Brentano School,2723,N,Fairfield,,,,Ave
33,1,Tabor Evangelical Luth Church,3542,W,Sunnyside,,,,Ave
33,2,Hibbard School,3244,W,Ainslie,,,,St
33,3,First Vietnamese United Methodist Church,3100,W,Wilson,,,,Ave
33,4,Concordia Place,3300,N,Whipple,,,,St
33,5,Ceviche Peruvian Resturant,2554,W,Diversey,,,,Ave
33,6,Grover Cleveland School,3121,W,Byron,,,,St
33,7,Albany Park Cmty Ctr,3401,W,Ainslie,,,,St
33,8,First Vietnamese United Methodist Church,3100,W,Wilson,,,,Ave
33,9,Brands Park,3259,N,Elston,,,,Ave
33,10,West Byron Place,2815,W,Byron,,,,St
33,11,Celestial Church Of Christ,4100,N,Troy,,,,St
33,12,Grover Cleveland School,3121,W,Byron,,,,St
33,13,Ucsn Carlos Fuentes Charter School,2845,W,Barry,,,,Ave
33,14,Ucsn Carlos Fuentes Charter School,2845,W,Barry,,,,Ave
33,15,Maries Golden Cue,3241,W,Montrose,,,,Ave
33,16,CICS Irving Park,3820,N,Spaulding,,,,Ave
33,17,Briskus Bistro,4100,N,Kedzie,,,,Ave
33,18,Hanul Family Alliance,5008,N,Kedzie,,,,Ave
33,19,Ceviche Peruvian Resturant,2554,W,Diversey,,,,Ave
33,20,Our Lady Of Mercy Church,4432,N,Troy,,,,St
33,21,Bateman School,4221,N,Sacramento,,,,Ave
33,22,De Paul College Prep,3633,N,California,,,,Ave
33,23,Bateman School,4221,N,Sacramento,,,,Ave
33,24,Horner Park,2741,W,Montrose,,,,Ave
33,25,Horner Park,2741,W,Montrose,,,,Ave
33,26,Logan Avondale Post 2978,3009,N,Kedzie,,,,Ave
33,27,Roosevelt High School,3436,W,Wilson,,,,Ave
33,28,Logan Avondale Post 2978,3009,N,Kedzie,,,,Ave
34,1,Salvation Army Ray/Joan Kroc Corp,1250,W,119th,,,,St
34,2,Greater Mt Eagle MB Church,10856,S,Halsted,,,,St
34,3,Metcalfe School,12339,S,Normal,,,,Ave
34,4,Solomons Universal Temple Of Peace,412,W,107th,,,,St
34,5,Higgins School,11710,S,Morgan,,,,St
34,6,New Crtn Binding/Loosing Ministry,12900,S,Halsted,,,,St
34,7,Maple Park Missionary Bapt Church,11759,S,Ashland,,,,Ave
34,8,Mt Joy Baptist Church,11339,S,May,,,,St
34,9,Greater Canaan Mb Ch Adm Building,36,W,119th,,,,St
34,10,Salvation Army Ray/Joan Kroc Corp,1250,W,119th,,,,St
34,11,Alex Haley Academy,11411,S,Eggleston,,,,Ave
34,12,Garvey School,10309,S,Morgan,,,,St
34,13,Shoop School,1460,W,112th,,,,St
34,14,Major Charles L Hunt VFW Post,344,W,119th,,,,St
34,15,St James Ministries,11750,S,Lowe,,,,Ave
34,16,West Pullman Park,401,W,123rd,,,,St
34,17,Apostolic Pentecostal Church,11401,S,Vincennes,,,,Ave
34,18,Christian Missionary Baptist Church,132,W,104th,,,,St
34,19,Apostolic Pentecostal Church,11401,S,Vincennes,,,,Ave
34,20,Messiah Baptist Ch,10400,S,Halsted,,,,St
34,21,Mt Vernon School,10540,S,Morgan,,,,St
34,22,Solomons Universal Temple Of Peace,412,W,107th,,,,St
34,23,Fenger High School,11220,S,Wallace,,,,St
34,24,Fernwood Park,10436,S,Wallace,,,,St
34,25,Prayer/Faith Outreach Ministries,944,W,103rd,,,,St
