GEO.id,GEO.id2,GEO.display-label,,,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
Id,Id2,Geography,,,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - U.S. citizen, born in the United States","Margin of Error; Total: - U.S. citizen, born in the United States","Estimate; Total: - U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error; Total: - U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate; Total: - U.S. citizen, born abroad of American parent(s)","Margin of Error; Total: - U.S. citizen, born abroad of American parent(s)",Estimate; Total: - U.S. citizen by naturalization,Margin of Error; Total: - U.S. citizen by naturalization,Estimate; Total: - Not a U.S. citizen,Margin of Error; Total: - Not a U.S. citizen
1400000US17031251700,17031251700,"Census Tract 2517, Cook County, Illinois",2517,7.239512855,1478,219,1335,213,0,11,0,11,36,32,107,63
1400000US17031251800,17031251800,"Census Tract 2518, Cook County, Illinois",2518,1.060070671,5094,593,5040,574,0,15,0,15,0,15,54,86
1400000US17031251900,17031251900,"Census Tract 2519, Cook County, Illinois",2519,0,5509,683,5472,674,0,15,17,27,20,31,0,15
1400000US17031252000,17031252000,"Census Tract 2520, Cook County, Illinois",2520,0.303272147,6265,774,6166,793,31,36,0,15,49,60,19,30
1400000US17031252101,17031252101,"Census Tract 2521.01, Cook County, Illinois",2521.01,2.433234421,1685,374,1644,366,0,11,0,11,0,11,41,60
1400000US17031252102,17031252102,"Census Tract 2521.02, Cook County, Illinois",2521.02,2.516514627,6358,931,6198,967,0,15,0,15,0,15,160,233
1400000US17031252201,17031252201,"Census Tract 2522.01, Cook County, Illinois",2522.01,0,2912,392,2861,395,0,11,0,11,51,39,0,11
1400000US17031252202,17031252202,"Census Tract 2522.02, Cook County, Illinois",2522.02,0.531182373,5083,580,5038,580,8,15,0,15,10,14,27,34
1400000US17031260100,17031260100,"Census Tract 2601, Cook County, Illinois",2601,0,1014,200,1007,200,0,11,0,11,7,10,0,11
1400000US17031260200,17031260200,"Census Tract 2602, Cook County, Illinois",2602,0.731707317,1230,213,1213,214,0,11,4,6,4,6,9,13
1400000US17031260300,17031260300,"Census Tract 2603, Cook County, Illinois",2603,0,1485,212,1485,212,0,11,0,11,0,11,0,11
1400000US17031260400,17031260400,"Census Tract 2604, Cook County, Illinois",2604,0.248756219,1608,476,1596,473,0,11,0,11,8,14,4,6
1400000US17031260500,17031260500,"Census Tract 2605, Cook County, Illinois",2605,0.500834725,1797,272,1788,271,0,11,0,11,0,11,9,12
1400000US17031260600,17031260600,"Census Tract 2606, Cook County, Illinois",2606,0,2199,364,2184,368,0,11,0,11,15,23,0,11
1400000US17031260700,17031260700,"Census Tract 2607, Cook County, Illinois",2607,3.870967742,2015,282,1931,267,0,11,0,11,6,9,78,92
1400000US17031260800,17031260800,"Census Tract 2608, Cook County, Illinois",2608,0,2453,389,2449,391,0,11,0,11,4,8,0,11
1400000US17031260900,17031260900,"Census Tract 2609, Cook County, Illinois",2609,0.78125,1536,264,1524,265,0,11,0,11,0,11,12,18
1400000US17031261000,17031261000,"Census Tract 2610, Cook County, Illinois",2610,0,2396,373,2383,372,9,15,0,11,4,7,0,11
1400000US17031270500,17031270500,"Census Tract 2705, Cook County, Illinois",2705,3.141640043,1878,249,1800,239,19,35,0,11,0,11,59,62
1400000US17031271200,17031271200,"Census Tract 2712, Cook County, Illinois",2712,0,1254,208,1236,209,18,38,0,11,0,11,0,11
1400000US17031271300,17031271300,"Census Tract 2713, Cook County, Illinois",2713,0,1183,186,1175,187,4,5,0,11,4,6,0,11
1400000US17031271400,17031271400,"Census Tract 2714, Cook County, Illinois",2714,0,1185,207,1176,207,0,11,0,11,9,20,0,11
1400000US17031271500,17031271500,"Census Tract 2715, Cook County, Illinois",2715,0,1405,242,1405,242,0,11,0,11,0,11,0,11
1400000US17031271800,17031271800,"Census Tract 2718, Cook County, Illinois",2718,0,1345,194,1345,194,0,11,0,11,0,11,0,11
1400000US17031280100,17031280100,"Census Tract 2801, Cook County, Illinois",2801,6.195859639,6811,577,5834,496,0,15,138,109,417,156,422,197
1400000US17031280400,17031280400,"Census Tract 2804, Cook County, Illinois",2804,1.056958309,1703,281,1651,283,0,11,13,14,21,22,18,19
1400000US17031280800,17031280800,"Census Tract 2808, Cook County, Illinois",2808,0,951,173,912,175,0,11,0,11,39,32,0,11
1400000US17031280900,17031280900,"Census Tract 2809, Cook County, Illinois",2809,1.238738739,888,159,866,161,0,11,0,11,11,17,11,13
1400000US17031281900,17031281900,"Census Tract 2819, Cook County, Illinois",2819,38.99345336,4888,517,2407,384,13,20,193,139,369,164,1906,483
1400000US17031282700,17031282700,"Census Tract 2827, Cook County, Illinois",2827,9.221232081,2581,344,2116,334,22,18,15,16,190,95,238,103
1400000US17031282800,17031282800,"Census Tract 2828, Cook County, Illinois",2828,18.0619644,1517,179,1018,176,1,6,18,18,206,84,274,113
1400000US17031283100,17031283100,"Census Tract 2831, Cook County, Illinois",2831,19.40349674,2917,291,2023,297,16,18,23,37,289,147,566,262
1400000US17031283200,17031283200,"Census Tract 2832, Cook County, Illinois",2832,5.805243446,1602,191,1334,190,0,11,0,11,175,76,93,47
1400000US17031283800,17031283800,"Census Tract 2838, Cook County, Illinois",2838,4.920913884,3414,331,2929,339,27,33,14,16,276,114,168,117
1400000US17031290900,17031290900,"Census Tract 2909, Cook County, Illinois",2909,0.451048023,3769,579,3739,579,0,11,6,9,7,11,17,27
1400000US17031291200,17031291200,"Census Tract 2912, Cook County, Illinois",2912,0,2471,367,2465,370,0,11,0,11,6,9,0,11
1400000US17031291600,17031291600,"Census Tract 2916, Cook County, Illinois",2916,20.83818393,859,146,565,150,0,11,0,11,115,75,179,75
1400000US17031292200,17031292200,"Census Tract 2922, Cook County, Illinois",2922,0,2989,407,2941,403,0,11,0,11,48,44,0,11
1400000US17031292400,17031292400,"Census Tract 2924, Cook County, Illinois",2924,0.694789082,2015,374,1965,370,0,11,36,46,0,11,14,21
1400000US17031292500,17031292500,"Census Tract 2925, Cook County, Illinois",2925,0.239923225,4168,515,4137,506,0,11,21,33,0,11,10,19
1400000US17031300500,17031300500,"Census Tract 3005, Cook County, Illinois",3005,40.39107852,3273,341,1684,277,0,11,17,17,250,90,1322,253
1400000US17031300600,17031300600,"Census Tract 3006, Cook County, Illinois",3006,27.89473684,3420,358,2124,329,32,32,49,56,261,72,954,237
1400000US17031300700,17031300700,"Census Tract 3007, Cook County, Illinois",3007,30.10183299,4910,589,2789,493,161,119,52,48,430,118,1478,343
1400000US17031300800,17031300800,"Census Tract 3008, Cook County, Illinois",3008,33.18427865,4249,740,2288,512,83,80,11,17,457,136,1410,392
1400000US17031300900,17031300900,"Census Tract 3009, Cook County, Illinois",3009,36.48681345,4133,601,1952,380,204,205,15,25,454,161,1508,401
1400000US17031301100,17031301100,"Census Tract 3011, Cook County, Illinois",3011,34.17593529,2967,413,1692,324,10,16,0,11,251,74,1014,220
1400000US17031301200,17031301200,"Census Tract 3012, Cook County, Illinois",3012,25.69239835,3394,451,2047,334,31,35,47,42,397,131,872,245
1400000US17031301600,17031301600,"Census Tract 3016, Cook County, Illinois",3016,28.92842016,4722,557,2707,468,17,28,26,29,606,198,1366,261
1400000US17031301701,17031301701,"Census Tract 3017.01, Cook County, Illinois",3017.01,35.62691131,3924,504,1960,357,0,11,24,36,542,141,1398,403
1400000US17031301702,17031301702,"Census Tract 3017.02, Cook County, Illinois",3017.02,38.16221285,4266,442,2070,304,122,90,16,29,430,138,1628,290
1400000US17031301801,17031301801,"Census Tract 3018.01, Cook County, Illinois",3018.01,39.60784314,4080,460,1924,413,33,50,16,18,491,163,1616,464
1400000US17031301802,17031301802,"Census Tract 3018.02, Cook County, Illinois",3018.02,35.8520392,3163,375,1665,292,23,35,0,11,341,134,1134,241
1400000US17031301803,17031301803,"Census Tract 3018.03, Cook County, Illinois",3018.03,42.09328783,5274,513,2429,375,17,27,31,35,577,186,2220,449
1400000US17031310200,17031310200,"Census Tract 3102, Cook County, Illinois",3102,8.349769888,1521,171,1175,147,19,31,0,11,200,62,127,78
1400000US17031310300,17031310300,"Census Tract 3103, Cook County, Illinois",3103,23.90914525,1673,211,1102,158,0,11,11,16,160,51,400,139
1400000US17031310400,17031310400,"Census Tract 3104, Cook County, Illinois",3104,24.32432432,1332,174,853,125,0,11,26,33,129,84,324,96
1400000US17031310500,17031310500,"Census Tract 3105, Cook County, Illinois",3105,26.79487179,1560,326,855,215,56,69,15,23,216,94,418,194
1400000US17031310600,17031310600,"Census Tract 3106, Cook County, Illinois",3106,24.47906524,5135,822,3307,568,76,74,32,37,463,191,1257,473
1400000US17031310700,17031310700,"Census Tract 3107, Cook County, Illinois",3107,26.25,1440,205,789,163,0,11,13,20,260,86,378,143
1400000US17031310800,17031310800,"Census Tract 3108, Cook County, Illinois",3108,32.29097361,4509,527,2240,297,225,209,108,69,480,166,1456,400
1400000US17031310900,17031310900,"Census Tract 3109, Cook County, Illinois",3109,29.06237584,5034,487,2779,391,0,15,53,54,739,249,1463,312
1400000US17031320100,17031320100,"Census Tract 3201, Cook County, Illinois",3201,16.39949568,11104,1024,8015,996,0,17,227,149,1041,399,1821,639
1400000US17031320400,17031320400,"Census Tract 3204, Cook County, Illinois",3204,12.68781302,2995,356,2355,312,12,23,45,47,203,62,380,132
1400000US17031320600,17031320600,"Census Tract 3206, Cook County, Illinois",3206,16.42663327,4791,401,3761,428,0,11,49,47,194,105,787,248
1400000US17031330100,17031330100,"Census Tract 3301, Cook County, Illinois",3301,9.751881795,17935,1618,13771,1322,5,10,441,298,1969,642,1749,549
1400000US17031330200,17031330200,"Census Tract 3302, Cook County, Illinois",3302,6.702412869,3730,279,2935,315,0,11,0,11,545,156,250,95
1400000US17031340300,17031340300,"Census Tract 3403, Cook County, Illinois",3403,23.10712283,1783,208,687,158,0,11,20,23,664,97,412,160
1400000US17031340400,17031340400,"Census Tract 3404, Cook County, Illinois",3404,42.29426434,2005,228,540,112,25,42,89,54,503,124,848,277
1400000US17031340500,17031340500,"Census Tract 3405, Cook County, Illinois",3405,23.44996931,1629,167,1093,161,0,11,13,13,141,54,382,115
1400000US17031340600,17031340600,"Census Tract 3406, Cook County, Illinois",3406,1.090512541,917,106,904,107,0,11,0,11,3,5,10,15
1400000US17031350100,17031350100,"Census Tract 3501, Cook County, Illinois",3501,39.41267388,1941,197,1089,162,6,11,0,11,81,52,765,196
1400000US17031350400,17031350400,"Census Tract 3504, Cook County, Illinois",3504,0,1647,180,1639,178,0,11,0,11,8,9,0,11
1400000US17031351000,17031351000,"Census Tract 3510, Cook County, Illinois",3510,22.60890728,4109,585,2993,486,0,11,90,108,97,75,929,464
1400000US17031351100,17031351100,"Census Tract 3511, Cook County, Illinois",3511,0,1962,253,1955,252,0,11,0,11,7,6,0,11
1400000US17031351400,17031351400,"Census Tract 3514, Cook County, Illinois",3514,0,1651,213,1626,216,0,11,7,13,18,31,0,11
1400000US17031351500,17031351500,"Census Tract 3515, Cook County, Illinois",3515,23.71364653,447,103,290,83,0,11,3,5,48,63,106,68
1400000US17031360200,17031360200,"Census Tract 3602, Cook County, Illinois",3602,16.06217617,1544,235,1242,170,0,11,0,11,54,42,248,165
1400000US17031380100,17031380100,"Census Tract 3801, Cook County, Illinois",3801,0.51894136,1927,292,1873,273,0,11,23,37,21,33,10,15
1400000US17031380200,17031380200,"Census Tract 3802, Cook County, Illinois",3802,1.063829787,1786,184,1759,184,0,11,0,11,8,13,19,29
1400000US17031380500,17031380500,"Census Tract 3805, Cook County, Illinois",3805,0.358422939,837,136,834,135,0,11,0,11,0,11,3,4
1400000US17031380700,17031380700,"Census Tract 3807, Cook County, Illinois",3807,1.939291737,1186,234,1155,227,0,11,0,11,8,15,23,23
1400000US17031381200,17031381200,"Census Tract 3812, Cook County, Illinois",3812,1.243781095,2010,322,1975,326,0,11,0,11,10,16,25,39
1400000US17031381400,17031381400,"Census Tract 3814, Cook County, Illinois",3814,0,1755,322,1750,322,0,11,5,8,0,11,0,11
1400000US17031381500,17031381500,"Census Tract 3815, Cook County, Illinois",3815,0,252,83,230,79,0,11,12,20,10,9,0,11
1400000US17031381700,17031381700,"Census Tract 3817, Cook County, Illinois",3817,#DIV/0!,0,11,0,11,0,11,0,11,0,11,0,11
1400000US17031381800,17031381800,"Census Tract 3818, Cook County, Illinois",3818,1.532258065,1240,258,1163,228,0,11,0,11,58,44,19,23
1400000US17031381900,17031381900,"Census Tract 3819, Cook County, Illinois",3819,1.493651979,1339,213,1309,209,4,6,0,11,6,8,20,24
1400000US17031390100,17031390100,"Census Tract 3901, Cook County, Illinois",3901,5.164319249,1491,172,1402,158,5,9,0,11,7,9,77,75
1400000US17031390200,17031390200,"Census Tract 3902, Cook County, Illinois",3902,3.269586675,1621,224,1530,199,0,11,0,11,38,29,53,46
1400000US17031390300,17031390300,"Census Tract 3903, Cook County, Illinois",3903,1.514032496,2708,276,2640,278,0,11,13,20,14,21,41,39
1400000US17031390400,17031390400,"Census Tract 3904, Cook County, Illinois",3904,0.928332714,2693,352,2619,350,0,11,0,11,49,45,25,54
1400000US17031390500,17031390500,"Census Tract 3905, Cook County, Illinois",3905,4.641638225,1465,164,1311,158,3,5,27,21,56,37,68,42
1400000US17031390600,17031390600,"Census Tract 3906, Cook County, Illinois",3906,6.078536848,1859,175,1621,178,0,11,25,22,100,35,113,52
1400000US17031390700,17031390700,"Census Tract 3907, Cook County, Illinois",3907,20.95766829,5764,559,4150,513,0,15,17,28,389,137,1208,375
1400000US17031400300,17031400300,"Census Tract 4003, Cook County, Illinois",4003,0.531107739,1318,199,1287,199,0,11,0,11,24,25,7,15
1400000US17031400400,17031400400,"Census Tract 4004, Cook County, Illinois",4004,0,1818,288,1818,288,0,11,0,11,0,11,0,11
1400000US17031400500,17031400500,"Census Tract 4005, Cook County, Illinois",4005,0,2394,346,2359,346,0,11,12,12,23,28,0,11
1400000US17031400800,17031400800,"Census Tract 4008, Cook County, Illinois",4008,0,3164,416,3164,416,0,11,0,11,0,11,0,11
1400000US17031410100,17031410100,"Census Tract 4101, Cook County, Illinois",4101,16.20267261,1796,159,1405,176,0,11,6,10,94,56,291,124
1400000US17031410200,17031410200,"Census Tract 4102, Cook County, Illinois",4102,29.08124525,1317,127,819,132,0,11,61,37,54,30,383,122
1400000US17031410500,17031410500,"Census Tract 4105, Cook County, Illinois",4105,6.094289,2609,319,2317,344,0,11,15,34,118,53,159,89
1400000US17031410600,17031410600,"Census Tract 4106, Cook County, Illinois",4106,9.03930131,2290,333,1954,331,0,11,82,56,47,29,207,73
1400000US17031410700,17031410700,"Census Tract 4107, Cook County, Illinois",4107,11.92748092,2096,225,1723,223,0,11,26,29,97,58,250,99
1400000US17031410800,17031410800,"Census Tract 4108, Cook County, Illinois",4108,12.9957291,3278,380,2493,368,0,11,18,21,341,154,426,144
1400000US17031410900,17031410900,"Census Tract 4109, Cook County, Illinois",4109,10.33557047,2980,293,2426,285,26,39,23,20,197,65,308,101
1400000US17031411000,17031411000,"Census Tract 4110, Cook County, Illinois",4110,11.17628898,3239,469,2561,323,0,11,50,40,266,125,362,212
1400000US17031411100,17031411100,"Census Tract 4111, Cook County, Illinois",4111,18.84377758,2266,237,1603,201,0,11,16,14,220,77,427,150
1400000US17031411200,17031411200,"Census Tract 4112, Cook County, Illinois",4112,12.95522388,1675,124,1296,119,4,6,14,13,144,54,217,87
1400000US17031420100,17031420100,"Census Tract 4201, Cook County, Illinois",4201,3.235515425,1329,178,1254,182,0,11,0,11,32,29,43,28
1400000US17031420200,17031420200,"Census Tract 4202, Cook County, Illinois",4202,4.68661773,1771,302,1649,296,0,11,15,20,24,27,83,57
1400000US17031420300,17031420300,"Census Tract 4203, Cook County, Illinois",4203,10.41916168,2505,234,2111,226,0,11,28,29,105,54,261,103
1400000US17031420400,17031420400,"Census Tract 4204, Cook County, Illinois",4204,6.656465187,1307,215,1154,208,0,11,4,7,62,38,87,42
1400000US17031420500,17031420500,"Census Tract 4205, Cook County, Illinois",4205,1.681100357,1963,446,1889,455,0,11,9,14,32,39,33,41
1400000US17031420600,17031420600,"Census Tract 4206, Cook County, Illinois",4206,0.187881635,2129,352,2116,353,0,11,9,14,0,11,4,6
1400000US17031420700,17031420700,"Census Tract 4207, Cook County, Illinois",4207,3.937232525,3505,518,3360,509,0,11,0,11,7,12,138,104
1400000US17031420800,17031420800,"Census Tract 4208, Cook County, Illinois",4208,1.613606629,2293,399,2208,385,0,11,6,9,42,36,37,34
1400000US17031421200,17031421200,"Census Tract 4212, Cook County, Illinois",4212,0.920598389,1738,367,1701,365,0,11,0,11,21,23,16,24
1400000US17031430101,17031430101,"Census Tract 4301.01, Cook County, Illinois",4301.01,0,4055,712,4020,702,0,11,0,11,35,55,0,11
1400000US17031430102,17031430102,"Census Tract 4301.02, Cook County, Illinois",4301.02,2.415143603,3064,522,2857,514,0,11,11,17,122,78,74,66
1400000US17031430200,17031430200,"Census Tract 4302, Cook County, Illinois",4302,0.708502024,4940,734,4853,744,2,4,0,11,50,56,35,56
1400000US17031430300,17031430300,"Census Tract 4303, Cook County, Illinois",4303,0,2141,292,2123,292,0,11,18,28,0,11,0,11
1400000US17031430400,17031430400,"Census Tract 4304, Cook County, Illinois",4304,2.73255814,3440,784,3231,721,0,11,13,20,102,117,94,139
1400000US17031430500,17031430500,"Census Tract 4305, Cook County, Illinois",4305,3.298611111,3456,474,3275,432,0,11,14,22,53,51,114,91
1400000US17031430600,17031430600,"Census Tract 4306, Cook County, Illinois",4306,0,1619,251,1604,256,0,11,0,11,15,13,0,11
1400000US17031430700,17031430700,"Census Tract 4307, Cook County, Illinois",4307,1.373626374,2548,320,2430,329,6,15,0,11,77,60,35,36
1400000US17031430800,17031430800,"Census Tract 4308, Cook County, Illinois",4308,1.014319809,1676,334,1640,331,0,11,19,24,0,11,17,21
1400000US17031430900,17031430900,"Census Tract 4309, Cook County, Illinois",4309,1.204819277,1411,175,1343,168,0,11,0,11,51,42,17,20
1400000US17031431200,17031431200,"Census Tract 4312, Cook County, Illinois",4312,1.547330097,3296,302,3093,388,8,13,73,108,71,67,51,57
1400000US17031431301,17031431301,"Census Tract 4313.01, Cook County, Illinois",4313.01,2.173197234,3037,518,2940,513,0,11,0,11,31,33,66,48
1400000US17031431302,17031431302,"Census Tract 4313.02, Cook County, Illinois",4313.02,2.708175146,3951,560,3742,526,0,11,22,33,80,66,107,129
1400000US17031431400,17031431400,"Census Tract 4314, Cook County, Illinois",4314,0.244061178,6146,617,6019,629,26,41,0,15,86,83,15,24
1400000US17031440101,17031440101,"Census Tract 4401.01, Cook County, Illinois",4401.01,0.278340081,3952,559,3895,550,0,11,46,59,0,11,11,18
1400000US17031440102,17031440102,"Census Tract 4401.02, Cook County, Illinois",4401.02,1.026830076,3019,348,2957,344,9,14,10,15,12,18,31,33
1400000US17031440201,17031440201,"Census Tract 4402.01, Cook County, Illinois",4402.01,0,5278,823,5182,822,0,15,68,77,28,46,0,15
1400000US17031440202,17031440202,"Census Tract 4402.02, Cook County, Illinois",4402.02,0.350215517,3712,377,3643,377,0,11,0,11,56,52,13,23
1400000US17031440300,17031440300,"Census Tract 4403, Cook County, Illinois",4403,0.021815009,4584,541,4440,577,0,11,66,51,77,92,1,2
1400000US17031440600,17031440600,"Census Tract 4406, Cook County, Illinois",4406,1.006542526,1987,233,1937,229,0,11,0,11,30,23,20,20
1400000US17031440700,17031440700,"Census Tract 4407, Cook County, Illinois",4407,3.818181818,1650,189,1564,215,0,11,6,9,17,15,63,81
1400000US17031440800,17031440800,"Census Tract 4408, Cook County, Illinois",4408,1.605929586,1619,239,1593,238,0,11,0,11,0,11,26,26
1400000US17031440900,17031440900,"Census Tract 4409, Cook County, Illinois",4409,0,2456,341,2425,345,0,11,0,11,31,35,0,11
1400000US17031450300,17031450300,"Census Tract 4503, Cook County, Illinois",4503,1.385620915,3825,416,3713,426,0,11,0,11,59,47,53,42
1400000US17031460100,17031460100,"Census Tract 4601, Cook County, Illinois",4601,4.905358571,3751,605,3372,611,0,11,0,11,195,91,184,101
1400000US17031460200,17031460200,"Census Tract 4602, Cook County, Illinois",4602,10.18628617,2523,390,2125,384,36,26,0,11,105,74,257,150
1400000US17031460301,17031460301,"Census Tract 4603.01, Cook County, Illinois",4603.01,11.0982659,2595,407,2118,397,28,42,10,18,151,85,288,113
1400000US17031460302,17031460302,"Census Tract 4603.02, Cook County, Illinois",4603.02,12.40674219,3619,390,3002,479,0,11,34,46,134,128,449,451
1400000US17031460400,17031460400,"Census Tract 4604, Cook County, Illinois",4604,0.813802083,3072,513,3031,515,0,11,0,11,16,26,25,38
1400000US17031460500,17031460500,"Census Tract 4605, Cook County, Illinois",4605,0,4768,598,4599,603,0,11,62,98,107,110,0,11
1400000US17031460600,17031460600,"Census Tract 4606, Cook County, Illinois",4606,9.599156118,948,176,812,162,0,11,0,11,45,35,91,67
1400000US17031460700,17031460700,"Census Tract 4607, Cook County, Illinois",4607,14.38569207,2572,457,2015,423,33,41,0,11,154,109,370,197
1400000US17031461000,17031461000,"Census Tract 4610, Cook County, Illinois",4610,7.221609702,1814,244,1594,214,4,7,0,11,85,76,131,62
1400000US17031470100,17031470100,"Census Tract 4701, Cook County, Illinois",4701,0,2601,490,2533,497,0,11,0,11,68,51,0,11
1400000US17031480100,17031480100,"Census Tract 4801, Cook County, Illinois",4801,0,2095,199,2072,203,0,11,0,11,23,34,0,11
1400000US17031480200,17031480200,"Census Tract 4802, Cook County, Illinois",4802,0,1208,164,1190,161,0,11,13,20,5,7,0,11
1400000US17031480300,17031480300,"Census Tract 4803, Cook County, Illinois",4803,0.665557404,1202,187,1186,185,0,11,0,11,8,12,8,10
1400000US17031480400,17031480400,"Census Tract 4804, Cook County, Illinois",4804,0,6301,614,6223,611,0,15,0,15,78,81,0,15
1400000US17031480500,17031480500,"Census Tract 4805, Cook County, Illinois",4805,7.006151743,2926,323,2506,284,24,37,27,42,164,84,205,123
1400000US17031490300,17031490300,"Census Tract 4903, Cook County, Illinois",4903,5.732198836,2233,231,2068,222,0,11,0,11,37,48,128,160
1400000US17031490400,17031490400,"Census Tract 4904, Cook County, Illinois",4904,0.753498385,929,190,899,183,0,11,0,11,23,32,7,10
1400000US17031490500,17031490500,"Census Tract 4905, Cook County, Illinois",4905,3.133274492,2266,228,2156,210,0,11,13,17,26,30,71,46
1400000US17031490600,17031490600,"Census Tract 4906, Cook County, Illinois",4906,0,1433,216,1387,195,10,14,0,11,36,39,0,11
1400000US17031490700,17031490700,"Census Tract 4907, Cook County, Illinois",4907,2.82108389,2694,281,2578,295,0,11,0,11,40,32,76,66
1400000US17031490800,17031490800,"Census Tract 4908, Cook County, Illinois",4908,0.87561164,3883,410,3774,418,28,42,0,11,47,53,34,43
1400000US17031490901,17031490901,"Census Tract 4909.01, Cook County, Illinois",4909.01,0.090436355,4423,770,4373,764,1,8,11,19,34,33,4,16
1400000US17031490902,17031490902,"Census Tract 4909.02, Cook County, Illinois",4909.02,0.19432569,5146,664,4982,644,0,15,0,15,154,162,10,16
1400000US17031491000,17031491000,"Census Tract 4910, Cook County, Illinois",4910,0,4785,664,4749,658,13,20,22,35,1,3,0,11
1400000US17031491100,17031491100,"Census Tract 4911, Cook County, Illinois",4911,0,4667,461,4619,461,22,36,0,11,26,15,0,11
1400000US17031491200,17031491200,"Census Tract 4912, Cook County, Illinois",4912,0.56694287,2293,229,2215,243,5,7,0,11,60,41,13,17
1400000US17031491300,17031491300,"Census Tract 4913, Cook County, Illinois",4913,0.538599641,2228,377,2208,367,0,11,0,11,8,17,12,19
1400000US17031491400,17031491400,"Census Tract 4914, Cook County, Illinois",4914,0.893582453,2462,425,2421,432,6,11,0,11,13,22,22,25
1400000US17031500100,17031500100,"Census Tract 5001, Cook County, Illinois",5001,0,3084,444,3063,438,0,11,14,24,7,11,0,11
1400000US17031500200,17031500200,"Census Tract 5002, Cook County, Illinois",5002,0.601503759,1995,272,1972,271,0,11,6,9,5,7,12,15
1400000US17031500300,17031500300,"Census Tract 5003, Cook County, Illinois",5003,7.665260197,1422,230,1207,182,0,11,5,7,101,74,109,49
1400000US17031510100,17031510100,"Census Tract 5101, Cook County, Illinois",5101,14.5971564,3165,525,2217,429,0,11,19,31,467,217,462,181
1400000US17031510200,17031510200,"Census Tract 5102, Cook County, Illinois",5102,5.062809288,2627,287,2292,281,0,11,32,51,170,97,133,93
1400000US17031510300,17031510300,"Census Tract 5103, Cook County, Illinois",5103,0.818303273,5988,756,5893,761,0,15,0,15,46,40,49,40
1400000US17031520100,17031520100,"Census Tract 5201, Cook County, Illinois",5201,25.0116225,2151,368,1354,272,16,11,0,11,243,76,538,161
1400000US17031520200,17031520200,"Census Tract 5202, Cook County, Illinois",5202,16.11650485,4120,791,3067,725,43,42,18,22,328,126,664,289
1400000US17031520300,17031520300,"Census Tract 5203, Cook County, Illinois",5203,17.98415641,5933,499,4018,454,83,52,63,63,702,160,1067,289
1400000US17031520400,17031520400,"Census Tract 5204, Cook County, Illinois",5204,13.52119346,4223,437,2974,395,34,43,15,25,629,196,571,252
1400000US17031520500,17031520500,"Census Tract 5205, Cook County, Illinois",5205,10.99671413,4565,404,3367,398,6,10,7,11,683,218,502,169
1400000US17031520600,17031520600,"Census Tract 5206, Cook County, Illinois",5206,16.3539823,2825,254,1956,225,19,28,7,10,381,110,462,177
1400000US17031530100,17031530100,"Census Tract 5301, Cook County, Illinois",5301,15.6350298,2181,340,1608,288,42,44,19,20,171,61,341,91
1400000US17031530200,17031530200,"Census Tract 5302, Cook County, Illinois",5302,0,4675,710,4667,710,0,11,0,11,8,13,0,11
1400000US17031530300,17031530300,"Census Tract 5303, Cook County, Illinois",5303,0,4638,459,4618,455,0,11,0,11,20,31,0,11
1400000US17031530400,17031530400,"Census Tract 5304, Cook County, Illinois",5304,1.01010101,1980,254,1903,232,0,11,28,43,29,26,20,23
1400000US17031530501,17031530501,"Census Tract 5305.01, Cook County, Illinois",5305.01,0,4695,739,4646,744,0,11,14,30,35,28,0,11
1400000US17031530502,17031530502,"Census Tract 5305.02, Cook County, Illinois",5305.02,0,1467,173,1467,173,0,11,0,11,0,11,0,11
1400000US17031530503,17031530503,"Census Tract 5305.03, Cook County, Illinois",5305.03,1.005668312,5469,668,5313,664,21,32,7,11,73,51,55,63
1400000US17031530600,17031530600,"Census Tract 5306, Cook County, Illinois",5306,1.569037657,2868,443,2805,445,0,11,0,11,18,26,45,58
1400000US17031540101,17031540101,"Census Tract 5401.01, Cook County, Illinois",5401.01,2.408044456,3779,493,3641,528,0,11,0,11,47,59,91,80
1400000US17031540102,17031540102,"Census Tract 5401.02, Cook County, Illinois",5401.02,0,3311,396,3293,392,0,11,0,11,18,28,0,11
1400000US17031550100,17031550100,"Census Tract 5501, Cook County, Illinois",5501,4.093851133,6180,884,5306,732,20,29,0,15,601,322,253,165
1400000US17031550200,17031550200,"Census Tract 5502, Cook County, Illinois",5502,1.082251082,2772,217,2567,235,10,16,7,10,158,69,30,41
1400000US17031560100,17031560100,"Census Tract 5601, Cook County, Illinois",5601,17.76581427,1486,197,936,152,9,18,3,5,274,71,264,101
1400000US17031560200,17031560200,"Census Tract 5602, Cook County, Illinois",5602,6.294613887,1541,152,1416,159,5,8,0,11,23,18,97,82
1400000US17031560300,17031560300,"Census Tract 5603, Cook County, Illinois",5603,19.24198251,3430,323,2166,269,13,14,24,22,567,118,660,223
1400000US17031560400,17031560400,"Census Tract 5604, Cook County, Illinois",5604,22.80585106,1504,232,789,141,0,11,0,11,372,97,343,123
