,Latitude,Longitude
335705,41.924057954,-87.71208575899998
335715,41.879051311,-87.74522502100002
335735,41.868391701,-87.659165447
335740,41.721763579,-87.62168510299999
335741,41.909152038,-87.65267504200001
335742,41.694307439,-87.652162259
335744,41.962667688,-87.77709597299999
335745,41.782753008,-87.65713007
335747,41.77173164,-87.698938157
335750,41.954614809,-87.708035521
335751,41.910192427,-87.69972556799999
335752,41.798597803,-87.665923061
335754,41.979341789,-87.668294211
335755,41.749904766,-87.62451498200001
335757,41.744100972,-87.670562478
335760,41.706819558,-87.616195483
335766,41.946999598000005,-87.750272889
335767,41.94576613,-87.777110584
335770,41.753084824,-87.562621255
335773,41.924506649,-87.72515945
335775,41.841872323000004,-87.657487839
335776,41.796764778000004,-87.75557901799999
335777,41.810290001,-87.749339097
335778,41.891404732,-87.62806150899998
335780,41.876558044,-87.762883989
335782,41.765162688000004,-87.624896894
335783,41.658245893,-87.54471664399998
335785,41.894955272,-87.75407051399998
335786,41.801272369,-87.669995669
335787,41.909618829,-87.676277805
335788,41.746330371,-87.658479822
335790,41.905974379,-87.663905845
335791,41.946076436,-87.655609079
335792,41.889833044,-87.75541324
335793,41.943108594,-87.649366085
335795,41.953165055,-87.76878195799999
335797,41.920654963000004,-87.653453038
335798,41.775981549,-87.653656044
335800,41.804816301,-87.61803793600002
335803,41.856050656,-87.66195267
335804,41.879110643000004,-87.683912465
335805,41.861168141,-87.70552173200001
335806,41.721536545,-87.637489981
335809,41.768149831,-87.660267325
335810,41.932011399000004,-87.70917510700001
335811,41.943563314,-87.65292300600002
335813,41.890051565,-87.62891376
335814,41.946092987,-87.65562360700001
335816,41.910315144,-87.68776238299999
335818,41.920642615,-87.74194047299999
335819,41.855307984,-87.649105748
335820,41.856524121999996,-87.70538728700001
335822,41.7243864,-87.62511789
335823,41.90823695,-87.678411703
335824,41.728319713000005,-87.545149736
335825,41.936836323,-87.64815409200001
335826,41.809962621,-87.661344718
335827,41.922786529,-87.645045119
335828,41.765810452,-87.57629178200001
335829,41.843014625,-87.625260849
335830,41.979738594000004,-87.692710749
335831,41.892278859,-87.645493951
335832,41.74934112,-87.69749491200001
335833,41.89361209,-87.759287109
335834,41.777534928,-87.640807833
335835,41.980935686,-87.806132086
335836,41.774734715,-87.68095212700001
335837,41.952092246,-87.834603295
335838,41.968425725,-87.711445258
335840,41.692569761,-87.62439788200001
335841,41.679093311,-87.637127417
335842,41.881226044,-87.68238546100002
335843,41.812527458000005,-87.616675606
335845,41.852315746,-87.66666794700001
335846,41.889134134,-87.648737546
335847,41.886237871999995,-87.615745896
335848,41.817211721,-87.614007749
335849,41.806661953,-87.61651723899998
335850,41.695332831,-87.620771891
335851,41.878062615,-87.696209507
335853,41.676721643,-87.62047207200001
335854,41.892758385,-87.70523818
335855,41.940713971,-87.687948371
335858,41.696260915,-87.620410132
335859,41.798998321999996,-87.58907843600002
335862,41.906307629000004,-87.723227237
335863,41.686276224000004,-87.61895344700001
335864,41.736500781,-87.60724790399998
335866,41.912236049,-87.741749883
335867,42.018498254,-87.672983233
335868,41.72064167,-87.535287578
335871,42.021148015,-87.669934375
335872,41.715680818,-87.643058205
335874,41.692604495,-87.62069582299999
335877,41.893200979,-87.633242486
335879,41.764164663,-87.595393536
335881,41.786484157,-87.62063246299999
335883,41.854843535,-87.71123638700001
335884,41.798339508000005,-87.709821096
335885,41.76412214,-87.720250871
335886,41.783991449,-87.69962397100002
335888,41.783170918,-87.733885036
335890,41.885614994,-87.757023049
335892,41.736900301999995,-87.54582524
335893,41.816792881,-87.60806218299999
335894,41.786735319,-87.66516242200001
335895,41.78701723,-87.645505595
335896,41.855004999,-87.723949984
335897,41.778567794000004,-87.73055857899998
335902,41.787852007,-87.716647685
335904,41.694576378,-87.710699782
335906,41.751464464,-87.64406390200001
335907,41.880829748000004,-87.76487669
335909,41.843361403,-87.72452657
335912,41.778139616,-87.60588016700001
335914,41.958174923,-87.714272952
335915,41.764163839,-87.595265254
335916,41.771666550999996,-87.573348869
335917,41.777237379,-87.64472288399998
335918,41.786735319,-87.66516242200001
335920,41.889535537,-87.749223855
335921,41.791350864,-87.654802831
335922,41.751021585,-87.620504486
335926,41.750222885999996,-87.64158887
335930,41.735102296,-87.551379554
335931,41.881949766,-87.64736739700001
335932,41.895490201,-87.713049543
335934,41.786867124000004,-87.72910213799999
335935,41.75620996,-87.584522618
335936,41.779041905999996,-87.653271762
335937,41.817417231,-87.69129352899998
335940,41.864798833,-87.645634389
335942,41.719181864,-87.616497604
335944,41.695133227,-87.64246509200001
335946,41.946676677,-87.64946763100002
335947,41.746208255,-87.66576236200001
335948,41.677165769,-87.619072511
335949,41.954928158,-87.68975346799999
335951,41.689521935,-87.632636156
335955,41.881800201,-87.74666869200001
335958,41.78695039,-87.71637031799999
335961,41.775015522,-87.683530209
335964,41.958324249,-87.715503162
335966,41.964537366,-87.656181941
335971,41.829538814,-87.607004696
335978,41.702448579,-87.623384875
335979,41.775760552,-87.61551597
335980,41.754902895,-87.60705885600002
335981,41.912149595,-87.736181
335983,41.743511998,-87.579474214
335985,41.893839854,-87.765356348
335987,41.891851472,-87.710539522
335988,41.775519362,-87.65439048100002
335989,41.879747044,-87.77464299799999
335991,41.765356327,-87.673547448
335993,41.866810739,-87.625817031
335994,41.810657946,-87.60782693899998
335995,41.75135862,-87.560164545
335997,41.826477535,-87.624346066
335998,41.770004751,-87.65789082399998
335999,41.890051295,-87.628869691
336000,41.770756979,-87.63815701899998
336002,41.910116718000005,-87.677444645
336003,41.725026736,-87.64330984899998
336004,41.981901137,-87.820560056
336005,41.879719673000004,-87.72912786299999
336006,41.8549126,-87.67680867899998
336008,41.79486718,-87.685863778
336009,41.804054636,-87.668496206
336013,41.730094592,-87.549461987
336015,41.851912036,-87.694622835
336018,41.812458139,-87.6017614
336019,41.844474665999996,-87.708011772
336021,41.855845871,-87.72727500399998
336023,41.899553280999996,-87.753261259
336025,41.845247086,-87.692806369
336027,41.724670855,-87.642086477
336028,41.878782208000004,-87.764810381
336029,41.988100524000004,-87.663917845
336031,41.928407966,-87.7040985
336032,42.013896652,-87.66687824700001
336035,41.714978305,-87.655976647
336036,41.789753909,-87.711576423
336039,41.883293988,-87.731466481
336041,41.754047147,-87.659846626
336042,41.779234743,-87.685207125
336043,41.758173784,-87.62547588700001
336044,41.751098243,-87.616065658
336045,41.985999837,-87.65526672700001
336047,41.73627756,-87.614519556
336048,41.979790139,-87.775674456
336049,41.807214215,-87.72356681
336050,41.683943579,-87.619843225
336051,41.869822522,-87.724191109
336052,41.775519362,-87.65439048100002
336053,41.765011746,-87.656766564
336054,41.697259038,-87.62205052
336056,41.908016743000005,-87.648197855
336057,41.940316396,-87.734609776
336058,41.891465732,-87.624153044
336059,41.952469644000004,-87.66861407
336060,41.894732360999996,-87.77386965299999
336061,41.877805859,-87.624307765
336062,41.924575406,-87.759854803
336064,41.854609307,-87.693083698
336066,41.938360243000005,-87.64922203
336067,41.758698138,-87.59370422299999
336068,41.878222138000005,-87.62728848200001
336069,41.942432075999996,-87.78743879999998
336070,41.772907566,-87.68347083399998
336071,41.774524083,-87.725093677
336073,41.784508378000005,-87.76930695799999
336074,41.735218425,-87.65332025200001
336075,41.744578176,-87.59532837799999
336076,41.791736704,-87.646305896
336077,41.932210602,-87.745354356
336078,41.86791238,-87.730927901
336080,41.900738361,-87.768031812
336085,41.893308748,-87.625752381
336086,41.790485983,-87.62073848200001
336088,41.792585735,-87.637814853
336089,41.797401558000004,-87.65009612700001
336090,41.881883933000005,-87.640060441
336091,41.819065785,-87.63518415600002
336092,41.817570192,-87.665183168
336095,41.793938009,-87.645453608
336096,41.768558189000004,-87.633536292
336097,41.84427869,-87.7225911
336099,41.728773613,-87.58134639299999
336100,41.716162863,-87.573325519
336101,41.910005241,-87.715737871
336102,41.693171092,-87.52703753799999
336103,41.866644572,-87.66637959100002
336105,41.880234943000005,-87.765572318
336106,41.760338182,-87.609482609
336108,41.896185246,-87.66007429
336114,41.911798121,-87.633156864
336115,41.767243934,-87.689426024
336116,41.743530881999995,-87.682693504
336117,41.778472541999996,-87.68728258600002
336118,41.895982869,-87.62818377100002
336119,41.963070794000004,-87.655984213
336121,41.785095911999996,-87.73149843700001
336122,41.798578973000005,-87.668354764
336123,41.824237868000004,-87.67023562799999
336124,41.750269446,-87.66996032200001
336125,41.772524794,-87.57158275299999
336126,41.744867254,-87.612331399
336128,41.885577616,-87.65243323
336131,41.767339778,-87.572666808
336132,41.829398692,-87.623216746
336133,41.745716347,-87.701059519
336134,41.872932223,-87.756160326
336136,41.88360497,-87.707501835
336137,41.70848468,-87.63074561799999
336138,41.754592961,-87.74152853700001
336140,41.777652154,-87.73494098399998
336141,41.86791238,-87.730927901
336142,41.821067881,-87.618477106
336143,41.852192114,-87.67472963600002
336144,41.754592961,-87.74152853700001
336145,41.789633836,-87.69124448299999
336147,41.897159428,-87.635704284
336149,41.895729959,-87.624991059
336150,41.899951772,-87.637301129
336151,41.935695303,-87.743124529
336152,41.945932477,-87.76236153100002
336153,41.905428304000004,-87.724558086
336155,41.923098765,-87.759805558
336158,41.961801971999996,-87.65303049200001
336159,41.875411643,-87.71426817
336161,41.879754021,-87.726274337
336162,41.762233087,-87.664962179
336163,41.749027117,-87.60269458200001
336164,41.91952427,-87.77678738
336165,41.765997125,-87.66382344
336167,41.9203106,-87.69136176
336168,41.762874071999995,-87.647992068
336169,41.775981549,-87.653656044
336170,41.778384336,-87.604656531
336171,41.902741192,-87.718283745
336173,41.923672617,-87.78630160600002
336175,42.003496594,-87.67359828
336176,41.758127245,-87.5546516
336177,41.745905076,-87.56007241100002
336179,41.742710224,-87.63408818100002
336180,41.740493177,-87.651036817
336182,41.757602323,-87.63568945600002
336183,41.81113151,-87.620788483
336185,41.697457454,-87.62085462700001
336186,41.804061677,-87.669713825
336187,41.793144448,-87.72983895200001
336188,41.880521497,-87.64486360299999
336190,41.860065513,-87.715238502
336193,41.79525632,-87.667050568
336194,41.727922942,-87.659189044
336196,41.856120221,-87.723631056
336197,41.876683313,-87.624283454
336199,41.784298363000005,-87.711596135
336200,41.779176188,-87.689434991
336201,41.735251764000004,-87.649689049
336202,41.679545861,-87.68444761200001
336203,41.943975886,-87.649386221
336206,41.902443046,-87.74038195899998
336207,41.687119881,-87.679542525
336208,41.897203234,-87.75688214200001
336210,41.894945698,-87.754893341
336211,41.778606548,-87.697033589
336212,41.908016743000005,-87.648197855
336213,41.879264158000005,-87.743919492
336214,41.899975325999996,-87.728679825
336215,41.883500186999996,-87.627876698
336216,41.759691567,-87.58480468100002
336218,41.693320271,-87.66917642799999
336219,41.716801533,-87.64551858799999
336220,41.747475048000005,-87.685226176
336222,41.782937995,-87.720427317
336223,41.945050218,-87.82575532799999
336225,41.925377575,-87.756191299
336227,41.94212829,-87.775054429
336228,41.790485983,-87.62073848200001
336229,41.888757117,-87.633988801
336230,41.879103787,-87.75501787
336231,41.759843158,-87.611496713
336232,41.871388829000004,-87.62592809700001
336233,41.852592392,-87.649310876
336234,41.872634256,-87.71678069
336235,41.86610073,-87.659714511
336236,41.828741537,-87.6243431
336237,41.878740896,-87.67728088
336239,41.946048865,-87.655587315
336240,41.819761379,-87.618440277
336241,41.888295413,-87.765141039
336242,41.800356353000005,-87.669620025
336243,41.7418542,-87.55515237
336244,41.874422837,-87.625299815
336247,41.754388186,-87.566285228
336248,41.693292573,-87.621017758
