,Latitude,Longitude
357176,41.70435974,-87.63430977600002
357183,41.782330301,-87.667925037
357185,41.852868298000004,-87.63091491
357193,41.869428989,-87.655894275
357197,41.873907046,-87.72543009299999
357198,41.786680026,-87.669827107
357199,41.789440271,-87.66689445
357200,41.928283047,-87.714947903
357205,41.895935969,-87.716328893
357207,41.746545819,-87.6439223
357208,41.906307629000004,-87.723227237
357209,41.903744943,-87.70800314799999
357211,41.927978737,-87.80395552200001
357213,41.680279417,-87.66025395
357222,41.878862106999996,-87.72626809100002
357224,41.756219735,-87.552596599
357226,41.745687497,-87.55144167200001
357229,41.958203455,-87.730986389
357231,41.673680249,-87.644209927
357233,41.904631093,-87.709978191
357236,41.956416138,-87.727698071
357243,41.750775808,-87.63455036
357244,41.975813828,-87.69953155399998
357248,41.753600332,-87.562149651
357249,41.937988085,-87.808389839
357250,41.695248568000004,-87.62891611200001
357252,41.727584721,-87.662826664
357253,41.960542449,-87.713121286
357254,41.86523383,-87.728809039
357255,41.937781518,-87.757292354
357256,41.949310243,-87.835382252
357258,41.769661943,-87.644525308
357259,41.875381466,-87.764686304
357271,41.77715126,-87.66782826200001
357276,41.996714459,-87.694729401
357278,41.915241157,-87.654010179
357284,41.976167726,-87.797558439
357290,41.80685216,-87.611394731
357293,41.910525131,-87.71494665899998
357304,41.909970731,-87.718511928
357305,41.739727015,-87.60491052200001
357306,41.791220341,-87.68884875799999
357308,41.785847785,-87.60753105200001
357313,41.898160876,-87.71518349899998
357314,41.666088635,-87.633636919
357325,41.976167726,-87.797558439
357328,41.91043132,-87.725127755
357334,41.749797723,-87.624512495
357335,41.769931158,-87.66031468899997
357343,41.776307684,-87.602187052
357344,41.871646755,-87.724059969
357348,41.737094305,-87.57299817799999
357350,41.697259038,-87.62205052
357351,41.761982747,-87.57804849
357352,41.678727863,-87.617839914
357355,41.663317363000004,-87.63147107700001
357358,41.784667002,-87.688364396
357370,41.73370269,-87.553396926
357371,41.706524342,-87.61374875799999
357373,41.94387178,-87.782629656
357377,41.881847601,-87.641772074
357378,41.857108058,-87.671081839
357379,41.935428738,-87.783396923
357388,41.858201078,-87.721184865
357391,41.772516417,-87.57280360899998
357404,41.881988117,-87.630115009
357405,41.88233367,-87.62784179100002
357409,41.93098088,-87.707399098
357418,41.755957881,-87.657162192
357420,41.737750767,-87.604855911
357422,41.866213478,-87.722059303
357425,41.771681631,-87.664006281
357429,41.868931154,-87.65523867
357430,42.019383301,-87.67275327
357432,41.920988619,-87.77318105
357434,41.831203853000005,-87.612552184
357435,41.904109694,-87.67794327200001
357439,41.707519433,-87.601839023
357440,41.769185486,-87.625732415
357441,41.883929804,-87.680088529
357446,41.876610717,-87.75858740000002
357447,41.880894745,-87.752636861
357448,41.815878016,-87.633556985
357453,41.845309108,-87.72335569200001
357454,41.784610098,-87.691925272
357455,41.84607106,-87.72524592100002
357456,41.878460958000005,-87.755974715
357458,41.746809043,-87.60996074200001
357459,41.998213093000004,-87.69478431600002
357460,41.946542477,-87.73608437600002
357461,41.901525076,-87.72749708799999
357465,41.865284723,-87.62578245899998
357467,41.685593638,-87.650683608
357468,41.877104077,-87.724390016
357469,41.717094662,-87.66732740299999
357470,41.99767413,-87.693108472
357472,41.952554135999996,-87.816188994
357475,41.873119908,-87.745551103
357477,41.691584266999996,-87.677501885
357478,41.876707132,-87.75103343200001
357483,41.753475604,-87.700759818
357486,41.77198405,-87.681280605
357489,41.917450593000005,-87.701160212
357491,41.897203234,-87.75688214200001
357492,41.903744943,-87.70800314799999
357498,41.878370307,-87.70724813700001
357500,41.92827486,-87.715466137
357501,41.901544538,-87.71774055700001
357503,41.819656017,-87.628478823
357504,41.882100521,-87.68513074
357506,41.865455209000004,-87.727595439
357507,41.722768379,-87.624410361
357509,41.830530933,-87.610277459
357513,41.997800745,-87.685837792
357514,41.977124470999996,-87.803258162
357515,41.836559146,-87.620223934
357519,41.798903171,-87.670793935
357520,41.684388036,-87.630063309
357521,41.677830551999996,-87.62050376200001
357522,41.773959385,-87.66825719
357523,41.774163676,-87.60944082399998
357524,41.762467156999996,-87.67940866
357526,41.890993242,-87.666203484
357529,41.759663266,-87.609076025
357531,41.706070186,-87.65364580299999
357532,41.754249838,-87.576042835
357533,41.776018543,-87.615520426
357536,41.757485413000005,-87.58610943299999
357538,41.773498648,-87.625146108
357542,41.769228453000004,-87.621138751
357543,41.78210152,-87.586502002
357547,41.909526576,-87.753949818
357548,41.963805858,-87.713222005
357550,41.962478549000004,-87.65560442
357551,41.705302598,-87.626488255
357555,41.715530576,-87.64913990299999
357559,41.877600871999995,-87.63519367299999
357560,41.772488662,-87.643626238
357566,41.885481891,-87.627935689
357567,41.779458253,-87.73133117299999
357568,41.835947057,-87.734045986
357570,41.81448751,-87.742122014
357571,41.850647228,-87.732304825
357573,41.922474208000004,-87.66322631799999
357574,41.952936533,-87.785047824
357578,41.794981438,-87.664611042
357580,41.772488662,-87.643626238
357581,41.998579671,-87.686249289
357582,41.89495505,-87.75402644100002
357583,41.880555964,-87.64192187
357585,41.902993707,-87.73123742700001
357586,41.822852783,-87.691140171
357587,41.854896434000004,-87.648199814
357588,41.729450838000005,-87.551242941
357589,41.875415013,-87.71387525200001
357590,41.746140855,-87.652406156
357591,41.742410899,-87.65837795899998
357593,41.75091483,-87.59790538600002
357595,41.749514242,-87.599896609
357596,41.896585939,-87.77130805700001
357597,41.895023239000004,-87.74476998600002
357599,41.878334186,-87.697179887
357600,41.856559915,-87.661282939
357602,41.933276531,-87.646685387
357603,41.858594819000004,-87.62721442700001
357605,41.766249991,-87.575527839
357607,41.789597373,-87.663236904
357608,41.883734918,-87.73919988700001
357609,41.852041627,-87.684450627
357611,41.79771831,-87.62092241799999
357612,41.814734427,-87.62250935700001
357614,41.748478950999996,-87.66785329999998
357616,41.780816746,-87.660607846
357617,41.899733538,-87.72498684700001
357620,41.951436426,-87.66742637
357621,41.879297705,-87.62770627100002
357622,41.79771831,-87.62092241799999
357626,41.831063762,-87.62133067799999
357627,41.866384831,-87.63921831
357628,41.747342098000004,-87.59539200100002
357630,41.923976215,-87.76629441600002
357631,41.894563504000004,-87.622745105
357632,41.812600904,-87.608263541
357633,41.762023505,-87.719878655
357634,41.760271725,-87.573684925
357635,41.76680404,-87.60561968299999
357636,41.925048418,-87.724342202
357637,41.779327926,-87.673136609
357638,41.813168509,-87.688250949
357639,41.910546161,-87.743459128
357640,41.733183268000005,-87.55409564899998
357642,41.840340540999996,-87.709798858
357643,41.941413269,-87.727652609
357644,41.889571081,-87.63697311600002
357646,41.798971088,-87.66593385799999
357647,41.7204323,-87.569905275
357650,41.803201891,-87.72198373
357651,41.808337583000004,-87.621189912
357652,41.854030490999996,-87.67468141100002
357655,41.741541299,-87.55150663100002
357657,41.803667488,-87.590528166
357658,42.0085733,-87.667886799
357659,41.982268173,-87.676583296
357660,41.752155873,-87.551854256
357661,41.990797097,-87.67275096899998
357662,41.773108396,-87.64263345
357664,41.73365047,-87.557845321
357665,41.732057875,-87.637427729
357666,41.908533952,-87.726475653
357667,41.959997521,-87.764761866
357668,41.760583068,-87.56479300000002
357669,41.874187624,-87.738660446
357670,41.760814992,-87.565413329
357671,41.989243623,-87.665119726
357672,41.802078778,-87.617800646
357673,41.920434991,-87.75778644100002
357674,41.854573555,-87.69553603700001
357675,41.831063762,-87.62133067799999
357677,41.856234531999995,-87.71269486899998
357679,41.883585979,-87.755183101
357680,41.73365047,-87.557845321
357681,41.73365047,-87.557845321
357683,41.799535872,-87.58987539399998
357684,41.874540188000005,-87.76161313799999
357686,41.862365191,-87.71830373200001
357687,41.976842422,-87.668397447
357688,41.834650079,-87.616847182
357689,41.777309549,-87.647152815
357690,41.944446406,-87.735655494
357691,41.780313815,-87.66424283
357692,41.760815047,-87.663679385
357694,41.793328447,-87.64999636700001
357695,41.88233367,-87.62784179100002
357698,41.765956027,-87.58806386799999
357699,41.862365191,-87.71830373200001
357700,41.962949209,-87.71364579600002
357706,41.669809285999996,-87.634427475
357707,41.697479616,-87.614717411
357709,41.77266371,-87.60701616700001
357710,41.781711555,-87.60961258799999
357711,41.765788342,-87.590987258
357712,41.776438814,-87.586311072
357713,41.767410821,-87.575110956
357714,41.756268248000005,-87.56631781700001
357715,41.852045995,-87.684252376
357716,41.778291541,-87.591444345
357718,41.872553245,-87.70587663200001
357721,41.838293789,-87.627375262
357724,41.890056666,-87.70749762700001
357725,41.800464977,-87.723370404
357730,41.858831134,-87.727702006
357732,41.865301179,-87.694607067
357733,41.851687609,-87.71275350799999
357736,41.968806441999995,-87.67537574100002
357738,41.758953628,-87.649107679
357739,41.757881408,-87.63149721200001
357740,41.775121036,-87.64831263200001
357741,41.786370592,-87.64981358700001
357744,41.750471925999996,-87.600314475
357748,41.706070186,-87.65364580299999
357750,41.882662688,-87.76984368
357751,41.893374793,-87.621784977
357752,41.893766014,-87.762088139
357753,41.789377247,-87.690018629
357754,41.706796384,-87.655326433
357756,41.888323426,-87.755357068
357757,41.77909445,-87.69494996
357758,41.893374793,-87.621784977
357759,41.746848796,-87.65424557600002
357761,41.899768908,-87.736961216
357762,41.757003117,-87.647841961
357763,41.782901638,-87.684326894
357764,41.778951926,-87.70443613399998
357766,41.751158354,-87.68287668100002
357768,41.820435047,-87.68966383899998
357770,41.891814814,-87.71441831799999
357771,41.905447206999995,-87.685871795
357775,41.901574091,-87.736859932
357776,41.916119748,-87.68737321200001
357777,41.921978375,-87.6375358
357781,41.878798302,-87.73135077100002
357783,41.847345071,-87.624816715
357785,41.951886129,-87.64962516700001
357787,41.742710224,-87.63408818100002
357789,41.913861315,-87.646254251
357790,41.883716109,-87.73557549899998
357791,41.894544296,-87.62274531799999
357792,41.878115609,-87.634097494
357793,41.748435005,-87.622929732
357794,41.921978375,-87.6375358
357795,41.873858638,-87.68935941299999
357796,41.731753856,-87.65079591899998
357797,41.878156421999996,-87.629995452
357798,41.970662309,-87.764920767
357799,41.791359128,-87.66087532899998
357800,41.895896023,-87.677913394
357801,41.879202837,-87.626113652
357802,41.897955771,-87.67101259100002
357805,41.881738489,-87.751259495
357806,41.861974172,-87.71041837799999
357807,41.786298919000004,-87.653459079
357808,41.733561365999996,-87.670311794
357812,41.854754111,-87.71755810299999
357813,41.846966086,-87.682263099
357814,41.906507266999995,-87.76702211
357817,41.886492864000004,-87.70016545700001
357818,41.865226881999995,-87.657179516
357819,41.93925172,-87.714441312
357820,41.901834826,-87.631972713
357823,41.76457369,-87.690889598
357824,41.706070186,-87.65364580299999
357825,41.866993033,-87.656984681
357826,41.87514092,-87.669247066
357827,41.880990522,-87.70463737
357828,41.987844842,-87.70310154200001
357829,41.885384249,-87.707183335
357832,41.933895457,-87.740531745
357833,41.894262325999996,-87.616673471
357834,41.702313640999996,-87.563224189
357835,41.814382204,-87.60830581200001
357836,41.974392526,-87.69215386200001
357837,41.878638996,-87.627691486
357838,41.921978375,-87.6375358
357839,41.921978375,-87.6375358
357840,41.824806507,-87.60378550600002
357841,41.768842173,-87.64419683
357844,41.79525632,-87.667050568
357845,41.88233367,-87.62784179100002
357846,41.756551463,-87.55295175100002
357849,41.745522021999996,-87.589340925
357850,41.868541914,-87.639235361
357851,41.773769389,-87.685434453
357853,41.734975180999996,-87.652099105
357855,41.929470957,-87.764790484
357857,41.70662559,-87.650120579
357858,41.722013357,-87.57534452899998
357859,41.773296464,-87.59009783799999
357860,41.862986237,-87.686487579
357861,41.938556557,-87.76801769299999
357862,41.852041917,-87.68450201
357863,41.904969326999996,-87.668989469
