,Latitude,Longitude
1379960,41.883198476,-87.73947660600003
1379961,41.773562599,-87.623946622
1379962,41.895526301,-87.75684212700001
1379963,41.765995044,-87.58435752700001
1379964,41.855190551,-87.623871195
1379965,41.924167372,-87.751840429
1379966,41.929662968,-87.78566243799999
1379967,41.94643413,-87.722789658
1379970,41.883640164,-87.736802754
1379971,41.88832617,-87.75535704299999
1379972,41.9904919,-87.690531979
1379973,41.89238161,-87.716223535
1379974,41.779618399,-87.653767961
1379975,41.917112279,-87.730616063
1379976,41.923976215,-87.76629441600002
1379977,41.763767719,-87.69300893799999
1379978,41.776013118,-87.71664746200001
1379979,41.895192673000004,-87.735600721
1379980,41.899048297,-87.72307227799999
1379981,41.89551514,-87.71055902299999
1379982,41.653736078,-87.595418563
1379983,41.963883023,-87.68545330399998
1379984,41.87929666,-87.74116882700001
1379985,41.869559676,-87.743762659
1379986,41.924158759,-87.699399996
1379987,41.969041609,-87.731752115
1379988,41.93815834,-87.75910829899998
1379989,41.757184627,-87.653913055
1379990,41.857900215,-87.6447906
1379991,41.738797488,-87.66556798100002
1379992,41.721603969,-87.632778573
1379993,41.811234477,-87.71126236200001
1379994,41.876933506,-87.72069769
1379995,41.921464236999995,-87.67363561200001
1379996,41.824614344000004,-87.607240134
1379997,41.814173866,-87.640809462
1379998,41.888966177,-87.773762047
1379999,41.81200706,-87.688629423
1380000,41.885772579,-87.68226586200001
1380001,41.893964211,-87.636003504
1380002,41.885393253000004,-87.663547848
1380003,41.86108863,-87.67610308
1380004,41.894266947,-87.63119238600002
1380005,41.969248216,-87.786790703
1380006,41.931391665,-87.757033797
1380007,41.855862215,-87.723622495
1380008,41.851158797,-87.70033418700001
1380009,41.890034160999996,-87.63010389200001
1380010,41.840399009,-87.70491742600002
1380011,41.825780124,-87.60932928700001
1380013,41.794402412,-87.620350386
1380014,41.750092975,-87.64280327
1380015,41.914141585,-87.71181453
1380016,41.982606308,-87.699140532
1380017,41.89318177,-87.6345943
1380018,41.771151783,-87.57643426799999
1380019,41.777297443,-87.604632173
1380020,41.983600129,-87.798971026
1380021,41.854094885,-87.669659366
1380022,41.766398424,-87.584352835
1380023,41.923458612,-87.67782980700001
1380024,41.776608775999996,-87.69211132299999
1380025,41.905275774,-87.689547062
1380026,41.920218014,-87.69296472299999
1380027,41.903510544,-87.628670328
1380028,41.927983218,-87.785603309
