GEO.id,GEO.id2,GEO.display-label,,,,,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
1400000US17031010701,17031010701,"Census Tract 107.01, Cook County, Illinois",107.01,107.01,0,23.04476144,4066,425,2827,369,19,30,15,21,268,150,937,321
1400000US17031010702,17031010702,"Census Tract 107.02, Cook County, Illinois",107.02,107.02,0,34.94558646,5789,862,3039,440,46,56,8,13,673,279,2023,582
1400000US17031020100,17031020100,"Census Tract 201, Cook County, Illinois",201,201,0,15.52660152,3684,398,2350,363,15,21,33,51,714,214,572,250
1400000US17031020200,17031020200,"Census Tract 202, Cook County, Illinois",202,202,0,15.09180475,6699,679,4081,584,66,61,156,138,1385,365,1011,479
1400000US17031020301,17031020301,"Census Tract 203.01, Cook County, Illinois",203.01,203.01,0,5.310621242,4990,509,3551,561,0,11,140,148,1034,233,265,128
1400000US17031020302,17031020302,"Census Tract 203.02, Cook County, Illinois",203.02,203.02,0,29.58380202,4445,653,2537,442,0,11,6,11,587,230,1315,700
1400000US17031020400,17031020400,"Census Tract 204, Cook County, Illinois",204,204,0,16.90571361,4253,353,2740,256,0,11,9,15,785,175,719,228
1400000US17031020500,17031020500,"Census Tract 205, Cook County, Illinois",205,205,0,24.74531712,6086,486,2976,400,3,6,112,98,1489,315,1506,435
1400000US17031020601,17031020601,"Census Tract 206.01, Cook County, Illinois",206.01,206.01,0,28.21732238,6939,1040,3853,789,0,16,54,46,1074,215,1958,545
1400000US17031020602,17031020602,"Census Tract 206.02, Cook County, Illinois",206.02,206.02,0,27.48336209,4057,589,2089,309,17,30,17,24,819,203,1115,360
1400000US17031020701,17031020701,"Census Tract 207.01, Cook County, Illinois",207.01,207.01,0,5.355249205,1886,335,1345,279,0,11,12,20,428,168,101,83
1400000US17031020702,17031020702,"Census Tract 207.02, Cook County, Illinois",207.02,207.02,0,21.48157964,7546,995,3525,586,2,6,367,393,2031,410,1621,577
1400000US17031020801,17031020801,"Census Tract 208.01, Cook County, Illinois",208.01,208.01,0,18.54987118,5434,776,2902,570,84,92,34,63,1406,286,1008,483
1400000US17031020802,17031020802,"Census Tract 208.02, Cook County, Illinois",208.02,208.02,0,40.2829685,7492,991,2964,607,9,17,31,29,1470,411,3018,964
1400000US17031020901,17031020901,"Census Tract 209.01, Cook County, Illinois",209.01,209.01,0,35.11904762,5712,758,2235,342,0,16,210,216,1261,365,2006,610
1400000US17031020902,17031020902,"Census Tract 209.02, Cook County, Illinois",209.02,209.02,0,29.07184293,4482,619,1857,387,36,38,0,11,1286,373,1303,501
1400000US17031030101,17031030101,"Census Tract 301.01, Cook County, Illinois",301.01,301.01,0,23.32630469,3794,470,2350,347,39,45,28,32,492,171,885,320
1400000US17031030102,17031030102,"Census Tract 301.02, Cook County, Illinois",301.02,301.02,0,23.76553042,3139,336,2046,306,0,11,12,20,335,129,746,237
1400000US17031030103,17031030103,"Census Tract 301.03, Cook County, Illinois",301.03,301.03,0,14.08825093,1881,340,1235,296,10,16,0,11,371,220,265,154
1400000US17031030104,17031030104,"Census Tract 301.04, Cook County, Illinois",301.04,301.04,0,18.0726257,3580,412,2302,353,15,22,56,60,560,235,647,255
1400000US17031030200,17031030200,"Census Tract 302, Cook County, Illinois",302,302,0,11.20433491,5721,751,4546,470,97,83,59,56,378,211,641,363
1400000US17031030300,17031030300,"Census Tract 303, Cook County, Illinois",303,303,0,17.24381625,2830,385,1658,260,0,11,33,43,651,155,488,243
1400000US17031030400,17031030400,"Census Tract 304, Cook County, Illinois",304,304,0,23.4949179,2558,282,1533,198,104,96,14,14,306,131,601,212
1400000US17031030500,17031030500,"Census Tract 305, Cook County, Illinois",305,305,0,14.22011327,6533,685,4780,620,41,37,77,67,706,225,929,349
1400000US17031030601,17031030601,"Census Tract 306.01, Cook County, Illinois",306.01,306.01,0,19.04176904,3256,387,2091,323,48,55,17,26,480,183,620,298
1400000US17031030603,17031030603,"Census Tract 306.03, Cook County, Illinois",306.03,306.03,0,40.30589294,2223,457,1181,260,0,11,7,11,139,89,896,494
1400000US17031030604,17031030604,"Census Tract 306.04, Cook County, Illinois",306.04,306.04,0,29.89985694,2796,257,1643,195,6,9,0,11,311,154,836,254
1400000US17031030701,17031030701,"Census Tract 307.01, Cook County, Illinois",307.01,307.01,0,12.01764057,1814,289,1321,228,17,25,5,10,253,258,218,101
1400000US17031030702,17031030702,"Census Tract 307.02, Cook County, Illinois",307.02,307.02,0,25.16087516,1554,244,838,195,0,11,24,30,301,108,391,284
1400000US17031030703,17031030703,"Census Tract 307.03, Cook County, Illinois",307.03,307.03,0,5.497664391,2783,265,1930,321,39,40,0,11,661,232,153,72
1400000US17031030706,17031030706,"Census Tract 307.06, Cook County, Illinois",307.06,307.06,0,16.93009119,3290,302,2138,352,20,33,91,100,484,220,557,239
1400000US17031030800,17031030800,"Census Tract 308, Cook County, Illinois",308,308,0,8.585409253,4496,473,3718,354,0,11,36,34,356,161,386,227
1400000US17031030900,17031030900,"Census Tract 309, Cook County, Illinois",309,309,0,6.677471637,3085,341,2202,253,16,31,31,26,630,215,206,95
1400000US17031031000,17031031000,"Census Tract 310, Cook County, Illinois",310,310,0,11.47784716,3363,417,2607,349,8,13,78,63,284,115,386,153
1400000US17031031100,17031031100,"Census Tract 311, Cook County, Illinois",311,311,0,15.08109417,4131,457,2970,336,0,11,66,55,472,256,623,342
1400000US17031031200,17031031200,"Census Tract 312, Cook County, Illinois",312,312,0,12.57720382,5343,557,4035,480,18,22,32,40,586,208,672,292
1400000US17031031300,17031031300,"Census Tract 313, Cook County, Illinois",313,313,0,18.07616914,7142,656,4246,640,78,104,89,90,1438,363,1291,356
1400000US17031031400,17031031400,"Census Tract 314, Cook County, Illinois",314,314,0,6.838877532,5381,459,4157,487,46,42,64,64,746,198,368,132
1400000US17031031501,17031031501,"Census Tract 315.01, Cook County, Illinois",315.01,315.01,0,20.33898305,3658,601,2122,503,54,67,35,40,703,151,744,417
1400000US17031031502,17031031502,"Census Tract 315.02, Cook County, Illinois",315.02,315.02,0,14.58828187,5052,517,3722,455,33,35,0,16,560,230,737,272
1400000US17031031700,17031031700,"Census Tract 317, Cook County, Illinois",317,317,0,8.845465394,6704,712,5500,642,42,62,62,64,507,251,593,339
1400000US17031031800,17031031800,"Census Tract 318, Cook County, Illinois",318,318,0,18.24657534,1825,251,1337,245,52,57,0,11,103,72,333,149
1400000US17031031900,17031031900,"Census Tract 319, Cook County, Illinois",319,319,0,14.08450704,2343,147,1867,203,22,18,64,64,60,63,330,138
1400000US17031032100,17031032100,"Census Tract 321, Cook County, Illinois",321,321,0,12.60037962,6849,528,5211,477,97,113,4,7,674,220,863,381
1400000US17031040100,17031040100,"Census Tract 401, Cook County, Illinois",401,401,0,9.626330116,4041,368,3130,338,106,95,50,40,366,142,389,183
1400000US17031040201,17031040201,"Census Tract 402.01, Cook County, Illinois",402.01,402.01,0,15.36895674,5895,575,3845,540,38,47,32,38,1074,226,906,296
1400000US17031040202,17031040202,"Census Tract 402.02, Cook County, Illinois",402.02,402.02,0,22.87795451,6727,741,3611,524,58,69,35,36,1484,415,1539,502
1400000US17031040300,17031040300,"Census Tract 403, Cook County, Illinois",403,403,0,16.30831643,2465,287,1636,235,0,11,23,26,404,143,402,206
1400000US17031040401,17031040401,"Census Tract 404.01, Cook County, Illinois",404.01,404.01,0,8.690176322,3176,407,2411,339,60,74,61,59,368,177,276,178
1400000US17031040402,17031040402,"Census Tract 404.02, Cook County, Illinois",404.02,404.02,0,11.78933451,4538,435,3389,319,0,11,0,11,614,281,535,226
1400000US17031040600,17031040600,"Census Tract 406, Cook County, Illinois",406,406,0,12.46081505,2552,350,2091,322,0,11,26,28,117,60,318,211
1400000US17031040700,17031040700,"Census Tract 407, Cook County, Illinois",407,407,0,8.542394411,3149,320,2471,278,0,11,64,60,345,184,269,123
1400000US17031040800,17031040800,"Census Tract 408, Cook County, Illinois",408,408,0,4.564315353,1687,181,1520,181,13,20,0,11,77,42,77,48
1400000US17031040900,17031040900,"Census Tract 409, Cook County, Illinois",409,409,0,15.01956947,2044,186,1494,217,44,62,66,34,133,80,307,193
1400000US17031050100,17031050100,"Census Tract 501, Cook County, Illinois",501,501,0,4.860524091,2366,253,2008,229,19,19,5,9,219,123,115,81
1400000US17031050200,17031050200,"Census Tract 502, Cook County, Illinois",502,502,0,5.986137366,4761,389,3647,303,111,79,63,68,655,204,285,184
1400000US17031050300,17031050300,"Census Tract 503, Cook County, Illinois",503,503,0,4.037267081,2576,261,2248,255,30,27,11,17,183,82,104,60
1400000US17031050500,17031050500,"Census Tract 505, Cook County, Illinois",505,505,0,2.209302326,5160,574,4669,559,12,19,48,54,317,154,114,101
1400000US17031050600,17031050600,"Census Tract 506, Cook County, Illinois",506,506,0,4.221635884,2274,282,1992,343,70,58,0,11,116,84,96,95
1400000US17031050700,17031050700,"Census Tract 507, Cook County, Illinois",507,507,0,2.451954937,1509,174,1431,170,0,11,6,10,35,31,37,35
1400000US17031050800,17031050800,"Census Tract 508, Cook County, Illinois",508,508,0,1.484780995,1347,137,1231,149,25,35,10,12,61,25,20,22
1400000US17031050900,17031050900,"Census Tract 509, Cook County, Illinois",509,509,0,2.482037884,1531,219,1373,221,5,8,5,8,110,48,38,28
1400000US17031051000,17031051000,"Census Tract 510, Cook County, Illinois",510,510,0,3.351206434,1492,165,1212,186,9,15,4,7,217,102,50,57
1400000US17031051100,17031051100,"Census Tract 511, Cook County, Illinois",511,511,0,5.40192926,1555,184,1372,172,6,10,20,24,73,50,84,64
1400000US17031051200,17031051200,"Census Tract 512, Cook County, Illinois",512,512,0,1.017964072,1670,194,1583,184,21,45,13,14,36,32,17,18
1400000US17031051300,17031051300,"Census Tract 513, Cook County, Illinois",513,513,0,3.092033467,2749,341,2495,302,0,11,17,19,152,105,85,50
1400000US17031051400,17031051400,"Census Tract 514, Cook County, Illinois",514,514,0,2.759234535,2247,389,1944,337,26,27,19,23,196,92,62,38
1400000US17031060100,17031060100,"Census Tract 601, Cook County, Illinois",601,601,0,0.896336711,2566,259,2267,288,44,44,46,60,186,113,23,27
1400000US17031060200,17031060200,"Census Tract 602, Cook County, Illinois",602,602,0,9.133367929,1927,263,1519,206,18,19,28,42,186,94,176,79
1400000US17031060300,17031060300,"Census Tract 603, Cook County, Illinois",603,603,0,1.708024492,3103,355,2956,382,0,11,66,67,28,25,53,52
1400000US17031060400,17031060400,"Census Tract 604, Cook County, Illinois",604,604,0,5.268222276,4157,499,3742,437,0,11,20,29,176,89,219,142
1400000US17031060500,17031060500,"Census Tract 605, Cook County, Illinois",605,605,0,5.603448276,1160,112,832,122,22,28,17,18,224,79,65,47
1400000US17031060800,17031060800,"Census Tract 608, Cook County, Illinois",608,608,0,11.17537699,4841,340,3550,336,29,33,81,78,640,189,541,217
1400000US17031060900,17031060900,"Census Tract 609, Cook County, Illinois",609,609,0,9.648162627,6395,362,4984,469,14,22,190,117,590,216,617,222
1400000US17031061000,17031061000,"Census Tract 610, Cook County, Illinois",610,610,0,9.732498577,1757,220,1497,209,0,11,0,11,89,58,171,109
1400000US17031061100,17031061100,"Census Tract 611, Cook County, Illinois",611,611,0,2.202643172,1135,174,1075,174,0,11,4,6,31,34,25,21
1400000US17031061200,17031061200,"Census Tract 612, Cook County, Illinois",612,612,0,3.25203252,2214,273,2083,263,5,8,24,27,30,26,72,59
1400000US17031061500,17031061500,"Census Tract 615, Cook County, Illinois",615,615,0,3.481012658,1896,272,1697,271,39,35,19,25,75,48,66,52
1400000US17031061800,17031061800,"Census Tract 618, Cook County, Illinois",618,618,0,12.10131332,1066,121,900,116,5,7,0,11,32,23,129,79
1400000US17031061901,17031061901,"Census Tract 619.01, Cook County, Illinois",619.01,619.01,0,7.977736549,3773,429,3162,470,17,28,26,30,267,132,301,194
1400000US17031061902,17031061902,"Census Tract 619.02, Cook County, Illinois",619.02,619.02,0,7.690380762,3992,327,3434,292,0,11,17,28,234,113,307,158
1400000US17031062000,17031062000,"Census Tract 620, Cook County, Illinois",620,620,0,4.150943396,2650,207,2316,203,0,11,36,29,188,65,110,56
1400000US17031062100,17031062100,"Census Tract 621, Cook County, Illinois",621,621,0,1.959564541,3215,371,2927,347,0,11,52,62,173,87,63,51
1400000US17031062200,17031062200,"Census Tract 622, Cook County, Illinois",622,622,0,2.040122407,2941,231,2797,228,19,26,8,13,57,49,60,56
1400000US17031062300,17031062300,"Census Tract 623, Cook County, Illinois",623,623,0,1.465201465,1638,155,1512,161,0,11,62,44,40,24,24,23
1400000US17031062400,17031062400,"Census Tract 624, Cook County, Illinois",624,624,0,4.782847719,1819,207,1548,198,26,41,43,50,115,65,87,46
1400000US17031062500,17031062500,"Census Tract 625, Cook County, Illinois",625,625,0,2.172284644,1335,175,1194,158,0,11,18,20,94,40,29,27
1400000US17031062600,17031062600,"Census Tract 626, Cook County, Illinois",626,626,0,5.064377682,2330,173,1983,209,0,11,75,97,154,93,118,90
1400000US17031062700,17031062700,"Census Tract 627, Cook County, Illinois",627,627,0,6.60412758,2665,322,2384,287,0,11,16,24,89,54,176,182
1400000US17031062800,17031062800,"Census Tract 628, Cook County, Illinois",628,628,0,4.071889919,3561,352,3193,347,10,16,31,26,182,82,145,86
1400000US17031062900,17031062900,"Census Tract 629, Cook County, Illinois",629,629,0,1.447245565,4284,430,4022,453,37,42,31,36,132,104,62,47
1400000US17031063000,17031063000,"Census Tract 630, Cook County, Illinois",630,630,0,5.629236664,3393,293,3052,305,0,11,35,49,115,63,191,97
1400000US17031063100,17031063100,"Census Tract 631, Cook County, Illinois",631,631,0,7.949790795,2390,231,2092,219,0,11,64,50,44,38,190,108
1400000US17031063200,17031063200,"Census Tract 632, Cook County, Illinois",632,632,0,8.701134931,6344,465,5227,487,3,7,30,36,532,183,552,234
1400000US17031063301,17031063301,"Census Tract 633.01, Cook County, Illinois",633.01,633.01,0,10.42673108,2484,189,1879,267,0,11,62,58,284,170,259,144
1400000US17031063302,17031063302,"Census Tract 633.02, Cook County, Illinois",633.02,633.02,0,5.117493473,3830,367,3254,322,1,2,22,25,357,158,196,119
1400000US17031063303,17031063303,"Census Tract 633.03, Cook County, Illinois",633.03,633.03,0,6.617647059,1224,170,1064,167,0,11,0,11,79,57,81,25
1400000US17031063400,17031063400,"Census Tract 634, Cook County, Illinois",634,634,0,2.36747298,1943,197,1794,185,10,15,7,10,86,43,46,50
1400000US17031070101,17031070101,"Census Tract 701.01, Cook County, Illinois",701.01,701.01,0,3.38127681,3963,828,3599,858,0,11,10,17,220,107,134,100
1400000US17031070102,17031070102,"Census Tract 701.02, Cook County, Illinois",701.02,701.02,0,6.829896907,2328,345,1935,315,27,35,9,12,198,148,159,92
1400000US17031070103,17031070103,"Census Tract 701.03, Cook County, Illinois",701.03,701.03,0,9.189189189,1850,248,1590,269,0,11,11,18,79,62,170,93
1400000US17031070200,17031070200,"Census Tract 702, Cook County, Illinois",702,702,0,5.140640155,4124,446,3600,417,5,11,48,42,259,137,212,127
1400000US17031070300,17031070300,"Census Tract 703, Cook County, Illinois",703,703,0,4.480775053,3303,335,2950,300,7,10,15,23,183,72,148,124
1400000US17031070400,17031070400,"Census Tract 704, Cook County, Illinois",704,704,0,6.259541985,3275,287,2853,350,46,49,64,43,107,60,205,139
1400000US17031070500,17031070500,"Census Tract 705, Cook County, Illinois",705,705,0,4.379321699,3037,346,2760,332,69,49,9,14,66,46,133,82
1400000US17031070600,17031070600,"Census Tract 706, Cook County, Illinois",706,706,0,2.857142857,2905,355,2615,324,5,11,53,61,149,85,83,63
1400000US17031070700,17031070700,"Census Tract 707, Cook County, Illinois",707,707,0,3.433889602,3116,393,2689,363,48,45,31,37,241,112,107,86
1400000US17031071000,17031071000,"Census Tract 710, Cook County, Illinois",710,710,0,5.431547619,4032,490,3613,441,25,28,46,40,129,75,219,128
1400000US17031071100,17031071100,"Census Tract 711, Cook County, Illinois",711,711,0,4.722222222,2880,351,2533,378,0,11,8,12,203,132,136,71
1400000US17031071200,17031071200,"Census Tract 712, Cook County, Illinois",712,712,0,4.622871046,2055,218,1803,243,10,16,25,27,122,93,95,74
1400000US17031071300,17031071300,"Census Tract 713, Cook County, Illinois",713,713,0,3.412874584,3604,291,3235,263,12,18,13,20,221,111,123,75
1400000US17031071400,17031071400,"Census Tract 714, Cook County, Illinois",714,714,0,5.053598775,4571,423,3970,398,22,28,64,69,284,111,231,134
1400000US17031071500,17031071500,"Census Tract 715, Cook County, Illinois",715,715,0,6.61563696,5487,437,4834,418,12,19,65,59,213,124,363,250
1400000US17031071600,17031071600,"Census Tract 716, Cook County, Illinois",716,716,0,7.030827474,1849,231,1678,233,14,21,3,6,24,22,130,104
1400000US17031071700,17031071700,"Census Tract 717, Cook County, Illinois",717,717,0,5.378151261,1785,173,1563,164,13,18,14,18,99,46,96,70
1400000US17031071800,17031071800,"Census Tract 718, Cook County, Illinois",718,718,0,3.480892925,2643,271,2285,272,0,11,2,14,264,119,92,73
1400000US17031080100,17031080100,"Census Tract 801, Cook County, Illinois",801,801,0,5.922774869,6112,501,5119,587,0,16,23,37,608,263,362,189
1400000US17031080201,17031080201,"Census Tract 802.01, Cook County, Illinois",802.01,802.01,0,6.228070175,3420,395,2911,378,0,11,17,28,279,114,213,171
1400000US17031080202,17031080202,"Census Tract 802.02, Cook County, Illinois",802.02,802.02,0,9.303012404,3386,315,2894,337,0,11,0,11,177,132,315,153
1400000US17031080300,17031080300,"Census Tract 803, Cook County, Illinois",803,803,0,6.82554373,4322,410,3726,413,27,32,14,22,260,132,295,197
1400000US17031080400,17031080400,"Census Tract 804, Cook County, Illinois",804,804,0,2.314915921,4579,511,4349,513,0,11,0,11,124,157,106,130
1400000US17031081000,17031081000,"Census Tract 810, Cook County, Illinois",810,810,0,12.48708678,7744,426,5967,456,64,100,62,56,684,195,967,321
1400000US17031081100,17031081100,"Census Tract 811, Cook County, Illinois",811,811,0,11.31313131,3465,330,2919,309,48,79,0,11,106,73,392,174
1400000US17031081201,17031081201,"Census Tract 812.01, Cook County, Illinois",812.01,812.01,0,5.582642613,4102,404,3547,407,3,6,34,56,289,114,229,133
1400000US17031081202,17031081202,"Census Tract 812.02, Cook County, Illinois",812.02,812.02,0,4.09223774,3079,391,2638,361,0,11,103,164,212,118,126,85
1400000US17031081300,17031081300,"Census Tract 813, Cook County, Illinois",813,813,0,9.521896344,4978,373,3888,325,0,11,0,11,616,215,474,249
1400000US17031081401,17031081401,"Census Tract 814.01, Cook County, Illinois",814.01,814.01,0,15.84394904,2512,339,1465,248,0,11,210,140,439,149,398,188
1400000US17031081402,17031081402,"Census Tract 814.02, Cook County, Illinois",814.02,814.02,0,7.63618677,4112,352,3014,394,14,22,16,24,754,280,314,163
1400000US17031081403,17031081403,"Census Tract 814.03, Cook County, Illinois",814.03,814.03,0,13.71017157,6528,681,4629,656,0,16,224,172,780,290,895,318
1400000US17031081500,17031081500,"Census Tract 815, Cook County, Illinois",815,815,0,12.34658812,4074,409,3046,391,0,11,179,150,346,163,503,244
1400000US17031081600,17031081600,"Census Tract 816, Cook County, Illinois",816,816,0,13.81578947,3192,318,2439,279,0,11,26,29,286,106,441,242
1400000US17031081700,17031081700,"Census Tract 817, Cook County, Illinois",817,817,0,18.36327345,3006,431,2238,404,0,11,27,31,189,119,552,306
1400000US17031081800,17031081800,"Census Tract 818, Cook County, Illinois",818,818,0,4.776074989,6721,413,5798,455,0,16,12,20,590,280,321,152
1400000US17031081900,17031081900,"Census Tract 819, Cook County, Illinois",819,819,0,2.347024308,1193,218,1129,214,0,11,0,11,36,26,28,43
1400000US17031090100,17031090100,"Census Tract 901, Cook County, Illinois",901,901,0,1.825047199,3178,266,2647,295,10,15,23,36,440,156,58,45
1400000US17031090200,17031090200,"Census Tract 902, Cook County, Illinois",902,902,0,3.17675399,6642,391,5693,518,73,60,49,43,616,223,211,173
1400000US17031090300,17031090300,"Census Tract 903, Cook County, Illinois",903,903,0,0.807043287,1363,144,1238,177,0,11,0,11,114,72,11,12
1400000US17031100100,17031100100,"Census Tract 1001, Cook County, Illinois",1001,1001,0,7.634228188,5960,736,4509,585,46,73,42,68,908,233,455,339
1400000US17031100200,17031100200,"Census Tract 1002, Cook County, Illinois",1002,1002,0,11.10183639,7188,539,5530,544,16,23,55,56,789,237,798,273
1400000US17031100300,17031100300,"Census Tract 1003, Cook County, Illinois",1003,1003,0,3.237051793,6024,402,5194,390,20,31,21,31,594,166,195,100
1400000US17031100400,17031100400,"Census Tract 1004, Cook County, Illinois",1004,1004,0,2.181818182,3025,137,2663,184,50,45,1,3,245,115,66,51
1400000US17031100500,17031100500,"Census Tract 1005, Cook County, Illinois",1005,1005,0,4.735819049,5659,537,4172,541,2,4,48,46,1169,295,268,176
1400000US17031100600,17031100600,"Census Tract 1006, Cook County, Illinois",1006,1006,0,10.09799744,4694,357,3239,357,17,27,34,30,930,188,474,200
1400000US17031100700,17031100700,"Census Tract 1007, Cook County, Illinois",1007,1007,0,7.96804146,4631,273,3239,253,38,41,28,45,957,215,369,128
1400000US17031110100,17031110100,"Census Tract 1101, Cook County, Illinois",1101,1101,0,9.172220274,5702,753,4439,598,45,46,170,188,525,184,523,289
1400000US17031110200,17031110200,"Census Tract 1102, Cook County, Illinois",1102,1102,0,16.61173368,3034,353,2069,330,0,11,5,9,456,143,504,304
1400000US17031110300,17031110300,"Census Tract 1103, Cook County, Illinois",1103,1103,0,12.72048143,4819,400,3361,488,47,51,21,25,777,215,613,272
1400000US17031110400,17031110400,"Census Tract 1104, Cook County, Illinois",1104,1104,0,14.53344344,4844,413,2903,421,59,54,55,46,1123,280,704,211
1400000US17031110501,17031110501,"Census Tract 1105.01, Cook County, Illinois",1105.01,1105.01,0,11.09977556,4901,530,3512,522,16,27,102,86,727,280,544,305
1400000US17031110502,17031110502,"Census Tract 1105.02, Cook County, Illinois",1105.02,1105.02,0,15.58628637,3471,494,2293,486,1,15,48,60,588,201,541,201
1400000US17031120100,17031120100,"Census Tract 1201, Cook County, Illinois",1201,1201,0,2.209673459,4073,232,3582,215,44,48,19,29,338,102,90,71
1400000US17031120200,17031120200,"Census Tract 1202, Cook County, Illinois",1202,1202,0,3.52858151,4251,254,3433,298,0,11,38,35,630,156,150,160
1400000US17031120300,17031120300,"Census Tract 1203, Cook County, Illinois",1203,1203,0,2.07278481,6320,410,5070,485,0,16,10,17,1109,211,131,103
1400000US17031120400,17031120400,"Census Tract 1204, Cook County, Illinois",1204,1204,0,5.592611596,3898,361,2904,361,41,48,12,29,723,174,218,97
1400000US17031130100,17031130100,"Census Tract 1301, Cook County, Illinois",1301,1301,0,6.714428524,6002,646,3636,591,40,52,54,44,1869,462,403,191
1400000US17031130200,17031130200,"Census Tract 1302, Cook County, Illinois",1302,1302,0,17.59142497,1586,260,1177,187,7,13,0,11,123,58,279,200
1400000US17031130300,17031130300,"Census Tract 1303, Cook County, Illinois",1303,1303,0,19.75085393,4977,425,2729,295,20,32,22,26,1223,212,983,225
1400000US17031140100,17031140100,"Census Tract 1401, Cook County, Illinois",1401,1401,0,35.37093637,3599,536,1860,397,35,39,34,41,397,154,1273,308
1400000US17031140200,17031140200,"Census Tract 1402, Cook County, Illinois",1402,1402,0,37.10575139,6468,773,2898,381,51,52,4,8,1115,239,2400,670
1400000US17031140301,17031140301,"Census Tract 1403.01, Cook County, Illinois",1403.01,1403.01,0,38.44410876,2648,487,946,276,172,264,24,41,488,172,1018,375
1400000US17031140302,17031140302,"Census Tract 1403.02, Cook County, Illinois",1403.02,1403.02,0,25.48839347,4351,457,2523,378,112,82,13,20,594,205,1109,444
1400000US17031140400,17031140400,"Census Tract 1404, Cook County, Illinois",1404,1404,0,20.70021882,6855,721,3565,458,10,16,0,16,1861,436,1419,418
1400000US17031140500,17031140500,"Census Tract 1405, Cook County, Illinois",1405,1405,0,28.09620139,4449,395,2230,280,8,12,9,14,952,234,1250,325
1400000US17031140601,17031140601,"Census Tract 1406.01, Cook County, Illinois",1406.01,1406.01,0,47.55597603,3171,652,1198,305,47,62,18,26,400,209,1508,552
1400000US17031140602,17031140602,"Census Tract 1406.02, Cook County, Illinois",1406.02,1406.02,0,37.01073779,5774,770,2865,440,213,182,85,98,474,201,2137,688
1400000US17031140701,17031140701,"Census Tract 1407.01, Cook County, Illinois",1407.01,1407.01,0,26.30952381,2520,395,1394,237,27,25,7,12,429,175,663,291
1400000US17031140702,17031140702,"Census Tract 1407.02, Cook County, Illinois",1407.02,1407.02,0,25.73459716,6330,723,3706,683,212,168,76,49,707,256,1629,405
1400000US17031140800,17031140800,"Census Tract 1408, Cook County, Illinois",1408,1408,0,19.71029488,7732,741,4531,476,113,122,63,79,1501,565,1524,532
1400000US17031150200,17031150200,"Census Tract 1502, Cook County, Illinois",1502,1502,0,13.46326452,7799,687,5342,611,301,174,0,16,1106,326,1050,281
1400000US17031150300,17031150300,"Census Tract 1503, Cook County, Illinois",1503,1503,0,8.761373643,6814,587,4912,566,135,97,79,49,1091,277,597,223
1400000US17031150401,17031150401,"Census Tract 1504.01, Cook County, Illinois",1504.01,1504.01,0,8.788757528,4483,528,3061,408,0,11,44,49,984,376,394,158
1400000US17031150402,17031150402,"Census Tract 1504.02, Cook County, Illinois",1504.02,1504.02,0,10.2427314,3749,357,2592,448,200,140,0,11,573,289,384,184
1400000US17031150501,17031150501,"Census Tract 1505.01, Cook County, Illinois",1505.01,1505.01,0,8.347153123,3618,458,2460,426,11,19,0,11,845,252,302,143
