tract,percent_disability_2016,percent_disability_2015,percent_disability_2014,percent_disability_2013,percent_disability_2012
8016.07,,7.3,7.1,5.9,5.9
8016.08,,13.1,12.9,10.9,8.7
8017.01,,7.1,6,5.2,3.8
8017.02,,5.7,5.3,5.6,5.9
8018,,7.1,7.3,6.6,8.6
8019.01,,11,11.7,14.7,13.6
8019.02,,9.2,9.1,9.4,7.8
8020.02,,7.6,6.8,6.2,7
8020.03,,7.6,8.3,7.4,8
8020.04,,12.2,10.7,7.3,9.6
8021,,9.3,8.2,7,4
8022,,8.9,9.3,8.9,9.5
8023,,11.9,13,13.7,11.7
8024.02,,9.2,8.7,8.6,8.8
8024.03,,11.7,14.1,14.6,16.1
8024.04,,10.4,10.8,9.8,10.6
8025.03,,12.7,11.2,11.8,10.4
8025.04,,7,7.1,8.2,7.6
8025.05,,6.2,6.8,5.5,6.5
8025.06,,6.3,4.5,5.5,4.1
8026.05,,10.7,10.2,11.1,12.4
8026.07,,8.6,8.9,6.6,5.6
8026.08,,9.9,9.2,7.7,9
8026.09,,4.8,3.9,3.6,5.3
8026.1,,7.2,7.7,7.9,5
8027.01,,7.1,5,4.8,4.1
8027.02,,9.8,9.7,11.1,11.8
8028.01,,6.8,6.5,8.6,8.2
8028.02,,6.9,7.6,9.2,10.9
8029,,4.8,5.9,9.2,7.5
8030.05,,10.6,9.2,11,12
8030.07,,11.4,9.6,8.5,9.1
8030.08,,8.4,8.9,7.8,6
8030.1,,7.6,6,7.1,8.5
8030.12,,3.7,3.2,2.3,5.4
8030.13,,9,8.5,7.5,6.7
8030.14,,10.9,10.3,9.8,9.2
8030.15,,10.6,9.1,7.8,5.1
8030.16,,5.3,7,8.2,9.5
8030.17,,8.4,6,6.6,8.4
8031,,4.4,5.9,7.2,7
8032,,17.1,17.9,17.3,17.6
8033,,11,11.6,10,11
8034,,6,6.8,7.2,5.7
8035,,12.1,11.5,9.4,5.6
8036.03,,6.6,5.9,5.9,6.9
8036.04,,7.5,8.5,7.8,7.7
8036.05,,5.5,6.5,6,6.2
8036.06,,5.3,5,5.1,4.5
8036.07,,6.1,5.7,5.9,6.3
8036.08,,8.9,8.9,8.9,8.4
8036.1,,5.2,5.3,6.5,6.7
8036.11,,4.4,5.6,6.1,7.2
8036.12,,3.9,2.6,2,3.4
8037.01,,13.5,11.3,8.2,8.3
8037.02,,9.8,9,8.2,7.2
8038,,8.3,7.8,6.2,7.1
8039.01,,14,13.1,12,13.4
8039.02,,8.4,7.3,8.3,8.2
8040,,16.3,15.1,13.6,11
8041.02,,6.6,5.7,6.1,5.5
8041.04,,6.3,6.8,5.5,5.9
8041.05,,5.3,4.5,4.2,4.6
8041.06,,8.3,7.3,7.8,7.8
8041.08,,6.8,5.8,6.7,5.3
8041.09,,12.3,10.8,9.3,7.9
8042.01,,5.9,7.1,5.6,5.9
8042.02,,6.3,5.2,3.7,4.4
8043.05,,8.8,7.6,8,9.5
8043.06,,10.4,8.7,8.9,7.8
8043.08,,6.2,6.8,6.1,5.9
8043.09,,10.1,11.8,11.4,8.8
8043.1,,7.6,7,6.8,6.4
8043.11,,7.2,8,7.2,6.1
8044.03,,6,6.7,6.6,7.7
8044.04,,7.5,9.7,10.4,8
8044.05,,8.5,6.1,6.1,5.1
8044.06,,7.7,8.4,7.3,7.2
8045.05,,6.1,6.2,7.4,7.3
8045.06,,8.2,6.9,7,8.3
8045.07,,5.8,6.2,6.2,6.8
8045.08,,10.6,10.7,5,4.2
8045.09,,4.1,6.1,6.3,6.7
8045.1,,6.6,7.3,6.5,6.5
8045.11,,6.8,6.5,5.4,6.7
8046.03,,10.6,12.4,10.8,9.2
8046.06,,8.8,6.3,5.3,4.7
8046.07,,7.1,6.3,7.7,9.4
8046.08,,8.7,9.7,9.7,7.5
8046.09,,8.3,7.8,6,6
8046.1,,10.9,10.8,12.4,10.4
8046.11,,9.7,8.9,9.3,8.3
8047.01,,9.2,7.7,7.2,8.2
8047.05,,12.5,11.1,11.5,8.5
8047.06,,10.5,10.3,11.6,6.2
8047.09,,14.7,12.4,11.2,11.6
8047.1,,8.5,11.6,11.3,9.8
8047.11,,6.5,5.8,3.8,2.9
8047.12,,9,7.8,7.1,6.3
8047.13,,7.6,9.5,10.6,9.3
8047.14,,11,9.6,7.1,4.3
8047.15,,8.5,7.6,4.6,4.5
8047.16,,8.9,6,6.1,4.7
8048.03,,10.8,10,10.3,8.1
8048.04,,11.8,9.7,9,8.5
8048.05,,9.7,8.7,7.7,8.7
8048.06,,8.7,8.4,6,4.1
8048.07,,12.3,11.6,10,8.3
8048.08,,10.6,9.1,9.2,7.3
8048.09,,7.1,7.8,6.5,6.7
8048.1,,14.1,13.1,13,11.4
8049.01,,9.9,8.7,8.9,7.8
8049.02,,10,11.1,9.8,11
8050.01,,7.4,6.7,5.9,6
8050.02,,10.6,9.7,7.3,7.1
8051.05,,6.3,5.4,6.3,5.6
8051.06,,9.8,9.2,9.5,9.1
8051.07,,6.1,7.2,7.8,7.2
8051.08,,5.8,5.6,5.3,4.8
8051.09,,9.9,10.3,11.9,9.9
8051.1,,15.7,15.9,13,12.7
8051.11,,6.7,7.5,6.6,5.8
8051.12,,15.3,13.2,11,13.9
8052.01,,7.5,8,9.1,7.9
8052.02,,7.4,7.1,6,5.6
8053.01,,12.4,13.4,13.1,9.1
8053.02,,9.8,7,6.1,6
8054.01,,16.3,14.2,13.1,12.2
8054.02,,11.6,12.1,11.7,10
8055.01,,8.7,10.4,10.4,10.5
8055.02,,4.6,5.6,5.7,6.9
8056,,6.1,6.9,7.2,7.3
8057.01,,6.6,7.6,7.3,8
8057.02,,7.2,9.5,9,10.1
8058.01,,10.9,8.6,13,12.7
8058.02,,8.6,9.5,9.5,7.7
8059.01,,11.9,13.6,13,13.4
8059.02,,9,8.8,10.7,10.5
8060.01,,10.8,10.5,10.3,9.8
8060.02,,8.2,6.7,8.1,9.2
8060.03,,11.7,11.1,9.9,9.6
8060.04,,10.6,11.9,13.5,15
8061.02,,11.5,12.5,9.5,9.1
8061.03,,8.8,7.5,7.9,6.3
8061.04,,7.9,8.5,7.6,8.9
8062.01,,8,10.8,12,16.3
8062.02,,20,20,20.5,17.3
8063,,9.6,10.5,9.5,8.7
8064,,6,7.9,7.7,7
8065.01,,10.2,8.9,9.8,8.1
8065.02,,8.6,8.5,8.5,6.5
8066,,11.7,11.2,11.7,8.8
8067,,9,7.9,7.7,6.8
8068.01,,16.3,15.4,17.2,18.7
8068.02,,9.2,8.4,10.4,8.4
8069,,14.9,15.7,17.4,14.9
8070,,10.2,15.4,17.4,13.4
8071,,9.2,7.7,7.4,8.2
8072,,8.1,6.7,8,7.7
8073,,12.3,14.2,14.5,15
8074,,14.1,13.3,12.2,12.2
8075,,11.5,11.7,11.7,13.6
8076,,12.8,11.6,10.5,10.1
8077,,11.4,13,10.8,14
8078,,10.2,10.7,10.9,11.4
8079,,14.4,14.3,15.7,12.9
8080.01,,11.3,13.2,12.7,14.4
8080.02,,11.4,11.4,12.8,11.6
8081,,24.8,25.5,23.5,23.4
8082,,10.9,12.3,12.6,14.7
8083.01,,12.8,10.4,10.6,11.5
8083.02,,9.4,11,10.9,9.5
8084,,10.8,11.4,13.4,11.5
8085,,12.8,11.1,11.6,9.7
8086,,10.4,11.4,10.6,7.4
8087.02,,4.5,4.4,3.5,4.2
8088,,7.2,7.7,7.4,6.6
8089,,10,9.4,8.7,6.9
8090,,9.8,8,11.3,11.8
8091,,6.9,7.2,6.6,6.3
8092,,9.9,11,13,9.1
8093,,5.2,6.9,7,6.1
8094,,13.7,12.6,12.8,10.2
8095,,13.4,15.6,14.5,10.9
8096,,8.9,8.8,7.9,8.3
8097,,7.4,7.3,6.4,7.6
8098,,3.3,7.7,12,13.5
8099,,4.9,3.6,3.2,3.9
8100,,3.6,4.5,6,6.6
8101,,8.2,7.8,7.5,5.1
8102,,11.7,12.1,12.1,9.9
8103.01,,10.1,12.2,14.2,10.3
8103.02,,10.4,8.5,6.5,5.3
8104,,12,10.8,11.4,9.5
8105.01,,11.6,12.5,13.5,12.1
8105.02,,14.4,11.9,12,11.3
8106,,12.5,13.8,12.5,11.9
8107.01,,11.4,11.5,9.1,8.1
8107.02,,16.8,18,12.1,10.9
8108,,10.7,10.6,11.5,11.3
8109,,13.5,12.5,12.6,12.4
8110,,7.1,9.2,8.7,9.3
8111,,9.2,8.8,10.4,10
8112,,10.5,10.1,9.6,8.2
8113.01,,6.5,8.3,8.3,9
8113.02,,10.9,10.5,11.1,9.1
8114.01,,9.7,7.7,8.3,7.3
8114.02,,8.9,8.7,10.5,8.9
8115,,8.7,8.4,8.7,10.1
8116,,10.6,9.7,8.2,9
8117.01,,8,10.2,10.4,6.7
8117.02,,9,10.3,8.8,9.6
8118,,15.3,15,16.5,15
8119,,9.3,8.6,6.9,7.3
8120,,6.8,6.2,8,7.2
8121,,6.6,10,8.1,8.7
8122,,6.4,6.2,4.9,3.8
8123.01,,9.9,9.8,10.4,9.3
8123.02,,7.5,6.8,7,7.7
8124,,5.9,5.7,4.7,5.9
8125,,10.6,10.7,8.3,6.9
8126,,10,10.8,9.1,8.9
8127,,10.9,10.4,11.2,14.3
8128.01,,10.3,12.3,9.1,10.4
8128.02,,7.8,7.3,6.8,3.1
8129,,9.2,8.3,7.2,6.8
8130,,8.4,7.2,9.3,10.2
8131,,6.2,5.4,5.6,5.3
8132,,6.2,5.3,4.9,3.3
8133.01,,5.5,7.2,8.7,8.4
8133.02,,5.2,5.6,6.1,7.3
8134,,4.6,5,7.5,6.2
8135,,7.8,8.9,7.8,7.4
8136,,6.5,7.1,7.5,7.7
8137.01,,5.4,6.1,3.6,4.1
8137.02,,5.8,6.4,6.5,9.7
8138.01,,5.5,7.2,9.3,7.5
8138.02,,9.5,9,11.5,10.1
8139,,7.3,8.5,10.1,10.3
8140,,10.3,11.2,10.6,10
8141,,5.4,6,9.4,8.7
8142,,6.6,7.2,7,6.2
8143,,5.8,5.8,4.8,5.3
8144,,7.7,7.5,8.9,12
8145,,9.3,8.7,10.2,6.5
8146,,8.7,9.2,7.5,7.8
8147,,9.6,7,6.1,7
8148,,10,10,10.2,8.8
8149,,7.7,6.7,8.3,9.5
8150,,6.5,7.3,7.9,7.2
8151,,5.5,5.3,7,9.6
8152,,13.1,14.3,14.5,14.1
8153,,8.1,10.5,10.8,10.6
8154,,10.4,10.7,10.5,12.7
8155,,6.8,7.2,9,10.3
8156,,10.3,12.6,12.4,12
8157.01,,7.9,7.7,6.4,8.4
8157.02,,10,9.3,10.4,8
8158,,16.4,14.5,13.4,12.7
8159,,11.7,11.2,14.1,12.8
8160,,6.1,4,4.6,5
8161,,7.7,7.6,9.6,9.5
8162,,16.2,17.6,16.2,15.6
8163,,9.7,6.9,8,7.6
8164.01,,6.4,6.1,4.7,3.3
8164.02,,5,5.2,3.8,4.1
8165,,8.9,7.6,7.9,7
8166,,5.9,5.5,6.1,7.1
8167,,7.6,8.5,7,5.3
8168,,10.6,9.4,8.7,9.6
8169,,9,10.8,10.7,12.1
8170,,10.4,12.2,12.4,12.9
8171.01,,9.9,9.3,9.3,8.2
8171.02,,10.4,10.6,11.8,11.5
8172,,15.6,13.6,14.9,17.4
8173,,11.1,16.2,12.8,12.3
8174,,4.4,4.9,6.2,5.8
8175,,17.6,18.6,20.7,19.5
8176,,18.8,16.9,17.3,14
8177,,16,16.8,22.3,18.6
8179,,15.4,15.6,15.4,14.8
8180,,10.2,13.4,14.4,15.3
8181,,13.4,13.4,12.5,12.8
8182,,13.9,16.8,14.1,13.9
8183,,9.7,10.3,10.9,11.3
8184.01,,9.3,10.2,8.5,10.1
8184.02,,13.1,12.5,11.8,11
8185,,11.4,13.6,13.5,14.2
8186,,10.8,10.2,11,13.7
8187,,8.2,8.8,9.1,10.4
8188,,13,11,13.8,11.7
8189,,12,9.2,7.4,6.9
8190,,11.9,11.8,10.3,10.5
8191,,11.1,10.2,10.3,11.6
8192,,13.3,12.8,12,9.7
8193,,7.6,8.2,11.6,12.2
8194,,7.3,6.4,6.8,5.9
8195,,12.1,12,13.7,12.1
8196,,3.9,3.8,4,4.6
8197,,5.2,5.5,6.3,6.6
8198.01,,5.2,5.4,5.5,5.4
8198.02,,10.6,8,7.2,6.8
8199,,5.3,6.8,6.3,6.5
8200,,6.8,6.5,7.4,7.9
8201.01,,13.3,10.8,10.6,9.5
8201.03,,10.6,12.9,10.6,9.7
8201.04,,13.3,12.8,11.9,10
8202.01,,8.5,7.6,7.3,7.5
8202.02,,14.8,13.2,12.1,13.1
8203,,7.5,6.1,6.5,5.5
8204,,9.7,10.8,11.8,11.8
8205.01,,8.4,8,7.6,7.1
8205.02,,16.4,16.6,13.9,15
8206.03,,14.5,13.2,11.6,11.4
8206.04,,10.5,8.2,6.2,7.2
8206.05,,8.7,10,8.1,6.4
8206.06,,6.7,7.2,5.2,6.1
8207,,11,10.6,11.1,12.3
8208,,10.1,8.5,9.2,8.7
8209.01,,10.6,7.9,7.8,6.8
8209.02,,12.8,11.6,8.8,8.8
8210.01,,17.1,14,12.3,9
8210.02,,13.8,14.9,11.3,11.5
8211.01,,12.7,11.4,10.4,10.5
8211.02,,10.5,9.5,9.7,10.5
8212,,13.9,16,17.1,14.1
8213,,10.8,10.4,9.3,10.1
8214.01,,15.1,15.6,14.5,11.6
8214.02,,15.5,13.2,12.7,15.3
8215,,9.4,11.3,11.4,10.4
8216,,12.4,11.3,11.9,12.2
8217,,14.9,15.1,15.8,15.3
8218,,9.1,10.2,11,10.4
8219,,10.3,13,12.4,14.1
8220,,16.3,14.8,11.9,12.1
8221.01,,14.6,14.3,13.6,12.3
8221.02,,17.1,15.8,15.8,12.8
8222,,10.7,10.2,9.7,9.4
8223.01,,12.7,12.4,11.3,10.4
8223.02,,12.5,12,10.9,10.9
8224,,11.2,10.1,10.4,10
8225,,10.2,9.3,10.7,10.4
8226.01,,12.2,11.7,11,10.1
8226.02,,13.2,11.7,11.3,10.3
8227.01,,14.6,14.3,13,12.4
8227.02,,13.4,15.8,15.8,14.3
8228.01,,10.7,11.4,10.6,10
8228.02,,12.6,12.5,11,11.4
8229,,10.8,9.9,8.8,10.5
8230.01,,9.9,12,14.1,15.5
8230.02,,9.1,9.2,8.9,9.5
8231.01,,11.7,10.3,8.8,10.5
8231.02,,8.3,10.7,11.1,12.2
8232,,11.3,14.4,15.4,12.7
8233.02,,14,14.1,12.9,12.9
8233.03,,9.3,8.6,8.4,7.8
8233.04,,11.9,12.1,12,14.5
8234,,14.8,13.4,12.8,11
8235,,10.3,9.8,11.4,10.9
8236.02,,14.1,12.8,13.8,11.7
8236.03,,8.8,9.3,10.3,10.5
8236.04,,9.5,10.4,12.1,10.9
8236.05,,15.4,17.2,14.8,11.4
8237.02,,12,13.1,13.4,8.7
8237.03,,12,11.3,11.9,10.3
8237.04,,8.9,11.9,11.9,11.7
8237.05,,12.2,13.8,15.8,17.2
8238.01,,13.6,14.2,12.4,10.7
8238.03,,12.3,12.9,12.4,13.8
8238.05,,10.1,11.5,11.7,11.4
8238.06,,12.1,12.8,14.2,11.8
8239.01,,14.2,13.7,12.4,10.9
8239.03,,11.9,11.2,12.3,11.5
8239.04,,15.2,12.5,15.6,13.8
8240.03,,5.4,6.1,5.7,6.3
8240.04,,12,11.5,9.3,8.9
8240.05,,10.2,9.4,10.4,10.5
8240.06,,7.1,7.2,5,5.9
8241.05,,7.6,6.9,6.7,5.6
8241.06,,11,10.3,9.3,10.1
8241.07,,13.5,12.5,11.4,11.8
8241.08,,9.3,7.9,9,7.2
8241.13,,12.2,9.4,8.5,8.2
8241.14,,5.8,8.4,8,8.4
8241.15,,13.4,15,17.3,15.4
8241.16,,7.3,8.2,8.3,8.9
8241.17,,6.2,6.3,6,5.7
8241.19,,10.4,8,8.8,8.2
8241.2,,8.9,7.5,8.3,7.9
8241.21,,8.9,9.6,11,10
8241.22,,7.4,7.1,7,8.7
8241.23,,10.5,10.2,10.4,9.3
8243,,24.6,23.1,21,18.4
8244,,25.9,28.7,25.3,22.6
8245.03,,11.1,9.6,10.8,8.9
8245.05,,8.2,6.8,6.4,5.8
8245.06,,9.2,9.5,9.9,10.5
8245.07,,12.4,12.4,12.2,12.7
8246.01,,11.7,10.6,9.1,10.1
8246.02,,9,11.2,10.8,9.6
8247.01,,11.5,11,8.7,9.4
8247.02,,8.8,8.4,9.2,9.8
8248,,7.7,8.8,8.6,9.9
8249,,11.1,13.1,12.3,13
8250,,9.8,10.1,8.8,10.9
8252,,10.5,10.5,14,13.1
8253.02,,6.8,7.8,7.9,8.3
8253.03,,12.2,13.1,14,13.4
8253.04,,12.6,13.1,10.4,10.9
8254,,10.5,12,13.6,15.3
8255.01,,14,13.4,12.3,14
8255.03,,11.4,10.6,11.3,10.9
8255.04,,7.2,8.8,8.8,9.7
8255.05,,10.9,10.6,12.5,13.5
8256,,12.9,13.3,14.6,17.6
8257,,13.4,13.9,14.7,12.9
8258.01,,15.3,14.3,12.3,10.8
8258.02,,8.9,9.3,10.7,9.1
8258.03,,18.5,15.1,15.6,15.9
8259,,11.5,9.1,10.6,11.8
8260,,8.6,9,8.4,8.7
8261,,9.3,8.7,8.7,7.9
8262.01,,22.4,20.8,19.4,18
8262.02,,12.4,11.2,11.6,11.7
8263.01,,9.4,10.1,10.2,10.9
8263.03,,15.3,13,9.9,8.5
8263.04,,10.7,8.6,14.1,14.2
8264.01,,13.2,10.3,7.7,8
8264.02,,11.5,11.6,11.8,10.2
8265,,14.9,17.3,14.6,14
8266,,9.4,9.9,10.2,9.3
8267,,11.3,11.1,7.9,8.3
8268,,12.8,12.9,12.6,10.6
8269.01,,12.4,15.1,15.9,12.9
8269.02,,19.8,25.3,25.7,23.3
8270,,9.5,14.4,15.8,12
8271,,10.4,9.3,10.6,12.2
8272,,17.2,16.9,17.4,15.2
8273,,14,10.7,10.4,10.4
8274,,15,17.8,21,22.3
8275,,10.2,8,9.6,8
8276,,15.3,15,18.2,16.7
8277,,10.6,11.1,15,15.1
8278.01,,9.8,12.1,9.9,8.8
8278.02,,5.7,5.4,4.6,5.3
8278.04,,16.9,15.3,13.4,11.3
8278.05,,10.7,9.7,12,10.3
8279.01,,10.4,11.7,9.5,11.4
8279.02,,12.8,12.6,11,9.7
8280,,12.4,11.4,12.9,14.1
8281,,12.5,13.7,14.1,11.7
8282.01,,9.6,10.9,9.4,10.1
8282.02,,6.6,7.3,6.8,8.2
8283,,17.2,16.4,15.9,14.9
8284.01,,8.5,6.8,7.9,8.4
8284.02,,11.2,9.6,9.3,9.8
8285.03,,11.8,12,12.1,10
8285.04,,14.8,13.6,11.8,13.3
8285.05,,9.2,10.1,11.3,11.8
8285.06,,8.9,9.8,10.3,10.9
8286.01,,9,8.7,9.5,10.4
8286.02,,9.6,9.7,9.6,7.7
8287.01,,11.2,13.6,12.7,12.7
8287.02,,12,13.5,12.6,11.3
8288.01,,10,11.2,12.5,10.8
8288.02,,10.4,9.3,11,10.4
8289,,11.7,8.5,8.7,11.4
8290,,12,10.3,7.8,6
8291,,10.4,8.5,10.3,13.3
8292,,9.3,8.1,10.1,10.5
8293.01,,11.6,13.4,13.4,13.1
8293.02,,12.8,11.4,7.1,8.1
8294.01,,14.6,15.4,14.5,14.8
8294.02,,9.1,10.8,11.2,10.9
8295,,15.2,16.6,17.2,16.3
8296,,11,13.3,13.5,15.2
8297,,14.3,11.9,12.5,12.2
8298,,10.2,9.1,10.4,9.5
8299.01,,12.5,10.7,8.1,9.1
8299.02,,6,7.5,7.9,11.1
8300.01,,25.5,23.8,24.4,30.4
8300.03,,7.3,7.9,6.3,7
8300.04,,7.1,9.5,8.3,10.5
8300.05,,15.6,15.4,14.8,18.5
8300.06,,14.1,15.6,16.1,16.3
8300.07,,10.5,10.3,11.1,11
8300.08,,7.3,8.2,8.1,8.8
8301,,7.2,8.2,8.7,8.8
8302.01,,9.7,8.1,8.1,7.2
8302.02,,19.3,15,20,16.8
8303,,19.7,17.7,14.3,17.7
8304,,11.8,11.7,12,16.9
8305,,12,11.3,8.2,9.4
8306,,10.6,7.9,7.3,6
8307,,13.4,12.3,11,12.2
8308,,5.3,5.1,3.2,4.6
8309,,4.4,3,5.1,4.4
8310,,4.1,2.8,1.8,2.2
8311,,5.9,6.9,6.3,6.7
8312,,9.1,9.2,10.2,11.1
8313,,16.4,14.8,12.1,10.6
8314,,18,14.4,14.5,13.3
8315,,9.1,6.6,7.6,9.4
8316,,14.5,15.2,14.2,14
8317,,6.3,8.2,7.7,9.7
8318,,6.9,5,4.5,7.8
8319,,3.5,4.2,6.5,6.8
8320,,5.7,5.4,4.5,4.6
8321,,7.5,6.4,5.8,6.6
8322,,3.1,3.1,5,5.6
8323,,3.8,3.1,1.8,0.7
8324,,5.1,5.5,4.1,2.8
8325,,4.5,5.2,6.5,7
8326,,0.9,2.4,2.4,2.9
8329,,3.6,3.6,2.7,4.2
8330,,6.1,4.5,6.1,9
8331,,5.8,6.5,6.8,7.5
8333,,4.6,5.4,6.9,8.6
8339,,12.3,14.6,13.1,15.1
8340,,16.2,15.4,15.7,18.1
8342,,10.7,10.2,15.3,16.8
8343,,17,16.6,14.5,14.2
8344,,13.7,12.8,11.4,11.1
8345,,11.4,10.2,11.3,14.7
8346,,12.5,13.3,13.8,15.5
8347,,23.6,23.9,21,20.4
8348,,20.7,14.7,13.7,16.1
8349,,16.2,15.7,14.2,13.7
8350,,12.5,12.8,12.9,11.8
8351,,6.7,4.2,3.3,2.7
8352,,11.5,9.8,17,18
8355,,31.2,28.6,29.6,23.8
8356,,20.2,24.1,21.6,25
8357,,23.6,34.3,37.4,37.4
8358,,12.6,11.6,9.9,10
8359,,23.6,18,16.7,13.8
8360,,5.7,6.2,7.5,11.4
8361,,16.5,15.9,12.4,13.1
8362,,1.5,1.8,2.2,2.6
8363,,7.2,7.3,9.8,12.5
8364,,17.9,16.9,17.8,14.8
8365,,14.5,16.5,18.8,16.7
8366,,11.3,13.1,10.7,8.4
8367,,12.9,14.8,15.5,15.2
8368,,19.4,21.5,19,14
8369,,11.5,11.5,12.9,8.9
8370,,13.9,16.9,18.6,13.5
8371,,17.9,20,18.6,13
8373,,12.7,12.2,16.4,14.1
8374,,19.1,22.3,18.7,16.6
8378,,7.2,6.7,6.6,9.9
8380,,18.3,18.5,17.5,20.6
8381,,26.4,19.1,21,18.7
8382,,5.4,5.7,4.5,5.3
8383,,16,11.3,12.8,7
8386,,23.4,22.5,14.8,14.4
8387,,18.3,14.8,15.8,18.4
8388,,14.8,16.3,13,10.8
8390,,3.6,4.8,4.4,4.5
8391,,5.8,5.5,4.4,5.5
8392,,16.3,15.7,15.8,16.8
8395,,20.9,19.9,16.2,24.1
8396,,26.5,24.8,19.8,25.8
8397,,8.1,6.7,6.6,7.1
8398,,12,12.3,12.4,7.7
8399,,10.1,10,11.5,9.5
8400,,7.6,10,9.3,11
8401,,12.8,12.8,12.4,11.4
8402,,10.8,9.5,5.5,4.6
8403,,9.9,9.7,10.4,10.9
8404,,13.7,15.3,14.8,11.1
8407,,10.5,12.1,8.9,8.4
8408,,11.6,10.6,8.6,7.8
8410,,15.3,21.1,18.2,21.4
8411,,10.2,9.2,9.9,11
8412,,8.1,9.4,9.1,6.9
8413,,6.9,7.3,6.5,7.6
8414,,11,11.5,12.4,16.8
8415,,17.7,21.9,20.8,18.1
8416,,16.6,26.3,15.1,9
8417,,21.7,27.3,29.7,28.5
8418,,12.9,13.8,16.3,14.2
8419,,5.1,4.8,6.1,7.9
8420,,7.6,9.7,8.6,5.2
8421,,15.4,14.8,17.1,16.4
8422,,12.8,10.2,9.8,8.4
8423,,4.1,4,3.6,2.4
8424,,19.5,21,18.1,15.4
8425,,9.5,11.2,13.2,14.7
8426,,14.1,13.6,10.8,11.9
8428,,7.5,7.3,6.4,7.6
8429,,23.3,27.6,25.1,23.5
8430,,13.3,15.6,16.2,12.6
8431,,9.6,10.5,13.9,14.2
8432,,6.5,8.6,8.7,8.7
8433,,15.7,14.3,13.1,14
8434,,20.8,20.2,18.2,13.8
8435,,12.5,9.7,9.5,8
8436,,12.4,14.8,14.2,16.5
8437,,7.9,9.1,9,7.7
8438,,11.9,10.9,10.8,10
8439,,17.1,15.5,17.2,14
9800,,0,0,0,0
9801,,0,0,0,0
9900,,0,0,0,0
