tract,percent_non_citizen_2016,percent_non_citizen_2015,percent_non_citizen_2014,percent_non_citizen_2013,percent_non_citizen_2012,percent_non_citizen_2011
8045.11,, 36.492 , 36.549 , 34.010 , 35.104 , 31.495 
8046.03,, 25.642 , 21.495 , 24.156 , 27.811 , 26.447 
8046.06,, 4.572 , 4.686 , 4.870 , 3.223 , 3.148 
8046.07,, 4.063 , 4.672 , 5.018 , 5.931 , 6.800 
8046.08,, 12.532 , 7.503 , 9.307 , 13.700 , 13.266 
8046.09,, 15.397 , 14.672 , 14.783 , 12.193 , 12.607 
8046.1,, 12.061 , 9.668 , 8.901 , 10.104 , 10.685 
8046.11,, 5.571 , 4.936 , 5.869 , 5.637 , 5.727 
8047.01,, 13.461 , 15.366 , 16.699 , 16.571 , 19.132 
8047.05,, 13.504 , 16.535 , 14.553 , 15.359 , 17.087 
8047.06,, 5.858 , 5.467 , 4.834 , 3.834 , 3.205 
8047.09,, 18.943 , 19.131 , 16.518 , 15.769 , 16.017 
8047.1,, 9.881 , 8.491 , 6.418 , 10.129 , 9.071 
8047.11,, 25.910 , 23.718 , 18.242 , 20.852 , 22.331 
8047.12,, 9.658 , 9.717 , 8.388 , 6.532 , 10.152 
8047.13,, 34.822 , 30.744 , 24.318 , 26.815 , 28.051 
8047.14,, 7.965 , 4.893 , 2.460 , 2.406 , 5.898 
8047.15,, 31.907 , 32.089 , 42.036 , 42.515 , 47.453 
8047.16,, 15.228 , 15.582 , 16.327 , 12.811 , 14.040 
8048.03,, 6.111 , 5.478 , 4.742 , 4.137 , 3.908 
8048.04,, 15.149 , 15.470 , 14.935 , 13.753 , 13.310 
8048.05,, 8.656 , 8.207 , 13.205 , 14.237 , 11.775 
8048.06,, 13.812 , 17.579 , 16.018 , 19.664 , 17.023 
8048.07,, 5.339 , 6.016 , 6.622 , 7.231 , 5.618 
8048.08,, 9.642 , 5.323 , 3.098 , 1.458 , 0.290 
8048.09,, 5.326 , 7.211 , 6.242 , 5.964 , 4.623 
8048.1,, 7.588 , 8.522 , 9.408 , 9.969 , 10.593 
8049.01,, 4.710 , 4.989 , 4.806 , 5.192 , 4.415 
8049.02,, 10.810 , 9.786 , 11.150 , 7.833 , 8.020 
8050.01,, 2.009 , 2.183 , 3.691 , 5.475 , 4.427 
8050.02,, 28.291 , 32.586 , 33.685 , 33.611 , 32.795 
8051.05,, 28.624 , 34.397 , 31.880 , 38.822 , 36.909 
8051.06,, 11.436 , 10.795 , 9.855 , 9.531 , 9.303 
8051.07,, 28.309 , 31.684 , 31.651 , 33.605 , 32.226 
8051.08,, 32.564 , 38.550 , 39.645 , 43.801 , 40.986 
8051.09,, 5.450 , 5.923 , 6.288 , 6.409 , 8.810 
8051.1,, 6.413 , 6.194 , 10.870 , 10.860 , 9.954 
8051.11,, 29.543 , 29.875 , 32.973 , 30.179 , 32.097 
8051.12,, 7.429 , 10.350 , 9.293 , 9.247 , 10.480 
8052.01,, 8.123 , 6.365 , 5.108 , 5.190 , 5.429 
8052.02,, 13.487 , 11.652 , 11.261 , 11.825 , 12.475 
8053.01,, 8.728 , 11.403 , 13.877 , 13.477 , 15.719 
8053.02,, 7.095 , 12.788 , 9.949 , 12.579 , 9.863 
8054.01,, 10.891 , 7.928 , 11.015 , 8.364 , 7.437 
8054.02,, 8.034 , 12.547 , 13.439 , 16.256 , 16.705 
8055.01,, 6.236 , 4.416 , 5.298 , 2.941 , 2.485 
8055.02,, 0.025 , 0.431 , 2.246 , 4.433 , 4.347 
8056,, 1.266 , 1.261 , 1.449 , 1.698 , 1.604 
8057.01,, 2.762 , 2.524 , 2.795 , 3.612 , 2.534 
8057.02,, 5.226 , 5.371 , 6.430 , 1.558 , 1.577 
8058.01,, 4.154 , 4.319 , 3.833 , 5.295 , 6.751 
8058.02,, 0.782 , 1.174 , 8.781 , 8.337 , 8.004 
8059.01,, 9.218 , 7.768 , 7.881 , 8.013 , 7.047 
8059.02,, 11.435 , 13.012 , 13.325 , 9.728 , 8.954 
8060.01,, 24.358 , 30.097 , 31.202 , 30.521 , 31.895 
8060.02,, 29.852 , 31.422 , 31.675 , 32.980 , 34.197 
8060.03,, 24.395 , 23.602 , 22.423 , 26.934 , 25.859 
8060.04,, 22.660 , 27.637 , 29.473 , 29.497 , 29.041 
8061.02,, 3.866 , 6.957 , 7.095 , 11.871 , 17.163 
8061.03,, 8.458 , 8.873 , 9.860 , 7.869 , 8.578 
8061.04,, 23.151 , 23.983 , 28.991 , 24.334 , 23.857 
8062.01,, 9.914 , 7.562 , 10.000 , 9.926 , 9.826 
8062.02,, 5.596 , 7.578 , 7.720 , 8.064 , 6.551 
8063,, 8.198 , 9.829 , 10.078 , 9.699 , 7.229 
8064,, 13.147 , 11.346 , 10.232 , 7.303 , 1.982 
8065.01,, 21.777 , 22.588 , 25.414 , 29.378 , 28.036 
8065.02,, 21.549 , 20.814 , 20.398 , 18.659 , 14.364 
8066,, 11.645 , 12.835 , 11.768 , 7.928 , 13.159 
8067,, 4.415 , 3.865 , 3.310 , 3.534 , 8.138 
8068.01,, 7.942 , 6.911 , 9.107 , 7.989 , 9.079 
8068.02,, 12.796 , 19.056 , 18.366 , 10.905 , 9.640 
8069,, 10.336 , 12.679 , 16.482 , 14.100 , 14.829 
8070,, 17.794 , 16.931 , 13.410 , 17.625 , 18.446 
8071,, 4.594 , 5.312 , 4.631 , 3.587 , 3.779 
8072,, 12.625 , 15.216 , 14.952 , 14.732 , 11.906 
8073,, 15.475 , 16.579 , 20.472 , 20.365 , 21.548 
8074,, 17.262 , 21.840 , 22.552 , 25.220 , 25.375 
8075,, 7.898 , 7.419 , 7.459 , 8.361 , 8.828 
8076,, 13.266 , 11.263 , 12.504 , 12.091 , 12.099 
8077,, 18.627 , 19.058 , 16.386 , 11.959 , 14.061 
8078,, 10.050 , 9.002 , 8.853 , 8.386 , 7.707 
8079,, 7.603 , 6.382 , 6.657 , 5.767 , 3.443 
8080.01,, 6.481 , 6.040 , 7.553 , 5.852 , 5.759 
8080.02,, 8.266 , 7.679 , 8.298 , 8.824 , 8.002 
8081,, 5.837 , 5.011 , 4.980 , 4.856 , 4.652 
8082,, 12.542 , 13.607 , 14.190 , 13.768 , 14.334 
8083.01,, 8.340 , 9.117 , 10.160 , 9.078 , 10.261 
8083.02,, 8.415 , 7.347 , 7.468 , 5.774 , 9.117 
8084,, 6.333 , 6.246 , 5.240 , 5.445 , 7.635 
8085,, 2.345 , 3.806 , 3.803 , 6.284 , 6.031 
8086,, 4.048 , 4.175 , 4.573 , 4.730 , 3.391 
8087.02,, 11.513 , 10.837 , 10.784 , 10.340 , 10.068 
8088,, 10.785 , 10.533 , 6.031 , 4.256 , 4.422 
8089,, 4.947 , 5.655 , 5.058 , 4.551 , 3.969 
8090,, 2.925 , 3.122 , 2.469 , 2.735 , 2.517 
8091,, 4.188 , 2.601 , 1.257 , 0.806 , 1.850 
8092,, 11.420 , 9.703 , 12.196 , 13.353 , 12.929 
8093,, 15.409 , 12.608 , 14.919 , 15.242 , 13.326 
8094,, 21.645 , 19.888 , 22.430 , 19.398 , 15.841 
8095,, 16.027 , 15.228 , 14.570 , 13.658 , 10.539 
8096,, 7.542 , 11.082 , 9.578 , 9.172 , 15.336 
8097,, 14.811 , 16.394 , 15.240 , 20.426 , 17.098 
8098,, 9.369 , 10.810 , 13.173 , 11.732 , 10.822 
8099,, 11.937 , 8.873 , 10.837 , 10.738 , 7.039 
8100,, 10.941 , 14.193 , 12.807 , 14.138 , 11.779 
8101,, 10.114 , 9.227 , 9.165 , 8.181 , 7.607 
8102,, 12.745 , 15.070 , 12.348 , 10.044 , 8.920 
8103.01,, 10.238 , 11.280 , 11.861 , 12.859 , 13.668 
8103.02,, 6.186 , 6.227 , 7.000 , 8.642 , 10.165 
8104,, 4.485 , 4.999 , 4.007 , 4.922 , 5.049 
8105.01,, 4.224 , 6.131 , 11.341 , 11.026 , 11.857 
8105.02,, 15.195 , 13.369 , 13.463 , 16.077 , 15.021 
8106,, 11.251 , 12.060 , 12.560 , 14.751 , 16.302 
8107.01,, 15.146 , 15.874 , 19.880 , 22.708 , 22.508 
8107.02,, 10.456 , 13.224 , 17.393 , 19.541 , 15.849 
8108,, 11.780 , 11.695 , 12.029 , 9.510 , 10.822 
8109,, 16.844 , 14.405 , 12.680 , 13.983 , 11.177 
8110,, 2.594 , 2.798 , 2.167 , 3.376 , 3.084 
8111,, 21.790 , 21.522 , 21.512 , 19.717 , 21.689 
8112,, 9.677 , 11.720 , 10.530 , 12.103 , 14.491 
8113.01,, 14.811 , 16.308 , 20.335 , 22.946 , 23.257 
8113.02,, 16.978 , 19.105 , 21.811 , 26.644 , 29.497 
8114.01,, 16.939 , 18.061 , 22.348 , 21.075 , 21.664 
8114.02,, 20.471 , 22.370 , 17.189 , 15.974 , 18.229 
8115,, 15.818 , 16.580 , 17.036 , 17.516 , 17.449 
8116,, 18.574 , 21.682 , 17.729 , 18.316 , 20.623 
8117.01,, 23.357 , 25.085 , 25.692 , 32.113 , 30.878 
8117.02,, 19.135 , 18.483 , 19.645 , 16.275 , 21.210 
8118,, 10.268 , 8.020 , 10.354 , 11.133 , 10.326 
8119,, 2.588 , 3.286 , 3.430 , 2.952 , 2.698 
8120,, 1.950 , 3.544 , 3.263 , 3.248 , 5.445 
8121,, 2.152 , 4.022 , 3.780 , 4.763 , 4.809 
8122,, 1.222 , 1.682 , 2.335 , 2.749 , 3.291 
8123.01,, 10.011 , 5.570 , 6.195 , 7.577 , 11.640 
8123.02,, 5.655 , 7.539 , 7.109 , 5.152 , 6.611 
8124,, 3.312 , 2.958 , 1.803 , 0.750 , 0.911 
8125,, 1.515 , 2.670 , 2.368 , 2.080 , 3.586 
8126,, 9.815 , 11.635 , 9.200 , 9.472 , 8.702 
8127,, 5.505 , 6.149 , 5.767 , 7.565 , 8.052 
8128.01,, 11.248 , 12.062 , 10.930 , 11.431 , 8.115 
8128.02,, 6.011 , 6.672 , 6.626 , 10.007 , 9.692 
8129,, 3.186 , 3.554 , 2.544 , 3.038 , 3.506 
8130,, 4.754 , 4.802 , 3.955 , 3.216 , 3.202 
8131,, 5.691 , 5.189 , 5.727 , 5.851 , 4.565 
8132,, 3.051 , 2.508 , 1.292 , 2.639 , 2.936 
8133.01,, 33.557 , 35.995 , 40.428 , 41.175 , 37.048 
8133.02,, 34.616 , 38.468 , 37.581 , 42.990 , 39.488 
8134,, 28.847 , 29.745 , 29.390 , 30.140 , 30.918 
8135,, 27.341 , 27.600 , 24.225 , 28.362 , 28.865 
8136,, 33.505 , 33.289 , 32.068 , 33.078 , 33.468 
8137.01,, 32.228 , 30.620 , 33.178 , 35.633 , 37.631 
8137.02,, 28.474 , 27.778 , 27.736 , 28.139 , 34.034 
8138.01,, 36.406 , 32.692 , 33.521 , 33.731 , 31.796 
8138.02,, 26.404 , 26.569 , 28.492 , 32.331 , 30.095 
8139,, 30.008 , 29.802 , 27.866 , 25.620 , 24.609 
8140,, 23.108 , 21.004 , 22.092 , 22.684 , 23.598 
8141,, 38.257 , 35.044 , 33.785 , 31.603 , 34.280 
8142,, 28.358 , 27.615 , 28.382 , 27.989 , 31.345 
8143,, 23.890 , 27.235 , 32.665 , 33.507 , 36.614 
8144,, 20.485 , 21.199 , 23.558 , 22.905 , 21.452 
8145,, 20.809 , 22.052 , 21.713 , 23.988 , 28.530 
8146,, 16.245 , 16.000 , 16.333 , 16.245 , 18.182 
8147,, 18.294 , 20.055 , 24.227 , 23.988 , 23.092 
8148,, 8.638 , 9.339 , 13.576 , 14.716 , 12.907 
8149,, 11.624 , 9.298 , 9.960 , 11.129 , 11.135 
8150,, 24.127 , 21.918 , 18.653 , 14.574 , 15.843 
8151,, 15.843 , 14.703 , 16.865 , 16.613 , 16.674 
8152,, 9.874 , 10.365 , 9.971 , 9.249 , 15.916 
8153,, 12.414 , 17.347 , 10.158 , 19.597 , 18.277 
8154,, 5.850 , 8.292 , 9.145 , 7.894 , 7.110 
8155,, 16.800 , 13.665 , 10.129 , 12.213 , 10.827 
8156,, 1.572 , 3.223 , 2.394 , 2.155 , 3.743 
8157.01,, 2.102 , 2.608 , 2.884 , 5.474 , 5.583 
8157.02,, 5.777 , 8.654 , 6.367 , 5.906 , 3.455 
8158,, 5.079 , 2.826 , 2.021 , 1.862 , 0.946 
8159,, 12.167 , 11.191 , 12.199 , 9.537 , 3.772 
8160,, 4.282 , 6.007 , 6.576 , 8.412 , 8.737 
8161,, 5.481 , 5.295 , 5.085 , 4.918 , 3.907 
8162,, 9.730 , 9.467 , 10.887 , 10.812 , 10.855 
8163,, 21.007 , 22.781 , 21.184 , 21.388 , 21.163 
8164.01,, 27.469 , 31.559 , 39.054 , 37.985 , 41.592 
8164.02,, 32.265 , 42.365 , 39.321 , 38.007 , 33.728 
8165,, 23.961 , 25.290 , 23.702 , 24.218 , 24.277 
8166,, 36.014 , 32.264 , 32.668 , 30.808 , 27.614 
8167,, 23.674 , 22.811 , 22.183 , 26.061 , 20.452 
8168,, 10.076 , 9.060 , 10.284 , 11.664 , 11.950 
8169,, 5.603 , 5.344 , 5.176 , 5.747 , 7.104 
8170,, 6.977 , 4.729 , 4.352 , 6.207 , 6.595 
8171.01,, 1.625 , 2.552 , 2.720 , 5.366 , 8.640 
8171.02,, 1.133 , 0.404 , 0.407 , 0.343 , 0.389 
8172,, 4.668 , 7.726 , 4.556 , 6.237 , 3.646 
8173,, 9.176 , 9.508 , 8.317 , 9.235 , 3.438 
8174,, 18.379 , 17.169 , 18.018 , 21.067 , 22.899 
8175,, 8.486 , 8.540 , 6.680 , 7.181 , 6.685 
8176,, 4.335 , 2.220 , 3.290 , 0.232 , 0.508 
8177,, 3.845 , 2.730 , 3.704 , 2.979 , 3.008 
8179,, 2.502 , 3.119 , 4.398 , 5.068 , 4.800 
8180,, 2.460 , 1.326 , 1.608 , 1.831 , 4.503 
8181,, 4.990 , 4.468 , 6.803 , 5.591 , 8.540 
8182,, 7.587 , 8.037 , 10.021 , 9.320 , 7.011 
8183,, 12.807 , 10.763 , 11.014 , 10.640 , 9.792 
8184.01,, 1.501 , 1.869 , 1.962 , 4.931 , 9.506 
8184.02,, 5.378 , 5.835 , 8.558 , 8.044 , 5.867 
8185,, 1.782 , 1.908 , 1.827 , 1.041 , 3.258 
8186,, 6.911 , 8.380 , 8.883 , 1.517 , 0.686 
8187,, 2.230 , 2.350 , 4.230 , 4.098 , 5.764 
8188,, 0.540 , 0.870 , 1.574 , 2.284 , 2.649 
8189,, 4.661 , 4.589 , 4.052 , 4.811 , 2.635 
8190,, 0.794 , 0.305 , 0.397 , 0.126 , 0.837 
8191,, 9.953 , 13.469 , 12.439 , 10.355 , 10.092 
8192,, 6.453 , 10.309 , 11.966 , 10.930 , 10.594 
8193,, 0.947 , 0.363 , 1.715 , 1.466 , 1.559 
8194,, 3.925 , 3.670 , 3.323 , 4.543 , 8.555 
8195,, 3.392 , 8.721 , 9.060 , 9.834 , 7.896 
8196,, 2.005 , 1.065 , 1.073 , 0.651 , 0.866 
8197,, 1.358 , 1.621 , 1.061 , 0.874 , 0.945 
8198.01,,0.00 ,0.00 ,0.00 , 0.171 , 0.842 
8198.02,, 0.417 , 0.910 , 3.062 , 3.925 , 4.911 
8199,, 0.579 , 0.585 , 0.688 , 0.904 , 1.036 
8200,, 6.151 , 5.378 , 6.394 , 5.678 , 2.999 
8201.01,, 1.739 , 1.753 , 0.769 , 0.932 , 0.690 
8201.03,, 4.498 , 6.267 , 5.956 , 9.743 , 14.289 
8201.04,, 2.002 , 2.450 , 2.972 , 4.806 , 5.581 
8202.01,, 4.237 , 3.648 , 3.552 , 2.246 , 2.526 
8202.02,, 19.432 , 18.603 , 16.982 , 18.585 , 17.504 
8203,, 21.809 , 22.314 , 30.736 , 31.094 , 31.216 
8204,, 24.341 , 23.751 , 23.219 , 20.304 , 22.738 
8205.01,, 9.359 , 7.604 , 9.196 , 8.699 , 8.694 
8205.02,, 15.968 , 12.588 , 13.879 , 8.727 , 8.923 
8206.03,, 9.588 , 13.720 , 15.349 , 12.319 , 11.726 
8206.04,, 14.801 , 9.754 , 10.891 , 14.635 , 17.526 
8206.05,, 7.231 , 6.932 , 6.266 , 9.472 , 12.529 
8206.06,, 7.753 , 9.605 , 10.147 , 12.012 , 12.032 
8207,, 6.114 , 7.401 , 7.654 , 9.404 , 7.058 
8208,, 19.008 , 19.986 , 20.527 , 23.921 , 18.076 
8209.01,, 17.169 , 18.839 , 19.675 , 21.065 , 19.530 
8209.02,, 15.055 , 17.428 , 16.028 , 16.188 , 20.792 
8210.01,, 11.983 , 13.940 , 14.041 , 15.131 , 14.678 
8210.02,, 7.673 , 7.656 , 7.359 , 6.303 , 9.809 
8211.01,, 17.824 , 16.777 , 16.765 , 15.547 , 16.359 
8211.02,, 10.910 , 12.789 , 15.214 , 11.220 , 11.577 
8212,, 9.776 , 8.686 , 8.683 , 10.458 , 8.936 
8213,, 12.910 , 12.318 , 11.546 , 11.111 , 9.911 
8214.01,, 2.268 , 2.331 , 4.168 , 13.635 , 9.865 
8214.02,, 0.597 , 0.834 , 0.741 , 0.962 , 1.247 
8215,, 1.346 , 2.327 , 1.846 , 1.772 , 1.486 
8216,, 1.789 , 1.666 , 1.226 , 1.266 , 2.004 
8217,, 0.762 , 1.771 , 1.372 , 2.228 , 2.179 
8218,, 2.142 , 2.027 , 2.544 , 2.183 , 2.340 
8219,, 3.798 , 1.246 , 1.309 , 1.942 , 2.352 
8220,, 2.870 , 2.478 , 4.913 , 4.280 , 3.436 
8221.01,, 1.831 , 2.190 , 5.482 , 4.139 , 4.229 
8221.02,, 5.843 , 8.418 , 7.892 , 7.266 , 7.396 
8222,, 4.019 , 6.233 , 6.072 , 6.988 , 4.983 
8223.01,, 3.227 , 2.476 , 4.109 , 3.439 , 4.469 
8223.02,, 4.880 , 4.150 , 4.353 , 4.992 , 3.758 
8224,, 10.480 , 11.461 , 13.551 , 12.331 , 13.052 
8225,, 3.676 , 3.323 , 4.316 , 4.147 , 5.825 
8226.01,, 4.075 , 2.481 , 2.396 , 2.190 , 2.891 
8226.02,, 5.161 , 4.660 , 3.077 , 3.175 , 4.100 
8227.01,, 6.831 , 4.074 , 2.881 , 4.205 , 3.604 
8227.02,, 8.132 , 9.843 , 8.844 , 6.344 , 6.673 
8228.01,, 8.566 , 7.314 , 7.055 , 7.141 , 6.286 
8228.02,, 1.613 , 2.294 , 1.542 , 1.653 , 2.309 
8229,, 6.637 , 8.561 , 4.747 , 5.779 , 5.948 
8230.01,, 9.950 , 8.870 , 11.058 , 11.545 , 10.947 
8230.02,, 6.801 , 7.477 , 7.055 , 7.055 , 11.426 
8231.01,, 12.527 , 12.309 , 13.021 , 10.879 , 12.833 
8231.02,, 5.060 , 9.135 , 10.161 , 7.427 , 6.958 
8232,, 6.013 , 3.227 , 2.503 , 3.361 , 2.138 
8233.02,, 6.738 , 7.251 , 6.434 , 6.516 , 4.910 
8233.03,, 7.880 , 7.625 , 7.059 , 5.515 , 5.434 
8233.04,, 8.026 , 7.185 , 6.862 , 5.211 , 5.364 
8234,, 8.096 , 13.112 , 13.789 , 14.485 , 15.916 
8235,, 10.941 , 14.624 , 12.951 , 10.850 , 9.894 
8236.02,, 2.135 , 2.650 , 2.012 , 0.705 , 0.646 
8236.03,, 12.797 , 12.752 , 17.417 , 17.490 , 15.392 
8236.04,, 1.171 , 1.561 , 3.376 , 3.352 , 4.177 
8236.05,, 0.847 , 0.773 , 2.487 , 3.139 , 4.268 
8237.02,, 11.999 , 10.700 , 10.437 , 10.718 , 11.059 
8237.03,, 14.510 , 15.134 , 13.288 , 8.840 , 11.536 
8237.04,, 9.082 , 9.506 , 9.797 , 6.580 , 4.076 
8237.05,, 8.951 , 8.435 , 10.919 , 13.177 , 17.076 
8238.01,, 2.465 , 3.801 , 4.905 , 4.983 , 3.947 
8238.03,, 11.539 , 10.697 , 9.879 , 10.892 , 10.130 
8238.05,, 11.450 , 9.834 , 5.454 , 9.607 , 8.663 
8238.06,, 11.840 , 8.699 , 7.231 , 5.374 , 2.159 
8239.01,, 2.511 , 2.623 , 3.484 , 2.556 , 3.522 
8239.03,, 0.212 , 0.573 , 2.139 , 2.097 , 1.964 
8239.04,, 3.811 , 4.230 , 4.069 , 2.327 , 2.108 
8240.03,, 2.617 , 3.028 , 2.203 , 2.979 , 3.594 
8240.04,, 1.476 , 1.907 , 2.343 , 3.609 , 5.181 
8240.05,, 5.625 , 6.785 , 5.624 , 4.750 , 3.782 
8240.06,, 1.696 , 1.400 , 1.143 , 0.681 , 0.997 
8241.05,, 3.611 , 2.954 , 2.686 , 1.782 , 1.916 
8241.06,, 3.282 , 4.644 , 4.490 , 2.864 , 4.194 
8241.07,, 3.195 , 2.705 , 3.112 , 3.453 , 3.974 
8241.08,, 2.965 , 3.175 , 2.561 , 4.848 , 6.336 
8241.13,, 4.036 , 4.326 , 4.019 , 3.170 , 3.430 
8241.14,, 2.431 , 3.501 , 5.199 , 4.677 , 4.754 
8241.15,, 4.575 , 4.470 , 5.206 , 4.735 , 10.113 
8241.16,, 11.215 , 10.833 , 8.073 , 3.578 , 6.808 
8241.17,, 3.703 , 3.835 , 3.818 , 2.204 , 2.122 
8241.19,, 7.007 , 3.300 , 3.420 , 1.829 , 1.205 
8241.2,, 3.881 , 4.157 , 4.080 , 3.769 , 2.274 
8241.21,, 1.410 , 1.971 , 2.789 , 2.301 , 2.392 
8241.22,, 0.427 , 0.296 , 1.816 , 2.052 , 3.000 
8241.23,, 3.143 , 2.000 , 4.188 , 4.203 , 3.903 
8243,, 1.082 , 1.515 , 1.382 , 3.469 , 2.571 
8244,, 1.147 , 2.469 , 3.707 , 2.509 , 0.758 
8245.03,, 2.875 , 3.060 , 3.580 , 3.110 , 1.905 
8245.05,, 3.683 , 2.542 , 2.190 , 1.941 , 4.004 
8245.06,, 3.954 , 3.475 , 4.938 , 5.264 , 3.001 
8245.07,, 5.816 , 4.743 , 4.911 , 4.302 , 4.409 
8246.01,, 0.859 , 1.665 , 1.816 , 1.381 , 2.057 
8246.02,, 1.445 , 3.685 , 3.494 , 1.313 , 2.305 
8247.01,, 4.858 , 5.520 , 6.261 , 6.109 , 4.967 
8247.02,, 6.664 , 5.858 , 5.330 , 5.123 , 8.243 
8248,, 14.703 , 17.711 , 20.731 , 21.973 , 22.050 
8249,, 2.482 , 1.408 , 2.723 , 4.243 , 5.501 
8250,, 5.594 , 1.987 , 5.914 , 6.145 , 5.438 
8252,, 3.659 , 3.545 , 10.293 , 9.410 , 9.265 
8253.02,, 8.007 , 5.476 , 6.680 , 6.462 , 8.410 
8253.03,, 3.380 , 6.052 , 7.891 , 5.737 , 9.568 
8253.04,, 3.974 , 1.859 , 1.716 , 1.642 , 0.719 
8254,, 1.625 , 2.595 , 2.548 , 2.366 , 2.091 
8255.01,, 0.431 , 0.437 , 0.158 , 0.146 , 0.186 
8255.03,, 0.891 , 1.053 , 2.368 , 2.857 , 2.702 
8255.04,,0.00 , 1.878 , 2.027 , 2.859 , 2.723 
8255.05,, 1.825 , 1.172 , 1.005 , 0.841 , 0.285 
8256,, 2.154 , 1.479 , 2.683 , 3.223 , 3.065 
8257,, 5.303 , 4.899 , 5.702 , 5.157 , 4.604 
8258.01,, 4.592 , 4.184 , 5.685 , 0.841 , 0.595 
8258.02,, 3.971 , 4.070 , 1.984 , 4.695 , 3.235 
8258.03,, 4.397 , 4.616 , 4.038 , 2.976 , 3.660 
8259,, 6.162 , 4.858 , 4.795 , 6.992 , 6.254 
8260,, 9.358 , 12.868 , 14.725 , 14.164 , 11.265 
8261,, 4.374 , 2.655 , 4.857 , 5.231 , 9.789 
8262.01,, 0.588 , 0.352 , 0.026 , 0.325 , 0.436 
8262.02,, 5.419 , 5.856 , 5.516 , 7.211 , 2.149 
8263.01,, 3.203 , 2.809 , 3.368 , 0.665 , 0.577 
8263.03,, 2.218 , 0.845 , 0.373 , 0.363 , 0.025 
8263.04,, 1.406 , 1.488 , 2.603 , 1.912 , 1.195 
8264.01,, 1.077 , 1.353 , 1.130 , 0.484 , 0.315 
8264.02,, 1.796 , 1.978 , 1.577 , 1.213 , 1.784 
8265,, 0.434 , 0.216 , 0.174 ,0.00 ,0.00 
8266,, 0.534 , 0.564 , 0.404 , 0.372 , 0.555 
8267,, 0.365 , 1.191 , 0.834 , 0.508 , 0.549 
8268,, 20.422 , 18.838 , 12.927 , 14.152 , 12.413 
8269.01,,0.00 ,0.00 , 3.795 , 6.819 , 6.188 
8269.02,, 1.006 , 0.917 , 0.097 , 0.201 , 0.067 
8270,, 3.291 , 3.641 , 1.588 , 1.124 , 0.027 
8271,, 0.773 , 1.080 , 0.984 , 1.020 , 1.774 
8272,, 6.568 , 5.012 , 5.726 , 6.155 , 7.074 
8273,, 1.738 , 0.668 , 3.987 , 4.450 , 3.511 
8274,, 1.634 ,0.00 , 2.705 , 2.009 , 2.255 
8275,, 12.749 , 15.034 , 10.372 , 11.339 , 12.134 
8276,, 0.721 , 0.367 , 0.409 ,0.00 ,0.00 
8277,, 0.963 , 0.619 , 1.099 , 1.343 , 2.297 
8278.01,, 5.309 , 5.808 , 6.355 , 2.188 , 1.803 
8278.02,, 1.554 , 1.499 , 1.559 , 1.939 , 2.915 
8278.04,, 2.175 , 1.813 , 1.201 , 1.597 , 3.926 
8278.05,, 0.234 , 0.582 , 1.261 , 1.429 , 2.024 
8279.01,, 0.273 , 0.285 , 0.203 , 0.248 , 0.804 
8279.02,, 3.691 , 4.863 , 5.052 , 4.640 , 4.441 
8280,, 3.573 , 2.644 , 2.830 , 3.018 , 4.627 
8281,, 5.296 , 1.097 , 2.316 , 1.990 , 2.095 
8282.01,, 1.375 , 0.723 , 0.751 , 0.968 , 1.201 
8282.02,, 6.464 , 4.366 , 3.810 , 4.044 , 3.096 
8283,, 1.595 , 0.671 , 0.331 , 1.770 , 2.220 
8284.01,, 1.373 , 1.331 , 1.262 , 1.592 , 1.491 
8284.02,, 2.058 , 3.266 , 4.123 , 4.646 , 4.030 
8285.03,, 0.623 , 0.146 , 0.184 , 0.313 , 1.983 
8285.04,, 0.992 , 0.495 ,0.00 , 1.086 , 1.255 
8285.05,, 3.191 , 3.067 , 2.354 , 2.368 , 2.400 
8285.06,, 2.343 , 1.567 , 2.180 , 1.876 , 3.398 
8286.01,, 2.231 , 2.021 , 2.862 , 1.985 , 1.865 
8286.02,, 1.303 , 1.178 , 0.856 , 0.393 , 0.344 
8287.01,, 3.237 , 2.775 , 2.236 , 1.024 , 3.970 
8287.02,, 2.385 , 1.669 , 0.403 , 0.512 , 0.303 
8288.01,, 2.007 , 3.459 , 3.366 , 3.069 , 3.282 
8288.02,, 5.153 , 5.257 , 2.766 , 3.253 , 3.272 
8289,, 9.220 , 10.046 , 9.913 , 11.723 , 11.903 
8290,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
8291,, 6.625 , 9.939 , 14.146 , 17.525 , 19.989 
8292,, 13.059 , 10.972 , 9.611 , 8.967 , 11.612 
8293.01,, 2.904 , 3.875 , 7.207 , 9.544 , 10.077 
8293.02,, 10.985 , 11.999 , 11.635 , 8.537 , 9.545 
8294.01,, 1.195 , 1.360 , 1.957 , 1.767 , 1.174 
8294.02,, 1.518 , 0.862 , 2.186 , 1.518 , 1.195 
8295,, 7.590 , 5.922 , 7.989 , 9.605 , 8.823 
8296,, 3.203 , 4.009 , 3.992 , 3.040 , 5.014 
8297,, 1.721 , 0.528 , 0.247 , 0.338 , 0.354 
8298,, 1.313 , 1.406 , 0.839 , 1.139 , 0.927 
8299.01,, 0.817 , 0.536 , 0.479 , 0.861 , 1.830 
8299.02,, 1.574 , 2.415 , 1.394 , 4.276 , 3.579 
