tract,percent_non_citizen_2016,percent_non_citizen_2015,percent_non_citizen_2014,percent_non_citizen_2013,percent_non_citizen_2012,percent_non_citizen_2011
3501,, 39.413 , 32.076 , 27.474 , 27.778 , 23.769 
3504,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3510,, 22.609 , 21.059 , 27.937 , 26.947 , 22.858 
3511,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3514,,0.00 ,0.00 , 5.846 , 6.369 , 8.108 
3515,, 23.714 , 34.217 , 23.794 , 30.682 , 22.222 
3602,, 16.062 , 15.470 , 11.163 , 7.143 , 4.352 
3801,, 0.519 , 1.098 , 0.975 , 0.762 , 0.748 
3802,, 1.064 , 1.199 , 1.302 ,0.00 ,0.00 
3805,, 0.358 , 0.244 ,0.00 ,0.00 ,0.00 
3807,, 1.939 , 2.549 , 1.899 , 1.006 , 0.700 
3812,, 1.244 , 0.925 , 0.946 , 2.985 , 3.218 
3814,,0.00 ,0.00 ,0.00 , 0.869 , 0.996 
3815,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3817,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
3818,, 1.532 , 1.633 ,0.00 ,0.00 ,0.00 
3819,, 1.494 , 1.392 , 0.899 , 0.849 ,0.00 
3901,, 5.164 , 5.051 , 4.360 , 4.532 , 2.687 
3902,, 3.270 , 3.299 , 4.525 , 3.079 , 7.611 
3903,, 1.514 , 0.825 , 1.310 , 1.422 , 1.792 
3904,, 0.928 , 1.387 , 0.940 , 1.324 , 1.785 
3905,, 4.642 , 4.078 , 4.627 , 5.375 , 3.887 
3906,, 6.079 , 10.071 , 14.779 , 13.595 , 11.634 
3907,, 20.958 , 18.447 , 14.830 , 14.644 , 15.175 
4003,, 0.531 , 0.602 ,0.00 ,0.00 ,0.00 
4004,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
4005,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
4008,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
4101,, 16.203 , 21.421 , 16.249 , 13.481 , 14.120 
4102,, 29.081 , 28.125 , 26.296 , 26.793 , 25.046 
4105,, 6.094 , 6.958 , 6.248 , 3.853 , 3.337 
4106,, 9.039 , 8.457 , 9.471 , 7.952 , 10.846 
4107,, 11.927 , 18.070 , 15.575 , 11.918 , 12.022 
4108,, 12.996 , 14.558 , 13.439 , 15.355 , 12.916 
4109,, 10.336 , 9.579 , 6.756 , 7.953 , 10.216 
4110,, 11.176 , 8.904 , 10.710 , 11.473 , 12.164 
4111,, 18.844 , 11.710 , 15.896 , 15.622 , 17.196 
4112,, 12.955 , 11.354 , 11.196 , 14.192 , 13.854 
4201,, 3.236 , 4.085 , 3.936 , 3.894 , 2.648 
4202,, 4.687 , 4.159 , 6.537 , 5.842 , 2.262 
4203,, 10.419 , 10.637 , 9.475 , 13.467 , 12.031 
4204,, 6.656 , 10.362 , 15.774 , 9.430 , 11.314 
4205,, 1.681 , 1.525 , 1.302 ,0.00 ,0.00 
4206,, 0.188 , 0.243 , 0.436 , 0.242 ,0.00 
4207,, 3.937 , 4.066 , 3.506 , 2.292 , 1.171 
4208,, 1.614 , 1.091 , 1.090 , 0.480 , 0.974 
4212,, 0.921 , 0.996 , 0.975 , 1.011 ,0.00 
4301.01,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
4301.02,, 2.415 , 7.118 , 6.223 , 5.790 , 8.370 
4302,, 0.709 , 1.644 , 1.679 , 1.148 , 1.044 
4303,,0.00 ,0.00 , 0.373 , 0.500 , 0.448 
4304,, 2.733 , 3.014 , 3.553 , 0.765 , 3.553 
4305,, 3.299 , 4.288 , 3.460 , 2.722 , 2.025 
4306,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
4307,, 1.374 , 1.290 , 1.792 , 2.501 , 1.437 
4308,, 1.014 , 0.650 ,0.00 ,0.00 ,0.00 
4309,, 1.205 , 0.446 ,0.00 ,0.00 ,0.00 
4312,, 1.547 , 3.099 , 2.551 , 3.012 , 1.780 
4313.01,, 2.173 , 2.602 , 3.692 , 3.658 , 3.034 
4313.02,, 2.708 , 3.117 , 2.393 , 0.604 , 0.146 
4314,, 0.244 , 1.949 , 2.519 , 2.527 , 2.269 
4401.01,, 0.278 , 0.187 , 0.239 , 0.223 , 0.616 
4401.02,, 1.027 , 0.032 , 0.236 ,0.00 ,0.00 
4402.01,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
4402.02,, 0.350 ,0.00 ,0.00 ,0.00 ,0.00 
4403,, 0.022 , 0.045 , 0.044 , 0.023 , 0.021 
4406,, 1.007 , 0.924 , 0.835 , 0.890 ,0.00 
4407,, 3.818 , 0.933 , 0.818 , 1.213 , 0.561 
4408,, 1.606 , 1.294 , 1.035 , 0.748 ,0.00 
4409,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
4503,, 1.386 , 1.130 , 1.884 , 2.448 , 2.230 
4601,, 4.905 , 4.842 , 5.193 , 5.842 , 8.897 
4602,, 10.186 , 6.283 , 11.891 , 15.625 , 12.039 
4603.01,, 11.098 , 9.019 , 10.416 , 11.451 , 12.122 
4603.02,, 12.407 , 7.986 , 9.827 , 7.578 , 10.330 
4604,, 0.814 , 0.888 , 0.877 , 0.910 , 0.858 
4605,,0.00 , 1.021 , 1.000 , 2.080 , 2.217 
4606,, 9.599 , 7.769 , 4.215 , 3.840 , 0.077 
4607,, 14.386 , 17.063 , 20.599 , 20.743 , 20.430 
4610,, 7.222 , 5.998 , 2.722 , 1.128 , 0.942 
4701,,0.00 ,0.00 , 0.388 , 1.226 , 1.156 
4801,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
4802,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
4803,, 0.666 , 0.419 ,0.00 ,0.00 , 0.072 
4804,,0.00 , 0.704 , 1.678 , 4.200 , 3.687 
4805,, 7.006 , 4.448 , 5.330 , 3.173 , 1.504 
4903,, 5.732 , 7.991 , 4.688 , 0.486 , 0.286 
4904,, 0.753 , 0.514 ,0.00 ,0.00 ,0.00 
4905,, 3.133 , 2.393 , 1.794 , 2.438 , 1.711 
4906,,0.00 ,0.00 ,0.00 , 3.769 , 1.814 
4907,, 2.821 , 1.281 , 1.141 , 1.104 , 0.568 
4908,, 0.876 , 0.955 , 0.977 , 1.703 , 1.390 
4909.01,, 0.090 , 0.688 , 0.633 , 0.685 , 0.828 
4909.02,, 0.194 , 0.207 , 0.281 , 0.336 ,0.00 
4910,,0.00 ,0.00 , 0.098 , 0.242 , 0.145 
4911,,0.00 ,0.00 ,0.00 , 0.250 , 0.255 
4912,, 0.567 ,0.00 ,0.00 ,0.00 , 0.254 
4913,, 0.539 , 0.896 , 0.414 , 0.441 , 0.324 
4914,, 0.894 , 0.704 , 0.448 , 0.312 , 0.166 
5001,,0.00 ,0.00 ,0.00 ,0.00 , 0.419 
5002,, 0.602 , 0.861 , 1.335 , 1.548 , 1.078 
5003,, 7.665 , 9.649 , 10.105 , 7.826 , 10.968 
5101,, 14.597 , 17.279 , 21.238 , 21.017 , 24.331 
5102,, 5.063 , 3.804 , 3.447 , 2.193 , 1.542 
5103,, 0.818 , 0.398 , 0.050 , 0.242 , 0.374 
5201,, 25.012 , 24.846 , 19.262 , 20.138 , 19.804 
5202,, 16.117 , 17.306 , 18.409 , 25.780 , 24.544 
5203,, 17.984 , 18.165 , 20.915 , 20.198 , 24.095 
5204,, 13.521 , 15.502 , 14.752 , 14.727 , 19.513 
5205,, 10.997 , 6.200 , 6.671 , 5.936 , 7.250 
5206,, 16.354 , 14.319 , 8.075 , 10.863 , 16.678 
5301,, 15.635 , 15.830 , 14.548 , 15.297 , 12.248 
5302,,0.00 , 0.163 , 0.157 , 0.169 , 0.168 
5303,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
5304,, 1.010 , 0.397 , 0.393 ,0.00 ,0.00 
5305.01,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
5305.02,,0.00 ,0.00 , 5.952 , 5.673 , 6.560 
5305.03,, 1.006 , 0.719 , 0.887 ,0.00 ,0.00 
5306,, 1.569 , 1.880 , 1.503 , 2.312 , 1.128 
5401.01,, 2.408 , 0.357 , 2.302 ,0.00 ,0.00 
5401.02,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
5501,, 4.094 , 2.116 , 2.133 , 3.922 , 6.082 
5502,, 1.082 , 2.094 , 5.453 , 4.755 , 4.603 
5601,, 17.766 , 14.014 , 12.586 , 11.071 , 15.042 
5602,, 6.295 , 4.437 , 3.339 , 3.355 , 2.063 
5603,, 19.242 , 16.005 , 15.765 , 13.203 , 12.006 
5604,, 22.806 , 22.724 , 23.599 , 20.605 , 11.477 
5607,, 16.406 , 17.011 , 19.712 , 19.124 , 22.009 
5608,, 10.538 , 6.906 , 6.839 , 6.179 , 5.259 
5609,, 3.969 , 4.910 , 5.691 , 6.093 , 5.875 
5610,, 1.688 , 1.145 , 3.512 , 4.234 , 5.825 
5611,, 5.704 , 6.001 , 6.301 , 6.835 , 6.791 
5701,, 32.741 , 28.627 , 23.146 , 20.990 , 12.407 
5702,, 28.726 , 25.772 , 26.248 , 24.310 , 20.970 
5703,, 25.645 , 27.631 , 29.009 , 28.599 , 27.153 
5704,, 24.466 , 24.108 , 20.530 , 24.447 , 16.474 
5705,, 24.938 , 28.818 , 30.922 , 27.028 , 33.950 
5801,, 30.891 , 27.570 , 28.589 , 24.717 , 19.427 
5802,, 23.311 , 31.786 , 26.554 , 26.956 , 34.064 
5803,, 32.297 , 31.277 , 32.652 , 33.536 , 40.528 
5804,, 25.102 , 22.933 , 25.295 , 24.248 , 22.045 
5805.01,, 36.874 , 32.852 , 31.611 , 32.043 , 27.688 
5805.02,, 31.161 , 32.230 , 25.755 , 28.520 , 31.546 
5806,, 31.396 , 30.443 , 31.795 , 28.781 , 29.026 
5807,, 28.026 , 28.894 , 31.759 , 32.518 , 31.197 
5808,, 38.570 , 38.832 , 46.188 , 47.190 , 46.618 
5905,, 20.880 , 21.770 , 22.163 , 22.081 , 23.210 
5906,, 16.805 , 17.324 , 18.703 , 17.691 , 16.671 
5907,, 18.301 , 18.460 , 16.262 , 14.677 , 15.310 
6004,, 22.568 , 24.895 , 20.709 , 20.000 , 20.170 
6006,, 26.705 , 23.456 , 27.284 , 27.358 , 23.674 
6007,, 11.470 , 11.545 , 10.507 , 11.544 , 14.321 
6009,, 12.507 , 15.254 , 15.728 , 16.468 , 21.733 
6103,, 28.897 , 27.829 , 28.659 , 34.104 , 34.984 
6104,, 34.951 , 36.110 , 36.386 , 30.253 , 30.985 
6108,, 0.309 ,0.00 ,0.00 , 0.212 , 0.455 
6110,, 16.756 , 13.889 , 11.719 , 13.374 , 15.674 
6111,, 40.060 , 36.343 , 42.824 , 39.572 , 33.636 
6112,, 29.836 , 31.496 , 31.997 , 33.589 , 30.621 
6113,, 44.341 , 36.922 , 35.702 , 34.972 , 31.722 
6114,, 34.655 , 36.936 , 38.122 , 40.344 , 40.180 
6115,, 37.360 , 42.243 , 40.689 , 37.504 , 42.397 
6116,, 12.032 , 17.332 , 8.140 , 11.024 , 11.908 
6117,, 16.496 , 9.213 , 10.879 , 8.858 , 13.188 
6118,, 23.785 , 23.946 , 13.828 , 11.894 , 15.681 
6119,, 6.515 , 5.896 , 3.974 , 7.670 , 5.317 
6120,, 2.356 , 2.774 , 3.004 , 2.910 , 0.305 
6121,, 3.019 , 3.464 , 2.458 ,0.00 ,0.00 
6201,, 25.130 , 23.987 , 23.863 , 22.676 , 21.609 
6202,, 27.992 , 29.308 , 27.771 , 32.572 , 25.931 
6203,, 16.646 , 16.255 , 20.871 , 21.762 , 22.283 
6204,, 24.198 , 23.130 , 28.555 , 28.693 , 26.451 
6301,, 35.024 , 30.661 , 27.315 , 23.623 , 20.172 
6302,, 25.868 , 35.679 , 38.151 , 37.585 , 36.527 
6303,, 33.194 , 32.127 , 35.451 , 35.709 , 32.433 
6304,, 37.571 , 37.425 , 34.364 , 31.105 , 27.526 
6305,, 36.956 , 41.453 , 42.889 , 35.681 , 33.535 
6308,, 32.044 , 35.448 , 36.443 , 42.024 , 42.640 
6309,, 32.317 , 37.972 , 37.395 , 38.488 , 43.026 
6401,, 20.194 , 17.805 , 20.924 , 27.973 , 37.005 
6403,, 6.455 , 8.680 , 9.124 , 8.277 , 5.866 
6404,, 4.844 , 5.311 , 6.734 , 6.934 , 4.956 
6405,, 6.757 , 5.938 , 3.279 , 5.778 , 7.121 
6406,, 15.119 , 18.412 , 19.525 , 18.054 , 13.394 
6407,, 15.740 , 17.651 , 16.235 , 19.508 , 21.415 
6408,, 14.992 , 15.293 , 13.575 , 12.086 , 10.638 
6501,, 27.885 , 28.847 , 31.238 , 27.724 , 30.431 
6502,, 17.418 , 15.443 , 16.697 , 16.811 , 16.465 
6503.01,, 20.559 , 20.526 , 22.569 , 19.481 , 21.082 
6503.02,, 23.711 , 25.820 , 24.441 , 28.390 , 29.517 
6504,, 26.494 , 30.450 , 32.575 , 30.241 , 29.043 
6505,, 17.676 , 21.115 , 18.263 , 18.450 , 21.162 
6603.01,, 25.905 , 25.475 , 17.997 , 15.562 , 15.838 
6603.02,, 33.120 , 30.320 , 29.981 , 29.629 , 25.319 
6604,, 30.569 , 31.230 , 31.170 , 33.019 , 31.599 
6605,, 32.379 , 31.585 , 29.884 , 25.038 , 24.823 
6606,, 11.561 , 11.746 , 10.223 , 8.027 , 12.056 
6607,, 0.626 , 0.560 , 0.453 ,0.00 ,0.00 
6608,, 19.164 , 19.012 , 20.213 , 21.872 , 16.441 
6609,, 3.005 , 4.315 , 2.983 , 3.595 , 6.138 
6610,, 4.436 , 2.519 , 2.584 , 3.856 , 3.489 
6611,, 12.570 , 10.267 , 9.020 , 11.907 , 13.620 
6701,, 0.830 , 0.750 ,0.00 ,0.00 , 0.334 
6702,, 5.727 , 6.396 , 6.038 , 5.009 ,0.00 
6703,, 2.831 , 2.172 ,0.00 ,0.00 ,0.00 
6704,, 4.580 , 2.745 , 2.701 , 1.611 , 1.231 
6705,, 7.276 , 6.058 , 1.650 , 2.287 , 2.476 
6706,, 4.384 , 4.218 , 4.554 , 5.302 ,0.00 
6707,, 0.806 ,0.00 ,0.00 ,0.00 ,0.00 
6708,, 1.078 , 0.118 , 0.300 , 0.285 ,0.00 
6709,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
6711,, 1.035 , 1.077 , 0.787 , 0.928 , 1.001 
6712,,0.00 ,0.00 ,0.00 , 3.112 , 2.869 
6713,, 1.601 , 0.594 , 0.599 ,0.00 ,0.00 
6714,, 0.937 , 2.253 , 2.289 , 2.481 , 2.454 
6715,, 4.416 , 3.319 , 1.180 , 1.121 , 1.395 
6716,, 3.153 , 2.837 , 2.176 , 2.331 ,0.00 
6718,, 2.381 ,0.00 ,0.00 , 1.480 , 0.957 
6719,,0.00 , 1.371 , 1.377 , 1.535 , 1.422 
6720,, 0.598 ,0.00 ,0.00 ,0.00 ,0.00 
6805,, 0.471 , 0.623 ,0.00 ,0.00 ,0.00 
6806,, 2.008 , 1.568 , 1.591 ,0.00 ,0.00 
6809,, 1.693 , 0.561 , 0.383 , 0.280 , 0.777 
6810,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
6811,, 0.728 ,0.00 ,0.00 ,0.00 ,0.00 
6812,, 0.944 ,0.00 ,0.00 ,0.00 ,0.00 
6813,, 3.592 , 2.657 ,0.00 ,0.00 ,0.00 
6814,, 0.686 ,0.00 ,0.00 ,0.00 ,0.00 
6903,,0.00 , 0.131 , 1.401 , 1.577 , 1.442 
6904,,0.00 ,0.00 ,0.00 ,0.00 , 0.280 
6905,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
6909,, 0.226 , 0.225 , 0.211 ,0.00 ,0.00 
6910,, 2.270 , 2.627 , 3.122 , 3.252 ,0.00 
6911,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
6912,, 0.226 ,0.00 ,0.00 ,0.00 ,0.00 
6913,, 2.144 , 2.217 , 2.525 , 0.845 , 1.004 
6914,,0.00 , 0.184 , 0.340 , 0.233 , 0.430 
6915,, 0.440 , 0.471 ,0.00 , 0.594 , 0.607 
7001,, 6.412 , 5.651 , 4.615 , 4.304 , 4.336 
7002,, 19.263 , 18.914 , 17.951 , 17.991 , 19.982 
7003.01,, 15.152 , 13.164 , 14.314 , 12.040 , 11.187 
7003.02,, 10.896 , 15.213 , 13.004 , 11.624 , 9.717 
7004.01,, 4.616 , 6.692 , 6.335 , 5.643 , 6.197 
7004.02,, 6.226 , 5.859 , 5.982 , 4.621 , 3.391 
7005.01,, 2.400 , 0.839 , 0.979 , 0.406 ,0.00 
7005.02,, 2.340 , 1.366 , 1.250 , 1.185 ,0.00 
7101,, 1.395 , 1.351 , 1.525 , 1.365 , 1.982 
7102,,0.00 ,0.00 ,0.00 ,0.00 , 0.197 
7103,, 1.614 , 7.839 , 6.339 , 5.634 , 4.271 
7104,, 0.957 , 0.511 ,0.00 ,0.00 , 0.697 
7105,, 0.432 , 0.484 , 0.231 ,0.00 ,0.00 
7106,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
7107,, 1.056 , 0.965 , 1.864 , 1.714 , 0.030 
7108,, 0.441 , 0.325 , 0.314 ,0.00 , 0.277 
7109,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
7110,, 1.269 , 1.190 , 1.492 , 1.325 , 1.084 
7111,,0.00 ,0.00 ,0.00 , 0.389 , 0.507 
7112,,0.00 ,0.00 ,0.00 ,0.00 , 3.298 
7113,, 1.190 , 1.266 , 1.265 , 0.804 , 0.122 
7114,, 0.256 , 0.222 , 0.280 ,0.00 ,0.00 
7115,,0.00 ,0.00 ,0.00 , 0.367 , 0.282 
7201,, 2.941 , 1.465 , 0.677 , 0.293 ,0.00 
7202,, 0.951 , 1.013 , 0.900 , 0.914 , 0.405 
7203,, 0.249 ,0.00 , 0.458 , 1.551 , 1.014 
7204,, 0.517 , 0.557 , 0.471 , 0.503 , 0.536 
7205,, 0.634 , 0.228 , 0.279 , 0.326 , 0.286 
7206,, 0.175 , 0.234 , 0.782 , 0.838 , 0.713 
7207,, 0.676 , 0.321 , 0.273 , 0.301 , 2.642 
7301,, 0.200 , 0.275 , 0.328 , 0.390 , 0.503 
7302.01,, 0.016 , 0.017 , 0.018 , 0.017 , 0.017 
7302.02,, 0.180 , 1.696 , 1.356 , 1.146 , 1.554 
7303,, 0.512 , 0.407 , 0.384 , 0.591 ,0.00 
7304,, 0.672 , 0.526 , 0.993 , 0.584 , 0.509 
7305,, 0.024 , 0.023 , 0.022 ,0.00 , 0.476 
7306,, 2.625 , 2.455 , 2.184 , 0.350 , 0.346 
7307,, 0.299 , 0.310 ,0.00 ,0.00 ,0.00 
7401,,0.00 ,0.00 ,0.00 ,0.00 , 0.370 
7402,, 3.294 , 3.345 , 1.616 , 1.591 , 1.712 
7403,, 0.509 , 0.789 , 1.127 , 1.790 , 1.768 
7404,, 0.597 , 0.790 , 0.722 , 1.469 , 1.693 
7501,, 0.296 , 0.340 , 0.679 , 0.310 , 0.217 
7502,, 0.361 , 0.313 , 0.311 , 0.632 , 0.287 
7503,, 2.668 , 2.296 , 0.746 , 0.689 , 0.485 
7504,, 0.317 , 1.569 , 1.047 , 1.676 , 2.037 
7505,, 0.178 , 0.110 , 0.970 , 1.630 , 1.561 
7506,, 0.834 ,0.00 , 0.354 , 0.341 , 0.355 
7608.01,, 18.852 , 23.460 , 24.298 , 23.895 , 24.166 
7608.02,, 7.287 , 8.122 , 9.539 , 8.191 , 6.890 
7608.03,, 21.110 , 25.398 , 27.428 , 28.121 , 29.834 
7702.01,, 7.477 , 8.191 , 13.838 , 13.090 , 13.666 
7702.02,, 3.031 , 1.682 , 3.319 , 7.521 , 9.958 
7703,, 10.081 , 7.965 , 7.157 , 6.742 , 5.688 
7704,, 19.101 , 19.338 , 18.123 , 18.027 , 13.572 
7705,, 35.056 , 35.969 , 38.531 , 38.093 , 36.435 
7706.01,, 9.338 , 9.105 , 8.077 , 4.082 , 10.206 
7706.02,, 23.959 , 17.980 , 19.903 , 17.629 , 26.620 
7707,, 7.950 , 8.340 , 9.067 , 6.711 , 9.452 
7708,, 20.151 , 21.980 , 19.788 , 22.943 , 23.455 
7709.01,, 13.627 , 13.767 , 14.919 , 14.446 , 12.758 
7709.02,, 9.014 , 9.337 , 7.960 , 15.265 , 13.935 
8001,, 3.686 , 2.083 , 0.717 , 1.910 , 1.220 
8002,, 4.283 , 3.017 , 3.111 , 2.878 , 2.082 
8003,, 3.414 , 1.601 , 1.786 , 1.363 , 2.595 
8004,, 4.624 , 4.090 , 4.280 , 2.272 , 1.406 
8005,, 2.132 , 1.082 , 1.132 , 0.809 , 1.113 
8006,, 5.609 , 5.235 , 2.171 , 2.568 , 2.536 
8007,, 4.714 , 5.545 , 7.740 , 7.157 , 5.651 
8008,, 2.102 , 1.854 , 0.992 , 1.611 , 1.838 
8009,, 10.771 , 10.648 , 9.347 , 9.435 , 5.841 
8010,, 9.424 , 7.825 , 8.302 , 7.865 , 4.118 
8011,, 4.000 , 3.267 , 3.366 , 3.907 , 2.887 
8012,, 3.735 , 3.445 , 2.652 , 2.527 , 1.846 
8013,, 5.661 , 4.408 , 5.857 , 5.297 , 6.683 
8014,, 7.513 , 8.320 , 6.799 , 4.716 , 7.746 
8015,, 5.019 , 6.815 , 7.673 , 8.730 , 7.809 
8016.01,, 6.893 , 5.389 , 5.754 , 4.864 , 5.033 
8016.03,, 22.652 , 23.657 , 25.363 , 24.824 , 23.901 
8016.05,, 6.226 , 7.305 , 6.405 , 8.921 , 8.152 
8016.06,, 6.486 , 6.690 , 5.572 , 4.870 , 2.975 
8016.07,, 15.746 , 11.965 , 12.161 , 7.872 , 12.844 
8016.08,, 4.843 , 3.884 , 3.046 , 6.398 , 5.853 
8017.01,, 4.280 , 4.763 , 5.273 , 2.865 , 2.474 
8017.02,, 6.200 , 6.867 , 6.828 , 7.144 , 5.255 
8018,, 3.521 , 3.619 , 3.447 , 4.290 , 5.339 
8019.01,, 10.071 , 12.506 , 12.396 , 11.996 , 10.338 
8019.02,, 1.389 , 1.890 , 2.263 , 1.795 , 2.088 
8020.02,, 5.567 , 5.187 , 4.818 , 4.250 , 4.426 
8020.03,, 12.901 , 13.968 , 14.758 , 12.427 , 8.482 
8020.04,, 21.224 , 23.731 , 21.834 , 21.468 , 21.135 
8021,, 1.336 , 1.379 , 1.784 , 0.614 , 0.413 
8022,, 3.896 , 3.611 , 3.474 , 3.992 , 4.060 
8023,, 8.608 , 5.837 , 5.553 , 4.361 , 5.697 
8024.02,, 18.006 , 19.274 , 22.774 , 22.323 , 18.784 
8024.03,, 12.259 , 11.325 , 9.437 , 7.475 , 6.121 
8024.04,, 27.741 , 30.711 , 28.758 , 25.609 , 21.488 
8025.03,, 19.986 , 16.981 , 13.360 , 15.760 , 14.620 
8025.04,, 14.683 , 17.870 , 19.228 , 18.228 , 17.462 
8025.05,, 32.408 , 29.893 , 29.990 , 33.361 , 35.126 
8025.06,, 29.302 , 26.584 , 29.446 , 25.515 , 21.716 
8026.05,, 7.396 , 9.606 , 10.163 , 9.452 , 12.033 
8026.07,, 4.275 , 5.568 , 12.114 , 11.191 , 22.986 
8026.08,, 11.500 , 10.951 , 7.888 , 8.372 , 9.753 
8026.09,, 34.941 , 36.977 , 38.045 , 38.945 , 41.264 
8026.1,, 12.877 , 9.603 , 11.148 , 6.750 , 5.291 
8027.01,, 15.870 , 15.473 , 10.125 , 10.279 , 11.430 
8027.02,, 7.811 , 8.902 , 9.652 , 8.832 , 10.414 
8028.01,, 9.630 , 9.246 , 8.716 , 8.544 , 7.888 
8028.02,, 3.162 , 6.030 , 5.909 , 7.271 , 8.113 
8029,, 1.765 , 1.619 , 1.655 , 2.997 , 3.279 
8030.05,, 5.000 , 3.426 , 3.594 , 3.482 , 1.427 
8030.07,, 3.057 , 2.749 , 7.582 , 7.996 , 10.115 
8030.08,, 4.494 , 3.280 , 6.743 , 6.665 , 7.375 
8030.1,, 5.164 , 6.279 , 8.500 , 8.660 , 8.736 
8030.12,, 12.950 , 23.157 , 29.149 , 29.987 , 27.539 
8030.13,, 9.526 , 10.438 , 7.457 , 5.615 , 8.603 
8030.14,, 22.686 , 20.206 , 21.169 , 24.085 , 22.859 
8030.15,, 6.820 , 5.557 , 7.951 , 6.799 , 7.047 
8030.16,, 28.330 , 25.032 , 21.842 , 21.354 , 17.243 
8030.17,, 13.850 , 10.665 , 11.115 , 14.152 , 13.873 
8031,, 3.395 , 2.732 , 3.857 , 3.624 , 3.801 
8032,, 2.161 , 2.153 , 1.495 , 1.705 , 2.581 
8033,, 7.555 , 6.458 , 9.344 , 7.620 , 9.230 
8034,, 2.326 , 2.566 , 3.135 , 8.615 , 7.713 
8035,, 5.385 , 5.595 , 6.276 , 5.457 , 1.966 
8036.03,, 7.647 , 7.405 , 6.548 , 7.000 , 6.881 
8036.04,, 3.562 , 5.483 , 4.924 , 4.523 , 4.248 
8036.05,, 12.006 , 10.842 , 11.131 , 7.559 , 9.285 
8036.06,, 44.462 , 42.298 , 37.842 , 37.009 , 38.053 
8036.07,, 2.512 , 3.964 , 2.682 , 3.594 , 3.823 
8036.08,, 11.173 , 9.958 , 8.691 , 9.067 , 10.829 
8036.1,, 13.584 , 11.854 , 11.435 , 12.958 , 10.974 
8036.11,, 29.081 , 27.376 , 29.345 , 24.535 , 22.467 
8036.12,, 32.225 , 38.242 , 32.278 , 32.403 , 25.618 
8037.01,, 4.637 , 7.750 , 9.445 , 7.954 , 7.704 
8037.02,, 7.313 , 7.813 , 6.106 , 6.262 , 7.941 
8038,, 5.140 , 5.440 , 6.816 , 6.642 , 6.733 
8039.01,, 10.179 , 12.102 , 7.809 , 7.283 , 8.147 
8039.02,, 5.797 , 5.094 , 3.948 , 3.201 , 5.904 
8040,, 9.196 , 9.182 , 9.403 , 9.549 , 10.495 
8041.02,, 3.899 , 3.368 , 2.643 , 2.155 , 1.546 
8041.04,, 12.577 , 12.896 , 18.057 , 15.897 , 14.851 
8041.05,, 4.705 , 4.583 , 5.421 , 4.460 , 3.490 
8041.06,, 6.976 , 7.819 , 7.896 , 9.512 , 9.475 
8041.08,, 38.075 , 37.641 , 35.001 , 37.575 , 35.128 
8041.09,, 2.904 , 1.872 , 3.071 , 1.390 , 2.581 
8042.01,, 1.503 , 2.228 , 2.396 , 1.264 , 1.992 
8042.02,, 4.968 , 6.060 , 4.034 , 5.174 , 5.734 
8043.05,, 14.865 , 16.717 , 15.065 , 12.946 , 13.560 
8043.06,, 12.780 , 12.007 , 10.486 , 9.810 , 12.707 
8043.08,, 16.559 , 12.372 , 14.569 , 16.956 , 14.044 
8043.09,, 16.997 , 20.020 , 20.463 , 19.414 , 14.475 
8043.1,, 9.813 , 12.834 , 13.573 , 13.567 , 17.583 
8043.11,, 17.871 , 13.706 , 13.881 , 18.825 , 15.827 
8044.03,, 16.978 , 16.711 , 18.283 , 16.374 , 16.366 
8044.04,, 17.156 , 23.845 , 28.770 , 28.341 , 21.070 
8044.05,, 22.835 , 30.954 , 27.415 , 27.881 , 28.380 
8044.06,, 17.067 , 18.098 , 20.829 , 24.192 , 29.945 
8045.05,, 2.297 , 4.244 , 5.998 , 7.817 , 8.952 
8045.06,, 2.992 , 2.727 , 5.311 , 3.959 , 8.367 
8045.07,, 6.457 , 7.170 , 8.215 , 8.544 , 8.002 
8045.08,, 23.890 , 20.940 , 23.775 , 22.386 , 20.308 
8045.09,, 20.612 , 19.646 , 20.671 , 26.276 , 27.719 
8045.1,, 32.454 , 37.182 , 37.897 , 36.307 , 39.870 
