tract,percent_high_school_2016,percent_high_school_2015,percent_high_school_2014,percent_high_school_2013,percent_high_school_2012,percent_high_school_2011
2718,,88.49104859,88.56922111,90.82941176,80.11338028,80.11338028
2801,,99.6881821,99.68911598,99.02744881,98.97874095,99.01390424
2804,,82.36453202,83.07272727,82.85686513,82.57223043,89.76586103
2808,,77.40524781,79.64752475,72.39066937,68.49322034,63.13834197
2809,,73.79767828,72.53560606,72.48142857,76.68996283,74.90996169
2819,,99.24536438,99.37675828,98.3861686,98.69649485,98.9335825
2827,,78.34743654,75.04678112,76.05137519,81.9243038,78.6204401
2828,,94.80519481,96.30334076,95.21583276,98.09510638,97.2545582
2831,,93.77738826,96.14966825,93.37697642,95.12053115,95.03445711
2832,,89.89675516,87.0718241,85.59349736,85.42480545,85.68643216
2838,,87.68115942,86.0336589,88.14862987,86.59216134,85.28973384
2909,,76.10114192,73.21057155,69.71564945,68.98876147,72.66063492
2912,,79.02316844,78.45837387,78.84594801,79.36925373,76.58911789
2916,,59.3373494,52.37915408,45.21068249,47.9378626,45.44603421
2922,,77.52380952,74.15214216,73.45357957,73.31382189,76.37471717
2924,,71.23991196,68.27434555,70.33748994,75.10653907,77.20541176
2925,,75.28735632,78.53743035,72.59406724,76.59948685,74.12203728
3005,,54.84016209,49.62430966,52.72369942,51.32793156,50.48470131
3006,,58.80195599,52.99397832,54.26817043,56.27153652,50.40696379
3007,,51.3803681,47.97030148,49.66991767,49.58408574,46.04603275
3008,,43.05864885,42.59834816,39.11008902,36.75430556,40.10071795
3009,,46.04365621,47.66634681,52.34376638,48.88680374,52.04983571
3011,,54.44801715,50.16599809,43.58930233,42.36771177,45.29365994
3012,,53.53143842,49.36321244,38.62751892,42.15038328,41.2507266
3016,,50.69692058,50.08624919,48.86769446,47.82566372,47.12279202
3017.01,,54.52657807,59.9076179,50.47763432,53.74133763,50.48828479
3017.02,,48.14941741,45.02066563,36.86425447,37.971435,32.56213071
3018.01,,44.34261544,40.42060101,41.64552076,43.15584892,44.80320611
3018.02,,54.13808871,44.3587766,39.21271336,41.53710483,41.6
3018.03,,51.52362315,49.8863388,46.66985392,46.50009331,40.74046542
3102,,87.14395689,83.50107444,83.99146758,85.13694215,85.92286477
3103,,80.3127221,84.18139171,82.84108527,81.5764622,84.05728314
3104,,72.09944751,69.53848191,68.35641026,64.22481273,62.16337209
3105,,75.6801319,68.99177378,60.86990027,62.10474517,53.9598063
3106,,68.16184971,71.24114866,69.65117381,68.44792607,69.16755772
3107,,68.83116883,66.34699908,60.85046729,50.63166795,55.49449275
3108,,67.83343392,64.86515021,59.98124287,57.83157895,54.33910455
3109,,61.15613182,67.25210498,61.17386682,58.66213216,52.31607327
3201,,98.82230031,99.17196757,99.00929565,98.44232671,98.79980838
3204,,99.82917663,99.48473282,99.604,98.94519294,98.49424269
3206,,98.6507758,98.58812455,98.49022222,97.40789845,97.47159297
3301,,95.17463235,94.92923328,93.75214394,93.1131851,92.09208655
3302,,87.58212878,88.22632979,92.55154213,94.10082237,93.52101206
3403,,65.79490709,66.82573688,63.4759379,68.30036923,69.08570541
3404,,69.94758299,78.80213476,78.63687222,74.9447205,75.12833876
3405,,72.90922087,74.10363263,75.26597015,74.40394464,73.64970569
3406,,61.72106825,51.1496997,61.29334862,61.975,62.92289017
3501,,97.78129952,96.38481481,96.70757324,96.46963207,95.95669165
3504,,72.92576419,70.68923655,70.88811881,74.575,79.25606469
3510,,94.39690864,94.7343518,96.17458184,95.44421053,98.3109832
3511,,78.30188679,78.37660167,81.32827939,80.33844011,79.88661679
3514,,75.58724832,75.86588235,74.66639269,74.70742527,73.21621622
3515,,98.45360825,99.16094183,98.85136187,95.96081081,97.49333333
3602,,75.69803516,74.30854701,73.50521376,72.35142857,70.63948127
3801,,77.17983651,80.85089863,83.80631229,81.83718958,76.18390075
3802,,82.31162197,81.08266932,78.59812003,78.26788991,76.88885673
3805,,69.13580247,67.60550918,69.91763727,84.65586592,86.03351955
