tract,percent_bachelors_2016,percent_bachelors_2015,percent_bachelors_2014,percent_bachelors_2013,percent_bachelors_2012,percent_bachelors_2011
1906.01,,11.32198953,8.614122863,10.68726823,7.057027614,7.177760783
1906.02,,11.85882353,11.19488722,9.146105147,12.6214346,14.7260181
1907.01,,9.523809524,8.845064378,8.590266876,11.07507508,11.41107927
1907.02,,8.364312268,7.265144429,7.616023222,6.087456,5.814351547
1908,,12.44019139,9.355941727,10.2172824,10.90236967,8.057465135
1909,,9.807692308,10.92444761,11.24518519,11.59988187,10.4083045
1910,,5.850272682,7.391384181,6.3,4.55953999,4.662616822
1911,,6.328871893,5.607023411,5.235276968,8.997261815,9.029869433
1912,,6.227967098,7.133701222,7.095931478,5.198813421,7.005472198
1913.01,,8.775137112,5.587581541,4.557961783,4.856392536,4.481226533
1913.02,,6.636921361,6.872260488,8.701984385,4.132033639,2.398343685
2001,,15.83285958,13.48280909,9.613286713,6.958001306,7.431659002
2002,,8.651967625,8.174501992,7.327586207,7.117165314,9.662188659
2003,,6.069364162,5.050747161,6.554368322,5.465546218,5.241007653
2004.01,,7.174071377,6.300687548,4.302295082,5.078271693,6.094740634
2004.02,,8.375,7.054653859,6.13568722,10.60723861,10.00081566
2101,,35.93919653,32.66381625,28.96444997,24.17240974,23.61128205
2104,,14.29787234,16.6631845,17.00679117,15.93139301,14.09127838
2105.01,,20.74120212,17.65868436,17.79904548,16.15342222,15.03329348
2105.02,,12.42147344,11.52226488,10.00714091,6.80314041,10.54360684
2106.01,,18.1626633,17.01123059,16.5513493,15.24974055,15.17964327
2106.02,,27.49465975,22.52123116,19.25365854,14.92383178,13.3911561
2107,,31.80482069,33.75326252,27.58539773,28.55669291,27.29482517
2108,,32.10586881,34.9591623,36.3588785,30.06460369,40.36428571
2109,,33.61169102,28.11469534,26.28237624,27.9599241,28.49247492
2203,,61.1369509,62.53681319,66.22042378,60.42910798,59.68317171
2204,,49.04784022,47.53027778,49.70384246,52.86362795,48.73073082
2205,,61.19402985,57.20120638,51.80807914,51.27271977,55.63865471
2206.01,,39.8448519,39.75680062,37.17105263,30.97800353,35.91937345
2206.02,,45.45,45.72660754,48.05048909,51.09544431,48.13950617
2207.01,,25.75020276,22.7875,15.33431186,14.86308411,10.73749066
2207.02,,22.25818051,18.83453659,19.83697813,21.31835443,14.07737076
2209.01,,9.623797025,7.683715894,11.98266439,13.86905693,12.16407323
2209.02,,12.97709924,12.3715836,12.56849315,13.1137522,10.74965695
2210,,25.92421442,19.46290323,18.23770833,17.63298566,17.81437126
2211,,33.03240741,30.22170953,30.0044586,29.36053801,29.84720936
2212,,43.00038565,39.82674419,39.07254729,42.23084016,41.14669951
2213,,54.99351492,51.82160738,46.78250349,41.99232176,37.05507901
2214,,41.44656644,37.50112896,31.64341445,27.00093993,25.27109899
2215,,35.84013752,31.84935512,31.33704156,30.08776978,28.53807786
2216,,72.97959184,65.2743912,63.97683616,62.95320016,64.96060352
2222,,84.80046948,86.84456999,86.4,88.10846201,82.49786967
2225,,29.51807229,25.24518072,23.96666667,21.18683274,20.16649573
2226,,36.90922731,31.6233945,27.22903693,29.93384391,31.29245283
2227,,25.41270635,22.0516624,16.6546875,13.69949495,10.37948459
2228,,16.14035088,15.72551724,25.72068966,24.41126761,18.17463127
2229,,13.62940276,17.36656442,12.75114504,10.38093174,8.219354839
2301,,25.81196581,23.90197694,22.4483871,23.92847682,21.03104326
2302,,8.304969367,13.60020935,14.07141738,18.13528414,21.60093633
2303,,11.81318681,9.194044321,5.620408163,4.058201058,2.459612278
2304,,12.25806452,9.242738589,5.190261547,3.63552,4.13030303
2305,,7.215332582,8.526371062,4.242991914,3.54967935,2.589704566
2306,,10.21505376,11.73743433,8.820567935,8.088460805,7.766940283
2307,,6.959314775,8.612921811,10.02162162,8.217757988,8.231684457
2308,,20.68230277,22.22205882,41.11710376,27.10589812,40.14344828
2309,,20.74668003,22.36212366,20.64472083,23.92324849,18.53455642
2311,,6.006674082,6.626768226,6.596966161,5.765970772,6.241600902
2312,,6.823720552,4.809727403,3.961367887,6.141136802,7.273380314
2315,,4.547359598,3.960927152,4.494473311,3.976062992,3.770074547
2402,,64.61897356,65.52972332,62.01659325,64.92380952,60.81329394
2403,,79.44839858,79.16623711,78.49557676,80.33425161,70.91136167
2405,,87.91028446,83.98883648,82.41688045,86.306157,82.56315251
2406,,61.60483175,65.78709677,56.40110497,73.3867679,80.11332561
2407,,52.3255814,50.7017762,39.91881481,33.76980306,28.9884375
2408,,24.73604827,21.68048423,17.94587542,27.78264984,36.78543307
2409,,28.07570978,32.29477612,30.37930591,35.27074468,33.55339806
2410,,35.70057582,33.24417971,34.17823219,29.02938776,26.28449198
2411,,50.65171264,40.23241544,40.45333333,37.33170038,38.17443975
2412,,57.63934426,56.64654616,58.69416058,61.50589595,60.57891232
2413,,69.36488169,65.67077799,66.75172847,72.46756426,73.26813984
2414,,73.22136692,75.08826302,71.37123288,72.30214974,64.61516437
2415,,72.96979208,71.15211713,71.8419403,73.02568588,75.33643962
2416,,65.29862175,67.23432883,67.07424242,65.35463667,66.01499086
2420,,51.25616342,49.06553727,51.75927849,49.42223615,45.66626593
2421,,79.04918033,78.17045219,77.79864568,74.17671795,75.00671003
2422,,78.33008447,76.75505758,74.92750369,70.20209485,69.424
2423,,69.64160225,69.89695873,65.39061876,66.606926,65.17706237
2424,,62.35426852,60.05078358,57.86463602,61.28087349,59.43869732
2425,,43.747991,42.05862952,35.31664569,30.43967532,33.97227527
2426,,41.53386454,38.80283898,37.81603905,39.74526549,38.48126095
2427,,33.11355311,31.34934464,31.78264041,27.12253635,29.43176
2428,,45.75971731,43.87018684,44.78737413,50.51876396,48.40422849
2429,,56.78027556,54.90406504,58.10998163,66.79522673,56.96417445
2430,,44.05917707,40.86177686,43.33303571,47.76173362,48.23397333
2431,,52.03579418,49.40894812,44.7251938,40.90106486,45.25
2432,,60.74715755,59.46261682,58.41836623,58.23117409,52.0847488
2433,,56.98219306,55.96414914,56.54339888,58.03493671,61.38631922
2434,,50.53970702,50.04795804,48.4721716,48.37461859,47.36655481
2435,,76.93504473,74.59811111,72.4746336,72.37691446,73.29985229
2502,,8.13421454,6.973195329,7.110914603,7.026832018,5.742307692
2503,,13.59307359,13.28815789,9.524191686,9.712401353,11.57772362
2504,,7.132459971,6.421661273,7.347254151,6.653289601,6.434324807
2505,,37.5445474,34.91430079,33.65100381,31.86089833,31.63796248
2506,,12.57588899,11.38499564,9.45717606,10.63608854,9.717905499
2507,,4.85624547,6.438547486,5.911451845,5.888629069,5.918680064
2508,,7.618510158,9.544325482,9.946763006,10.45249723,12.22527902
2510,,5.006257822,8.309628009,6.93969795,5.712428078,4.735526316
2511,,7.497013142,6.970643348,6.014298246,6.767212644,5.066819747
2512,,11.08661417,7.612208035,9.102189781,7.251735016,7.808613139
2513,,7.611679561,6.743243243,7.208683314,6.852066116,5.704157175
2514,,15.92893707,12.76627978,12.62354125,12.76212172,12.26509981
2515,,6.457009033,6.843341161,6.890203518,7.215428571,8.869626168
2516,,7.43618202,6.424663174,5.854283361,4.035294118,3.671290458
2517,,4.79704797,8.150982067,8.943327556,13.58020165,12.25490966
2518,,3.114802729,3.679080594,4.714420247,5.420974007,4.834893617
2519,,6.778711485,6.331177829,4.507983697,6.367048164,6.823362832
2520,,9.977628635,8.220067644,7.150878838,9.626212923,9.242820513
2521.01,,12.26903178,11.78295933,14.91606081,12.39388379,13.21641221
2521.02,,8.690869087,6.369111059,10.23182041,8.999783784,10.82990613
2522.01,,9.144542773,7.724669073,6.462542088,6.190795909,6.586143844
2522.02,,10.16949153,11.37587182,9.128913686,8.638312123,8.073661042
2601,,4.691358025,4.896414853,7.519434629,5.525414365,5.706484642
2602,,1.024327785,0.632038835,0.702892562,2.705657709,1.039313984
2603,,4.297224709,5.378507463,6.249947753,10.59110629,7.745495495
2604,,0.412796698,0.427567568,5.81547619,6.479144385,10.82553191
2605,,5,6.364385578,6.023965763,5.503793627,3.926258005
2606,,1.463414634,3.410882709,7.06345831,7.030567686,10.44195459
2607,,3.210272873,4.974273565,6.085160328,4.834106583,3.611492817
2608,,4.726826274,3.958062611,3.105811138,5.1,4.786215699
2609,,1.620591039,1.400469851,4.24744898,5.20754717,4.963716108
2610,,7.349246231,5.331360947,5.599538106,5.853333333,4.909090909
2705,,5.617977528,7.47761194,11.34501845,11.22419187,16.30017452
2712,,5.068637804,5.352941176,4.348672566,4.860759494,1.814096386
2713,,11.09625668,11.50894309,10.82033898,10.18062756,12.05544693
2714,,11.09852775,6.699447514,6.458269231,6.490384615,9.321451788
2715,,7.98816568,5.441460795,10.21167002,19.29220918,17.7473743
2718,,4.859335038,4.440954774,11.39705882,8.21056338,8.21056338
2801,,87.88587465,83.45646391,80.77271721,80.97248592,77.54558011
2804,,16.0591133,14.48181818,17.74191981,19.92865583,23.70302115
2808,,13.11953353,15.20264026,8.14158215,7.436319613,8.306735751
2809,,22.3880597,21.80075758,20.86428571,13.16579926,13.23563218
2819,,87.08495041,86.02278728,84.97836951,82.38229381,82.37990033
2827,,40.06968641,39.40042918,40.89273482,40.16698734,35.77794621
2828,,52.02444614,54.09443207,51.18834818,59.77531915,56.35441795
2831,,56.22261174,57.97137441,57.4481276,53.32083759,55.15989093
2832,,54.57227139,52.40969055,51.00632689,51.62373541,52.2281407
2838,,55.79710145,51.3026296,48.72350444,44.85700152,42.79657795
2909,,11.05220228,9.495358831,4.829890454,5.956422018,8.139047619
2912,,11.52160301,7.601528839,7.918348624,10.75164179,12.60873866
2916,,14.0060241,14.22567976,11.73145401,12.16900763,13.66796267
2922,,11.28571429,10.20165531,8.075832193,11.55500928,10.49080177
2924,,7.19002201,5.331338818,6.065164924,4.798245614,4.219764706
2925,,11.71775223,8.720845624,7.203295979,7.474278384,6.938948069
3005,,6.888788834,5.219575937,3.383236994,2.766784097,4.221175328
3006,,12.02118989,7.924769169,7.515037594,7.309991604,3.941504178
3007,,7.82208589,6.30365619,7.318081064,9.359857096,7.695906801
3008,,4.231625835,3.006543837,3.792713485,2.599166667,3.131452991
3009,,1.500682128,1.665661412,4.01160614,5.363252336,7.507338445
3011,,7.18113612,8.21069723,6.874883721,5.879207921,8.877982709
3012,,12.10163652,11.65259067,9.9652728,10.14132404,8.570226428
3016,,3.662884927,5.237572628,5.023651016,3.425132743,3.475783476
3017.01,,6.395348837,7.415276098,10.65622657,11.18436745,8.652621359
3017.02,,4.660726525,4.491718266,4.49304175,2.664462438,1.274664279
3018.01,,2.467395136,1.888088342,2.55429716,2.915584892,5.958854962
3018.02,,3.61225423,4.384361702,4.608887581,3.724292845,3.363876652
3018.03,,2.795638803,3,3.734130146,3.925101089,3.793148028
3102,,47.65204003,42.92501919,43.54726962,43.80628099,45.24964413
3103,,38.02416489,44.1123534,45.71511628,39.10527817,43.68265139
3104,,34.89871087,32.89232127,28.79021842,24.75234082,24.81511628
3105,,18.79637263,11.31491003,10.21024479,6.834622144,5.322033898
3106,,24.3699422,20.97083432,21.66347189,20.27128734,19.44884569
3107,,23.29545455,26.42151431,25.86925234,17.60499616,18.01043478
3108,,14.93663247,13.17238913,11.12645382,11.50526316,12.32712215
3109,,17.36898974,18.06194642,16.41801903,12.94827052,12.00423117
3201,,76.37002564,76.7131205,76.69196291,78.04597385,81.07517885
3204,,32.18312265,33.42290076,35.74,32.64074559,35.61806909
3206,,76.72588262,80.77258026,76.476,72.84338505,64.04457904
3301,,70.4897584,68.47083197,68.66766855,65.51179011,65.53011592
3302,,61.59658344,61.26010638,62.7145628,62.83957237,61.69819035
3403,,15.4163799,18.09618979,16.85174644,19.65329231,19.46911125
3404,,30.69306931,32.9018012,33.93165925,25.31540373,21.99459283
3405,,27.16225876,23.15017135,24.20507463,25.2949481,26.77305428
3406,,4.451038576,3.493243243,0.998623853,0.9,0.988901734
3501,,67.5118859,62.58111111,66.51658375,64.9143877,61.98383298
3504,,3.165938865,3.398372966,3.314851485,3.936946903,3.231266846
3510,,55.36847916,50.48997716,54.5677718,53.51548872,54.07663348
3511,,14.0651801,8.226555246,8.973424191,10.52989786,6.705901912
3514,,12.83557047,11.77529412,10.50703196,9.369431051,5.926254826
3515,,41.2371134,44.02853186,45.14124514,45.24864865,56.69666667
