tract,percent_poverty_2016,percent_poverty_2015,percent_poverty_2014,percent_poverty_2013,percent_poverty_2012
7608.01,,0.252,0.227,0.204,0.198
7608.02,,0.112,0.134,0.108,0.089
7608.03,,0.243,0.256,0.231,0.192
7702.01,,0.073,0.073,0.069,0.054
7702.02,,0.061,0.070,0.070,0.052
7703,,0.039,0.057,0.045,0.048
7704,,0.105,0.115,0.085,0.079
7705,,0.192,0.265,0.192,0.227
7706.01,,0.112,0.111,0.009,0.026
7706.02,,0.179,0.209,0.191,0.162
7707,,0.100,0.115,0.115,0.113
7708,,0.046,0.063,0.120,0.121
7709.01,,0.094,0.079,0.085,0.093
7709.02,,0.047,0.071,0.094,0.084
8001,,0.024,0.024,0.028,0.020
8002,,0.042,0.035,0.047,0.067
8003,,0.005,0.004,0.004,0.002
8004,,0.029,0.017,0.024,0.027
8005,,0.018,0.032,0.031,0.028
8006,,0.018,0.017,0.014,0.016
8007,,0.014,0.015,0.023,0.025
8008,,0.043,0.044,0.043,0.059
8009,,0.041,0.042,0.056,0.045
8010,,0.046,0.053,0.043,0.044
8011,,0.010,0.006,0.007,0.006
8012,,0.035,0.037,0.019,0.005
8013,,0.028,0.033,0.033,0.028
8014,,0.038,0.003,0.016,0.027
8015,,0.029,0.049,0.064,0.064
8016.01,,0.002,0.002,0.006,0.013
8016.03,,0.116,0.136,0.146,0.096
8016.05,,0.034,0.032,0.035,0.036
8016.06,,0.045,0.067,0.047,0.031
8016.07,,0.085,0.066,0.044,0.029
8016.08,,0.028,0.045,0.067,0.071
8017.01,,0.016,0.030,0.012,0.013
8017.02,,0.011,0.044,0.048,0.076
8018,,0.052,0.043,0.033,0.016
8019.01,,0.029,0.038,0.033,0.032
8019.02,,0.024,0.006,0.020,0.015
8020.02,,0.037,0.033,0.057,0.056
8020.03,,0.110,0.116,0.095,0.056
8020.04,,0.079,0.132,0.160,0.180
8021,,0.033,0.013,0.013,0.015
8022,,0.030,0.033,0.033,0.031
8023,,0.088,0.087,0.074,0.083
8024.02,,0.289,0.258,0.224,0.237
8024.03,,0.056,0.059,0.032,0.030
8024.04,,0.184,0.162,0.117,0.086
8025.03,,0.146,0.116,0.050,0.037
8025.04,,0.038,0.035,0.040,0.070
8025.05,,0.155,0.140,0.128,0.124
8025.06,,0.143,0.133,0.164,0.160
8026.05,,0.031,0.029,0.027,0.036
8026.07,,0.014,0.020,0.029,0.015
8026.08,,0.036,0.028,0.025,0.016
8026.09,,0.165,0.193,0.189,0.181
8026.1,,0.020,0.016,0.021,0.029
8027.01,,0.061,0.042,0.047,0.051
8027.02,,0.049,0.042,0.040,0.031
8028.01,,0.065,0.058,0.050,0.059
8028.02,,0.021,0.015,0.016,0.025
8029,,0.023,0.034,0.041,0.039
8030.05,,0.079,0.078,0.079,0.072
8030.07,,0.038,0.050,0.086,0.068
8030.08,,0.027,0.032,0.030,0.026
8030.1,,0.032,0.029,0.040,0.037
8030.12,,0.046,0.035,0.030,0.020
8030.13,,0.041,0.047,0.053,0.056
8030.14,,0.052,0.062,0.057,0.078
8030.15,,0.047,0.048,0.097,0.082
8030.16,,0.044,0.036,0.036,0.040
8030.17,,0.054,0.045,0.051,0.044
8031,,0.035,0.026,0.019,0.025
8032,,0.040,0.037,0.033,0.023
8033,,0.054,0.061,0.057,0.060
8034,,0.055,0.052,0.050,0.019
8035,,0.052,0.046,0.012,0.010
8036.03,,0.027,0.019,0.010,0.013
8036.04,,0.043,0.053,0.052,0.053
8036.05,,0.104,0.131,0.096,0.074
8036.06,,0.297,0.335,0.378,0.346
8036.07,,0.014,0.029,0.030,0.032
8036.08,,0.102,0.055,0.046,0.066
8036.1,,0.088,0.078,0.076,0.073
8036.11,,0.200,0.153,0.153,0.097
8036.12,,0.321,0.211,0.095,0.109
8037.01,,0.085,0.087,0.063,0.052
8037.02,,0.073,0.040,0.052,0.038
8038,,0.060,0.063,0.082,0.072
8039.01,,0.109,0.074,0.068,0.049
8039.02,,0.060,0.050,0.049,0.042
8040,,0.031,0.041,0.035,0.044
8041.02,,0.027,0.026,0.039,0.040
8041.04,,0.031,0.030,0.041,0.055
8041.05,,0.020,0.023,0.014,0.015
8041.06,,0.032,0.035,0.034,0.026
8041.08,,0.090,0.077,0.088,0.095
8041.09,,0.055,0.046,0.085,0.061
8042.01,,0.066,0.072,0.079,0.077
8042.02,,0.030,0.029,0.027,0.043
8043.05,,0.024,0.047,0.064,0.069
8043.06,,0.080,0.050,0.047,0.053
8043.08,,0.035,0.035,0.025,0.030
8043.09,,0.080,0.073,0.064,0.097
8043.1,,0.025,0.022,0.024,0.049
8043.11,,0.060,0.062,0.053,0.020
8044.03,,0.183,0.188,0.121,0.117
8044.04,,0.062,0.081,0.088,0.077
8044.05,,0.286,0.285,0.261,0.202
8044.06,,0.093,0.099,0.116,0.099
8045.05,,0.047,0.058,0.048,0.028
8045.06,,0.019,0.017,0.029,0.061
8045.07,,0.028,0.042,0.033,0.049
8045.08,,0.309,0.346,0.366,0.365
8045.09,,0.029,0.108,0.146,0.170
8045.1,,0.153,0.163,0.139,0.091
8045.11,,0.255,0.225,0.228,0.262
8046.03,,0.084,0.115,0.148,0.162
8046.06,,0.011,0.016,0.014,0.008
8046.07,,0.021,0.042,0.038,0.055
8046.08,,0.066,0.062,0.052,0.042
8046.09,,0.081,0.091,0.075,0.079
8046.1,,0.041,0.050,0.082,0.096
8046.11,,0.051,0.078,0.089,0.102
8047.01,,0.088,0.108,0.099,0.098
8047.05,,0.112,0.126,0.119,0.102
8047.06,,0.040,0.038,0.029,0.051
8047.09,,0.067,0.061,0.044,0.088
8047.1,,0.024,0.025,0.022,0.014
8047.11,,0.091,0.110,0.086,0.086
8047.12,,0.022,0.044,0.052,0.050
8047.13,,0.059,0.070,0.058,0.037
8047.14,,0.028,0.012,0.004,0.004
8047.15,,0.119,0.051,0.094,0.078
8047.16,,0.031,0.058,0.045,0.041
8048.03,,0.054,0.058,0.058,0.064
8048.04,,0.070,0.118,0.075,0.119
8048.05,,0.037,0.040,0.033,0.037
8048.06,,0.114,0.108,0.114,0.097
8048.07,,0.035,0.063,0.072,0.046
8048.08,,0.076,0.042,0.033,0.019
8048.09,,0.017,0.006,0.020,0.027
8048.1,,0.099,0.079,0.058,0.071
8049.01,,0.073,0.045,0.050,0.047
8049.02,,0.013,0.010,0.009,0.009
8050.01,,0.015,0.020,0.050,0.063
8050.02,,0.098,0.117,0.119,0.128
8051.05,,0.178,0.207,0.203,0.164
8051.06,,0.102,0.100,0.059,0.067
8051.07,,0.071,0.108,0.132,0.106
8051.08,,0.052,0.051,0.083,0.097
8051.09,,0.053,0.042,0.044,0.078
8051.1,,0.046,0.025,0.015,0.016
8051.11,,0.119,0.103,0.115,0.099
8051.12,,0.037,0.048,0.060,0.060
8052.01,,0.022,0.027,0.062,0.062
8052.02,,0.053,0.075,0.072,0.060
8053.01,,0.110,0.104,0.108,0.084
8053.02,,0.090,0.046,0.057,0.075
8054.01,,0.077,0.054,0.036,0.091
8054.02,,0.084,0.051,0.047,0.038
8055.01,,0.048,0.058,0.088,0.101
8055.02,,0.041,0.024,0.034,0.030
8056,,0.027,0.037,0.031,0.037
8057.01,,0.035,0.032,0.034,0.016
8057.02,,0.035,0.040,0.042,0.016
8058.01,,0.072,0.067,0.033,0.029
8058.02,,0.030,0.034,0.057,0.049
8059.01,,0.059,0.064,0.050,0.045
8059.02,,0.112,0.093,0.096,0.035
8060.01,,0.137,0.156,0.160,0.162
8060.02,,0.190,0.098,0.084,0.077
8060.03,,0.065,0.069,0.053,0.064
8060.04,,0.091,0.112,0.109,0.115
8061.02,,0.053,0.048,0.038,0.032
8061.03,,0.069,0.087,0.097,0.071
8061.04,,0.250,0.246,0.238,0.222
8062.01,,0.092,0.039,0.106,0.119
8062.02,,0.078,0.100,0.079,0.104
8063,,0.042,0.040,0.046,0.041
8064,,0.176,0.146,0.130,0.085
8065.01,,0.126,0.120,0.094,0.144
8065.02,,0.079,0.087,0.089,0.082
8066,,0.076,0.070,0.059,0.037
8067,,0.036,0.033,0.023,0.029
8068.01,,0.133,0.127,0.098,0.117
8068.02,,0.060,0.033,0.008,0.010
8069,,0.101,0.090,0.077,0.068
8070,,0.167,0.228,0.187,0.151
8071,,0.053,0.047,0.113,0.110
8072,,0.082,0.062,0.067,0.047
8073,,0.156,0.161,0.183,0.149
8074,,0.165,0.152,0.167,0.166
8075,,0.056,0.058,0.053,0.055
8076,,0.097,0.103,0.069,0.059
8077,,0.188,0.225,0.226,0.134
8078,,0.037,0.034,0.032,0.044
8079,,0.062,0.062,0.041,0.037
8080.01,,0.051,0.024,0.026,0.024
8080.02,,0.067,0.060,0.071,0.106
8081,,0.100,0.083,0.082,0.087
8082,,0.142,0.143,0.155,0.125
8083.01,,0.135,0.094,0.105,0.098
8083.02,,0.058,0.060,0.055,0.047
8084,,0.038,0.079,0.072,0.081
8085,,0.102,0.052,0.051,0.030
8086,,0.028,0.019,0.019,0.020
8087.02,,0.290,0.400,0.379,0.340
8088,,0.077,0.064,0.043,0.072
8089,,0.069,0.056,0.054,0.044
8090,,0.015,0.005,0.014,0.011
8091,,0.040,0.038,0.012,0.022
8092,,0.169,0.177,0.162,0.128
8093,,0.503,0.503,0.488,0.438
8094,,0.217,0.251,0.234,0.227
8095,,0.180,0.169,0.121,0.095
8096,,0.129,0.166,0.162,0.155
8097,,0.068,0.054,0.054,0.041
8098,,0.091,0.101,0.130,0.100
8099,,0.069,0.064,0.052,0.059
8100,,0.144,0.137,0.138,0.168
8101,,0.127,0.106,0.080,0.140
8102,,0.094,0.145,0.149,0.169
8103.01,,0.063,0.081,0.083,0.083
8103.02,,0.062,0.044,0.028,0.012
8104,,0.070,0.067,0.047,0.048
8105.01,,0.095,0.103,0.086,0.051
8105.02,,0.140,0.122,0.087,0.073
8106,,0.127,0.125,0.138,0.133
8107.01,,0.158,0.121,0.096,0.083
8107.02,,0.074,0.066,0.046,0.065
8108,,0.053,0.059,0.061,0.053
8109,,0.092,0.077,0.092,0.087
8110,,0.075,0.080,0.085,0.065
8111,,0.150,0.141,0.150,0.116
8112,,0.100,0.139,0.133,0.111
8113.01,,0.104,0.087,0.082,0.101
8113.02,,0.233,0.200,0.211,0.223
8114.01,,0.092,0.102,0.107,0.127
8114.02,,0.137,0.108,0.132,0.118
8115,,0.066,0.078,0.092,0.093
8116,,0.181,0.130,0.129,0.092
8117.01,,0.139,0.158,0.134,0.148
8117.02,,0.159,0.102,0.070,0.040
8118,,0.136,0.102,0.094,0.084
8119,,0.052,0.058,0.052,0.058
8120,,0.036,0.027,0.071,0.053
8121,,0.100,0.127,0.143,0.165
8122,,0.048,0.046,0.032,0.027
8123.01,,0.151,0.102,0.087,0.084
8123.02,,0.069,0.068,0.065,0.034
8124,,0.024,0.020,0.011,0.012
8125,,0.136,0.126,0.177,0.147
8126,,0.143,0.134,0.109,0.111
8127,,0.099,0.080,0.080,0.083
8128.01,,0.158,0.149,0.078,0.089
8128.02,,0.128,0.113,0.114,0.137
8129,,0.056,0.093,0.094,0.071
8130,,0.071,0.099,0.111,0.074
8131,,0.074,0.067,0.058,0.050
8132,,0.040,0.043,0.045,0.034
8133.01,,0.259,0.225,0.247,0.311
8133.02,,0.280,0.267,0.197,0.226
8134,,0.228,0.257,0.203,0.168
8135,,0.131,0.161,0.119,0.131
8136,,0.254,0.295,0.228,0.196
8137.01,,0.363,0.248,0.243,0.220
8137.02,,0.243,0.226,0.214,0.210
8138.01,,0.165,0.165,0.129,0.138
8138.02,,0.181,0.189,0.203,0.260
8139,,0.228,0.258,0.213,0.171
8140,,0.110,0.155,0.177,0.220
8141,,0.224,0.239,0.290,0.224
8142,,0.267,0.287,0.261,0.204
8143,,0.244,0.275,0.200,0.198
8144,,0.230,0.177,0.175,0.120
8145,,0.081,0.097,0.091,0.105
8146,,0.193,0.151,0.108,0.082
8147,,0.164,0.156,0.125,0.144
8148,,0.060,0.097,0.096,0.096
8149,,0.185,0.220,0.189,0.161
8150,,0.205,0.202,0.302,0.279
8151,,0.081,0.144,0.142,0.125
8152,,0.150,0.173,0.121,0.150
8153,,0.081,0.137,0.101,0.097
8154,,0.147,0.129,0.128,0.115
8155,,0.125,0.138,0.150,0.147
8156,,0.128,0.116,0.095,0.073
8157.01,,0.015,0.018,0.020,0.017
8157.02,,0.084,0.056,0.045,0.051
8158,,0.039,0.022,0.008,0.005
8159,,0.140,0.106,0.116,0.119
8160,,0.068,0.056,0.081,0.095
8161,,0.085,0.100,0.093,0.086
8162,,0.118,0.153,0.111,0.095
8163,,0.120,0.115,0.143,0.121
8164.01,,0.155,0.125,0.192,0.159
8164.02,,0.192,0.181,0.212,0.135
8165,,0.243,0.189,0.198,0.141
8166,,0.230,0.229,0.185,0.148
8167,,0.149,0.148,0.153,0.105
8168,,0.077,0.060,0.053,0.033
8169,,0.151,0.139,0.146,0.130
8170,,0.148,0.131,0.151,0.125
8171.01,,0.148,0.159,0.144,0.126
8171.02,,0.075,0.064,0.121,0.131
8172,,0.268,0.268,0.279,0.215
8173,,0.359,0.331,0.246,0.245
8174,,0.187,0.117,0.145,0.111
8175,,0.311,0.249,0.266,0.271
8176,,0.132,0.213,0.230,0.226
8177,,0.180,0.160,0.111,0.102
8179,,0.144,0.110,0.097,0.110
8180,,0.081,0.087,0.093,0.079
8181,,0.033,0.042,0.052,0.068
8182,,0.080,0.107,0.064,0.057
8183,,0.157,0.173,0.182,0.170
8184.01,,0.087,0.068,0.075,0.081
8184.02,,0.059,0.047,0.051,0.082
8185,,0.069,0.048,0.045,0.033
8186,,0.081,0.092,0.081,0.062
8187,,0.087,0.098,0.050,0.043
8188,,0.123,0.128,0.133,0.120
8189,,0.071,0.079,0.058,0.067
8190,,0.047,0.029,0.027,0.024
8191,,0.093,0.083,0.064,0.070
8192,,0.189,0.160,0.137,0.117
8193,,0.091,0.085,0.059,0.037
8194,,0.098,0.085,0.101,0.075
8195,,0.129,0.144,0.095,0.083
8196,,0.032,0.027,0.030,0.028
8197,,0.037,0.054,0.056,0.056
8198.01,,0.010,0.011,0.008,0.010
8198.02,,0.020,0.004,0.002,0.007
8199,,0.016,0.026,0.048,0.047
8200,,0.063,0.064,0.035,0.019
8201.01,,0.031,0.027,0.033,0.033
8201.03,,0.090,0.092,0.074,0.035
8201.04,,0.164,0.181,0.151,0.107
8202.01,,0.069,0.084,0.081,0.062
8202.02,,0.091,0.103,0.112,0.127
8203,,0.178,0.162,0.154,0.176
8204,,0.227,0.196,0.205,0.213
8205.01,,0.140,0.155,0.139,0.107
8205.02,,0.119,0.128,0.104,0.115
8206.03,,0.180,0.136,0.087,0.073
8206.04,,0.176,0.174,0.164,0.185
8206.05,,0.255,0.238,0.241,0.243
8206.06,,0.100,0.100,0.081,0.099
8207,,0.076,0.097,0.069,0.081
8208,,0.093,0.082,0.092,0.042
8209.01,,0.147,0.114,0.085,0.091
8209.02,,0.099,0.115,0.150,0.147
8210.01,,0.119,0.124,0.107,0.124
8210.02,,0.134,0.160,0.115,0.132
8211.01,,0.131,0.084,0.112,0.141
8211.02,,0.164,0.163,0.145,0.108
8212,,0.221,0.191,0.177,0.156
8213,,0.222,0.200,0.216,0.221
8214.01,,0.192,0.190,0.227,0.243
8214.02,,0.140,0.152,0.131,0.118
8215,,0.296,0.329,0.342,0.312
8216,,0.094,0.102,0.115,0.143
8217,,0.052,0.084,0.066,0.067
8218,,0.065,0.050,0.070,0.078
8219,,0.122,0.096,0.102,0.038
8220,,0.067,0.054,0.046,0.094
8221.01,,0.097,0.087,0.103,0.108
8221.02,,0.102,0.094,0.027,0.014
8222,,0.100,0.097,0.148,0.150
8223.01,,0.094,0.049,0.057,0.033
8223.02,,0.137,0.145,0.130,0.147
8224,,0.326,0.328,0.227,0.172
8225,,0.064,0.028,0.031,0.041
8226.01,,0.080,0.111,0.127,0.113
8226.02,,0.088,0.108,0.097,0.108
8227.01,,0.109,0.108,0.104,0.114
8227.02,,0.158,0.117,0.079,0.046
8228.01,,0.118,0.101,0.022,0.024
8228.02,,0.043,0.028,0.028,0.053
8229,,0.101,0.130,0.155,0.158
8230.01,,0.205,0.169,0.137,0.099
8230.02,,0.098,0.106,0.104,0.082
8231.01,,0.134,0.129,0.116,0.109
8231.02,,0.113,0.159,0.143,0.142
8232,,0.099,0.081,0.068,0.022
8233.02,,0.110,0.120,0.149,0.155
8233.03,,0.115,0.110,0.104,0.096
8233.04,,0.120,0.147,0.143,0.114
8234,,0.222,0.242,0.198,0.193
8235,,0.172,0.161,0.137,0.133
8236.02,,0.073,0.057,0.047,0.041
8236.03,,0.422,0.377,0.425,0.469
8236.04,,0.053,0.053,0.057,0.066
8236.05,,0.047,0.073,0.097,0.073
8237.02,,0.158,0.145,0.157,0.096
8237.03,,0.245,0.241,0.183,0.161
8237.04,,0.065,0.088,0.097,0.084
8237.05,,0.250,0.246,0.251,0.206
8238.01,,0.044,0.076,0.058,0.051
8238.03,,0.109,0.116,0.092,0.101
8238.05,,0.101,0.128,0.086,0.064
8238.06,,0.123,0.107,0.106,0.177
8239.01,,0.015,0.009,0.015,0.015
8239.03,,0.019,0.011,0.021,0.033
8239.04,,0.016,0.016,0.017,0.059
8240.03,,0.016,0.017,0.004,0.004
8240.04,,0.063,0.074,0.059,0.041
8240.05,,0.048,0.044,0.032,0.017
8240.06,,0.066,0.037,0.036,0.015
8241.05,,0.067,0.056,0.029,0.015
8241.06,,0.038,0.036,0.043,0.050
8241.07,,0.043,0.056,0.063,0.063
8241.08,,0.108,0.100,0.082,0.065
8241.13,,0.012,0.050,0.052,0.050
8241.14,,0.033,0.050,0.096,0.095
8241.15,,0.096,0.071,0.067,0.031
8241.16,,0.092,0.096,0.091,0.067
8241.17,,0.024,0.023,0.016,0.012
8241.19,,0.045,0.039,0.031,0.032
8241.2,,0.062,0.070,0.066,0.062
8241.21,,0.062,0.048,0.051,0.021
8241.22,,0.089,0.104,0.044,0.054
8241.23,,0.063,0.038,0.031,0.015
8243,,0.309,0.328,0.279,0.238
8244,,0.201,0.212,0.204,0.145
8245.03,,0.035,0.041,0.035,0.045
8245.05,,0.062,0.065,0.053,0.064
8245.06,,0.017,0.028,0.057,0.060
8245.07,,0.138,0.125,0.061,0.057
8246.01,,0.035,0.027,0.042,0.051
8246.02,,0.079,0.087,0.075,0.109
8247.01,,0.040,0.043,0.039,0.051
8247.02,,0.217,0.212,0.206,0.269
8248,,0.247,0.200,0.197,0.190
8249,,0.246,0.175,0.170,0.119
8250,,0.117,0.098,0.105,0.101
8252,,0.023,0.081,0.109,0.095
8253.02,,0.103,0.077,0.117,0.113
8253.03,,0.190,0.182,0.169,0.110
8253.04,,0.086,0.050,0.044,0.059
8254,,0.090,0.084,0.070,0.106
8255.01,,0.205,0.190,0.167,0.103
8255.03,,0.159,0.201,0.217,0.212
8255.04,,0.122,0.105,0.143,0.144
8255.05,,0.212,0.214,0.167,0.117
8256,,0.234,0.299,0.179,0.188
8257,,0.208,0.264,0.207,0.192
8258.01,,0.422,0.359,0.292,0.242
8258.02,,0.095,0.125,0.172,0.182
8258.03,,0.215,0.202,0.139,0.109
8259,,0.332,0.278,0.247,0.248
8260,,0.316,0.366,0.340,0.310
8261,,0.199,0.182,0.217,0.170
8262.01,,0.166,0.174,0.216,0.201
8262.02,,0.176,0.185,0.184,0.225
8263.01,,0.121,0.112,0.088,0.084
8263.03,,0.180,0.174,0.136,0.081
8263.04,,0.347,0.307,0.200,0.237
8264.01,,0.207,0.215,0.165,0.115
8264.02,,0.152,0.149,0.166,0.134
8265,,0.326,0.335,0.339,0.251
8266,,0.271,0.238,0.233,0.247
8267,,0.292,0.242,0.189,0.168
8268,,0.349,0.343,0.346,0.360
8269.01,,0.444,0.405,0.305,0.328
8269.02,,0.375,0.265,0.345,0.389
8270,,0.412,0.323,0.387,0.366
8271,,0.345,0.314,0.365,0.250
8272,,0.331,0.296,0.302,0.310
8273,,0.352,0.382,0.384,0.300
8274,,0.365,0.392,0.318,0.409
8275,,0.332,0.355,0.327,0.322
8276,,0.331,0.416,0.307,0.388
8277,,0.262,0.339,0.257,0.303
8278.01,,0.117,0.123,0.080,0.115
8278.02,,0.103,0.092,0.098,0.086
8278.04,,0.065,0.054,0.019,0.040
8278.05,,0.052,0.056,0.075,0.078
8279.01,,0.081,0.052,0.056,0.045
8279.02,,0.177,0.142,0.120,0.126
8280,,0.188,0.143,0.104,0.092
8281,,0.121,0.114,0.098,0.091
8282.01,,0.101,0.113,0.182,0.185
8282.02,,0.105,0.130,0.116,0.121
8283,,0.123,0.128,0.094,0.104
8284.01,,0.104,0.087,0.088,0.087
8284.02,,0.118,0.122,0.126,0.116
8285.03,,0.202,0.140,0.219,0.201
8285.04,,0.340,0.302,0.281,0.279
8285.05,,0.156,0.132,0.112,0.080
8285.06,,0.203,0.245,0.283,0.278
8286.01,,0.088,0.069,0.070,0.061
8286.02,,0.076,0.072,0.070,0.039
8287.01,,0.112,0.115,0.108,0.117
8287.02,,0.178,0.142,0.158,0.165
8288.01,,0.053,0.093,0.101,0.090
8288.02,,0.143,0.168,0.131,0.134
8289,,0.356,0.348,0.343,0.246
8290,,0.635,0.638,0.677,0.685
8291,,0.408,0.424,0.351,0.373
8292,,0.235,0.234,0.230,0.208
8293.01,,0.151,0.110,0.113,0.173
8293.02,,0.368,0.345,0.412,0.385
8294.01,,0.479,0.499,0.502,0.587
8294.02,,0.146,0.212,0.194,0.139
8295,,0.191,0.192,0.171,0.166
8296,,0.121,0.131,0.110,0.110
8297,,0.310,0.343,0.334,0.306
8298,,0.048,0.033,0.029,0.038
8299.01,,0.110,0.102,0.113,0.073
8299.02,,0.071,0.064,0.051,0.038
8300.01,,0.108,0.136,0.055,0.104
8300.03,,0.152,0.154,0.177,0.141
8300.04,,0.099,0.086,0.080,0.072
8300.05,,0.040,0.035,0.055,0.071
8300.06,,0.092,0.091,0.077,0.064
8300.07,,0.244,0.199,0.220,0.217
8300.08,,0.059,0.053,0.048,0.051
8301,,0.137,0.150,0.164,0.143
8302.01,,0.214,0.150,0.100,0.087
8302.02,,0.222,0.175,0.253,0.197
8303,,0.283,0.248,0.191,0.199
8304,,0.175,0.239,0.158,0.201
8305,,0.231,0.237,0.278,0.243
8306,,0.243,0.243,0.289,0.266
8307,,0.361,0.347,0.333,0.312
8308,,0.066,0.068,0.082,0.088
8309,,0.061,0.102,0.089,0.105
8310,,0.004,0.003,0.008,0.013
8311,,0.169,0.175,0.171,0.138
8312,,0.244,0.270,0.237,0.278
8313,,0.173,0.278,0.258,0.307
8314,,0.222,0.274,0.374,0.349
8315,,0.088,0.089,0.088,0.077
8316,,0.165,0.135,0.147,0.117
8317,,0.211,0.186,0.110,0.080
8318,,0.183,0.161,0.146,0.193
8319,,0.058,0.059,0.052,0.035
8320,,0.236,0.189,0.179,0.170
8321,,0.210,0.194,0.209,0.140
8322,,0.050,0.077,0.079,0.073
8323,,0.085,0.085,0.060,0.057
8324,,0.088,0.183,0.176,0.190
8325,,0.187,0.250,0.242,0.264
8326,,0.075,0.099,0.115,0.104
8329,,0.407,0.395,0.382,0.401
8330,,0.100,0.116,0.120,0.151
8331,,0.131,0.141,0.147,0.128
8333,,0.398,0.396,0.401,0.396
8339,,0.458,0.462,0.434,0.448
8340,,0.254,0.212,0.187,0.190
8342,,0.367,0.378,0.354,0.270
8343,,0.223,0.181,0.181,0.178
8344,,0.292,0.250,0.256,0.200
8345,,0.478,0.457,0.478,0.417
8346,,0.418,0.466,0.393,0.466
8347,,0.565,0.563,0.473,0.533
8348,,0.457,0.457,0.502,0.473
8349,,0.474,0.507,0.480,0.505
8350,,0.396,0.401,0.423,0.407
8351,,0.251,0.209,0.201,0.174
8352,,0.177,0.149,0.128,0.109
8355,,0.356,0.328,0.359,0.434
8356,,0.303,0.431,0.416,0.372
8357,,0.687,1.000,1.000,1.000
8358,,0.365,0.345,0.356,0.315
8359,,0.468,0.473,0.415,0.356
8360,,0.337,0.338,0.325,0.329
8361,,0.439,0.346,0.369,0.357
8362,,0.238,0.190,0.146,0.111
8363,,0.134,0.150,0.132,0.177
8364,,0.262,0.259,0.328,0.328
8365,,0.345,0.496,0.429,0.428
8366,,0.211,0.196,0.312,0.466
8367,,0.343,0.357,0.366,0.348
8368,,0.584,0.554,0.502,0.630
8369,,0.410,0.329,0.325,0.304
8370,,0.492,0.441,0.375,0.474
8371,,0.261,0.264,0.326,0.309
8373,,0.352,0.389,0.491,0.455
8374,,0.516,0.391,0.430,0.494
8378,,0.341,0.317,0.274,0.255
8380,,0.455,0.512,0.462,0.429
8381,,0.323,0.264,0.276,0.257
8382,,0.380,0.373,0.282,0.141
8383,,0.341,0.329,0.334,0.321
8386,,0.622,0.504,0.498,0.493
8387,,0.545,0.496,0.397,0.400
8388,,0.485,0.429,0.435,0.410
8390,,0.212,0.166,0.196,0.170
8391,,0.170,0.176,0.214,0.155
8392,,0.262,0.225,0.187,0.197
8395,,0.278,0.245,0.200,0.253
8396,,0.273,0.251,0.243,0.201
8397,,0.268,0.317,0.315,0.332
8398,,0.145,0.124,0.159,0.153
8399,,0.178,0.175,0.172,0.147
8400,,0.173,0.148,0.123,0.122
8401,,0.224,0.173,0.316,0.249
8402,,0.200,0.203,0.225,0.200
8403,,0.267,0.246,0.296,0.303
8404,,0.347,0.329,0.327,0.300
8407,,0.464,0.469,0.419,0.392
8408,,0.379,0.308,0.348,0.314
8410,,0.162,0.198,0.276,0.276
8411,,0.370,0.360,0.372,0.380
8412,,0.334,0.320,0.337,0.331
8413,,0.302,0.334,0.271,0.324
8414,,0.469,0.494,0.515,0.653
8415,,0.576,0.560,0.523,0.512
8416,,0.589,0.681,0.493,0.628
8417,,0.420,0.460,0.435,0.428
8418,,0.314,0.297,0.320,0.347
8419,,0.131,0.192,0.187,0.238
8420,,0.209,0.183,0.330,0.231
8421,,0.312,0.360,0.437,0.366
8422,,0.136,0.169,0.150,0.220
8423,,0.141,0.154,0.155,0.161
8424,,0.205,0.228,0.335,0.388
8425,,0.684,0.744,0.718,0.639
8426,,0.181,0.241,0.210,0.211
8428,,0.382,0.321,0.327,0.318
8429,,0.422,0.433,0.495,0.538
8430,,0.514,0.496,0.517,0.519
8431,,0.415,0.277,0.295,0.310
8432,,0.334,0.283,0.234,0.252
8433,,0.460,0.460,0.425,0.449
8434,,0.358,0.268,0.206,0.152
8435,,0.285,0.422,0.450,0.360
8436,,0.304,0.289,0.311,0.225
8437,,0.075,0.088,0.104,0.101
8438,,0.238,0.289,0.325,0.294
8439,,0.285,0.263,0.226,0.157
9800,,0.000,0.000,0.000,0.000
9801,,0.000,0.000,0.000,0.000
9900,,0.000,0.000,0.000,0.000
