tract,percent_hispanic_2016,percent_hispanic_2015,percent_hispanic_2014,percent_hispanic_2013,percent_hispanic_2012,percent_hispanic_2011
2809,,0.0484234234,0.0658227848,0.0652962515,0.0452358037,0.0525210084
2819,,0.0844926350,0.0875518672,0.0608632396,0.0266732527,0.0247238296
2827,,0.2859356838,0.3447127394,0.3578412202,0.3205588822,0.3742447130
2828,,0.2485168095,0.2300319489,0.1665741255,0.1981460023,0.1820744081
2831,,0.0346246143,0.0311820160,0.0276693863,0.0488289004,0.0579476861
2832,,0.0411985019,0.0499662390,0.0683823529,0.0677290837,0.0966386555
2838,,0.1066198008,0.0908820909,0.1071098800,0.1279724656,0.1139581929
2909,,0.0031838684,0.0052189040,0.0068562722,0.0344229817,0.0318734235
2912,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
2916,,0.6996507567,0.6990049751,0.7460510328,0.7717391304,0.6990881459
2922,,0.0287721646,0.0289602233,0.0000000000,0.0000000000,0.0000000000
2924,,0.0158808933,0.0136534840,0.0058881256,0.0172583826,0.0112745098
2925,,0.0460652591,0.0301683817,0.0153110048,0.0000000000,0.0000000000
3005,,0.9184234647,0.9333333333,0.9518112330,0.9632963989,0.9698795181
3006,,0.8242690058,0.8569746910,0.8263110033,0.8195488722,0.7958680234
3007,,0.9802443992,0.9680443119,0.9565509518,0.9591103123,0.9435680960
3008,,0.9922334667,0.9912280702,0.9870813397,0.9435768262,0.9544452608
3009,,0.9513670457,0.9467575069,0.9489456160,0.9370629371,0.9374675662
3011,,0.9464105157,0.9478315525,0.9513986014,0.9620596206,0.9622563252
3012,,0.8317619328,0.8163729392,0.8782904048,0.8807247106,0.8639588941
3016,,0.9771283355,0.9678705961,0.9526000920,0.9847465231,0.9831779950
3017.01,,0.9765545362,0.9607371795,0.9751037344,0.9784795975,0.9824109824
3017.02,,0.9810126582,0.9731997834,0.9735806633,0.9743135518,0.9828217404
3018.01,,0.9433823529,0.9196891192,0.9277736411,0.9756662804,0.9496001938
3018.02,,0.9731267784,0.9796341042,0.9762906310,0.9537664408,0.9551307062
3018.03,,0.9588547592,0.9576573011,0.9805825243,0.9821141479,0.9870698644
3102,,0.5147928994,0.5668414155,0.6032880629,0.5793201133,0.5599095705
3103,,0.6120741184,0.5853985265,0.6064425770,0.5895281189,0.6225596529
3104,,0.6824324324,0.7384291725,0.7196911197,0.7241379310,0.7461482025
3105,,0.8711538462,0.9523809524,0.9389553178,0.9457504521,0.9629840547
3106,,0.7306718598,0.7465473643,0.6995515695,0.7150956768,0.6917591125
3107,,0.7263888889,0.7663174859,0.7546063652,0.8576072822,0.8672222222
3108,,0.8809048570,0.8910012674,0.8893919793,0.8990769231,0.8920622415
3109,,0.8768375050,0.8637709773,0.8501609010,0.8764066017,0.8664176450
3201,,0.0991534582,0.0766090754,0.0690374387,0.0720608143,0.0701775724
3204,,0.0557595993,0.0360681728,0.0523402114,0.0608020699,0.0358705162
3206,,0.0392402421,0.0397663446,0.0555417186,0.0245231608,0.0144092219
3301,,0.0715361026,0.0699010351,0.0675419847,0.0674714104,0.0650094267
3302,,0.0281501340,0.0519169329,0.0379587733,0.0511363636,0.0539419087
3403,,0.0398205272,0.0438292964,0.0396039604,0.0516096065,0.0939226519
3404,,0.0369077307,0.0436781609,0.0333686441,0.0849539406,0.0157970321
3405,,0.1282995703,0.2079383886,0.2111184646,0.2096672944,0.1749287749
3406,,0.0021810251,0.0028142589,0.0000000000,0.0000000000,0.0000000000
3501,,0.0319422978,0.0326797386,0.0329896907,0.0424242424,0.0422675286
3504,,0.0321797207,0.0377084844,0.0477528090,0.0571761960,0.0639777469
3510,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3511,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3514,,0.0000000000,0.0000000000,0.0584551148,0.0636896047,0.0810810811
3515,,0.0223713647,0.0240963855,0.0000000000,0.0000000000,0.0000000000
3602,,0.0000000000,0.0000000000,0.0174848689,0.0172932331,0.0276953511
3801,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3802,,0.0375139978,0.0268264840,0.0224852071,0.0070876289,0.0056320401
3805,,0.0023894863,0.0024390244,0.0000000000,0.0000000000,0.0000000000
3807,,0.0151770658,0.0156250000,0.0055379747,0.0176100629,0.0385154062
3812,,0.0109452736,0.0298047276,0.0189243028,0.0144863916,0.0045330916
3814,,0.0034188034,0.0028636884,0.0183758151,0.0798045603,0.0715619166
3815,,0.0515873016,0.0480000000,0.0000000000,0.0000000000,0.0000000000
3817,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3818,,0.1338709677,0.1125226860,0.2007692308,0.1736227045,0.0712353472
3819,,0.0224047797,0.0216550657,0.0000000000,0.0000000000,0.0000000000
3901,,0.0529845741,0.0577200577,0.0334302326,0.0098187311,0.0043572985
3902,,0.0129549661,0.0103848503,0.0074455899,0.0058386412,0.0005555556
3903,,0.0062776957,0.0140941904,0.0117241379,0.0081245768,0.0153621068
3904,,0.0267359822,0.0206022187,0.0148282098,0.0169721656,0.0319865320
3905,,0.0457337884,0.0450395618,0.0215916101,0.0504313205,0.0621908127
3906,,0.0527165143,0.0536437247,0.0716099543,0.0775427996,0.0101163379
3907,,0.0543025677,0.0538912406,0.0770729979,0.0754615522,0.0542473400
4003,,0.0553869499,0.0180586907,0.0085470085,0.0059844405,0.0162318841
4004,,0.0104510451,0.0090307044,0.0118453865,0.0000000000,0.0170212766
4005,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4008,,0.0000000000,0.0003522367,0.0003467406,0.0003827019,0.0004278990
4101,,0.1391982183,0.2014314928,0.2064552031,0.1817679558,0.1876815805
4102,,0.0668185270,0.0368589744,0.0226201697,0.0109561753,0.0000000000
4105,,0.0628593331,0.0638783270,0.0423949424,0.0725776281,0.0763972658
4106,,0.0458515284,0.0156448203,0.0187027457,0.0224899598,0.0494137353
4107,,0.0477099237,0.0556406330,0.0407426509,0.0660991487,0.1197576887
4108,,0.1189749847,0.1105904405,0.0754599314,0.0875081327,0.0652315721
4109,,0.1197986577,0.0855285665,0.0625418060,0.0902077151,0.1043243243
4110,,0.0673047237,0.0525203743,0.0423825888,0.0423562412,0.0469924812
4111,,0.0330979700,0.0218165628,0.0143691064,0.0165622202,0.0238095238
4112,,0.0238805970,0.0147841514,0.0092391304,0.0172927847,0.0325636471
4201,,0.0195635816,0.0424836601,0.0321285141,0.0358255452,0.0361871139
4202,,0.0129870130,0.0140597540,0.0163419233,0.0289184500,0.0248868778
4203,,0.0455089820,0.0294505495,0.0262390671,0.0210415571,0.0364238411
4204,,0.0589135425,0.0542763158,0.0674981658,0.0415200563,0.0238843495
4205,,0.0601120734,0.0057170081,0.0031418312,0.0081896552,0.0042643923
4206,,0.0131517144,0.0058365759,0.0000000000,0.0000000000,0.0000000000
4207,,0.0005706134,0.0111475410,0.0103505843,0.0156304272,0.0117111256
4208,,0.0418665504,0.0309773124,0.0100261552,0.0195843325,0.0283975659
4212,,0.0172612198,0.0099589924,0.0097501523,0.0101078167,0.0000000000
4301.01,,0.0138101110,0.0219780220,0.0023623907,0.0035026270,0.0000000000
4301.02,,0.0221932115,0.0149384886,0.0045984059,0.0000000000,0.0000000000
4302,,0.0004048583,0.0310533793,0.0299977614,0.0346690680,0.0415397999
4303,,0.0000000000,0.0000000000,0.0000000000,0.0159920040,0.0130044843
4304,,0.0075581395,0.0089772363,0.0064318530,0.0076457471,0.0000000000
4305,,0.0248842593,0.0262223436,0.0144175317,0.0134670487,0.0000000000
4306,,0.0024706609,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4307,,0.0102040816,0.0129032258,0.0120763537,0.0237599000,0.0213414634
4308,,0.0023866348,0.0017730496,0.0072992701,0.0065430752,0.0068694799
4309,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4312,,0.0185072816,0.0300820419,0.0268300762,0.0199649737,0.0174242424
4313.01,,0.0079025354,0.0119847998,0.0099518459,0.0044858523,0.0040458530
4313.02,,0.0366995697,0.0523375478,0.0439724798,0.0318685005,0.0090484530
4314,,0.0289619265,0.0222222222,0.0219406675,0.0187539733,0.0115899445
4401.01,,0.0321356275,0.0258873766,0.0127523911,0.0196034752,0.0155180283
4401.02,,0.0052997681,0.0057034221,0.0023576962,0.0000000000,0.0000000000
4402.01,,0.0134520652,0.0123526109,0.0019801980,0.0022543678,0.0021802326
4402.02,,0.0107758621,0.0052719201,0.0022296544,0.0041654270,0.0037441498
4403,,0.0000000000,0.0002244669,0.0002224199,0.0002272727,0.0002129925
4406,,0.0060392552,0.0053501946,0.0041763341,0.0029673591,0.0022451729
4407,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4408,,0.0123533045,0.0095666854,0.0108427797,0.0042075736,0.0000000000
4409,,0.0004071661,0.0004032258,0.0086994345,0.0059482155,0.0041797283
4503,,0.0000000000,0.0040365985,0.0094182825,0.0076149035,0.0070581592
4601,,0.1988802986,0.2551189817,0.2555326055,0.2325029656,0.1960326721
4602,,0.4256837099,0.4482102056,0.4351775392,0.5202464789,0.5244215938
4603.01,,0.3198458574,0.2985979538,0.2918413415,0.3235569423,0.3262698660
4603.02,,0.0417242332,0.0613234455,0.0522700119,0.0436373138,0.0389150943
4604,,0.0068359375,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4605,,0.0083892617,0.0081283868,0.0081649316,0.0078229346,0.0000000000
4606,,0.1613924051,0.1671183379,0.1345291480,0.0898692810,0.1524767802
4607,,0.4094090202,0.3602206136,0.4048161406,0.3787219806,0.4878593358
4610,,0.4696802646,0.4921337266,0.4083204931,0.5302564103,0.4456999372
4701,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4801,,0.0000000000,0.0000000000,0.0057651992,0.0061130922,0.0177238806
4802,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4803,,0.0657237937,0.0562080537,0.0558798999,0.0434163701,0.0260303688
4804,,0.0114267577,0.0076973469,0.0087801819,0.0083688375,0.0076622813
4805,,0.0997949419,0.1396551724,0.1803704907,0.1531239883,0.1020274689
4903,,0.0223914017,0.0213973799,0.0090322581,0.0126459144,0.0152744630
4904,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4905,,0.0361871139,0.0256410256,0.0470494418,0.0421487603,0.0696994992
4906,,0.0006978367,0.0006887052,0.0007407407,0.0007390983,0.0007558579
4907,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4908,,0.0072109194,0.0063677368,0.0054274084,0.0047157453,0.0047158104
4909.01,,0.0024869998,0.0004744958,0.0007594937,0.0073349633,0.0113812726
4909.02,,0.0011659541,0.0014507772,0.0000000000,0.0000000000,0.0000000000
4910,,0.0000000000,0.0083092486,0.0088148874,0.0121187639,0.0097968070
4911,,0.0186415256,0.0155123443,0.0177664975,0.0045861997,0.0013749754
4912,,0.0082860881,0.0050983248,0.0076586433,0.0070540813,0.0097968070
4913,,0.0314183124,0.0311566368,0.0153209110,0.0165198238,0.0217250324
4914,,0.0194963444,0.0352112676,0.0000000000,0.0000000000,0.0079734219
5001,,0.0055123217,0.0072420036,0.0205314010,0.0161785216,0.0251186157
5002,,0.0085213033,0.0076518412,0.0376549094,0.0369445831,0.0482661668
5003,,0.3635724332,0.3386581470,0.3464566929,0.2491039427,0.3049853372
5101,,0.8236966825,0.8299506308,0.8664373746,0.8344577063,0.8787134790
5102,,0.2051770080,0.1890772128,0.1455431755,0.1443535188,0.1310514955
5103,,0.0028390114,0.0024846778,0.0133846411,0.0105075978,0.0147833475
5201,,0.8688981869,0.8775241440,0.8350315381,0.8441971383,0.8288508557
5202,,0.8240291262,0.8439929772,0.7612974771,0.8330468942,0.8301343570
5203,,0.8439238159,0.8798234140,0.8918678714,0.8765877372,0.8918019143
5204,,0.8266635094,0.8506024096,0.8135856884,0.8083291520,0.8159468439
5205,,0.6541073384,0.6217212226,0.6362805575,0.6366107839,0.6438959894
5206,,0.7943362832,0.7833887043,0.7539157675,0.7172661871,0.7196918955
5301,,0.5240715268,0.4858919177,0.4140687450,0.3602347762,0.3645666773
5302,,0.0000000000,0.0000000000,0.0000000000,0.0206224222,0.0116063919
5303,,0.0081931867,0.0089827083,0.0000000000,0.0255742363,0.0271202023
5304,,0.0111111111,0.0104115022,0.0103244838,0.0000000000,0.0000000000
5305.01,,0.0027689031,0.0059707242,0.0039645082,0.0035965063,0.0005100306
5305.02,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
5305.03,,0.0085938929,0.0145715951,0.0102855116,0.0030184659,0.0000000000
5306,,0.0306834031,0.0320334262,0.0293823038,0.0444707975,0.0228371843
5401.01,,0.0492193702,0.0242223355,0.0620437956,0.0387574808,0.0334415584
5401.02,,0.0277861673,0.0260097919,0.0252613240,0.0000000000,0.0000000000
5501,,0.4723300971,0.5203432460,0.5053325849,0.4939309057,0.5071240106
5502,,0.4776334776,0.5312136487,0.5408011869,0.5488581056,0.5527364987
5601,,0.6406460296,0.5874901029,0.5353448276,0.5372050817,0.6228813559
5602,,0.1836469825,0.1238410596,0.1007234279,0.0836254382,0.0323488045
5603,,0.6241982507,0.5500945180,0.5720988427,0.5543272268,0.5084745763
5604,,0.6469414894,0.6160903317,0.6445427729,0.5773558368,0.6457536343
5607,,0.5641171453,0.4905335628,0.5038124823,0.4802590993,0.4791070406
5608,,0.5183047493,0.5184436584,0.4332258612,0.4219642857,0.4110996917
5609,,0.3139861449,0.3152315418,0.2906031386,0.3006170459,0.2740581690
5610,,0.3789833080,0.3977923140,0.3685177624,0.2951695786,0.2706019871
5611,,0.4087939255,0.3803301238,0.3782062317,0.3696599826,0.3452337137
5701,,0.6645109135,0.7584876543,0.7415730337,0.7713310580,0.8370554177
5702,,0.7506775068,0.7188498403,0.7411219763,0.7068965517,0.6889168766
5703,,0.7899765337,0.7647151649,0.7680821279,0.7421701993,0.7130066743
5704,,0.8527640941,0.8173823073,0.8554083885,0.8601315003,0.8200867052
5705,,0.6815550041,0.7149569303,0.6911595867,0.6596755046,0.7296597633
5801,,0.7285573447,0.6969292390,0.7011964736,0.7448436460,0.7464178607
5802,,0.7741721854,0.8293908930,0.8458549223,0.8291139241,0.8222402597
5803,,0.8597228055,0.9070265638,0.8351498638,0.8393274171,0.9199659430
5804,,0.7372579001,0.7746235497,0.7750385208,0.7607133351,0.7606905710
5805.01,,0.8601411254,0.8387033010,0.8052884615,0.8217358773,0.8131443299
5805.02,,0.8403456048,0.8381361128,0.7564336373,0.8101943673,0.6956521739
5806,,0.9072054354,0.8940590659,0.8585001697,0.8579920740,0.8307666555
5807,,0.8847163004,0.8795295613,0.8863454458,0.8767878683,0.8755326705
5808,,0.9301191766,0.9211318483,0.9456250000,0.9416257501,0.9160985842
5905,,0.4734762980,0.4500542888,0.5908364411,0.6466088730,0.5911062907
5906,,0.6708893485,0.6552857865,0.6384039900,0.6636011617,0.6167505963
5907,,0.6925837321,0.6873840445,0.6890965732,0.6564788284,0.6143366850
6004,,0.1868846002,0.1939764111,0.1440069611,0.1263521289,0.1768629255
6006,,0.4000678656,0.3793103448,0.2941649899,0.2449850619,0.3071778868
6007,,0.2863211555,0.3109090909,0.3803986711,0.4188412207,0.4757160648
6009,,0.3227102303,0.2703663204,0.2685158707,0.2796979378,0.3646627152
6103,,0.8851259360,0.8415252755,0.8414855072,0.8746004888,0.8840067027
6104,,0.9598039216,0.9530838166,0.9366373902,0.9664613279,0.9826865672
6108,,0.2336217553,0.1646223370,0.1184379001,0.1123674912,0.1181818182
6110,,0.4457572503,0.4259259259,0.3402777778,0.3146853147,0.3607705779
6111,,0.8493975904,0.7389014296,0.7890015601,0.7595330739,0.7033678756
6112,,0.7565573770,0.7123931624,0.7128072445,0.7251387111,0.7051174497
6113,,0.8794063080,0.7442196532,0.7768183328,0.7955063497,0.7301536492
6114,,0.9230543319,0.9051918736,0.8752327747,0.9005741127,0.9098860323
6115,,0.8506237689,0.8542646071,0.8584583902,0.8550909671,0.8738819320
6116,,0.2786783042,0.3590582080,0.1900910010,0.2405228758,0.2629482072
6117,,0.5343330702,0.2861423221,0.2449567723,0.2447552448,0.2736911862
6118,,0.4847886211,0.4559967253,0.3441615452,0.2683881064,0.2820197044
6119,,0.1449494949,0.1295264624,0.0930341281,0.1521467278,0.1047077922
6120,,0.0680628272,0.0970996217,0.0757196496,0.0866540164,0.0060975610
6121,,0.0320219579,0.0271535581,0.0203389831,0.0134831461,0.0136887608
6201,,0.8316681147,0.8209863589,0.8165543387,0.8034460753,0.8397606383
6202,,0.7134575569,0.6987310684,0.6998027613,0.6844679984,0.6683982684
6203,,0.7551214218,0.7402836879,0.7349949864,0.7368582375,0.6996850394
6204,,0.8885880883,0.9203179132,0.8794974300,0.8577626863,0.8553099092
6301,,0.8497607656,0.8220264317,0.7511693171,0.7170283806,0.7161845192
6302,,0.8963385640,0.9237708615,0.9150633505,0.9155290102,0.8816914080
6303,,0.9433437609,0.9326706677,0.9397569444,0.9167521368,0.9327453142
6304,,0.9363724005,0.9458668617,0.9520932846,0.9479660773,0.9315255264
6305,,0.9394223263,0.9579768873,0.9342505199,0.9245472837,0.9152693543
6308,,0.9398857440,0.9199302575,0.8956268222,0.9213238496,0.9006438396
6309,,0.9457639798,0.9477640709,0.9381506430,0.8921348315,0.9314762098
6401,,0.6572280179,0.6235772358,0.6476449275,0.6413255361,0.6909667195
6403,,0.4646622970,0.4468115733,0.4452255419,0.4207808971,0.4408844765
6404,,0.3998428908,0.4927456885,0.4023021583,0.3503165511,0.3358365876
6405,,0.4012983181,0.3691486019,0.2966891675,0.3590129401,0.4130375240
6406,,0.4388786765,0.4244133574,0.3516856658,0.4129414670,0.4028224808
6407,,0.6212356411,0.6077279753,0.5844539193,0.6066813741,0.5964002441
6408,,0.7797913234,0.7404063205,0.7290813341,0.7619631902,0.7501519757
6501,,0.8877076412,0.9055432373,0.8218522373,0.8116987179,0.8028606965
6502,,0.7810009147,0.7136864185,0.7898865387,0.7587526577,0.7016589990
6503.01,,0.8202828562,0.8116295265,0.7893175074,0.7886208138,0.7865568246
6503.02,,0.8470330739,0.8473963356,0.8542274052,0.8387490838,0.8317570931
6504,,0.7969581749,0.8572213070,0.8473945409,0.8678336980,0.8639495675
6505,,0.7155761719,0.7151092962,0.6744465833,0.6614405817,0.6787932564
6603.01,,0.6101609658,0.5240223464,0.4136671883,0.3463976945,0.3805405405
6603.02,,0.8219373219,0.8098667627,0.8023687467,0.7775608024,0.7717717718
6604,,0.9140600316,0.9029288703,0.9104020191,0.9106186519,0.8940222183
6605,,0.8142536476,0.8086636268,0.7672620144,0.7515094340,0.7426333458
6606,,0.3240158783,0.3307916937,0.3217054264,0.2507778469,0.3030911901
6607,,0.0229357798,0.0149420994,0.0098928277,0.0075329567,0.0282038595
6608,,0.4736933798,0.4623292926,0.4422171602,0.4359524596,0.3580207502
6609,,0.0564534487,0.0649529493,0.0598867596,0.0378642842,0.0656544055
6610,,0.0461734230,0.0300857093,0.0164572642,0.0230633803,0.0202020202
6611,,0.4948289578,0.4407032675,0.4178698828,0.4336043360,0.4178254314
6701,,0.0415094340,0.0318550906,0.0000000000,0.0295774648,0.0280748663
6702,,0.0927835052,0.0873096447,0.0805123513,0.0623901582,0.0000000000
6703,,0.0832639467,0.0637219406,0.0158856235,0.0337552743,0.0226112327
6704,,0.0884567127,0.1200215285,0.1015667207,0.0729512080,0.0816859381
6705,,0.1585820896,0.1173076923,0.0462046205,0.0528391167,0.0371352785
6706,,0.0698630137,0.0507334963,0.0548970680,0.0632839225,0.0000000000
6707,,0.0483516484,0.0103425986,0.0370869858,0.0233962264,0.0140758874
6708,,0.0085130533,0.0000000000,0.0204081633,0.0233751425,0.0234055003
6709,,0.0132802125,0.0033422460,0.0000000000,0.0000000000,0.0000000000
6711,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6712,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6713,,0.0365182591,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6714,,0.0336088154,0.0380901288,0.0387323944,0.0448907265,0.0245398773
6715,,0.0820053121,0.0571604179,0.0075067024,0.0226954329,0.0269125343
6716,,0.0729064039,0.0663465735,0.0506216696,0.0554069545,0.0000000000
6718,,0.0468253968,0.0017559263,0.0089365505,0.0065789474,0.0000000000
6719,,0.0033472803,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6720,,0.0519750520,0.0467695275,0.0567484663,0.0038074517,0.0089156627
6805,,0.0313971743,0.0840466926,0.0756429652,0.0693316677,0.0446162998
6806,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6809,,0.0078394481,0.0097373857,0.0141259564,0.0157961783,0.0133940530
6810,,0.0269568042,0.0268012530,0.0263157895,0.0241332427,0.0027906977
6811,,0.0340710542,0.0086519676,0.0094017094,0.0067624683,0.0022727273
6812,,0.0508822323,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6813,,0.0572062084,0.0535491905,0.0042704626,0.0000000000,0.0000000000
6814,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6903,,0.0049240870,0.0078809107,0.0054225034,0.0081081081,0.0052424640
6904,,0.0202517789,0.0365819603,0.0345511187,0.0317280453,0.0162556054
6905,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6909,,0.0117354999,0.0099054480,0.0109635252,0.0095238095,0.0090382387
6910,,0.0034628703,0.0029596744,0.0028759244,0.0026778883,0.0000000000
6911,,0.0147194112,0.0174509193,0.0180586907,0.0132953466,0.0042099354
6912,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6913,,0.0165537998,0.0140745954,0.0115113257,0.0025725836,0.0032269631
6914,,0.0069852941,0.0069955817,0.0021631644,0.0000000000,0.0088876147
6915,,0.0170423310,0.0673258004,0.0592520641,0.0529440871,0.0476635514
7001,,0.2543156597,0.3235800344,0.2371237458,0.2361197754,0.2493407559
7002,,0.6957995578,0.7031158998,0.6948710519,0.6487202118,0.6622263053
7003.01,,0.6888310844,0.6304347826,0.6261543536,0.5243970836,0.5491946779
7003.02,,0.4777945051,0.4845233908,0.4455735446,0.4184489492,0.4123112660
7004.01,,0.3084674143,0.3208752595,0.2870204082,0.2906010230,0.3100060459
7004.02,,0.1903625954,0.1809895833,0.1989596879,0.1762656758,0.1712279002
7005.01,,0.0335440588,0.0284588998,0.0240963855,0.0322465066,0.0335154827
7005.02,,0.0559772296,0.0299900033,0.0304389619,0.0252961896,0.0000000000
7101,,0.0511627907,0.0469416785,0.0493827160,0.0459770115,0.0653450808
7102,,0.0259403372,0.0189905902,0.0132186654,0.0000000000,0.0106557377
7103,,0.0076863951,0.0073260073,0.0000000000,0.0000000000,0.0000000000
7104,,0.0067182410,0.0106048704,0.0118910625,0.0082385249,0.0068004644
7105,,0.0216010165,0.0265957447,0.0133949192,0.0065330029,0.0064833445
7106,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7107,,0.0101848359,0.0111317254,0.0096942580,0.0094471659,0.0000000000
7108,,0.0218166562,0.0162700834,0.0217436755,0.0066566459,0.0047402726
7109,,0.0256302521,0.0112404657,0.0019091256,0.0000000000,0.0000000000
7110,,0.0057088487,0.0052249637,0.0120516499,0.0118053556,0.0151802657
7111,,0.0000000000,0.0000000000,0.0033132530,0.0088913587,0.0093482906
7112,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7113,,0.0521246459,0.0265822785,0.0740963855,0.0637198622,0.0439024390
7114,,0.0000000000,0.0360160071,0.0330848089,0.0316887284,0.0376028202
7115,,0.0222502099,0.0166468490,0.0000000000,0.0102827763,0.0175713837
7201,,0.1509209745,0.1115332429,0.1209189843,0.0814180929,0.0682914445
7202,,0.0540352505,0.0561694291,0.0383940325,0.0287331302,0.0196036650
7203,,0.0936878728,0.0607298475,0.0840517241,0.0986749366,0.0891141942
7204,,0.0522233713,0.0531914894,0.0517647059,0.0324942792,0.0267857143
7205,,0.0516070620,0.0566468707,0.0539785947,0.0623255814,0.0892175573
7206,,0.0192307692,0.0128730252,0.0106145251,0.0000000000,0.0095011876
7207,,0.0147510756,0.0116652085,0.0218645612,0.0240802676,0.0319148936
7301,,0.0115814696,0.0090266876,0.0073831009,0.0077911959,0.0000000000
7302.01,,0.0237906423,0.0214629121,0.0192509625,0.0048021196,0.0004965243
7302.02,,0.0029922202,0.0287438919,0.0300618921,0.0229102167,0.0310880829
7303,,0.0051194539,0.0040691760,0.0038350911,0.0059071730,0.0000000000
7304,,0.0109479970,0.0139436990,0.0076617480,0.0111234705,0.0079118395
7305,,0.0072236937,0.0085588712,0.0064746595,0.0044632370,0.0138227963
7306,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7307,,0.0076759062,0.0075254537,0.0000000000,0.0000000000,0.0000000000
7401,,0.0621392190,0.0474153298,0.0477707006,0.0455773126,0.0872347592
7402,,0.0558304980,0.0502616141,0.0593694991,0.0292027194,0.0565593087
7403,,0.0553709856,0.0847610460,0.0741543799,0.0614094720,0.0543745804
7404,,0.0846201359,0.0444998960,0.0577494692,0.0738980121,0.0635304463
7501,,0.0311646952,0.0029471775,0.0267028740,0.0197077059,0.0156966916
7502,,0.0029508197,0.0031304348,0.0148634635,0.0151089248,0.0204741379
7503,,0.0710082385,0.0922092586,0.0722033898,0.0732414793,0.0674869500
7504,,0.0241269841,0.0241606527,0.0129310345,0.0104364326,0.0000000000
7505,,0.0368028534,0.0405087141,0.0050078247,0.0250806163,0.0230388423
7506,,0.0022253129,0.0056680162,0.0043620502,0.0031438302,0.0049207217
7608.01,,0.0312709404,0.0441009320,0.0690543071,0.0904328018,0.1354903943
7608.02,,0.0711878686,0.1062057476,0.1113646737,0.1030832950,0.0693512304
7608.03,,0.1268094089,0.1669617323,0.1659527428,0.1788734413,0.1332219353
7702.01,,0.1398274623,0.1196808511,0.1691748832,0.1674499565,0.1501382170
7702.02,,0.0923323966,0.1000810373,0.1291979455,0.1089617055,0.1374975055
7703,,0.0964349133,0.0991485856,0.0879655364,0.0964300953,0.0955680670
7704,,0.2114402451,0.2058948261,0.1834476654,0.1572062084,0.1615682895
7705,,0.8588064047,0.8602995335,0.8090692124,0.8003304225,0.7775931640
7706.01,,0.1812600969,0.1928548846,0.1453911942,0.1040816327,0.1073657928
7706.02,,0.4912492456,0.4472850201,0.4700647249,0.3786982249,0.4389959136
7707,,0.1173031956,0.1158301158,0.1033582090,0.0889877642,0.0599682288
7708,,0.2756264237,0.2291808874,0.2185261003,0.2085475578,0.1909827761
7709.01,,0.0866156431,0.0767615047,0.0750833170,0.0604514230,0.1375000000
7709.02,,0.0516708790,0.0368718406,0.0546710724,0.0410056869,0.0480645161
8001,,0.0100892511,0.0115696105,0.0330809087,0.0475633528,0.0546813533
8002,,0.0583756345,0.0345048949,0.0234487159,0.0210185934,0.0357839948
8003,,0.0260557053,0.0453172205,0.0323275862,0.0331371942,0.0213740458
8004,,0.0263440860,0.0148008611,0.0252229299,0.0294269489,0.0291485554
8005,,0.0292397661,0.0225977972,0.0289855072,0.0412147505,0.0364225010
8006,,0.0184402612,0.0196304850,0.0243263473,0.0284046693,0.0167689162
8007,,0.0376312141,0.0592079208,0.0287755507,0.0355850422,0.0286579213
8008,,0.0158804297,0.0231803431,0.0198314328,0.0138121547,0.0358583595
8009,,0.0876322038,0.1012437268,0.0739756368,0.0834403081,0.0775038863
8010,,0.0126209508,0.0172736733,0.0146633622,0.0524344569,0.0466386555
8011,,0.0361702128,0.0326698399,0.0361876709,0.0264134468,0.0146465719
