tract,percent_white_2016,percent_white_2015,percent_white_2014,percent_white_2013,percent_white_2012,percent_white_2011
2808,,0.0641430074,0.0976470588,0.0906474820,0.0955882353,0.1252525253
2809,,0.1261261261,0.0708860759,0.0773881499,0.0153994225,0.0157563025
2819,,0.4079378069,0.4331950207,0.5046071775,0.5621141022,0.5783798001
2827,,0.1080976366,0.1577851790,0.1450919046,0.1632734531,0.1231117825
2828,,0.3467369809,0.4038338658,0.4158800666,0.3754345307,0.4768883878
2831,,0.2739115530,0.2599709935,0.2160340546,0.2957522827,0.2933601610
2832,,0.3957553059,0.3808237677,0.3323529412,0.2908366534,0.2529411765
2838,,0.2852958407,0.2652212652,0.2431517390,0.2418648310,0.2532029670
2909,,0.0082249934,0.0095679907,0.0114271204,0.0146111937,0.0153634488
2912,,0.0263051396,0.0122466216,0.0138109625,0.0086065574,0.0008474576
2916,,0.1187427241,0.0895522388,0.0777642770,0.0673913043,0.0810536981
2922,,0.0167280027,0.0226796930,0.0205546493,0.0302333224,0.0385964912
2924,,0.0392059553,0.0616760829,0.0471050049,0.0448717949,0.0446078431
2925,,0.0141554702,0.0126286249,0.0100478469,0.0077369439,0.0022733013
3005,,0.0253589979,0.0212271973,0.0169491525,0.0000000000,0.0000000000
3006,,0.0476608187,0.0226603885,0.0260685056,0.0552342394,0.0521122418
3007,,0.0114052953,0.0234341713,0.0262038074,0.0240395417,0.0202177294
3008,,0.0030595434,0.0051347882,0.0064593301,0.0496221662,0.0428606417
3009,,0.0079845149,0.0123643704,0.0360710322,0.0473372781,0.0454073690
3011,,0.0182002022,0.0197988686,0.0150349650,0.0104529617,0.0103691414
3012,,0.0394814378,0.0648095509,0.0506651571,0.0656768998,0.0716907267
3016,,0.0004235493,0.0113006869,0.0167970548,0.0141318977,0.0156853830
3017.01,,0.0229357798,0.0387286325,0.0240663900,0.0206819452,0.0171600172
3017.02,,0.0189873418,0.0268002166,0.0264193367,0.0256864482,0.0171782596
3018.01,,0.0365196078,0.0141309468,0.0263092579,0.0062572422,0.0094499637
3018.02,,0.0192854885,0.0138073870,0.0168260038,0.0458349940,0.0440889583
3018.03,,0.0142207053,0.0150375940,0.0153182309,0.0124598071,0.0129301356
3102,,0.3293885602,0.3387942333,0.3388134382,0.3866855524,0.4302938960
3103,,0.2558278542,0.2424648359,0.2619047619,0.3044602456,0.3130874910
3104,,0.1989489489,0.1654978962,0.1984555985,0.1482024945,0.1386647102
3105,,0.1198717949,0.0406504065,0.0541220894,0.0476190476,0.0353075171
3106,,0.1596884129,0.1445244116,0.1467264574,0.1490077959,0.1584786054
3107,,0.1833333333,0.1829170024,0.1641541039,0.0949284785,0.0850000000
3108,,0.1031270792,0.0935783692,0.1032772747,0.0939487179,0.1016348237
3109,,0.0923718713,0.1072063179,0.1086082060,0.0888972243,0.0871575952
3201,,0.6648054755,0.6792291627,0.6573156742,0.6637509112,0.6863293603
3204,,0.6480801336,0.6389219184,0.6386512330,0.5530401035,0.7069116360
3206,,0.5572949280,0.5796450236,0.6097135741,0.5942779292,0.5855907781
3301,,0.4820741567,0.4714480719,0.5196946565,0.4698856417,0.4763633824
3302,,0.4359249330,0.4478168264,0.4441930618,0.4199380165,0.4395746888
3403,,0.1777902412,0.1580161476,0.1516414799,0.1257026060,0.1351079859
3404,,0.0793017456,0.1218390805,0.1159957627,0.1432958035,0.1823839157
3405,,0.4996930632,0.4656398104,0.4473858372,0.3791588198,0.4119658120
3406,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3501,,0.0628541989,0.0688788336,0.0747422680,0.0924242424,0.1367478866
3504,,0.0121432908,0.0152284264,0.0000000000,0.0000000000,0.0000000000
3510,,0.0457532246,0.0343112879,0.0326953748,0.0350309890,0.0254880694
3511,,0.0224260958,0.0084541063,0.0042553191,0.0062532569,0.0000000000
3514,,0.0684433677,0.0438426821,0.0730688935,0.0183016105,0.0241051863
3515,,0.1991051454,0.1566265060,0.1704180064,0.0511363636,0.0000000000
3602,,0.0019430052,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3801,,0.0363258952,0.0680570801,0.0954335557,0.0747263208,0.0554089710
3802,,0.0408734602,0.0525114155,0.0568047337,0.0360824742,0.0450563204
3805,,0.0023894863,0.0024390244,0.0035671819,0.0028694405,0.0097087379
3807,,0.1661045531,0.1562500000,0.2033227848,0.1748427673,0.1813725490
3812,,0.0189054726,0.0030832477,0.0034860558,0.0539947322,0.0621033545
3814,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0273802116
3815,,0.0753968254,0.0640000000,0.0168539326,0.0142180095,0.0073529412
3817,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
3818,,0.0379032258,0.0653357532,0.0938461538,0.0776293823,0.0793507665
3819,,0.0597460792,0.0541376643,0.0711610487,0.0424328147,0.0177631579
3901,,0.0194500335,0.0165945166,0.0167151163,0.0302114804,0.0392156863
3902,,0.1098087600,0.0861331704,0.0572737686,0.0541401274,0.0327777778
3903,,0.0731166913,0.0787212100,0.0589655172,0.0633039946,0.0519385516
3904,,0.0802079465,0.0590332805,0.0325497288,0.0451459606,0.0367003367
3905,,0.2389078498,0.2075471698,0.1906230722,0.1944260119,0.2063604240
3906,,0.4115115654,0.4240890688,0.4398171661,0.3952668681,0.3909964593
3907,,0.2154753643,0.2466623250,0.2914599575,0.2901953755,0.2963544392
4003,,0.0250379363,0.0150489090,0.0000000000,0.0059844405,0.0046376812
4004,,0.0027502750,0.0012040939,0.0006234414,0.0006849315,0.0056737589
4005,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0046801872
4008,,0.0000000000,0.0000000000,0.0003467406,0.0003827019,0.0008557980
4101,,0.2661469933,0.2285276074,0.2225932109,0.2425414365,0.2353282975
4102,,0.4328018223,0.4062500000,0.4043355325,0.4362549801,0.4121996303
4105,,0.3070141817,0.2733840304,0.2685013016,0.2409277965,0.2517088862
4106,,0.5161572052,0.5395348837,0.4604058894,0.4341365462,0.4309045226
4107,,0.5672709924,0.5349668198,0.4971634863,0.5728592889,0.5023299161
4108,,0.3419768151,0.3058419244,0.3386342376,0.3233571893,0.3604044357
4109,,0.4677852349,0.5015395142,0.5471571906,0.4937685460,0.4772972973
4110,,0.4939796233,0.5076969514,0.5472508591,0.5652173913,0.5845864662
4111,,0.6924095322,0.7172751558,0.6834306242,0.6768128917,0.7222222222
4112,,0.6035820896,0.6451803666,0.7173913043,0.6863446631,0.7051509769
4201,,0.0300978179,0.0310457516,0.0248995984,0.0358255452,0.0450132392
4202,,0.1682665161,0.1587580551,0.2193588938,0.2128397918,0.2364253394
4203,,0.3528942116,0.3850549451,0.3999028183,0.3461336139,0.2913907285
4204,,0.1767406274,0.2870065789,0.2274394718,0.1850809289,0.1049654305
4205,,0.0061130922,0.0052405908,0.0049371634,0.0047413793,0.0034115139
4206,,0.0507280413,0.0510700389,0.0398257623,0.0344202899,0.0157189089
4207,,0.0279600571,0.0360655738,0.0323873122,0.0048627996,0.0042290176
4208,,0.0209332752,0.0205061082,0.0183086312,0.0287769784,0.0296146045
4212,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4301.01,,0.0118372380,0.0125223614,0.0188991259,0.0092569427,0.0165403170
4301.02,,0.0153394256,0.0140597540,0.0153280196,0.0093277581,0.0041061276
4302,,0.0222672065,0.0131926121,0.0049250056,0.0308419631,0.0219660722
4303,,0.0023353573,0.0017683466,0.0016597510,0.0014992504,0.0000000000
4304,,0.0200581395,0.0179544726,0.0119448698,0.0095571838,0.0106589147
4305,,0.0109953704,0.0098333789,0.0086505190,0.0005730659,0.0002852253
4306,,0.0370599135,0.0235361653,0.0112739572,0.0041346722,0.0143750000
4307,,0.0678963893,0.0403225806,0.0233735878,0.0366819508,0.0365853659
4308,,0.0292362768,0.0319148936,0.0101066816,0.0092693566,0.0127576055
4309,,0.0127569100,0.0141263941,0.0138408304,0.0026896181,0.0000000000
4312,,0.0078883495,0.0200546946,0.0172242464,0.0227670753,0.0178030303
4313.01,,0.0204148831,0.0184156679,0.0086677368,0.0006901311,0.0050573163
4313.02,,0.0032903063,0.0008820935,0.0005982650,0.0003354579,0.0002918856
4314,,0.0536934592,0.0464957265,0.0392459827,0.0416401780,0.0381978452
4401.01,,0.0156882591,0.0149452896,0.0039851222,0.0015593673,0.0000000000
4401.02,,0.0086121232,0.0044359949,0.0060626474,0.0036900369,0.0064065230
4402.01,,0.0168624479,0.0028074116,0.0023402340,0.0000000000,0.0000000000
4402.02,,0.0053879310,0.0019422863,0.0019509476,0.0047604880,0.0000000000
4403,,0.0318499127,0.0190796857,0.0209074733,0.0181818182,0.0076677316
4406,,0.0120785103,0.0092412451,0.0060324826,0.0093966370,0.0000000000
4407,,0.0115151515,0.0019986676,0.0031466331,0.0173310225,0.0157126824
4408,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0078624079
4409,,0.0008143322,0.0012096774,0.0013049152,0.0010496851,0.0104493208
4503,,0.0000000000,0.0468245425,0.0418282548,0.0318194180,0.0327498588
4601,,0.0295921088,0.0439955728,0.0419002656,0.0424080664,0.0504667445
4602,,0.0408244154,0.0297029703,0.0780346821,0.1095950704,0.1739502999
4603.01,,0.0131021195,0.0208412277,0.0177362141,0.0118564743,0.0168276722
4603.02,,0.0088422216,0.0091272105,0.0047789725,0.0015678077,0.0000000000
4604,,0.0218098958,0.0171211160,0.0024183797,0.0053358443,0.0059171598
4605,,0.0262164430,0.0239683201,0.0212288222,0.0244228201,0.0120316260
4606,,0.1350210970,0.1499548329,0.0663677130,0.0800653595,0.0642414861
4607,,0.0186625194,0.0237849018,0.0244061178,0.0347942456,0.0175830310
4610,,0.0650496141,0.0648967552,0.0719054956,0.0564102564,0.0320150659
4701,,0.0000000000,0.0000000000,0.0063447303,0.0057012543,0.0050385299
4801,,0.0257756563,0.0249388753,0.0188679245,0.0122261844,0.0130597015
4802,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4803,,0.0083194676,0.0092281879,0.0100083403,0.0092526690,0.0079537238
4804,,0.0234883352,0.0160497871,0.0108184384,0.0095861229,0.0108428509
4805,,0.0328092960,0.0375862069,0.0324991875,0.0307542894,0.0258338784
4903,,0.0094043887,0.0052401747,0.0129032258,0.0121595331,0.0066825776
4904,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
4905,,0.0379523389,0.0371794872,0.0227272727,0.0256198347,0.0229549249
4906,,0.0076762038,0.0041322314,0.0022222222,0.0014781966,0.0022675737
4907,,0.0111358575,0.0072714681,0.0086415486,0.0079730144,0.0017931859
4908,,0.0048931239,0.0047758026,0.0290366350,0.0204348965,0.0146438322
4909.01,,0.0343658151,0.0192170819,0.0167088608,0.0161369193,0.0160372478
4909.02,,0.0073843762,0.0047668394,0.0054256314,0.0033592274,0.0000000000
4910,,0.0058516196,0.0093930636,0.0062683643,0.0060593819,0.0067126270
4911,,0.0179987144,0.0194450513,0.0196700508,0.0252240984,0.0212139069
4912,,0.0039249891,0.0032774945,0.0014587892,0.0030231777,0.0108853411
4913,,0.0125673250,0.0145113103,0.0099378882,0.0069750367,0.0038910506
4914,,0.0207148660,0.0144551520,0.0130694548,0.0115444618,0.0063122924
5001,,0.0087548638,0.0105612553,0.0069444444,0.0025104603,0.0039073402
5002,,0.0110275689,0.0100430416,0.0085795996,0.0019970045,0.0000000000
5003,,0.2918424754,0.3507987220,0.3549868766,0.3040621266,0.2956011730
5101,,0.0726698262,0.1023038947,0.1069074233,0.1411520498,0.1095015959
5102,,0.0582413399,0.0455743879,0.0372562674,0.0540098200,0.0277520814
5103,,0.0070140281,0.0072883883,0.0065250125,0.0053346266,0.0064570943
5201,,0.0739191074,0.0776997366,0.1130519165,0.0487546370,0.0751833741
5202,,0.0995145631,0.0935540507,0.1294704741,0.0768475325,0.0669385797
5203,,0.1193325468,0.1084041857,0.0924307510,0.1072604673,0.0977944236
5204,,0.1465782619,0.1349397590,0.1659320716,0.1828901154,0.1800664452
5205,,0.3443592552,0.3722089746,0.3561800320,0.3520616221,0.3457470251
5206,,0.2056637168,0.2166112957,0.2210233206,0.2586330935,0.2649028801
5301,,0.0504355800,0.0559540890,0.0531574740,0.0689655172,0.0345378957
5302,,0.0000000000,0.0000000000,0.0000000000,0.0026246719,0.0028595458
5303,,0.0125053903,0.0119020885,0.0136854742,0.0156287000,0.0034474833
5304,,0.0116161616,0.0049578582,0.0093411996,0.0018441678,0.0038778478
5305.01,,0.0146964856,0.0152157165,0.0134038135,0.0159273848,0.0129207752
5305.02,,0.0068166326,0.0053511706,0.0077030812,0.0000000000,0.0000000000
5305.03,,0.0000000000,0.0001942879,0.0003546728,0.0003551136,0.0003435246
5306,,0.0034867503,0.0038300836,0.0070116861,0.0068188556,0.0099408920
5401.01,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
5401.02,,0.0232558140,0.0226438188,0.0000000000,0.0000000000,0.0083557147
5501,,0.4331715210,0.4206243527,0.3974179063,0.3814859277,0.3886543536
5502,,0.5054112554,0.4373788290,0.4295252226,0.4181954324,0.4095686843
5601,,0.1668909825,0.2169437846,0.2922413793,0.2912885662,0.2510593220
5602,,0.0778715120,0.1503311258,0.1029493600,0.0741111668,0.0689170183
5603,,0.2994169096,0.3134845621,0.2774476071,0.3010107391,0.3079096045
5604,,0.2998670213,0.3161609033,0.2794985251,0.3319268636,0.2830910482
5607,,0.4344611885,0.4951233505,0.4829144310,0.5012338063,0.4756725816
5608,,0.4721306069,0.4724608388,0.5460716104,0.5691071429,0.5748544022
5609,,0.6642950758,0.6624511810,0.6901115523,0.6874276899,0.7089595940
5610,,0.5828907436,0.5784955029,0.6163740302,0.6885919836,0.7180985778
5611,,0.5912060745,0.6196698762,0.6217937683,0.6303400174,0.6514538093
5701,,0.2223120453,0.1566358025,0.2187265918,0.2107508532,0.1563275434
5702,,0.2113821138,0.2470713525,0.2182192486,0.2528735632,0.2947103275
5703,,0.1912504190,0.2195044974,0.2191631669,0.2431192661,0.2728308644
5704,,0.1308155446,0.1639937920,0.1285871965,0.1315002989,0.1524566474
5705,,0.2204301075,0.2016444792,0.2123995408,0.2208151959,0.2115384615
5801,,0.0538941834,0.0884512684,0.0935138539,0.1127744511,0.1099633456
5802,,0.0586092715,0.0748078060,0.0501943005,0.0474683544,0.0803571429
5803,,0.0285594288,0.0111396744,0.0059037239,0.0037365717,0.0085142614
5804,,0.0777268094,0.0735620834,0.0947611710,0.1211072664,0.1513944223
5805.01,,0.0872082504,0.0927060684,0.1203926282,0.1240179574,0.1128497791
5805.02,,0.0931630353,0.0980993256,0.1430597771,0.1090836969,0.1440826672
5806,,0.0371893438,0.0444711538,0.0531048524,0.0602708058,0.0726481419
5807,,0.0819940964,0.0588048315,0.0593885065,0.0704807858,0.0697798295
5808,,0.0644637053,0.0662251656,0.0443750000,0.0490998363,0.0755112743
5905,,0.1636568849,0.1894679696,0.1917954182,0.1851096379,0.2299349241
5906,,0.1708893485,0.2177541730,0.2384039900,0.2088576960,0.2639809170
5907,,0.1303827751,0.1403834261,0.1339563863,0.1642788921,0.1783976646
6004,,0.2402520677,0.2219882056,0.2244942354,0.2388952819,0.2295308188
6006,,0.1876484561,0.1848436247,0.1979879276,0.2116944089,0.2287115470
6007,,0.2901444350,0.3754545455,0.2865448505,0.3065015480,0.2764632628
6009,,0.3583288698,0.3455440131,0.3431512725,0.3557943654,0.3132938188
6103,,0.0449285228,0.0601714186,0.0791666667,0.0759541267,0.0735431018
6104,,0.0289215686,0.0268845546,0.0294855709,0.0335386721,0.0173134328
6108,,0.7181705810,0.8102001291,0.8572343150,0.8713780919,0.8689393939
6110,,0.0558539205,0.0446127946,0.0486111111,0.0139860140,0.0122591944
6111,,0.0249569707,0.0233258089,0.0304212168,0.0361867704,0.0651986183
6112,,0.0717213115,0.0564102564,0.0694264769,0.0533504055,0.0457214765
6113,,0.0512059369,0.0794797688,0.1069412155,0.0862911104,0.1225992318
6114,,0.0387665198,0.0448645598,0.0633147114,0.0615866388,0.0416114498
6115,,0.0508864084,0.0486903962,0.0436562074,0.0437280562,0.0360763268
6116,,0.0243142145,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6117,,0.0000000000,0.0000000000,0.0216138329,0.0341880342,0.0265076209
6118,,0.0189648360,0.0151453131,0.0640913082,0.0590766823,0.0944170772
6119,,0.0404040404,0.0454967502,0.0303880318,0.0054189246,0.0040584416
6120,,0.0039267016,0.0031525851,0.0037546934,0.0031625553,0.0018292683
6121,,0.0521500457,0.0617977528,0.0661016949,0.0546816479,0.0122478386
6201,,0.1370547350,0.1557187828,0.1339511373,0.1374175707,0.1103723404
6202,,0.2670807453,0.2754809660,0.2603550296,0.2662046474,0.2640692641
6203,,0.2093338760,0.2354609929,0.2432316287,0.2400000000,0.2760629921
6204,,0.0866305706,0.0656205421,0.1018465639,0.0952650443,0.1006711409
6301,,0.0277511962,0.0317180617,0.0579981291,0.0601001669,0.0633307271
6302,,0.0561103186,0.0383400992,0.0281557954,0.0328498294,0.0791722897
6303,,0.0436218283,0.0527006752,0.0500000000,0.0745299145,0.0667034179
6304,,0.0550888307,0.0465252377,0.0407417814,0.0424033348,0.0560521133
6305,,0.0249804840,0.0192105658,0.0339145737,0.0337022133,0.0408490903
6308,,0.0206439886,0.0333959227,0.0514577259,0.0451444332,0.0599941469
6309,,0.0355339443,0.0348882035,0.0447030006,0.0815117467,0.0467669784
6401,,0.2883755589,0.3097560976,0.3197463768,0.3372319688,0.2884310618
6403,,0.5255058421,0.5469987045,0.5470123023,0.5632462085,0.5419675090
6404,,0.5669023305,0.4957569121,0.5882014388,0.6481760627,0.6641634124
6405,,0.5535556211,0.5843543827,0.6705239473,0.6292506771,0.5773760614
6406,,0.5064338235,0.5302346570,0.5937424206,0.5416152136,0.5588016836
6407,,0.3657249301,0.3752704791,0.4034109544,0.3860699653,0.3974984747
6408,,0.2048325096,0.2031602709,0.2071386776,0.1711656442,0.2145896657
6501,,0.0930232558,0.0866962306,0.1406867846,0.1572516026,0.1604477612
6502,,0.2044949693,0.2712375459,0.1920437036,0.2164422395,0.2767321902
6503.01,,0.1624698172,0.1674791086,0.1967184500,0.1955347497,0.1979030144
6503.02,,0.1111381323,0.1174059788,0.1200194363,0.1287564134,0.1485813838
6504,,0.1285171103,0.0880010983,0.1007719879,0.1094091904,0.1013047940
6505,,0.1855468750,0.1921691088,0.2182386910,0.1906384913,0.1705856256
6603.01,,0.0070422535,0.0027932961,0.0479916536,0.0455331412,0.0405405405
6603.02,,0.0311609687,0.0320489737,0.0321725296,0.0324871294,0.0137012012
6604,,0.0567140600,0.0560669456,0.0508382910,0.0430286242,0.0534297302
6605,,0.0615413393,0.0484040687,0.0545019333,0.0416981132,0.0852293920
6606,,0.0494541846,0.0283906554,0.0185723514,0.0090230243,0.0137557960
6607,,0.0371142619,0.0197982817,0.0399835120,0.0442561205,0.0499752598
6608,,0.0210801394,0.0205616081,0.0156416097,0.0236051502,0.0183559457
6609,,0.0352834054,0.0491163645,0.0461672474,0.0553073814,0.0658682635
6610,,0.0039992729,0.0120692671,0.0127411078,0.0130281690,0.0113865932
6611,,0.0362768496,0.0482667109,0.0538474605,0.0696138211,0.0834310605
6701,,0.0475471698,0.0468457214,0.0278086763,0.0323943662,0.0247326203
6702,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6703,,0.0316402998,0.0217233888,0.0397140588,0.0302390999,0.0255288111
6704,,0.0000000000,0.0188374596,0.0081037277,0.0104216011,0.0104438642
6705,,0.0121268657,0.0096153846,0.0082508251,0.0102523659,0.0123784262
6706,,0.0020547945,0.0012224939,0.0000000000,0.0000000000,0.0000000000
6707,,0.0007326007,0.0129282482,0.0141604855,0.0150943396,0.0079559364
6708,,0.0000000000,0.0000000000,0.0006002401,0.0011402509,0.0011702750
6709,,0.0139442231,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6711,,0.0027605245,0.0033647376,0.0019685039,0.0024737168,0.0000000000
6712,,0.0000000000,0.0000000000,0.0137524558,0.0084104289,0.0050215208
6713,,0.0005002501,0.0004566210,0.0000000000,0.0211024978,0.0134146341
6714,,0.0000000000,0.0000000000,0.0000000000,0.0088600118,0.0083658673
6715,,0.0086321381,0.0046097111,0.0254691689,0.0229756234,0.0171941191
6716,,0.0167487685,0.0113487560,0.0261989343,0.0145204433,0.0067353407
6718,,0.0000000000,0.0000000000,0.0000000000,0.0148026316,0.0095693780
6719,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6720,,0.0036382536,0.0060270010,0.0069018405,0.0146858852,0.0171084337
6805,,0.0345368917,0.0443579767,0.0400907716,0.0399750156,0.0410469958
6806,,0.0103878116,0.0225846926,0.0000000000,0.0000000000,0.0000000000
6809,,0.0050172468,0.0023605783,0.0100058858,0.0084076433,0.0101794803
6810,,0.0077947386,0.0087017055,0.0010387812,0.0091774303,0.0198449612
6811,,0.0029120559,0.0039073402,0.0034188034,0.0036630037,0.0039772727
6812,,0.0000000000,0.0000000000,0.0031695721,0.0020927799,0.0042447825
6813,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6814,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0027434842
6903,,0.0726302831,0.0858143608,0.0772706733,0.0684684685,0.0668414155
6904,,0.0098522167,0.0061435353,0.0045312943,0.0070821530,0.0022421525
6905,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
6909,,0.0139923268,0.0128320576,0.0181319840,0.0079365079,0.0071842410
6910,,0.0103886110,0.0081391047,0.0082169269,0.0068859985,0.0003700962
6911,,0.0073597056,0.0062324712,0.0032247662,0.0000000000,0.0022452989
6912,,0.0312500000,0.0272268908,0.0000000000,0.0000000000,0.0000000000
6913,,0.0075244545,0.0017593244,0.0000000000,0.0000000000,0.0000000000
6914,,0.0000000000,0.0000000000,0.0145241038,0.0160256410,0.0169151376
6915,,0.0115448048,0.0065913371,0.0126274891,0.0148441366,0.0168224299
7001,,0.0779901356,0.0780263913,0.0989966555,0.0963817842,0.0697333724
7002,,0.1406042741,0.1391962726,0.1445957693,0.1616651956,0.1667432246
7003.01,,0.1902129735,0.2484472050,0.2455474934,0.2987474294,0.3133753501
7003.02,,0.3545351901,0.3177981006,0.3430933517,0.3719546215,0.3584978707
7004.01,,0.0755728913,0.1378374062,0.1568979592,0.1534526854,0.1292321644
7004.02,,0.0827767176,0.0893229167,0.1420026008,0.1279609847,0.1111649310
7005.01,,0.0483808541,0.0560284589,0.0519578313,0.0550579243,0.0518518519
7005.02,,0.0338393422,0.0366544485,0.0378083947,0.0557156580,0.0474824729
7101,,0.0000000000,0.0000000000,0.0007262164,0.0172413793,0.0212922173
7102,,0.0168612192,0.0142001711,0.0076445294,0.0025312184,0.0014754098
7103,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7104,,0.0116042345,0.0058915947,0.0070962792,0.0041192625,0.0000000000
7105,,0.0109275731,0.0089458414,0.0011547344,0.0013516558,0.0022356360
7106,,0.0084925690,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7107,,0.0045265937,0.0040816327,0.0048471290,0.0055983205,0.0106642291
7108,,0.0002097755,0.0002033760,0.0000000000,0.0000000000,0.0000000000
7109,,0.0012605042,0.0016057808,0.0019091256,0.0000000000,0.0000000000
7110,,0.0019029496,0.0020319303,0.0000000000,0.0066225166,0.0132827324
7111,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7112,,0.0000000000,0.0000000000,0.0029661855,0.0054878049,0.0098551891
7113,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7114,,0.0008525149,0.0008892841,0.0013979497,0.0012033694,0.0011750881
7115,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7201,,0.4869281046,0.4881953867,0.5112454655,0.5943765281,0.6212236608
7202,,0.3460111317,0.3443830571,0.3152698552,0.3278188942,0.3096100575
7203,,0.5452286282,0.5836056645,0.5975215517,0.5472230054,0.5915154749
7204,,0.8950361944,0.8915906788,0.8941176471,0.9176201373,0.9392857143
7205,,0.9053870530,0.8981269986,0.9064681247,0.9009302326,0.8726145038
7206,,0.8164335664,0.8484493856,0.8111731844,0.8437125749,0.8515439430
7207,,0.3524892440,0.3344998542,0.3303978135,0.3775919732,0.3816060398
7301,,0.0000000000,0.0035321821,0.0024610336,0.0027269186,0.0023201856
7302.01,,0.0077716098,0.0001717033,0.0003500175,0.0003311807,0.0004965243
7302.02,,0.0433871933,0.0206956022,0.0244621279,0.0343653251,0.0279217041
7303,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
7304,,0.0049763623,0.0015785320,0.0011350738,0.0061179088,0.0076292738
7305,,0.0313026728,0.0222068008,0.0305871846,0.0251350716,0.0285520054
7306,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0020167099
7307,,0.0029850746,0.0061974325,0.0069354140,0.0040000000,0.0035714286
7401,,0.9140916808,0.9372549020,0.9384288747,0.9446320054,0.9056921522
7402,,0.8922053820,0.8766449976,0.8998239718,0.9264524104,0.8967792616
7403,,0.9001107420,0.8868349865,0.9080659150,0.9186494448,0.9418214366
7404,,0.7749639695,0.7856103140,0.7743099788,0.7497839239,0.7768740383
7501,,0.0088717015,0.0151892995,0.0454854039,0.0405225864,0.0456411495
7502,,0.3921311475,0.4274782609,0.4051157968,0.4047786367,0.4712643678
7503,,0.8520988623,0.8287542341,0.8050847458,0.8100072516,0.8090976883
7504,,0.6120634921,0.6306871666,0.7121305419,0.7406704617,0.7963020997
7505,,0.1956874189,0.2220128749,0.2610328638,0.2194553923,0.3177837014
7506,,0.0011126565,0.0008097166,0.0084514722,0.0102174483,0.0114816840
7608.01,,0.7708286799,0.7569902251,0.7305711610,0.7102505695,0.7057633974
7608.02,,0.9077506318,0.8754685548,0.8790506618,0.8863322595,0.8944071588
7608.03,,0.6821471653,0.6731581098,0.6954539174,0.7043141751,0.7757861158
7702.01,,0.7163910855,0.7326241135,0.7209825290,0.7223672759,0.7076710435
7702.02,,0.8552790044,0.8573743922,0.8360331885,0.8568890644,0.8413490321
7703,,0.8334926923,0.8445482010,0.8226792663,0.8170957190,0.7926952505
7704,,0.6355464760,0.6528837998,0.6778048241,0.7037694013,0.6887117622
7705,,0.1152353227,0.1180947704,0.1585786264,0.1711116356,0.1789698552
7706.01,,0.7021001616,0.6895352513,0.7000316756,0.7833333333,0.7765293383
7706.02,,0.4127942064,0.4703148109,0.4504449838,0.4911242604,0.4263475384
7707,,0.8039750585,0.7849420849,0.7985074627,0.8383388951,0.8610007943
7708,,0.6358857543,0.6313993174,0.6591606960,0.6606683805,0.6575481256
7709.01,,0.8624229979,0.8888676723,0.8894334444,0.9108930324,0.8190476190
7709.02,,0.8921651222,0.9116859946,0.8777410634,0.9251721042,0.9061290323
8001,,0.9468374078,0.9433089086,0.9282582702,0.9157894737,0.8973249410
8002,,0.8951459391,0.9301877708,0.9057265912,0.9151172191,0.8941119063
8003,,0.9086552860,0.8830815710,0.9082512315,0.9120470734,0.9151145038
8004,,0.8580645161,0.8616792250,0.8619108280,0.8786783686,0.8961902327
8005,,0.9036030938,0.9094189138,0.9237641453,0.9122461053,0.8984216916
8006,,0.9281598156,0.9391839877,0.9464820359,0.9501945525,0.9652351738
8007,,0.8645276292,0.8665346535,0.8585036714,0.8632891033,0.8617558022
8008,,0.8159738440,0.8043579045,0.8195339613,0.8370165746,0.8471537427
8009,,0.5609756098,0.5721143356,0.6423034330,0.6155327343,0.6662225183
8010,,0.7637778713,0.7710718002,0.7841800909,0.7615480649,0.8060924370
8011,,0.8827659574,0.8926871484,0.8849147907,0.8912901113,0.9127573764
